-26.431923,-30.673033,-29.12097,-31.343567,-31.93275,-32.10618,-31.455439,-29.553452,-27.747665,-23.434202,-26.445404,-29.73713,-31.884172,-33.658726,-33.18606,-32.241604,-31.673046,-31.270489,-24.742718,-32.482857,-22.565811,-31.167562,-30.823494,-32.306305,-26.331459,-34.926647,-35.704266,-29.802162,-24.373734,-32.116325,-29.051329,-30.047298,-24.984041,-35.492344,-25.690872,-33.11249,-25.94122,-26.89629,-22.849552,-33.407413,-33.40234,0.0,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-0.41260147,-1.6209259,-6.3634357,-6.2860336,-6.581442,-6.304449,-6.428646,-6.5218086,-6.40596,-6.4203396,-6.7343273,-25.55965,-32.37407,-31.793514,-30.4476,-26.317585,-25.33833,-28.06081,-32.68839,-26.596752,-34.09179,-29.841526,-31.456799,-26.731852,-32.512703,-31.268442,-37.23042,-25.953493,-27.625687,-29.625214,-35.233902,-36.49176,-30.428043,-28.495026,-25.81621,-30.259647,-28.51332,-30.107922,-29.84467,-42.4345
-26.559341,-28.41103,-36.13949,-31.739395,-28.6811,-31.589874,-33.59838,-31.877193,-31.32736,-28.50384,-31.358576,-34.6411,-36.07062,-26.791094,-31.162895,-32.02977,-32.085014,-37.614323,-24.624554,-33.547417,-28.190525,-34.19783,-28.843723,-35.534863,-24.929897,-30.327892,-31.669523,-32.81781,-29.753859,-33.164917,-28.44654,-26.511786,-32.737144,-31.19328,-36.333477,-28.60815,-29.04839,-25.87907,-26.50574,-34.761414,-24.975231,-21.496605,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-14.225719,-43.8547,-38.797478,-43.75254,-41.17395,-39.65596,-35.431545,-38.200623,-47.43952,-13.365137,-36.221836,-35.349106,-36.305046,-33.738457,-30.73093,-30.345787,-34.453503,-37.501987,-34.71123,-26.904324,-33.172905,-28.562817,-35.708797,-28.366344,-29.49722,-30.719128,-36.905235,-37.448025,-29.703798,-30.705982,-28.214537,-36.36958,-37.647034,-25.41969,-36.98732,-38.139305,-31.244312,-29.308083,-36.83322
-28.999538,-29.815708,-31.191004,-31.06332,-30.763395,-30.382854,-29.055285,-29.740402,-30.876064,-27.29607,-38.377254,-34.304626,-33.292015,-29.28751,-30.714716,-27.00203,-33.435085,-33.132137,-30.73845,-32.99349,-29.096062,-34.468758,-32.34773,-35.659344,-33.169186,-31.033895,-34.896084,-35.259373,-30.570173,-33.301086,-36.725296,-29.78162,-31.453218,-37.300957,-36.582333,-37.29179,-29.862123,-35.865894,-40.281624,-39.597538,-28.460514,-24.339706,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-20.18066,-42.689186,-43.67687,-41.90188,-50.04844,-49.206337,-38.34516,-40.8873,-53.427948,-18.030104,-41.582306,-33.849636,-36.333794,-39.137405,-29.728352,-32.29818,-34.369663,-35.93895,-40.864227,-23.842052,-35.607426,-34.02148,-33.036957,-25.463839,-27.964762,-28.573164,-37.092575,-39.2259,-36.410748,-30.398943,-28.707594,-28.980488,-36.431072,-32.421932,-34.87023,-32.349487,-33.714615,-36.71343,-37.217365
-31.67614,-29.18314,-29.576525,-25.960102,-34.612278,-27.235916,-27.885227,-33.048008,-29.596058,-29.370554,-36.820145,-31.100838,-29.595316,-30.706532,-27.096178,-26.33002,-33.3741,-30.95138,-29.1106,-26.609573,-30.737461,-34.63862,-30.208092,-31.62298,-37.195683,-31.30278,-29.38787,-33.290146,-27.15112,-30.305197,-40.657078,-32.218178,-32.512356,-40.095222,-35.713146,-34.194756,-31.799625,-36.107212,-41.938576,-37.942444,-33.619465,-26.672638,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-22.600008,-42.696968,-47.29707,-39.7347,-41.324947,-52.34896,-37.288654,-47.596817,-47.992462,-19.480507,-35.348907,-36.3025,-35.10081,-33.49386,-38.02423,-32.694096,-27.41359,-36.086388,-40.350555,-28.225876,-36.99235,-35.259747,-31.248478,-27.241745,-27.859375,-34.248768,-28.878399,-34.69377,-34.9879,-35.48028,-28.974289,-26.525665,-31.111536,-30.527498,-27.47145,-31.480515,-39.678757,-27.894796,-34.052536
-33.30515,-32.69934,-34.16748,-29.687675,-28.144314,-28.790401,-28.564816,-29.052898,-33.59835,-35.74955,-39.479893,-27.794498,-29.705492,-31.31932,-29.162018,-32.684185,-39.044434,-32.392986,-31.51373,-26.58112,-41.712692,-28.924072,-27.809727,-35.01254,-32.999607,-31.593685,-28.088593,-33.89535,-28.375488,-32.109097,-36.652065,-36.77786,-27.625992,-29.765953,-36.467514,-34.489624,-33.123104,-37.962715,-40.417862,-33.92798,-35.67079,-29.276045,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-24.363638,-48.90122,-41.638737,-36.058163,-42.235157,-49.685787,-44.821564,-42.555233,-49.076385,-20.478672,-36.868217,-36.209717,-30.399982,-28.853014,-36.809353,-33.417915,-27.92633,-30.76691,-35.94999,-32.05053,-30.72233,-27.138746,-26.995966,-34.362514,-26.835197,-35.29884,-30.890638,-33.467422,-35.948997,-35.160934,-30.01131,-34.857365,-28.849281,-34.34371,-28.21077,-31.35705,-41.32322,-26.757376,-39.79749
-34.5936,-34.12365,-32.86117,-31.688295,-29.510918,-33.39734,-35.254894,-30.890593,-34.63132,-31.31129,-31.320457,-34.51941,-31.561188,-31.407063,-37.90817,-34.042507,-41.331127,-29.288284,-32.159782,-30.497717,-37.70017,-27.135666,-36.69765,-32.701504,-27.79771,-33.627213,-34.412113,-30.939482,-26.16183,-28.671188,-31.328289,-41.922512,-26.587273,-28.11726,-43.290054,-32.9364,-37.342545,-37.91892,-35.12603,-27.55016,-34.11834,-30.921976,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-25.81762,-49.141537,-42.79797,-36.86356,-46.48525,-46.5198,-40.334763,-39.887993,-48.07974,-23.908363,-34.111515,-34.03633,-32.458958,-29.473541,-35.036346,-35.005302,-28.864193,-34.59751,-34.09747,-34.27874,-28.395973,-27.513645,-30.853558,-30.379604,-25.649654,-29.706171,-33.3182,-30.163876,-35.19758,-31.428577,-27.403362,-31.9538,-28.781088,-31.463839,-30.075663,-33.115067,-36.039574,-28.04441,-37.44514
-38.991615,-37.591312,-33.190327,-31.263437,-32.581722,-31.48958,-40.275917,-32.682503,-31.988981,-31.53217,-26.590424,-38.57251,-28.687447,-29.560059,-34.252285,-35.930187,-37.296604,-29.069344,-33.708313,-34.230377,-33.660553,-30.03323,-39.72726,-26.065441,-28.660969,-32.427246,-36.9822,-32.62591,-28.122004,-28.662157,-33.511726,-31.320904,-32.252686,-33.07292,-28.950775,-28.52723,-29.723604,-35.53832,-33.387665,-28.770016,-31.991758,-32.245785,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-26.98366,-43.83202,-43.64708,-36.69002,-46.12331,-45.538597,-32.173702,-34.826424,-48.022644,-26.234251,-28.47049,-34.097775,-34.858936,-30.370564,-33.48951,-29.089249,-29.024164,-35.545254,-36.600708,-33.87875,-32.703312,-40.378036,-34.49233,-32.462082,-28.698088,-30.691074,-29.899261,-28.208305,-29.99244,-30.007652,-33.217243,-32.48127,-34.456093,-34.788662,-29.19439,-27.384722,-32.03655,-30.81636,-30.306173
-49.331448,-27.541687,-30.941202,-38.227,-33.592796,-40.107384,-38.942947,-32.44254,-31.735022,-33.752426,-27.951582,-30.622875,-29.087242,-29.518253,-32.142048,-30.840204,-31.547888,-31.026272,-33.215824,-34.174248,-28.362904,-26.860044,-41.579292,-26.539104,-30.383713,-28.468668,-33.217213,-29.228426,-31.604322,-31.74054,-34.04915,-28.629162,-26.185284,-30.286104,-29.289629,-34.01152,-26.685616,-33.612904,-27.79052,-30.844936,-34.845165,-34.512684,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-28.14301,-49.444664,-44.542583,-37.251823,-39.815018,-46.408554,-30.277142,-36.96601,-50.019943,-25.223436,-33.559643,-28.69022,-33.707012,-36.980034,-27.149872,-29.539024,-30.836937,-33.77555,-34.127167,-34.652786,-38.41572,-38.04233,-37.89076,-28.30758,-34.76951,-34.053665,-36.07844,-28.614897,-27.097834,-36.770393,-43.60973,-36.345345,-28.938564,-34.76452,-35.260765,-27.08617,-33.532967,-39.10139,-32.215137
-41.840702,-27.021492,-33.734993,-38.012707,-26.466824,-35.860794,-34.794,-33.10734,-33.875244,-33.54637,-29.78728,-30.644934,-30.390318,-29.238358,-31.023973,-31.12308,-28.445797,-32.5767,-31.05402,-33.483376,-27.90386,-32.99482,-31.854412,-29.152493,-31.42638,-28.39727,-33.28597,-25.31319,-39.867825,-34.573788,-34.552097,-29.435902,-27.744337,-31.343884,-31.196108,-38.223278,-31.335169,-34.194653,-26.73238,-31.086119,-34.772434,-35.870705,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-28.750423,-50.16198,-35.138054,-41.52625,-33.509563,-42.05043,-31.35922,-36.536644,-50.899582,-28.347311,-35.032074,-30.744055,-33.833973,-32.863052,-27.423895,-27.97014,-37.37345,-28.096031,-40.425613,-38.85884,-32.345516,-37.554646,-35.283638,-25.944897,-34.11329,-32.948463,-33.2212,-27.320486,-33.848022,-39.926826,-32.979862,-31.005053,-27.462856,-27.24873,-34.49807,-28.001331,-32.545277,-35.636635,-36.58054
-41.39762,-30.578005,-31.607391,-34.642754,-27.47662,-32.57764,-35.286697,-39.89072,-35.918655,-33.389465,-29.066845,-32.85782,-33.80503,-31.30721,-25.719685,-32.774014,-30.13005,-34.777496,-29.888474,-40.781204,-31.91682,-36.06199,-28.932474,-25.838394,-25.842335,-30.406738,-29.978415,-29.652826,-39.222713,-38.633568,-36.122044,-37.231285,-31.845352,-37.83653,-36.456802,-32.71454,-29.22757,-34.977486,-24.41481,-27.982964,-35.26262,-38.040115,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-30.934978,-46.36667,-37.88925,-44.371216,-33.284737,-40.858803,-40.01318,-36.750164,-58.114662,-29.700445,-30.63955,-35.51133,-32.734062,-37.22929,-37.202854,-33.551422,-41.22982,-33.82976,-42.74474,-35.7322,-32.894604,-38.467106,-33.41487,-31.634094,-32.677383,-31.347048,-36.063297,-28.899872,-33.53926,-39.008556,-28.718895,-34.588314,-27.86839,-31.345406,-27.735231,-35.55219,-32.825027,-30.386284,-36.081444
