-28.02272,-23.801308,-11.90649,-16.233446,-15.332432,-14.843369,-10.115816,-16.300777,-10.644333,-12.13451,-16.02092,-13.511362,-22.108261,-17.408949,-16.57424,-11.287258,-10.514927,-10.795614,-17.9444,-12.467302,-14.409386,-13.532249,-10.501972,-15.377247,-7.170826,-10.645203,-14.05748,-19.513832,-12.016266,-21.208328,-12.386801,-11.088654,-14.858299,-8.067448,-12.054552,-19.188736,-16.05871,-14.880104,-10.354797,-14.955658,-17.453087,-17.645615,-22.80041,-17.849169,-12.2094555,-23.067257,-17.061827,-13.6831455,-20.53985,-13.947107,-19.692192,-18.907637,-22.338915,-23.213482
-24.857838,-26.570408,-2.8583717,-8.305178,-2.8045616,-5.382923,-4.950691,-11.062523,-7.64583,-1.7098751,-4.7179337,-14.6440735,-4.3731995,-9.931358,-4.6181316,-8.954048,-5.0772514,-7.2110386,-4.855404,-3.462305,-10.575136,-5.4865665,-4.5822105,-3.798849,-7.1699104,-7.0449944,-4.5178566,-5.1455727,-5.8882294,-4.348797,-4.4197483,-7.279131,-4.8810387,-7.6603317,-4.842621,-4.067707,-4.4612446,-7.2117996,-5.402807,-8.080828,-18.977962,-18.966394,-14.014805,-11.382189,-9.022579,-12.716957,-6.121315,-9.5346775,-9.473209,-12.364458,-12.536459,-29.545187,-17.588264,-35.632923
-28.67763,-14.957146,-3.8159962,-6.246166,-1.5754967,-5.101988,-4.016638,-7.6799984,-1.3931084,-2.1661644,-0.33628464,-3.7037106,-0.61088943,-1.3607292,-1.7864361,-3.7169876,-4.145096,-0.44057465,-0.563488,-1.0297661,-4.2872276,-1.5492363,-1.2385712,-1.1268692,-2.6177807,-1.7501106,-3.8146973e-06,-0.12784958,-1.2581978,-0.48651505,-2.1531887,-1.9711533,-0.92770004,-2.5277271,-0.84297943,-1.0324135,-0.5266609,-0.6729584,-3.0210056,-2.289526,-16.270576,-15.183575,-14.23913,-9.913639,-5.761389,-5.0242004,-1.7966957,-4.5897484,-9.2686615,-8.539782,-10.309036,-24.885029,-14.743916,-22.546268
-24.37763,-13.601549,-13.025389,-5.653179,-9.388174,-14.296089,-6.6987553,-5.333786,-3.6641445,-13.172062,-6.8072853,-3.3488388,-8.69352,-3.2093391,-9.637701,-6.840849,-8.380014,-5.2785053,-7.8814907,-8.759108,-4.454832,-8.834452,-7.7604504,-9.146206,-6.3717403,-7.5376987,-6.9328117,-6.973667,-7.19281,-8.533232,-7.5210114,-7.217785,-8.493778,-8.114567,-7.5514946,-9.22333,-7.456764,-6.248043,-10.926922,-6.0664635,-14.018526,-11.3539715,-10.703545,-14.646893,-8.823275,-4.701042,-6.500227,-3.749424,-8.996023,-10.376913,-11.560154,-25.392475,-14.385443,-21.668398
-18.517925,-4.7376385,-11.754885,-5.265648,-16.515352,-10.669907,-7.7928486,-2.3945618,-12.785028,-20.346481,-14.140715,-12.0973015,-24.752605,-11.079935,-14.386366,-4.3533363,-13.234465,-12.106009,-14.695055,-14.042374,-4.9039116,-9.604151,-10.315121,-20.18013,-5.885559,-8.402063,-15.950546,-15.743412,-11.1926155,-20.142647,-9.878948,-9.990274,-19.517803,-15.38345,-13.332691,-16.918924,-19.009617,-13.918919,-13.998465,-12.502794,-11.278446,-16.681602,-8.423088,-10.492537,-13.52322,-11.661884,-21.286066,-12.3719635,-11.9842,-11.029175,-17.382387,-22.354595,-11.716209,-26.844725
-17.707722,-5.216955,-11.092323,-7.935295,-15.668114,-13.239473,-13.213493,-9.452801,-10.5373535,-13.336634,-15.580811,-7.8074074,-21.244825,-16.453747,-15.544748,-7.875469,-13.62616,-14.134777,-24.319256,-11.344505,-10.481728,-9.572327,-11.914045,-17.750519,-11.972303,-13.024038,-20.12663,-15.529251,-13.24752,-20.099949,-9.651804,-15.990368,-16.4213,-16.053864,-15.74959,-11.783457,-17.597267,-8.517319,-9.306007,-7.5065193,-2.1262379,-7.373852,-3.0105877,-2.3897648,-5.3333855,-11.428173,-14.127979,-11.244202,-8.951015,-14.84421,-14.912174,-21.136318,-12.736855,-25.408268
-14.177311,-12.007797,-15.260973,-9.145702,-15.487898,-10.300999,-15.241053,-13.07066,-11.739941,-13.530828,-17.985409,-8.969662,-19.762093,-13.118681,-15.126291,-16.544044,-14.701946,-15.26638,-23.27018,-9.9114,-13.004936,-16.54819,-12.58708,-12.433918,-22.8847,-16.255177,-18.32034,-17.81117,-10.238602,-19.980465,-9.949432,-14.616535,-13.347092,-15.341793,-14.150534,-12.502239,-21.854803,-11.934555,-8.754845,-8.689217,-2.573536,-5.8697433,-3.5050087,-3.9492912,-5.9535103,-10.02331,-10.094912,-9.522078,-8.201817,-6.760187,-5.627037,-7.403137,-10.6711235,-26.382195
-14.064821,-19.866634,-11.671494,-16.603516,-12.352787,-8.761604,-15.59197,-15.856083,-20.588993,-14.69108,-17.118856,-14.773001,-14.315498,-16.737144,-14.135952,-18.021782,-13.539465,-21.193527,-16.737356,-13.912811,-11.262566,-13.485167,-18.729824,-11.670528,-17.054415,-20.36552,-14.110985,-15.35302,-15.573395,-10.843914,-16.761786,-16.416622,-16.876293,-13.897091,-20.282734,-15.30588,-13.080063,-18.976677,-15.0428505,-14.923464,-12.0018425,-4.052025,-7.964447,-9.821129,-10.323488,-6.9190636,-6.8740463,-7.3433456,-6.229269,-3.2415714,-2.030674,-2.2904396,-8.478031,-25.829288
-18.483793,-24.736214,-13.19322,-14.928301,-17.456888,-13.738323,-14.953611,-14.680899,-16.019737,-19.607307,-16.394348,-15.825386,-13.38966,-15.92366,-17.023464,-20.229712,-23.807657,-16.790075,-16.434404,-15.513639,-16.50254,-15.19648,-14.532211,-14.188242,-14.882572,-13.882904,-11.9590645,-11.435822,-12.233036,-10.044069,-14.147718,-14.720215,-19.561485,-9.140558,-17.006983,-16.853733,-11.200193,-17.312016,-20.662643,-14.471079,-15.233463,-7.6250153,-11.777773,-15.950981,-11.712027,-11.418163,-13.945717,-14.660748,-7.5577545,-11.051313,-9.954811,-9.048275,-14.823883,-31.03104
-25.943071,-20.431503,-17.00107,-11.57399,-24.367878,-16.080343,-22.863945,-16.172905,-16.953693,-17.09195,-17.514368,-15.086321,-17.070478,-13.520573,-15.832741,-24.155624,-24.465122,-17.025497,-14.650467,-20.514977,-20.523607,-21.72128,-14.975523,-20.88996,-23.56033,-16.101212,-15.724699,-20.892641,-15.30378,-22.754227,-17.706486,-20.421555,-19.524004,-12.076794,-14.969343,-16.05861,-17.82875,-20.420692,-19.639912,-18.113325,-21.676777,-15.413422,-22.527258,-16.09381,-23.581245,-26.113255,-18.963446,-18.935852,-15.297056,-27.972618,-18.962036,-18.229668,-32.987705,-34.077454
