-70.004776,-21.486528,-20.049,-27.664665,-23.574423,-23.054478,-24.135777,-17.624422,-28.194195,-22.13198,-14.63007,-21.754898,-22.17657,-22.265484,-21.54995,-21.825966,-18.322664,-16.969713,-20.287247,-19.707582,-10.442064,-4.25095,-3.4406624,-2.5496254
-69.57666,-22.25277,-23.209393,-27.220165,-21.920296,-20.057707,-24.129751,-27.266186,-27.132034,-26.377554,-22.544464,-22.991625,-25.907127,-29.19423,-25.311047,-26.090618,-35.908096,-23.641846,-25.022669,-26.93006,-35.861244,-34.010834,-61.05696,-13.355003
-70.40147,-23.325226,-24.249403,-25.889633,-28.718754,-20.99267,-22.180199,-28.633823,-31.489613,-31.54861,-25.3967,-29.09717,-29.282034,-32.685936,-25.54701,-31.587301,-24.747276,-27.211126,-25.051113,-24.784225,-51.85669,-56.06358,-58.07357,-19.13233
-70.639336,-22.591024,-24.977814,-21.254114,-24.761608,-26.254307,-20.023285,-26.862091,-28.043247,-36.191845,-23.768116,-27.165125,-29.840504,-25.56362,-25.349354,-26.199993,-24.208452,-29.478127,-24.427736,-29.60796,-59.66018,-56.050694,-66.94425,-21.345264
-71.47562,-28.575386,-29.90415,-19.828835,-19.363197,-25.992535,-24.77393,-22.37545,-25.773987,-33.248512,-23.478985,-31.254614,-22.765549,-20.733322,-28.33453,-20.091236,-31.925894,-26.29266,-25.336359,-26.783247,-68.68967,-61.36262,-80.0,-23.97899
-72.469086,-23.49162,-27.403152,-22.472507,-18.417713,-24.271511,-24.67824,-25.073494,-25.05113,-24.92943,-20.379055,-30.747961,-24.385006,-21.822557,-26.833624,-21.572908,-32.344414,-27.503012,-28.499245,-24.369411,-67.7321,-68.093704,-80.0,-25.964195
-73.46762,-24.913685,-26.612156,-26.422176,-22.569212,-28.11567,-27.118721,-28.13611,-25.840736,-24.381298,-19.46943,-30.519337,-25.848318,-26.976915,-30.8335,-29.425014,-32.92089,-27.787514,-35.03231,-26.530704,-64.986404,-59.417095,-65.92278,-27.647264
-75.46535,-23.477612,-29.123219,-24.79216,-28.905312,-32.768463,-25.12222,-36.10458,-29.110249,-31.978033,-27.855812,-30.074162,-22.763397,-28.31403,-31.695986,-25.132675,-27.913393,-22.657866,-31.951668,-24.100338,-55.432247,-56.573853,-56.364395,-30.043833
-77.03659,-22.68247,-23.268274,-23.773048,-31.466537,-32.612103,-25.281982,-32.41758,-25.507008,-26.364761,-23.504574,-26.461702,-21.404549,-33.622433,-29.742382,-17.933792,-24.87251,-19.94372,-27.111807,-23.994787,-56.808624,-61.579086,-58.562996,-31.74414
-80.0,-23.497036,-22.650898,-23.158615,-23.178013,-29.740324,-23.695782,-30.990845,-27.050962,-27.280455,-26.075129,-21.508228,-25.3579,-30.596106,-22.447933,-15.8514,-25.850885,-18.948132,-26.489716,-34.295025,-62.246887,-65.19213,-79.06937,-34.6671
-80.0,-30.368145,-18.641666,-22.229229,-19.604881,-17.665049,-29.28226,-34.251995,-25.87772,-26.60335,-26.174816,-18.62538,-22.913876,-27.08979,-22.169064,-18.847477,-22.310331,-20.652092,-27.25547,-32.07773,-60.564552,-66.86464,-80.0,-36.840057
-80.0,-29.822891,-25.190605,-25.93656,-22.44084,-18.277466,-32.550434,-36.154408,-24.535477,-26.114534,-33.37815,-24.77734,-29.928139,-30.108007,-22.291058,-28.27317,-25.992622,-23.861134,-27.047436,-27.885818,-60.50238,-63.939472,-73.714325,-41.701725
-80.0,-28.240503,-25.21135,-29.157127,-28.03542,-28.10034,-25.905079,-36.562588,-20.951023,-28.118599,-29.703575,-30.72144,-26.679516,-35.240875,-23.11296,-24.529732,-33.12394,-25.54931,-29.275469,-26.386415,-53.4374,-52.86073,-54.68288,-43.090668
-80.0,-24.327093,-27.207127,-25.594154,-27.233728,-31.455643,-20.232021,-33.996223,-22.46254,-26.52185,-27.298939,-33.180073,-23.590942,-26.451258,-21.573332,-22.401726,-28.639626,-35.31337,-28.15504,-29.73077,-51.134167,-52.09683,-50.847294,-39.11894
-77.65852,-21.191229,-29.497387,-26.104952,-25.59439,-24.301342,-22.551971,-28.123184,-25.848232,-24.95198,-21.34519,-33.087326,-24.513697,-25.526014,-22.673983,-22.132887,-26.310482,-27.053162,-26.072266,-30.787102,-58.46473,-61.64087,-59.268696,-32.876884
-74.89633,-15.692444,-27.83785,-21.860722,-22.476187,-22.995157,-18.441158,-22.236269,-26.67404,-20.668447,-23.58596,-23.52467,-27.499893,-33.948257,-31.129427,-27.927517,-23.794422,-24.669338,-20.8015,-29.456242,-67.50443,-66.33881,-80.0,-27.568953
-73.403854,-17.439363,-21.95835,-20.458765,-23.943153,-18.869843,-19.792828,-22.015516,-20.807924,-21.39789,-21.802423,-21.065907,-20.839348,-31.408878,-32.02283,-27.174267,-28.758144,-26.776337,-21.37046,-28.834564,-67.034065,-66.53065,-79.42807,-22.461239
-71.3407,-23.026974,-23.055988,-21.427095,-24.451845,-19.708748,-23.69695,-27.219711,-20.535662,-21.970943,-21.618126,-27.42868,-17.908401,-30.166462,-28.170254,-28.221766,-30.388,-32.19787,-30.051376,-22.33046,-10.762848,-10.74749,-10.760582,-9.564627
-70.810524,-18.738842,-26.750385,-27.975199,-25.498426,-28.509947,-25.42005,-31.682201,-26.070702,-27.294403,-21.41831,-34.40308,-20.772984,-23.334908,-26.88318,-28.404488,-23.881203,-31.0513,-29.549541,-20.289925,-0.25608444,-0.25149536,-0.25431442,-1.7686615
-68.98382,-18.125378,-23.028141,-21.677832,-17.346806,-23.445513,-15.933119,-21.853516,-20.170536,-17.335514,-21.373425,-18.383675,-12.607765,-14.309412,-14.184582,-14.827793,-13.443106,-17.389177,-17.367151,-17.72415,-1.6705742,-1.6786308,-1.6732407,-2.2766304
-68.87532,-15.649349,-16.640554,-12.592953,-6.373787,-9.109814,-10.707848,-11.314377,-7.0716095,-2.1505814,-7.322668,-3.9079094,-2.0058517,-5.955406,-7.2582855,-5.530815,-6.1889725,-9.902218,-10.352436,-2.7349586,-63.743145,-67.2583,-67.836525,-15.142059
-67.598816,-8.510176,-16.055876,-9.967781,-8.198534,-2.829342,-16.315065,-7.1029396,-7.078171,-0.7762146,-4.4707375,-0.131073,-2.1121979,-4.3636627,-6.621887,-3.3825417,-5.726166,-9.939007,-13.765715,0.0,-61.86634,-68.22955,-80.0,-18.939667
-67.37396,-9.241873,-17.280401,-8.199036,-17.616304,-10.324795,-22.958063,-14.803963,-18.299599,-17.33258,-18.22336,-11.069237,-21.331573,-9.576849,-13.563248,-11.441046,-8.04357,-14.7392845,-18.535498,-13.669603,-62.58251,-66.55765,-76.17209,-21.94494
-66.67665,-17.948586,-18.073362,-10.268339,-18.56646,-25.165232,-16.434381,-22.728636,-23.926128,-26.271784,-21.588268,-26.29726,-22.954353,-21.050716,-19.909294,-24.824665,-16.993788,-19.684597,-19.385616,-21.45544,-55.69336,-58.583984,-55.378853,-23.335815
-66.27736,-18.043982,-19.970547,-16.016472,-26.478615,-24.848341,-18.224869,-25.618843,-18.6423,-24.103802,-24.315815,-25.905148,-16.017677,-24.443348,-22.832188,-24.741608,-22.200699,-29.965714,-31.155838,-20.183666,-50.669838,-50.69874,-50.59821,-24.44595
-66.100815,-20.779665,-15.891502,-21.036171,-20.019117,-20.19587,-16.3747,-26.283512,-18.61754,-24.978415,-26.514004,-20.8122,-17.155195,-24.292175,-23.541172,-27.464043,-17.120321,-33.583225,-28.645477,-23.51612,-57.19401,-55.506504,-58.707367,-25.83126
