-19.413773,-21.257814,-23.418293,-18.895134,-17.884754,-21.063202,-22.035076,-25.557592,-20.115404,-26.619804,-15.710746,-24.14573,-26.46204,-18.702103,-21.896412,-14.234779,-25.54415,-23.281147,-23.10225,-17.71469,-23.958284,-18.586605,-27.93793,-21.097176,-24.21255,-20.052351,-22.09563,-20.725283,-18.670795,-19.643032,-29.319948,-28.216753,-21.432648,-17.616074,-21.443558,-16.288164,-23.359268,-21.386492,-23.546402,0.0,-0.7924175,-1.1408691,-0.78876495,-0.9661598,-0.72979164,-0.34253502,-18.485676,-22.478508,-17.542753,-18.56324,-20.426802,-23.077854,-19.972961,-24.35941,-16.667467,-15.204132,-25.53415,-24.703981,-24.647896,-18.915022,-26.423946,-28.497423
-17.413218,-25.00075,-23.860373,-22.192581,-19.329197,-28.675282,-22.045967,-22.29877,-22.484058,-23.392548,-24.250687,-27.770735,-23.118034,-21.347544,-18.725733,-20.930971,-23.430058,-23.727512,-26.21273,-27.575043,-27.162533,-26.51361,-20.799927,-22.73409,-20.508442,-17.943203,-18.753923,-19.28832,-26.676645,-21.752079,-27.655806,-21.47678,-27.609253,-23.878868,-27.725214,-20.368559,-27.01599,-23.398005,-26.175373,-14.6272,-23.958902,-27.055235,-33.005417,-28.727478,-27.564758,-11.177082,-23.047096,-19.732239,-21.38124,-24.509815,-21.743172,-26.128431,-22.58717,-18.325314,-15.358121,-18.785458,-26.84004,-19.885902,-20.075144,-21.676617,-20.811605,-24.548656
-21.392498,-23.518549,-21.33856,-24.805706,-25.696754,-22.47884,-20.791933,-25.531672,-21.169052,-24.04139,-25.324583,-29.998728,-20.959072,-21.904064,-21.406551,-30.100092,-23.008167,-28.317276,-24.08336,-26.884068,-22.593826,-20.454622,-20.27425,-29.92637,-19.319414,-20.552567,-16.079964,-22.098778,-27.24775,-19.98848,-26.189564,-22.301273,-28.642923,-25.565899,-28.74031,-27.649136,-23.118336,-23.922562,-24.495787,-18.57166,-26.292513,-27.577927,-41.086876,-23.074408,-33.224796,-17.062365,-22.484707,-27.384975,-24.784872,-23.492123,-17.562801,-25.878002,-18.510689,-17.689556,-18.349993,-26.66401,-22.41727,-28.82268,-21.131145,-20.518696,-22.494099,-25.959248
-29.114481,-20.02172,-26.561443,-22.310394,-22.696892,-20.770338,-22.513924,-26.677103,-23.77122,-30.41323,-26.272009,-24.173607,-24.548475,-25.797972,-25.044876,-24.24228,-21.345364,-18.628462,-19.317076,-16.99302,-19.831787,-19.032467,-21.66472,-24.08635,-25.50153,-27.129099,-15.496029,-24.29797,-27.625687,-18.399298,-17.404245,-21.955818,-22.986206,-23.255363,-24.161442,-25.862576,-24.35021,-21.1649,-20.391392,-21.162148,-35.283768,-29.079767,-37.105034,-25.486248,-30.408989,-16.182663,-22.86816,-22.56957,-27.773514,-19.594906,-17.78981,-24.097502,-16.517164,-22.587973,-19.062902,-24.11301,-16.707832,-27.945148,-24.002691,-22.128824,-22.789412,-24.508854
-38.493725,-24.359238,-24.671131,-27.75181,-17.199795,-21.792463,-21.663902,-26.9905,-29.769814,-24.548985,-25.22815,-20.349407,-20.855558,-25.12463,-26.794903,-18.835213,-21.774302,-16.959356,-23.891972,-18.097733,-22.433216,-16.258823,-17.817173,-20.349422,-29.196592,-30.035845,-15.159487,-24.986736,-20.846867,-20.095821,-17.534363,-26.1584,-24.65734,-24.014797,-24.500885,-27.706602,-27.473679,-21.844074,-24.646194,-22.688028,-35.279263,-31.717445,-29.347134,-29.713303,-33.559586,-17.034885,-20.29456,-20.004402,-28.966507,-19.049252,-19.612839,-26.64082,-23.719212,-18.60342,-19.204264,-21.159979,-15.299929,-26.991621,-23.082684,-19.78856,-12.781101,-17.300156
-36.43166,-24.708902,-25.799267,-25.297709,-21.98179,-22.763063,-24.864342,-25.191797,-22.199047,-20.76283,-22.870338,-21.592024,-22.051191,-24.376465,-25.60368,-18.590452,-21.791248,-19.724068,-26.734667,-25.697418,-22.022205,-17.76635,-21.517376,-19.901073,-27.01517,-20.6529,-21.88927,-28.909937,-20.478867,-20.150875,-24.606213,-23.422644,-32.051304,-21.816502,-28.029415,-26.035486,-23.595806,-21.665457,-21.436905,-27.49267,-37.09153,-31.96586,-27.439375,-25.818851,-35.807102,-20.426287,-21.4128,-24.36643,-27.664719,-19.443233,-26.084099,-23.50361,-25.8843,-18.356148,-23.469479,-27.299133,-21.172817,-28.97415,-26.202301,-13.892565,-11.873545,-16.167177
-31.22664,-23.987389,-20.628925,-22.494362,-20.074259,-27.348461,-27.130596,-22.932878,-20.38086,-24.71635,-16.10434,-27.37285,-19.480167,-21.620564,-21.733673,-22.113342,-16.324675,-24.905323,-20.897934,-25.10007,-23.16968,-23.265348,-23.46753,-21.332401,-22.594984,-16.13908,-23.632622,-22.504787,-19.287842,-22.081833,-23.960176,-26.254274,-27.18673,-25.33157,-27.112827,-21.036251,-24.433702,-16.443502,-25.558662,-28.51466,-34.170006,-36.303555,-27.39227,-24.951317,-31.58337,-24.241636,-18.612019,-30.889381,-27.50169,-17.946175,-17.71516,-23.384682,-25.959366,-27.774412,-24.4187,-29.213575,-23.26888,-21.96724,-18.343742,-15.962731,-19.843264,-20.436625
-32.849655,-22.19254,-20.047626,-17.842953,-19.442457,-23.394945,-21.918766,-21.174831,-26.13826,-25.096292,-16.257828,-30.352793,-21.740051,-17.998964,-20.144884,-20.305445,-19.5918,-25.940092,-18.548965,-18.458132,-21.361404,-28.974623,-22.285656,-18.655642,-22.185678,-17.649723,-24.430176,-19.432453,-20.704865,-25.513123,-19.247175,-21.514774,-23.78948,-24.418629,-22.505362,-24.116913,-22.32264,-18.803762,-25.579918,-27.043602,-32.202576,-34.15013,-31.26623,-35.199974,-29.615522,-25.302698,-21.448523,-23.738806,-24.869728,-19.461922,-16.971924,-23.67208,-18.70938,-32.443024,-24.596113,-29.015032,-18.619333,-19.352993,-20.583317,-27.816313,-27.78904,-22.357937
-30.455126,-22.868769,-25.273003,-17.936537,-19.862108,-24.082415,-20.015839,-29.594545,-25.830364,-25.887047,-19.475584,-21.19794,-23.384583,-18.589802,-23.402119,-18.302902,-22.165878,-30.173506,-19.033396,-15.077902,-20.774937,-26.793468,-23.0329,-16.463047,-19.247625,-20.086594,-29.203629,-20.140291,-19.907532,-22.411768,-21.53151,-21.118652,-26.377619,-18.88905,-22.353943,-26.075222,-17.99865,-21.733475,-23.824253,-31.089615,-29.978973,-27.855453,-33.998985,-30.981112,-34.774128,-31.420021,-21.298063,-20.313656,-25.566088,-19.309147,-18.57238,-20.265823,-17.027878,-24.03536,-29.19787,-23.514843,-20.13781,-23.901123,-21.896603,-27.240845,-21.74872,-24.463943
-26.483004,-21.069183,-29.954748,-21.902489,-20.376406,-29.244282,-24.136705,-26.899548,-36.12478,-24.625065,-24.86406,-23.70058,-20.560059,-24.151304,-22.052353,-17.320753,-22.935345,-27.794888,-16.579674,-17.584307,-21.668129,-26.955702,-18.407288,-17.066603,-27.264711,-28.929422,-27.486925,-23.096811,-23.812698,-20.685843,-24.276424,-21.71209,-31.690165,-19.512081,-24.849503,-23.792997,-25.906963,-19.542965,-30.405336,-31.669737,-29.024036,-27.333511,-28.409386,-30.137678,-35.776356,-31.376308,-19.127834,-27.642147,-28.685356,-21.065796,-17.659426,-18.81251,-22.478952,-21.16066,-29.10711,-21.89624,-18.18883,-32.376724,-20.39512,-24.689707,-25.139536,-26.484358
