-30.81491,-21.563335,-23.852684,-23.033028,-25.637062,-23.862494,-19.110264,-24.468403,-26.19168,-27.775648,-27.69058,-21.868893,-31.601187,-25.647438,-24.51583,-22.973743,-23.986425,-22.622532,-20.215836,-20.662136,-28.684492,-24.404722,-22.413929,-28.51875,-24.07916,-24.50203,-21.694744,-25.457844,-25.89827,-24.105597,-25.020903,-25.996695,-25.961843,-22.52123,-24.62424,-21.42414,-27.981852,-22.198252,-26.975237,-36.010513,-34.133728,-33.45092,-26.756323,-26.422466,-28.213495,-24.714512,-21.399029,-24.730862,-22.3777,-25.524864,-25.997173,-21.728424,-24.841074,0.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-24.736164,-26.49479,-24.611546,-27.215029,-28.52438,-25.498579,-24.76147,-21.32611,-21.546625,-26.959332,-26.174107,-23.439358,-28.59731,-21.962753,-23.23015,-24.060915,-26.176228,-29.65165,-22.212616,-25.285477,-25.515781,-26.529207,-28.854471,-25.944542,-29.339556,-23.607859,-21.096031,-28.531069,-31.608358,-23.201912,-24.419987,-25.862589,-24.455841,-22.406612,-21.838245,-26.324823,-23.221104,-20.960735,-24.500946,-31.157743,-25.680927,-26.69276,-26.107918,-25.787468,-28.482962,-22.609211,-24.8965,-23.192104,-20.756489,-22.765623,-29.750229,-23.132069,-25.222717,-8.717388,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-25.25312,-25.554493,-30.737705,-25.276348,-28.381248,-24.094236,-31.2243,-20.543709,-23.780674,-27.716343,-22.399334,-26.095568,-26.643204,-25.42452,-24.304947,-26.518791,-26.19048,-30.280472,-29.716055,-26.406584,-27.937021,-27.465998,-30.317543,-23.943249,-28.034994,-20.838524,-22.274418,-23.805504,-30.822886,-24.951416,-27.737148,-26.317528,-27.193954,-20.531193,-20.67315,-28.210115,-19.89426,-26.874937,-21.971298,-28.681513,-21.554745,-25.419724,-35.473114,-26.467133,-24.812819,-21.984545,-29.435888,-22.967295,-20.884981,-23.880764,-35.839268,-21.709358,-34.352795,-12.900644,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-30.248037,-24.00276,-30.448164,-25.32354,-25.049349,-22.89644,-27.520748,-26.336552,-25.891214,-27.238026,-22.363247,-32.225727,-23.691425,-25.802269,-24.722126,-27.690187,-26.626106,-23.129356,-26.761381,-30.67775,-22.580853,-28.661476,-35.543987,-27.064508,-27.11569,-20.780819,-19.041946,-24.69777,-27.849096,-30.803114,-26.828558,-23.640354,-26.624205,-24.531101,-23.514172,-29.452349,-27.5452,-28.698841,-26.99503,-28.578747,-24.739758,-26.50723,-31.919748,-27.628317,-26.90923,-27.929363,-34.52024,-26.649454,-21.114635,-25.66975,-40.610985,-25.407776,-24.53854,-17.326294,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-32.027866,-24.231926,-25.936611,-23.514633,-24.777431,-24.782637,-22.11592,-33.96925,-26.7611,-28.299591,-24.004808,-22.701078,-24.887747,-29.95381,-28.824032,-31.864061,-25.032269,-22.696072,-30.747091,-27.01393,-22.441053,-21.870022,-32.43826,-32.25394,-27.493504,-21.503517,-22.934258,-27.256927,-23.32702,-27.054026,-27.5357,-20.89404,-29.732601,-24.812479,-25.1287,-34.02138,-26.733315,-27.647615,-28.376877,-27.82214,-28.898859,-23.379467,-26.465416,-24.46058,-20.61567,-26.826057,-29.918343,-31.32646,-26.768166,-22.275978,-33.364864,-29.095623,-18.510029,-18.013836,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-29.986292,-30.456305,-26.27397,-22.646633,-30.840929,-27.787727,-22.49429,-26.739985,-21.45698,-27.337044,-23.01733,-20.628748,-20.508833,-23.332375,-27.589098,-32.184124,-28.14035,-31.67616,-26.685068,-27.69332,-23.92226,-22.521004,-31.12249,-25.857555,-27.094524,-26.47659,-30.197302,-27.719372,-23.933395,-22.671906,-33.875404,-19.872414,-30.865757,-27.952839,-27.722206,-25.061104,-23.71923,-21.637657,-23.112991,-26.255924,-29.568434,-25.477047,-24.025661,-28.513193,-19.813963,-24.334076,-32.79432,-24.649227,-29.963678,-22.046516,-29.218224,-30.009974,-23.080158,-22.860582,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-31.338867,-26.537823,-25.12471,-24.353996,-34.726482,-28.597221,-23.41543,-25.652773,-21.108368,-30.337946,-28.649256,-28.567713,-23.314598,-26.891739,-25.24739,-31.276829,-22.411724,-29.215439,-20.374228,-26.042631,-22.983072,-27.429235,-31.455755,-26.857527,-21.713614,-25.96709,-26.167248,-26.50774,-26.31654,-25.763874,-30.364994,-21.006113,-29.00726,-37.17773,-25.085537,-22.271,-25.590656,-25.46521,-24.602669,-24.659752,-22.47995,-24.165863,-24.969994,-33.42568,-26.095486,-26.616623,-24.219646,-24.325138,-28.615183,-26.591642,-26.57005,-25.67783,-28.44175,-21.476505,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-30.879705,-28.870846,-31.699135,-27.679571,-32.3682,-30.875643,-25.843307,-25.520947,-20.575022,-36.495464,-31.55165,-25.196354,-23.563698,-31.190096,-30.5788,-31.343307,-24.71178,-29.20312,-22.877523,-25.959862,-25.447487,-26.41272,-24.3637,-26.157112,-18.492603,-27.983456,-27.347544,-25.29657,-23.475515,-32.216087,-25.185108,-22.015408,-24.257845,-28.655859,-25.312458,-24.017975,-29.530619,-31.804033,-30.092916,-24.106316,-22.736006,-23.32282,-27.117859,-27.742216,-33.90431,-26.088074,-21.837091,-28.491714,-22.857237,-25.069267,-20.786156,-27.837225,-27.115753,-25.769808,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-28.628847,-29.349398,-34.08969,-26.57078,-26.645935,-24.625551,-19.81371,-21.722408,-22.634495,-27.465694,-41.206795,-25.232584,-21.597317,-29.569378,-27.322742,-22.843582,-32.499836,-28.924932,-23.644455,-29.136166,-29.914713,-22.8296,-22.55286,-25.386301,-27.061274,-23.082634,-21.475414,-28.205555,-22.321083,-32.463165,-27.389751,-29.69085,-25.641668,-22.886953,-23.252686,-28.002337,-22.101435,-23.25792,-30.316757,-23.43566,-25.289703,-28.39127,-28.506842,-22.935444,-30.16896,-29.797277,-22.087719,-26.065536,-24.220127,-26.023954,-19.024792,-25.146317,-23.822565,-23.876928,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-28.440683,-22.418056,-25.77934,-29.052696,-26.336567,-24.006,-19.553207,-29.542841,-27.397057,-27.523197,-29.601799,-24.955275,-25.415836,-22.792892,-26.665913,-22.573513,-29.0137,-28.522429,-21.784939,-34.097134,-30.62818,-25.585773,-23.761616,-24.797,-32.94408,-22.518019,-24.754942,-32.626236,-25.627094,-26.147738,-28.365997,-26.753584,-23.793642,-26.988049,-33.005867,-27.276941,-21.829378,-22.697638,-35.091526,-23.983591,-32.224827,-32.867737,-27.367039,-24.640356,-21.151127,-22.634098,-28.998981,-22.696295,-29.465702,-30.03844,-21.043207,-21.30564,-29.418867,-25.868826,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
