-1.3585892,-0.695034,-0.695034,0.0,-25.177195,-24.480034,-25.686272,-25.031672,-23.85461,-28.005537,-19.48358,-21.62273,-19.810848,-20.720055,-18.954683,-25.650246,-22.284405,-21.627096,-19.918964,-28.905718,-21.268908,-24.912525,-29.146954,-21.9772,-22.597649,-29.63057,-26.268442,-28.08826,-22.44888,-20.053743,-25.834541,-29.336334,-26.121094,-21.079868,-29.254517,-24.686523,-20.15261,-28.523478,-21.344831,-26.004454,-22.183315,-18.266714,-19.370384,-29.867477,-22.795282,-25.844074,-26.892979,-22.43836,-20.626297,-16.740398,-22.830738,-22.157387,-25.803448,-23.324947,-16.175186,-19.880093,-23.794996,-22.518715,-20.965351,-17.89034,-21.426628,-34.26094,-20.594715,-24.979088,-22.363144,-19.047186,-26.043583,-22.336496,-25.73597,-22.992432,-24.813828,-27.524548,-23.358746,-24.530922,-24.284489,-23.671913,-28.391743,-23.47154,-25.318722,-24.032787,-34.14933,-20.834776,-32.302,-20.099258,-27.864962,-19.339647,-24.11941,-23.155453,-29.785742,-20.52734,-24.927301,-20.702353,-24.553005,-18.742699,-22.862478,-18.408054,-22.430504,-19.943121,-17.661985,-22.39218,-23.415554,-28.281158,-23.115942,-32.88494,-36.06174,-25.45866,-25.929077,-29.169352,-21.12832,-32.767838,-23.407608,-28.916883,-18.519264,-23.12021,-25.006863,-22.417389,-15.545023,-25.75383,-17.775633,-13.3168335,-11.056669,-8.073202,-9.454397,-6.7129765,-6.706341,-6.7389297,-6.713587,-6.7091484,-6.72974,-6.7151585,-6.6921616,-6.727482,-6.7162857,-6.701584,-6.292265
-8.520088,-80.0,-80.0,-16.752699,-19.422443,-27.160593,-27.028488,-25.661568,-21.238567,-30.793247,-20.574059,-20.885872,-27.57553,-19.98045,-26.332481,-25.99363,-26.578976,-20.495659,-21.482662,-21.70549,-24.334225,-23.554005,-29.434908,-20.641945,-23.386223,-31.624119,-29.975388,-26.412584,-20.678114,-25.321087,-20.081383,-26.12537,-20.42474,-20.361055,-22.586367,-20.260246,-18.103798,-27.956446,-23.22281,-20.330917,-26.457129,-25.251135,-18.217062,-26.140615,-18.803444,-25.177246,-29.258076,-23.627705,-22.062923,-17.726707,-27.343906,-28.982521,-26.189991,-32.312363,-17.086174,-17.200903,-23.72675,-20.635157,-25.157806,-19.679327,-27.592365,-30.399601,-16.858492,-29.718029,-19.420124,-19.713745,-22.927126,-21.421316,-31.102028,-24.815693,-27.004513,-30.362082,-27.355228,-21.14185,-29.790722,-25.083853,-23.192993,-19.299099,-21.845963,-29.207954,-35.296562,-19.448336,-31.532593,-23.7728,-22.95932,-20.95174,-19.926363,-21.756916,-30.390266,-22.170235,-20.263317,-20.302906,-25.570768,-20.011253,-28.979214,-17.207401,-24.858458,-22.91719,-20.915482,-17.935875,-21.933643,-31.075115,-19.085653,-32.048695,-31.409058,-21.665432,-22.870256,-26.411377,-24.697002,-34.47684,-33.090443,-27.196064,-22.325474,-28.671635,-24.847383,-18.865324,-12.851675,-25.582748,-28.130577,-31.814564,-33.491703,-29.675299,-14.954222,-46.344574,-46.102528,-45.470406,-46.48795,-46.437256,-46.404907,-46.497414,-45.40307,-46.18201,-47.3316,-46.623814,-17.54847
-13.900242,-80.0,-80.0,-20.870045,-18.196835,-28.076725,-25.697617,-22.969328,-19.205427,-27.505154,-27.702229,-21.220194,-22.453005,-23.262709,-25.90955,-27.85385,-25.06092,-21.204288,-21.382397,-18.540522,-24.474064,-21.103085,-24.258425,-24.411903,-24.615654,-31.553574,-35.44717,-25.113539,-22.068844,-21.546888,-19.729721,-23.033257,-19.113234,-17.945513,-22.917454,-28.066706,-25.053097,-34.430412,-20.704874,-16.800026,-25.034243,-23.52105,-25.56017,-27.807995,-20.236462,-29.704334,-28.114637,-24.962885,-17.248314,-19.292917,-23.374723,-27.81927,-28.34199,-27.142952,-21.271072,-18.119684,-23.672958,-18.931725,-22.981909,-28.267292,-22.193901,-27.13872,-17.10038,-29.304354,-22.37394,-25.372253,-22.884556,-16.793308,-26.301413,-22.347202,-20.150154,-29.623829,-21.852562,-21.087227,-32.087627,-22.013401,-23.784882,-18.719395,-20.63342,-24.883621,-29.0886,-23.65657,-32.18625,-25.925217,-22.051693,-20.07969,-17.477543,-23.846394,-31.223566,-28.709072,-21.192795,-18.760231,-27.628666,-21.7554,-20.767063,-17.310722,-25.157927,-26.532185,-25.933971,-22.851479,-26.808079,-29.710623,-20.127335,-29.26518,-29.400856,-23.0679,-22.071352,-19.575388,-27.56192,-29.449284,-33.42021,-24.013586,-24.575747,-31.246607,-22.93576,-19.965479,-19.158714,-21.812027,-14.314178,-15.220009,-15.350681,-15.162666,-14.4748745,-15.365299,-15.365759,-15.431856,-15.364843,-15.406708,-15.370941,-15.364832,-15.436434,-15.365086,-15.378937,-15.373739,-16.532248
-16.234232,-80.0,-80.0,-24.895452,-24.566532,-27.541637,-25.425184,-23.540712,-26.242672,-24.300304,-25.1535,-18.488974,-13.856922,-14.422657,-18.442377,-29.90978,-17.643919,-21.087383,-17.928976,-19.917131,-24.789005,-16.811531,-20.550426,-23.87939,-18.709103,-28.183945,-31.416096,-28.60339,-16.418594,-17.832458,-22.394566,-20.440708,-16.761597,-19.056639,-20.585142,-17.238857,-28.305252,-23.73599,-23.251362,-20.997883,-21.01197,-16.562395,-20.448414,-23.965878,-17.910646,-23.898235,-27.960804,-26.22406,-16.059776,-13.172327,-19.636705,-21.236088,-24.432367,-19.623259,-18.785719,-12.268293,-25.173801,-18.1715,-17.11406,-24.302036,-16.11913,-25.524002,-15.165791,-27.14661,-21.600052,-20.514486,-17.749386,-12.7921715,-21.029484,-14.866821,-11.4177685,-21.774864,-20.068773,-22.432018,-35.490288,-21.61171,-30.556011,-17.135479,-19.959616,-17.580622,-30.071512,-27.122086,-27.835178,-24.502007,-16.014164,-14.881283,-19.28857,-20.224049,-26.4384,-24.668509,-21.973854,-21.597345,-36.421303,-20.882643,-12.966564,-15.572456,-18.710907,-20.428299,-15.176395,-16.355494,-22.3466,-24.922922,-12.275578,-25.866692,-30.889332,-22.663568,-18.926334,-15.107487,-21.576483,-21.230175,-27.481844,-26.451736,-24.68515,-25.469866,-22.278933,-21.126057,-26.136513,-15.559839,-3.0535126,-3.4469986,-3.813057,-3.376152,-3.888626,-3.5842705,-3.584568,-3.6024513,-3.584053,-3.5964508,-3.5866814,-3.5840454,-3.6034775,-3.584282,-3.5890274,-3.5876312,-6.128481
-18.48496,-80.0,-80.0,-30.408012,-21.62675,-26.375168,-24.13432,-19.496254,-30.512463,-23.874125,-22.02493,-20.70554,-17.407692,-15.440241,-17.011753,-23.052515,-18.929829,-13.154423,-21.745323,-22.387293,-25.083677,-18.79108,-22.493147,-19.746395,-20.3855,-24.838583,-34.188095,-21.331673,-18.352621,-15.995611,-28.765244,-25.20198,-17.692268,-17.783022,-15.336884,-14.653658,-27.340265,-18.227055,-20.324844,-24.71508,-21.676302,-15.99983,-19.153345,-20.871841,-14.67577,-26.195362,-26.787094,-26.352627,-20.70504,-16.442904,-18.886293,-21.9423,-21.404984,-21.978642,-16.242802,-17.140375,-22.930237,-21.03621,-17.9889,-25.942062,-17.42144,-26.802673,-19.751757,-28.321976,-24.426105,-20.18953,-18.813843,-18.050829,-19.352646,-15.602135,-12.013556,-23.977068,-20.855915,-20.117863,-33.532913,-23.77673,-34.482845,-19.151182,-22.580957,-21.096973,-36.832417,-23.561428,-23.955877,-24.820688,-19.707485,-12.971115,-20.77402,-21.633602,-25.03536,-20.569925,-22.761377,-27.146713,-34.04875,-24.042877,-14.696003,-17.596825,-23.47413,-20.596895,-16.386024,-18.729017,-18.51545,-22.813854,-12.356668,-26.969826,-29.549046,-23.567745,-26.451159,-15.676783,-20.216679,-21.338612,-27.786419,-26.063381,-19.447771,-28.87231,-25.819288,-22.083887,-30.793999,-14.571341,-4.665388,-4.895935,-5.4451027,-4.53817,-4.8106747,-4.8894367,-4.889065,-4.8625145,-4.889744,-4.87166,-4.886154,-4.8897514,-4.8609123,-4.889488,-4.882675,-4.884802,-5.75058
-20.131443,-80.0,-80.0,-35.725582,-16.0201,-25.46515,-23.68076,-23.262041,-24.611374,-26.224562,-20.787865,-16.128433,-21.792027,-18.151932,-16.818909,-18.651098,-25.636597,-14.276073,-18.66776,-21.772179,-20.457588,-20.081749,-27.750303,-21.052711,-25.892662,-21.335197,-34.222427,-21.924198,-23.285118,-16.060371,-26.07417,-19.118273,-23.074947,-12.541126,-15.408619,-21.717148,-22.569332,-21.574028,-17.190254,-21.329832,-22.084633,-15.9202175,-23.199438,-21.152359,-13.152424,-30.472174,-25.586271,-28.502632,-18.684698,-19.006989,-17.906063,-30.225971,-20.859879,-19.903734,-22.007378,-15.947037,-21.618195,-20.350346,-18.320763,-21.340612,-19.126925,-24.45602,-19.887518,-25.41103,-17.881659,-17.236378,-15.741629,-22.656343,-13.312775,-13.191832,-17.070436,-30.743196,-21.359913,-19.92762,-27.91241,-35.16781,-27.614483,-18.37961,-19.716171,-29.42334,-33.829556,-23.418594,-26.540035,-25.170002,-20.149326,-13.047434,-19.64941,-23.464819,-24.43635,-21.241951,-16.874166,-22.968409,-37.41822,-27.277931,-13.120747,-18.247622,-27.575554,-23.535439,-29.350975,-22.00526,-20.162813,-20.897352,-17.65334,-27.51905,-25.193512,-25.61998,-26.46269,-14.256443,-19.24723,-28.279636,-26.896194,-30.686096,-18.492012,-24.283453,-25.134027,-23.857609,-22.967442,-20.33037,-18.453789,-19.35547,-20.302372,-18.723219,-16.340843,-19.331917,-19.33125,-19.242764,-19.332047,-19.269018,-19.319891,-19.332037,-19.238422,-19.331804,-19.305462,-19.314457,-12.840717
-21.28019,-80.0,-80.0,-35.437866,-13.316345,-25.740349,-25.320145,-25.557878,-18.508825,-25.3327,-24.949924,-15.232925,-16.99853,-17.97559,-16.522984,-18.122915,-27.07613,-13.196886,-16.852526,-15.322252,-13.384958,-17.608501,-26.865318,-21.561953,-18.686275,-27.740238,-31.946587,-23.81763,-21.560616,-16.612677,-12.476238,-13.631351,-19.662687,-11.990398,-19.201666,-19.086811,-15.33559,-18.681658,-19.52064,-18.901567,-16.70144,-16.910036,-16.242243,-21.250786,-13.886068,-25.696867,-25.101688,-25.340645,-16.069927,-14.232204,-17.702698,-28.80994,-23.996624,-17.995771,-22.627771,-9.780699,-18.843307,-17.897972,-20.653671,-18.060532,-19.144836,-23.91825,-18.293285,-22.30429,-20.119968,-12.7170315,-13.178843,-13.327211,-12.427349,-11.096413,-13.456852,-29.126587,-18.341328,-19.246048,-24.009365,-19.705658,-21.110317,-16.395714,-21.300825,-27.489342,-35.04373,-22.903294,-24.754955,-22.768223,-17.63003,-16.864632,-18.362392,-18.189396,-25.885006,-22.501701,-14.608782,-13.089041,-34.16204,-23.451223,-11.764488,-14.682537,-27.444775,-16.942274,-19.48912,-19.605482,-20.476307,-18.84755,-15.639591,-24.2984,-21.38208,-21.123602,-28.753483,-12.204838,-17.422375,-20.298574,-25.898903,-29.072737,-18.943275,-24.42395,-18.015196,-18.544882,-11.891735,-14.9747715,-25.621517,-35.92154,-29.425179,-29.995413,-17.814892,-49.27066,-49.0101,-48.304367,-49.441666,-49.7377,-48.863373,-49.446953,-48.171593,-49.215343,-49.926304,-49.08322,-17.637497
-22.877897,-80.0,-80.0,-32.57113,-10.50602,-18.010466,-19.778193,-12.381636,-11.691011,-18.258232,-19.74022,-11.111992,-12.080261,-8.657566,-11.768089,-14.978508,-19.48777,-8.084789,-10.534597,-9.140423,-17.33554,-15.66077,-22.19566,-14.271492,-10.740047,-27.260296,-29.871956,-23.602276,-12.640818,-8.764845,-6.164545,-17.6543,-17.321224,-11.092201,-18.09003,-14.059502,-14.255518,-13.6663685,-13.317221,-11.227528,-9.603989,-10.578295,-9.392529,-15.618723,-8.802273,-23.519411,-20.110153,-16.870056,-11.692841,-10.923,-11.628214,-29.749062,-24.396648,-13.444887,-13.5723095,-13.478077,-16.70247,-16.802805,-15.011738,-12.672689,-22.751266,-20.579227,-9.760876,-13.745974,-10.752682,-8.137079,-7.9083595,-4.8240776,-4.8653183,-5.240486,-7.8529167,-21.469131,-15.048187,-16.182255,-16.319782,-10.9382,-16.683544,-12.17712,-12.420616,-23.662207,-35.17659,-20.963297,-22.995495,-21.029009,-19.012379,-15.586361,-19.340954,-17.417656,-18.752077,-13.356838,-9.570713,-7.710432,-25.666737,-18.42613,-9.68553,-6.2644196,-16.620325,-8.531975,-7.5518856,-9.4004,-13.984123,-16.365662,-10.753162,-24.847237,-22.570312,-23.484516,-21.859737,-11.202091,-12.341608,-17.112297,-20.21932,-23.333076,-17.857454,-22.444918,-16.498955,-12.2656765,-9.416485,-15.988794,-28.07482,-29.910936,-28.126026,-30.096336,-17.975353,-59.695015,-58.493134,-56.701073,-60.41861,-57.127228,-60.3797,-60.471283,-56.376266,-58.787403,-60.049236,-60.458405,-19.960285
-23.30399,-80.0,-80.0,-30.172874,-11.843723,-19.432604,-14.759756,-10.503767,-11.63349,-14.866941,-20.432678,-9.655565,-12.152435,-7.6347523,-11.491121,-16.780308,-20.019989,-10.866827,-12.07567,-12.2773285,-26.359756,-14.772459,-16.991829,-13.7443695,-11.717072,-24.262617,-21.176445,-24.92073,-13.106932,-8.898708,-7.9532986,-19.227802,-19.114836,-13.147982,-15.6984215,-12.355572,-13.1474285,-15.308811,-11.105324,-11.069813,-10.99135,-10.910343,-9.261559,-14.261469,-9.605675,-21.524216,-20.31739,-16.03532,-12.872677,-9.478897,-14.216391,-28.801653,-22.331238,-15.6017475,-13.482609,-17.245268,-14.6451,-16.59066,-12.647232,-14.275511,-28.05185,-20.853266,-10.167675,-14.721291,-9.345129,-10.308279,-8.161913,-5.767771,-5.0867996,-5.301264,-8.0285225,-22.013931,-18.170395,-16.748875,-19.26155,-11.83086,-21.166056,-12.18334,-10.503765,-19.533403,-25.139996,-20.090965,-26.167984,-22.687082,-17.068943,-18.107899,-19.32586,-17.137987,-16.434034,-12.836422,-10.687214,-9.5515,-28.083813,-18.612413,-9.50787,-6.60001,-15.690065,-8.580048,-8.393644,-11.069836,-14.344059,-14.210865,-11.679426,-21.860828,-24.271076,-21.046288,-16.306452,-12.258743,-14.376839,-17.016151,-19.535984,-22.48185,-17.149353,-27.910885,-19.438942,-14.943403,-12.154724,-20.431858,-31.969334,-31.878092,-28.200577,-29.241657,-18.279535,-68.81977,-63.81623,-58.116783,-70.28389,-58.49317,-60.002625,-70.987,-58.379288,-62.406906,-63.071198,-59.18063,-20.590408
-24.96679,-80.0,-80.0,-30.640484,-16.29371,-23.649689,-17.76724,-23.527594,-17.067398,-12.01741,-13.339214,-11.66687,-13.607735,-17.321123,-12.503279,-29.273924,-21.356058,-18.32036,-16.393476,-18.635115,-17.209368,-14.169037,-17.595047,-9.533735,-23.454775,-28.31514,-21.6977,-19.876022,-22.940485,-12.499414,-18.942484,-17.032503,-12.79422,-15.567589,-10.4981575,-12.486013,-17.108948,-19.696077,-18.316145,-21.047302,-19.7446,-20.477726,-19.06939,-22.426907,-22.69222,-28.207266,-22.742895,-20.994888,-14.805983,-15.444859,-15.431423,-26.120174,-20.573523,-17.65487,-22.53606,-19.114346,-16.749006,-15.676065,-21.59081,-16.618769,-12.659214,-21.069279,-16.472546,-19.896317,-14.806019,-18.105171,-15.702297,-17.578669,-17.573769,-17.137587,-17.655106,-26.155025,-21.070711,-17.370508,-24.963608,-15.960623,-18.944504,-10.978424,-20.5067,-8.745192,-26.2631,-16.788113,-25.202225,-18.02048,-13.96526,-19.457273,-16.480743,-16.50174,-15.781019,-17.317738,-24.321836,-15.542805,-33.70246,-25.22665,-17.880903,-19.935333,-16.736826,-21.128368,-21.615686,-19.244408,-22.60427,-16.59954,-17.746342,-29.307219,-31.09403,-20.676918,-17.599762,-19.775906,-21.635696,-15.884384,-25.512676,-17.516922,-15.356213,-36.34861,-23.879927,-19.782314,-20.180311,-26.82523,-35.95487,-29.825693,-31.460714,-30.672186,-21.523842,-62.625004,-60.79426,-56.550518,-62.490166,-58.82152,-58.7771,-62.626698,-56.138275,-59.521236,-58.98528,-57.961292,-21.981857
