-25.344818,-23.308945,-22.39751,-23.070917,-19.75236,-22.606415,-24.398418,-24.059124,-23.035442,-22.749968,-24.050646,-23.232061,-17.922579,-23.581152,-22.075764,-18.707737,-24.672035,-24.245844,-23.815178,-20.448975,-19.472149,-21.276619,-24.226969,-25.803688,-28.879452,-20.835264,-20.989779,-21.083057,-21.263952,-22.813478,-24.142735,-19.12078,-36.358,-25.4141,-15.815559,-21.89104,-20.876987,-19.902628,-21.702309,-21.814415,-23.432407,-18.927477,-27.208757,-22.846832,-15.3125,-22.018682,-25.053505,-18.343164,-25.315796,-28.128681,-19.053518,-23.994415,-20.095982,-28.38584,-18.250616,-28.089687,-21.009138,-25.98382,-26.56603,-28.734526,-28.001461,-23.712126,-27.24177,-19.790386,-35.46082,-20.41261,-22.83239,-20.57712,-24.980549,-24.025639,-25.921766,-19.469837,-18.364023,-26.6501,-26.121965,-27.241703,-22.22968,-22.668692,-26.367859,-16.763123
-23.475842,-25.874195,-26.081654,-21.075598,-23.612179,-21.728388,-17.79919,-24.319897,-24.21643,-25.054222,-24.967533,-24.574112,-23.594,-18.302319,-24.038534,-24.899548,-17.215424,-21.083303,-30.602009,-19.843863,-20.800682,-21.82954,-22.878761,-28.04258,-24.91747,-22.54483,-21.043247,-20.227476,-20.44249,-26.164034,-25.167442,-23.043594,-30.15825,-24.832806,-16.575706,-23.613773,-20.94755,-19.82167,-26.132645,-20.66589,-18.56406,-19.19564,-23.296507,-33.93299,-17.441275,-25.070591,-23.798859,-16.874018,-22.582932,-23.668041,-23.9596,-25.086329,-23.163134,-21.827454,-26.500694,-26.732206,-21.850628,-26.04374,-25.006338,-21.984354,-23.536282,-25.559326,-18.466015,-20.579514,-26.614815,-23.346172,-25.561356,-18.126553,-23.144094,-24.180061,-29.661512,-20.876368,-24.375423,-19.482111,-24.72048,-23.259336,-25.231377,-21.786098,-27.165,-18.323254
-25.836418,-21.644663,-33.746525,-23.433853,-18.80944,-18.289307,-16.642616,-22.040157,-21.38762,-28.292612,-20.292532,-25.382427,-19.558762,-16.980532,-23.333683,-22.036358,-22.082747,-23.26258,-21.820564,-23.421202,-23.334492,-19.2359,-29.29639,-29.31699,-24.002293,-24.207346,-28.190527,-21.954231,-22.24591,-27.457296,-21.160353,-23.71381,-23.269436,-23.779438,-21.961926,-24.93937,-27.316864,-20.68444,-23.59787,-22.670315,-21.793108,-17.049006,-24.2948,-26.932138,-24.108221,-23.160095,-19.867916,-22.153648,-13.495632,-22.147995,-25.097698,-25.485245,-26.634285,-23.32439,-25.902756,-22.492184,-22.962809,-22.577576,-20.121296,-20.788311,-26.116375,-28.950132,-17.428623,-15.462887,-23.222418,-20.69036,-23.296762,-18.984232,-23.116932,-27.894802,-29.10611,-21.647003,-20.10218,-19.172323,-23.915764,-20.725964,-24.036673,-28.773989,-26.46075,-17.926573
-17.179794,-24.145233,-22.520748,-23.572203,-11.92095,-14.67201,-16.796131,-14.127102,-20.882334,-25.691856,-17.727879,-13.52894,-9.974833,-7.633829,-18.901985,-12.891644,-21.54292,-15.431726,-14.581852,-14.308559,-17.23351,-16.52287,-17.413872,-18.675735,-16.206522,-20.040846,-20.506256,-18.475367,-11.612453,-19.462719,-21.302952,-16.7813,-19.765617,-24.528301,-14.996458,-19.881556,-22.637764,-20.622942,-17.026249,-22.414566,-19.168823,-16.11652,-19.372032,-17.346872,-21.036686,-13.631243,-19.17509,-12.584541,-9.20105,-11.548115,-18.31859,-22.871317,-23.464245,-24.010866,-20.199537,-21.047775,-18.548025,-21.648008,-15.158863,-20.774754,-18.654938,-20.14274,-21.083687,-12.925549,-20.59535,-13.669027,-19.016401,-24.933367,-17.460848,-25.916298,-16.80875,-22.40599,-18.295773,-19.635067,-17.710094,-15.819588,-22.530922,-25.892618,-20.579922,-11.528383
-10.317535,-17.340408,-14.308334,-21.374132,-16.54648,-15.208448,-17.883362,-14.6429825,-21.660694,-26.553314,-23.0382,-12.999504,-10.6761265,-6.2672253,-11.903379,-12.370596,-22.081444,-12.633804,-15.795349,-13.050312,-12.502771,-16.434597,-16.208921,-16.510918,-15.533733,-14.510107,-22.63792,-15.880339,-11.424246,-16.092106,-18.7606,-14.157515,-20.373642,-25.55581,-18.964249,-16.268265,-18.41836,-22.268456,-17.09066,-22.572803,-19.788002,-13.089796,-16.261684,-19.046629,-19.74336,-10.991039,-22.996124,-8.203283,-14.200533,-11.311541,-19.801586,-27.719496,-18.355072,-20.864456,-20.332308,-23.378744,-17.81187,-19.266706,-17.7839,-20.45572,-20.930538,-16.36226,-23.488245,-16.473658,-21.006845,-9.236025,-20.583256,-28.139645,-17.597988,-17.829865,-12.365971,-23.552895,-22.868633,-28.81095,-18.527496,-17.880768,-20.622545,-25.010956,-18.928589,-7.8259983
-11.2319355,-14.6929455,-15.468611,-18.567787,-17.895401,-17.290123,-17.046856,-18.421703,-24.981428,-20.848091,-28.565203,-21.269861,-19.246578,-11.502832,-13.15514,-18.856731,-23.546688,-18.85467,-20.334288,-18.93933,-15.836325,-20.752949,-20.205677,-18.911198,-24.770897,-16.54788,-20.689924,-18.975708,-19.556612,-18.058216,-18.701172,-14.8338585,-23.687008,-26.206446,-23.832287,-22.244366,-17.749542,-19.212198,-21.131992,-20.769873,-21.166927,-16.921757,-19.09211,-21.474558,-21.94048,-13.89761,-18.412697,-10.161608,-15.4708,-20.020592,-27.769623,-20.746624,-18.441792,-21.769123,-27.34351,-32.59451,-16.899662,-26.064224,-27.052715,-25.680862,-22.305246,-18.994104,-21.755974,-15.845846,-18.977394,-9.735344,-22.153173,-19.966301,-18.067486,-16.149666,-15.972597,-24.363207,-20.992342,-32.531128,-21.941761,-25.997845,-25.27944,-26.254454,-17.385443,-8.6051655
-19.739634,-12.909748,-17.946983,-21.287094,-20.739828,-18.616226,-20.617994,-22.954052,-20.55756,-17.376316,-24.04266,-16.420527,-20.096972,-20.007421,-14.668606,-19.830757,-22.717949,-34.462845,-27.101778,-19.777536,-16.48926,-23.477385,-19.782722,-20.441362,-20.41777,-23.816837,-18.331738,-23.743855,-17.751816,-17.28663,-20.645489,-16.252058,-22.729141,-20.610714,-20.306112,-26.32027,-16.38533,-20.728155,-15.963728,-21.97458,-17.622555,-17.057966,-18.257896,-17.38395,-22.059696,-18.270206,-17.90203,-13.692093,-16.412823,-26.488098,-25.74065,-22.131649,-19.929777,-21.427042,-21.29478,-26.829021,-14.2722,-13.1334305,-22.041588,-24.200495,-20.387457,-24.395302,-23.372005,-20.745277,-18.75288,-14.63348,-19.142513,-14.654194,-9.472685,-21.05648,-23.036419,-23.339104,-17.431526,-25.676105,-23.360878,-25.649187,-19.624325,-19.877619,-24.438103,-9.150423
-23.915203,-13.459421,-16.605785,-19.543764,-24.311028,-31.520542,-25.373056,-27.128805,-16.996704,-19.737112,-28.266594,-15.460194,-29.832485,-12.936073,-14.65745,-21.26155,-27.62286,-29.924244,-24.91354,-17.165222,-15.631767,-30.641209,-19.003857,-21.438486,-22.83443,-22.16467,-24.346485,-26.80969,-18.066154,-21.702944,-19.644096,-16.614477,-22.512053,-26.131016,-19.051033,-24.727585,-18.597424,-22.199585,-20.197205,-19.569906,-21.44184,-20.308126,-28.506844,-20.830088,-25.553303,-22.57375,-20.103878,-18.702045,-17.220982,-25.598053,-22.576094,-25.151848,-20.757687,-24.71518,-18.290121,-25.754847,-17.909016,-10.491638,-26.287634,-21.999344,-29.193989,-27.901394,-23.444483,-19.144062,-19.615906,-16.23244,-21.788273,-15.04479,-12.621721,-16.78878,-22.067152,-20.587542,-14.666979,-25.14746,-21.322853,-17.348188,-21.095345,-18.130522,-23.990088,-12.722336
-21.91527,-21.519611,-16.613089,-22.95613,-20.395271,-29.229544,-20.007864,-26.994532,-20.9045,-21.131735,-26.672148,-19.280605,-18.82738,-11.762465,-16.447891,-16.590237,-24.64741,-22.80579,-20.650036,-18.563805,-17.088646,-26.29367,-21.570145,-20.311562,-26.035866,-19.123154,-25.469412,-27.606133,-17.433716,-20.214272,-22.082024,-14.877066,-21.0356,-20.322521,-16.929146,-17.143894,-16.10727,-16.103111,-16.082745,-17.169315,-17.53886,-13.200418,-18.5715,-20.666616,-20.119843,-17.276714,-15.401909,-8.935867,-10.551346,-14.880539,-18.02198,-21.811817,-18.521301,-16.096827,-20.969212,-27.061848,-15.10828,-12.9123745,-22.558392,-24.572018,-23.34872,-13.992025,-21.292032,-14.705717,-19.603142,-14.049755,-22.064201,-22.789116,-15.440725,-18.52397,-19.908344,-19.78078,-13.213934,-31.194653,-21.35037,-16.645348,-19.47002,-19.839127,-24.527573,-26.688831
-21.732735,-15.675158,-16.31704,-27.928978,-18.889313,-23.423615,-16.198181,-22.825684,-24.028557,-23.007984,-19.12698,-19.718082,-16.12919,-22.111233,-10.673262,-9.580832,-20.726505,-18.93255,-22.898098,-22.716492,-14.398491,-17.858793,-21.205517,-17.345821,-20.651154,-24.618639,-29.963938,-20.526066,-20.236942,-21.269104,-20.506844,-8.118103,-15.025644,-14.372826,-14.177988,-10.496632,-10.16651,-12.946276,-8.795561,-14.879108,-14.18078,-9.330854,-16.92502,-17.676567,-15.57461,-12.073828,-9.7013,-3.5703754,-3.8153553,-9.398813,-27.69445,-16.042097,-16.800121,-9.7615795,-19.95233,-19.152164,-10.731857,-14.419285,-18.757137,-21.878384,-25.40551,-7.755972,-15.024504,-7.0742207,-16.475021,-8.723888,-17.876724,-22.843391,-8.309696,-19.630363,-12.617821,-16.364489,-10.584017,-18.824602,-19.547527,-9.556349,-14.735964,-17.241903,-21.399792,-16.93959
