-13.999524,-14.371819,-13.433584,-15.125122,-16.02782,-11.857975,-16.514101,-14.090265,-13.632205,-13.8871975,-11.434803,-13.636003,-11.497028,-14.938942,-15.9868355,-11.821796,-10.394794,-10.801735,-13.060932,-13.042735,-13.527325,-15.674329,-12.500577,-11.432806,-13.5932665,-16.966663,-11.689848,-13.82773,-15.98975,-15.778685,-15.259239,-11.798956,-15.782961,-14.264382,-12.619584,-13.096051,-11.333832,-12.481438,-14.612903,-13.85961,-14.724939,-11.106022,-13.232861,-14.333771,-17.2277,-11.334398,-12.195492,-12.569523,-14.822564,-14.5009365,-13.679336,-13.579931,-14.082463,-12.201616,-14.504489,-17.158916,-13.68026,-15.794191,-18.52109,-13.091774,-16.925076,-12.598795,-9.951122,-12.195094,-12.898496,-17.745546,-15.264876,-11.252962,-12.133941,-15.888615,-14.585872,-10.985296,-14.17466,-11.15494,-13.340291,-15.7052355,-12.036977,-14.216084,-10.808708,-10.190788,-17.317852,-13.23806,-10.808565,-15.057128
-21.023624,-12.797965,-21.120123,-21.942028,-21.25682,-19.32499,-22.352343,-19.823853,-15.32249,-18.66241,-14.432452,-27.408756,-20.823473,-19.195442,-20.437733,-19.42778,-20.290522,-22.060781,-21.578968,-22.490967,-22.74356,-15.297506,-18.17495,-20.306892,-20.66956,-21.104923,-21.839424,-19.20344,-20.723217,-18.255531,-21.319185,-20.497257,-23.732767,-16.069305,-19.138355,-16.504265,-19.968752,-19.059038,-19.28126,-18.564707,-19.655396,-19.189651,-20.155762,-19.215235,-20.681755,-19.296412,-17.761719,-20.16948,-20.760729,-19.071999,-18.389452,-19.938328,-19.076939,-22.386427,-23.020256,-23.449516,-18.565094,-23.64223,-22.079689,-25.889084,-21.697273,-16.614248,-21.856892,-14.330466,-20.984814,-18.86065,-22.306194,-16.169235,-21.216282,-22.85714,-19.629961,-18.253754,-15.14195,-25.22128,-31.171583,-18.709557,-21.503687,-22.733015,-27.202911,-20.412811,-18.961258,-15.3634405,-16.074718,-20.945211
-28.63015,-14.510169,-18.29228,-29.139383,-18.067245,-20.923943,-18.549316,-18.398855,-16.130367,-17.772038,-13.724688,-26.192003,-18.14922,-21.807041,-18.326838,-21.964645,-21.93943,-22.32093,-23.724583,-21.482101,-20.145445,-21.842169,-26.134165,-18.973692,-23.203377,-24.280478,-18.957855,-16.363894,-21.949186,-15.7408085,-20.44145,-22.036587,-26.490288,-21.862259,-21.665985,-17.359936,-17.938358,-21.42342,-16.133698,-22.155876,-15.192737,-23.521646,-17.453718,-16.299114,-30.881124,-28.29146,-23.590958,-16.20657,-24.84127,-17.292252,-22.556974,-23.449917,-28.123632,-15.731634,-23.91242,-19.51241,-20.633118,-23.570122,-20.360607,-28.179716,-21.7003,-18.417503,-19.222092,-15.300992,-19.826817,-16.443392,-18.906197,-14.86814,-21.8627,-23.827673,-20.583847,-17.455486,-16.499975,-29.363092,-24.286165,-18.571367,-20.132208,-22.56387,-23.925077,-21.745611,-19.954288,-13.55765,-15.62899,-23.270533
-28.141047,-18.37814,-16.409012,-21.65263,-19.630219,-23.257887,-17.941751,-22.556889,-20.274109,-15.331063,-18.77705,-18.947575,-19.479136,-27.953384,-26.259838,-19.642939,-17.370417,-22.825586,-23.441696,-17.922342,-22.907677,-22.193361,-22.977833,-19.20813,-23.359648,-28.3523,-19.318388,-17.80285,-19.626524,-16.895128,-15.987431,-18.452784,-21.10034,-19.20483,-18.038225,-20.137125,-18.494392,-22.927174,-22.349813,-20.391628,-16.425095,-21.77992,-19.539429,-20.00383,-18.55613,-21.753647,-17.413494,-15.299516,-24.019547,-16.164944,-20.656155,-23.606443,-22.814915,-15.993765,-23.707987,-18.065273,-22.068956,-13.939509,-18.394058,-22.416973,-26.380604,-14.10405,-18.915531,-18.255058,-18.15818,-20.818012,-18.438183,-16.624668,-20.74074,-26.752384,-25.419481,-13.683252,-17.904686,-23.40591,-19.966377,-18.935104,-16.466408,-20.862144,-20.782623,-22.867523,-22.574043,-18.462276,-18.490242,-20.575996
-23.832233,-20.47252,-18.167866,-17.47674,-18.131699,-22.902676,-18.826366,-21.650745,-22.063923,-19.654888,-16.147934,-17.305527,-24.624111,-22.310387,-24.827965,-22.298635,-19.73089,-19.960653,-18.79207,-19.777376,-22.927315,-20.04803,-20.235975,-16.917938,-24.129404,-24.445951,-19.561584,-15.889622,-20.697598,-15.389218,-17.080303,-16.65686,-21.913658,-18.2622,-16.798449,-18.172565,-15.804716,-23.541405,-25.405615,-19.385895,-22.246778,-25.668303,-16.89315,-21.054276,-15.558474,-25.982327,-22.78424,-23.322268,-26.960642,-21.041264,-21.174204,-23.766289,-16.172802,-22.541851,-21.70031,-24.935673,-20.466236,-13.360932,-18.45643,-20.363392,-26.096985,-19.388279,-20.171707,-14.708435,-21.287556,-20.019531,-24.868782,-24.345024,-15.653806,-23.606174,-32.56079,-16.166313,-18.884447,-25.992983,-19.31069,-16.674671,-18.895668,-17.694113,-18.34263,-17.789982,-22.961342,-17.131294,-25.441341,-16.72813
-25.099737,-27.628363,-21.859234,-19.330513,-15.083464,-27.270851,-21.718021,-21.795662,-22.028015,-26.710539,-12.678921,-21.363243,-25.509113,-19.296421,-21.974495,-19.606377,-19.339407,-22.168304,-20.528202,-18.918434,-24.393959,-15.330378,-15.999177,-20.544724,-22.40716,-23.59985,-18.033245,-19.589834,-21.21054,-16.4187,-18.548798,-18.443295,-24.826876,-24.340683,-22.231724,-20.95348,-14.422104,-17.710304,-19.64575,-16.371944,-21.577738,-22.597404,-19.821358,-23.849958,-22.41699,-30.302032,-24.813662,-18.833717,-27.743008,-17.322252,-20.951279,-19.136723,-17.962387,-22.65598,-21.772717,-26.010082,-17.101072,-17.51064,-18.534517,-22.49452,-22.911419,-21.903564,-21.379946,-16.249878,-23.788311,-23.151344,-20.438871,-22.076874,-16.104134,-20.975151,-23.782162,-25.179441,-22.699785,-25.19054,-19.852734,-19.716515,-19.424145,-20.893768,-20.062254,-17.71436,-22.95707,-21.996082,-20.156849,-13.057827
-23.366568,-32.159035,-20.481466,-26.616232,-17.436207,-20.682587,-20.456766,-22.868727,-15.488915,-22.969883,-14.540222,-15.3685665,-28.090933,-22.584017,-22.99626,-19.018642,-19.839237,-25.121342,-16.45752,-21.74274,-18.630093,-16.199276,-20.956383,-25.4065,-21.817081,-18.553352,-20.900238,-17.744308,-23.29313,-22.215841,-21.096703,-19.307997,-28.255508,-21.68534,-25.464436,-21.340267,-18.24206,-15.827829,-17.241018,-14.005217,-19.004818,-18.004417,-22.630947,-19.196583,-21.607273,-23.513527,-18.621414,-15.000224,-28.986427,-18.549776,-21.756252,-22.697548,-25.602053,-20.911194,-19.664782,-19.407398,-15.414663,-18.62442,-20.968151,-17.31167,-24.371607,-17.910744,-15.106359,-21.849205,-19.766516,-24.56403,-18.626146,-21.171526,-18.627642,-17.313658,-19.586285,-24.023518,-21.733614,-19.125116,-20.79272,-26.566284,-19.001478,-17.883364,-18.243464,-21.671724,-21.203558,-24.876358,-15.039824,-13.583549
-24.496328,-23.09627,-17.945145,-20.96238,-25.318272,-19.133503,-21.98996,-29.228426,-17.596008,-28.426853,-17.941341,-15.736913,-18.548439,-21.161236,-21.0271,-16.816803,-22.874386,-21.561289,-16.775532,-25.857712,-13.975781,-24.95338,-24.906342,-30.435308,-21.707756,-18.247282,-20.930428,-22.32875,-21.06845,-18.567867,-21.997702,-20.488712,-28.65329,-22.194378,-18.92965,-18.895063,-19.048382,-18.199053,-20.953943,-16.603378,-20.756943,-16.490847,-20.661907,-13.723844,-24.625536,-16.54069,-14.744984,-19.16063,-30.054586,-25.017885,-21.760592,-18.967072,-24.956312,-19.628536,-18.879204,-20.184944,-17.266163,-17.561134,-21.822033,-23.404129,-22.034763,-19.296703,-17.70846,-24.812908,-22.63234,-21.451065,-20.566227,-27.143269,-20.638607,-22.363321,-17.868656,-18.24253,-19.456928,-18.761055,-17.841894,-16.486362,-20.953323,-17.91454,-19.114538,-18.998188,-20.627651,-24.140331,-18.367958,-18.764423
-23.162128,-19.939213,-18.315876,-22.69998,-27.851143,-24.654232,-17.22491,-21.843548,-24.282719,-20.909412,-13.253573,-22.060234,-16.913303,-23.411713,-19.810745,-18.003273,-21.622358,-22.579319,-19.5282,-28.158695,-13.492319,-20.386751,-19.703917,-21.943802,-22.635788,-19.22651,-16.201546,-21.00114,-23.069023,-20.25968,-17.840906,-21.513529,-25.256691,-19.150932,-18.836222,-23.408493,-16.61676,-24.96414,-25.19052,-19.866306,-22.457115,-19.053356,-21.860294,-16.345444,-18.936607,-16.475132,-14.978488,-25.051582,-19.335274,-20.522226,-19.832909,-13.664167,-23.366087,-20.55678,-20.435719,-20.519041,-25.556837,-18.638525,-23.973028,-21.185635,-17.5668,-22.634296,-21.534061,-18.364758,-20.548601,-25.273777,-21.881475,-18.048595,-16.035515,-26.3798,-18.37183,-13.449007,-21.158669,-25.130182,-17.664824,-15.791164,-17.09328,-17.081291,-18.333652,-20.792503,-22.020168,-26.017029,-15.983429,-16.82341
-24.55784,-15.137519,-21.322746,-22.469915,-28.978127,-24.74904,-17.414543,-18.87884,-22.834753,-17.143631,-13.724574,-24.33355,-26.805353,-24.256466,-21.605333,-23.151123,-23.471718,-17.950474,-18.906326,-27.759348,-16.945074,-22.05838,-19.01704,-20.563843,-23.70625,-20.942852,-15.644088,-19.76635,-21.865726,-21.639694,-16.789059,-20.815544,-21.646193,-22.104176,-23.104818,-28.93314,-23.68413,-23.397581,-22.58636,-26.045284,-24.140965,-15.298595,-28.62222,-24.554205,-15.745647,-23.339663,-17.540348,-24.515696,-18.738014,-21.062479,-24.281233,-15.225317,-18.939228,-22.21829,-22.043919,-23.615185,-30.606453,-14.151934,-20.887756,-22.618874,-15.8395815,-29.973873,-22.482536,-19.589552,-15.313299,-26.517721,-17.919888,-18.577343,-14.787987,-25.468376,-18.120987,-17.04931,-25.757198,-19.52848,-17.429909,-18.71276,-16.379942,-17.826365,-24.685036,-26.620228,-29.206491,-28.200737,-16.621597,-23.194416
