-12.894201,-18.53298,-7.1396675,-7.145729,-13.719217,-14.345325,-11.842871,-6.5636845,-13.617834,-9.632105,-11.096886,-7.996149,-6.866001,-10.967627,-9.572861,-8.180943,0.0,-1.885828,-6.952276,-8.5211525,-6.8148575,-10.819754,-21.044533,-24.88026,-4.246172,-13.011665,-22.288198,-16.141233,-15.833963,-17.858223,-22.415298,-21.152666,-13.61178,-14.7945175,-17.739662,-23.416296,-22.876835,-19.575485,-28.371847,-19.09449,-15.142082,-19.652245,-27.467457,-22.989227,-27.480347,-28.72588,-19.670204,-20.8062,-12.647535,-12.105358,-12.8324795,-6.717678,-19.786877,-11.309017,-15.769154,-9.497042,-13.529879,-18.176157,-14.841377,-22.881996,-20.088524,-20.014225,-21.708546,-19.714981,-26.079992,-19.309149,-20.655586,-20.013327,-21.778809,-18.267761,-6.839859,-11.401783
-14.465866,-17.457237,-4.8830166,-7.250839,-15.26857,-12.61532,-13.856306,-12.6474,-13.715672,-9.73427,-10.735039,-14.772476,-6.35437,-10.507107,-8.65094,-5.346922,-2.4292297,-1.4518509,-7.436516,-13.0339775,-5.547285,-4.96504,-22.702475,-24.350422,-10.096359,-17.00545,-21.735924,-17.193096,-12.803768,-18.989,-23.841496,-19.045952,-10.741102,-11.099905,-15.167892,-28.16706,-20.722042,-31.89742,-19.688023,-21.203733,-23.216377,-22.1296,-23.759743,-24.143745,-28.85575,-28.656689,-25.134598,-20.70301,-17.901274,-15.999598,-16.27223,-10.455622,-19.123238,-12.574211,-21.580862,-17.376112,-17.690544,-17.587145,-24.349714,-18.728222,-20.021267,-17.364803,-24.984781,-21.25275,-23.635372,-20.284002,-29.716074,-20.759771,-17.721004,-18.987658,-12.336876,-11.453087
-19.155844,-15.869194,-9.2993965,-11.717548,-7.509445,-13.216309,-15.17926,-17.037102,-13.019625,-12.594307,-16.191439,-15.494865,-14.383354,-13.999874,-12.750988,-7.946348,-13.622259,-14.521633,-10.343281,-13.021517,-6.419565,-6.2211075,-19.077976,-29.631176,-19.874561,-23.005777,-22.597641,-17.766047,-20.150787,-22.268993,-18.316498,-18.990099,-21.54983,-17.575844,-22.767467,-25.664223,-26.819109,-25.77914,-22.789265,-23.997456,-24.612606,-31.306026,-27.88237,-21.128416,-39.485237,-21.10279,-23.168665,-26.568941,-16.045603,-22.836506,-19.186283,-19.719957,-24.860336,-20.401493,-20.187183,-25.109104,-19.687963,-21.345325,-21.15911,-27.852695,-28.273695,-19.342031,-23.079601,-23.474638,-20.47133,-16.95699,-20.929146,-22.211086,-23.929348,-11.87919,-12.809731,-12.375755
-19.04328,-17.12408,-10.319073,-8.780546,-7.2630787,-11.380344,-10.04401,-11.814861,-17.85174,-15.824331,-10.556271,-22.294226,-11.655746,-8.416147,-8.921082,-15.160507,-9.568935,-13.540802,-13.954365,-13.623718,-10.196547,-12.189964,-17.985794,-21.889679,-21.140556,-22.537289,-22.290316,-25.660183,-19.666105,-16.3902,-17.277115,-20.809914,-23.511547,-24.404873,-24.723328,-27.45055,-22.884071,-19.403816,-27.900389,-25.179596,-21.158802,-20.14827,-27.171957,-27.452568,-28.262978,-23.194876,-26.172455,-24.675196,-15.78302,-25.308477,-21.624678,-20.689217,-31.048552,-19.502855,-21.03997,-23.834797,-27.671227,-20.630783,-22.614002,-25.43706,-28.086838,-30.484959,-22.335493,-19.530203,-26.220547,-17.35918,-22.588964,-27.306551,-18.797287,-14.41548,-12.161297,-15.86965
-17.751343,-15.359491,-12.874025,-14.199484,-14.558424,-8.602228,-8.186411,-12.392809,-14.376286,-15.8553295,-10.912371,-19.086063,-11.653164,-11.073408,-8.032173,-17.831535,-15.073357,-11.60556,-16.53124,-12.9459095,-15.985413,-14.066889,-20.981274,-28.212242,-18.137552,-20.545126,-27.536272,-24.974869,-17.218006,-20.16856,-18.197586,-19.649284,-24.034058,-20.298008,-27.747389,-26.172052,-23.604095,-22.84133,-19.89683,-26.621956,-21.780132,-19.08044,-31.943287,-29.701584,-23.862919,-34.22283,-23.04512,-25.126049,-23.815136,-22.614246,-24.326784,-21.037807,-30.426441,-21.966465,-26.44273,-26.548363,-31.93108,-21.703701,-28.422564,-22.438187,-22.799,-31.809378,-21.87476,-22.487541,-26.119135,-22.795578,-30.378384,-29.51759,-20.707623,-20.901352,-15.590948,-18.429855
-16.587053,-17.841291,-11.113522,-14.722977,-15.099525,-13.732935,-7.5858955,-8.741083,-11.639025,-13.362404,-14.134937,-19.356625,-19.1751,-18.348728,-16.869814,-15.223661,-17.551205,-16.825838,-11.752918,-11.909283,-10.516243,-14.360874,-21.471256,-30.52774,-19.973385,-26.283014,-28.24574,-21.88295,-17.832428,-19.453423,-18.334898,-15.951799,-19.689087,-21.318588,-23.281487,-25.803513,-21.455027,-28.383343,-21.655724,-24.970396,-28.660398,-24.58252,-27.950434,-27.367022,-27.155376,-25.729956,-24.079136,-26.271269,-35.43191,-24.86483,-21.785404,-21.357855,-28.567972,-19.891138,-29.290754,-26.306267,-26.424534,-23.791431,-28.237268,-25.930885,-26.217964,-31.30221,-23.337746,-20.72887,-20.3111,-20.071196,-25.918985,-25.18645,-27.553877,-17.064182,-12.076447,-20.609041
-15.790283,-16.535982,-11.418354,-11.200073,-18.32278,-17.741505,-11.486124,-10.3802395,-17.841923,-15.903702,-15.527361,-18.52142,-20.387684,-17.711502,-11.934032,-16.264668,-15.105133,-18.126259,-9.057621,-6.335739,-11.273632,-15.691078,-17.623196,-26.551125,-16.299696,-34.235218,-30.833302,-19.081715,-26.554434,-19.898483,-25.507591,-14.845779,-19.036861,-19.331722,-23.949757,-22.54845,-23.360964,-26.174604,-26.007877,-26.33378,-25.514664,-21.272202,-22.306984,-27.335873,-34.73602,-27.630283,-27.808762,-23.243315,-30.245893,-24.713259,-23.583792,-24.735285,-28.528465,-22.495697,-24.9148,-27.231302,-23.695314,-22.94298,-31.86502,-26.1764,-22.162704,-22.88376,-22.830164,-21.062874,-20.29018,-23.341616,-19.217743,-16.3677,-29.93011,-16.37827,-12.183298,-20.712269
-16.689474,-16.034565,-14.923714,-15.099421,-13.602175,-17.987,-15.491341,-15.107477,-25.52988,-20.201912,-19.558388,-14.261101,-17.703188,-14.44479,-10.824837,-20.84004,-22.746704,-17.326916,-13.365356,-7.6667614,-21.01248,-15.918983,-19.592155,-30.355341,-16.165943,-33.062725,-33.28797,-16.226631,-26.297047,-27.184433,-25.965324,-24.803223,-18.941326,-16.121746,-25.629208,-18.874804,-29.65061,-22.07935,-22.696407,-26.833221,-26.532288,-20.760368,-24.786701,-24.823101,-26.209137,-31.173561,-23.159819,-23.583208,-24.886803,-26.555828,-25.245258,-23.09878,-36.22625,-19.422962,-27.609495,-31.710186,-30.592295,-28.060753,-31.81138,-28.478867,-21.916939,-22.821709,-25.455715,-24.043966,-19.131496,-28.065754,-21.317282,-16.201023,-25.21287,-14.788521,-13.138346,-16.251402
-19.849592,-16.50805,-13.509811,-14.403738,-18.309107,-19.118046,-15.879805,-17.539433,-21.491959,-15.246922,-13.891083,-10.783451,-22.67583,-12.813551,-14.944475,-17.581242,-21.717075,-17.041656,-18.588753,-13.250887,-16.48781,-20.984623,-25.388578,-27.788513,-24.80442,-27.39522,-24.045969,-12.790007,-25.351757,-15.958046,-16.322163,-21.262928,-19.67696,-13.963331,-18.92712,-24.081871,-23.668941,-22.73832,-18.815983,-20.829878,-21.48478,-19.36595,-26.386911,-21.269405,-23.692732,-26.86848,-21.976765,-17.24189,-25.859207,-28.5697,-34.35096,-25.275604,-40.633743,-22.056692,-24.96093,-25.431026,-24.215675,-28.226795,-28.789482,-28.26447,-26.07287,-26.008734,-22.54256,-19.706736,-22.956806,-24.822998,-19.244558,-18.816502,-23.247965,-16.889801,-16.811075,-17.192032
-24.220577,-17.554214,-18.840801,-16.961279,-17.953407,-17.339167,-18.752804,-11.736731,-13.573254,-12.902599,-17.143862,-10.914129,-17.236809,-10.776169,-17.13113,-16.828932,-19.055145,-17.794764,-16.001379,-10.324068,-12.300282,-18.364195,-21.588165,-26.62688,-17.523233,-23.36934,-23.192194,-16.80143,-21.572659,-14.553577,-20.036812,-20.553463,-17.65514,-12.64542,-18.075619,-26.20185,-27.80103,-19.841301,-22.55581,-23.157282,-23.234158,-23.012402,-24.41998,-27.41343,-28.811543,-24.935682,-23.991938,-20.419937,-24.046701,-30.3461,-36.74572,-28.375422,-35.218227,-17.337463,-18.960106,-27.120224,-20.36713,-25.331362,-31.51222,-28.215145,-30.988861,-21.731544,-20.40031,-26.374094,-30.203465,-25.386461,-21.035227,-26.142723,-27.238644,-17.538773,-18.845112,-22.848625
