-19.534065,-19.532322,-20.28057,-19.227295,-18.527872,-21.343243,-21.635622,-18.000496,-16.9944,-18.159128,-18.910522,-17.371061,-18.663994,-20.108511,-20.032387,-18.142883,-19.016666,-18.444778,-21.831535,-23.454052,-20.341896,-14.862415,-15.169445,-25.85923,-32.858902,-30.398035,-24.48975,-20.26842,-20.465494,-29.339767,-31.159744,-30.131681,-30.94916,-27.80742,-20.193521,-18.78334,-18.76015,-20.139217,-21.932987,-22.924614,-23.422333,-28.188587,-25.695992,-20.553936,-20.35933,-22.24174,-26.33075,-32.938343,-23.925392,-17.966507,-20.405132,-18.402931,-17.649008,-16.433823,-16.58456,-14.395647,-11.945271,-11.082764,-11.36858,-12.991581,-14.033556,-15.553743,-16.455338,-13.581772,-19.327385,-22.804377,-22.038815,-15.342171,-13.452726,-15.648472,-22.569511,-13.242134,-10.604183,-11.16807,-14.869896,-19.541668,-22.099752,-18.240011,-20.568626,-23.129433,-22.199434,-21.030718,-24.256401,-20.432625,-19.27112,-24.510784,-25.669115,-30.78788,-21.45707,-19.303108,-21.868435,-24.510386,-21.20465,-24.0886,-20.38301,-22.861996,-20.281925,-18.438501,-22.912521,-20.48756,-20.626287,-19.48849,-20.871445,-20.431255,-21.596392,-20.633892,-21.986485,-24.216791,-22.078962,-22.149626,-22.29449,-22.221842,-21.268652,-19.506706,-19.130407,-19.737267,-17.548244,-17.247723,-18.51648,-18.858725,-18.257357,-15.50355,-17.666365,-18.118923,-19.23186,-19.846008,-18.599771,-19.998821,-20.557789,-19.00946,-18.329332,-19.225578,-17.77866,-17.113037,-19.803165,-20.354002,-19.28492,-18.788666,-19.01463,-19.055304,-17.365585
-23.923683,-25.241444,-30.112066,-29.127459,-28.846724,-29.301823,-29.97633,-36.296925,-32.687824,-29.979704,-30.547245,-32.038166,-34.474068,-31.187462,-28.92358,-32.972267,-34.277737,-31.072676,-27.064518,-29.048477,-30.378838,-23.025387,-18.819172,-26.703854,-32.818882,-32.860832,-30.049366,-27.766586,-27.173311,-36.09221,-38.83493,-37.13948,-39.352726,-34.964485,-28.291645,-33.633755,-31.76251,-35.22406,-46.254753,-40.312298,-28.895412,-27.386137,-32.693058,-28.461485,-33.47599,-36.208424,-32.068027,-33.798447,-25.045986,-25.190601,-31.562931,-35.763474,-37.812115,-39.210983,-37.596928,-35.83822,-34.198296,-32.919804,-35.91401,-27.263205,-25.132158,-20.998793,-20.788143,-20.246927,-29.201618,-23.814434,-18.566147,-17.923656,-22.840477,-24.712782,-23.707212,-19.326725,-21.309189,-26.390326,-30.218134,-30.6874,-32.053204,-29.916191,-28.211212,-27.045555,-31.94385,-28.162601,-33.141083,-28.15683,-24.842712,-24.58289,-27.086292,-35.406357,-31.85925,-34.164623,-32.50373,-29.158344,-29.430899,-28.495266,-34.314217,-33.18473,-28.928684,-24.083178,-25.836617,-32.483925,-29.597565,-28.171972,-28.560709,-23.223574,-23.403378,-26.514227,-30.190458,-31.616468,-30.2795,-26.922043,-28.95734,-36.813675,-32.82284,-28.210793,-32.707966,-28.913254,-28.287676,-38.02025,-36.268826,-39.10527,-30.077242,-30.550476,-34.41458,-32.897224,-29.792768,-33.90245,-34.59077,-37.877655,-38.4476,-33.85967,-36.624462,-39.025738,-40.44838,-36.187008,-34.524483,-29.375805,-29.046757,-35.79336,-30.66294,-29.565084,-23.279247
-30.738745,-26.473507,-24.988619,-29.211895,-33.44052,-31.847523,-29.34481,-40.020237,-32.295578,-30.492527,-31.879034,-30.872572,-30.602364,-32.194843,-27.682106,-27.406557,-29.238977,-32.607777,-27.683046,-27.049074,-29.553566,-29.804117,-24.99907,-26.777512,-35.07511,-34.068142,-37.270428,-34.83099,-32.55748,-37.42755,-44.120907,-40.854084,-41.84281,-33.077057,-29.64454,-34.09075,-37.12068,-38.38904,-45.14437,-42.650177,-29.908009,-28.353931,-37.23136,-35.846596,-42.432575,-44.989563,-40.729454,-37.170227,-33.0024,-38.47789,-41.02453,-46.45829,-48.348644,-42.362938,-38.728104,-38.657803,-36.915543,-34.394028,-34.049557,-34.935333,-35.212067,-28.975609,-28.685057,-30.092821,-27.80667,-27.145065,-25.851068,-26.206837,-31.399601,-25.089302,-22.94491,-23.993347,-26.945713,-26.89132,-26.010757,-27.454655,-32.27084,-29.725718,-27.172205,-24.54792,-29.49902,-28.711704,-27.32939,-26.14038,-20.922913,-21.652395,-28.081814,-33.892986,-33.692383,-35.339878,-31.644781,-28.956158,-29.90495,-32.60974,-33.361233,-32.84361,-31.66182,-27.20415,-28.761013,-32.99153,-29.477524,-32.458546,-25.766539,-24.921158,-28.677567,-27.766954,-30.43865,-36.27068,-28.685324,-24.370647,-27.166565,-33.36951,-28.84949,-23.452034,-25.693888,-30.823685,-26.16357,-29.089249,-35.183548,-34.254543,-32.53213,-34.74617,-31.713142,-29.631115,-32.40415,-33.232048,-35.211575,-34.209194,-39.74053,-36.26678,-36.67663,-34.81176,-35.75542,-33.23884,-33.02413,-30.276602,-28.705671,-29.375086,-31.218906,-30.857067,-27.637583
-36.948803,-34.504986,-27.435764,-30.385044,-37.830753,-29.652882,-25.859734,-29.725956,-32.04376,-32.56509,-27.156487,-28.954891,-27.767368,-28.565794,-29.22514,-31.485268,-28.09628,-31.8682,-31.19566,-31.603554,-33.99773,-35.16017,-32.579983,-32.06165,-32.31148,-35.167118,-34.47073,-38.38609,-39.360336,-41.232384,-51.019276,-46.515312,-42.325726,-31.050467,-31.090668,-39.53861,-44.814438,-40.309883,-40.796238,-41.48107,-34.645477,-31.901812,-36.212013,-41.888702,-38.196373,-40.5361,-41.702877,-39.342705,-41.6737,-43.407856,-38.170223,-39.05934,-46.888596,-44.418007,-41.754585,-37.755383,-35.0143,-36.72684,-35.88144,-35.860775,-30.188688,-27.25954,-28.929821,-37.435555,-31.060877,-34.37371,-35.140617,-31.10431,-32.38459,-25.174934,-25.52162,-28.129591,-30.177261,-31.347311,-25.084694,-28.01984,-28.551563,-26.785023,-27.206806,-23.457962,-31.251835,-37.060863,-29.08239,-27.305023,-22.594027,-25.621977,-33.647236,-29.891443,-32.059513,-30.710539,-30.73821,-31.783686,-33.33741,-29.50294,-26.182568,-28.198751,-31.772898,-25.834356,-30.832767,-33.254425,-27.97093,-30.119743,-30.7477,-29.490013,-27.168625,-23.591896,-27.577597,-37.258842,-29.936882,-24.132114,-28.303564,-34.95709,-27.33196,-24.663885,-27.743002,-30.477713,-25.105942,-26.098326,-30.07721,-29.447838,-28.638195,-27.905918,-30.51007,-29.57893,-28.323252,-33.11931,-31.230663,-32.36886,-43.754333,-39.71837,-36.12508,-32.052372,-34.300995,-31.583668,-35.672455,-38.994602,-35.500942,-34.19097,-40.659546,-35.1343,-31.26102
-30.773369,-29.885612,-31.510004,-34.415707,-32.161476,-31.870987,-27.00227,-28.633396,-31.557735,-29.026295,-28.729382,-31.279333,-29.840359,-33.61018,-34.665043,-30.68451,-28.51919,-30.914192,-28.547148,-27.998873,-34.165104,-33.019386,-31.57925,-34.62237,-34.52287,-32.898983,-37.405483,-42.793724,-39.42796,-37.499016,-43.662445,-53.41031,-38.860016,-31.885048,-35.357925,-41.916424,-38.979755,-41.30265,-46.78001,-44.278416,-35.3071,-36.719517,-39.357643,-39.559673,-35.120007,-36.431747,-43.360786,-41.32801,-42.481155,-39.07197,-33.283463,-35.883495,-48.889435,-43.587585,-36.349884,-35.826126,-38.864517,-36.643887,-35.494648,-33.044685,-30.347572,-33.24208,-32.187214,-33.516373,-35.84187,-34.539562,-39.308983,-34.35451,-29.892685,-24.979769,-27.248169,-35.13279,-32.470222,-29.936161,-26.195395,-31.93935,-32.054443,-27.050503,-26.712973,-23.239555,-25.528954,-34.395092,-31.018257,-26.229906,-28.10739,-30.388847,-35.710583,-26.4978,-25.104136,-27.756824,-33.308598,-30.288176,-30.622883,-29.273706,-30.577566,-27.749077,-25.190401,-21.915092,-25.265099,-35.2802,-34.077957,-28.254124,-26.783981,-29.73759,-32.176125,-26.017574,-29.203823,-38.209206,-37.16354,-26.73476,-26.95802,-31.35598,-31.738226,-28.275196,-30.276802,-31.94153,-30.499132,-32.65445,-30.147326,-26.82972,-29.451715,-28.366545,-37.15175,-34.589066,-27.50306,-32.245487,-34.63013,-36.76671,-41.7025,-38.47592,-36.700584,-30.623907,-31.152527,-36.71619,-36.658558,-39.029846,-39.473778,-37.089916,-34.561195,-31.834023,-34.004574
-30.066345,-31.922058,-36.533558,-31.10387,-31.405798,-34.653954,-31.039026,-28.569477,-32.91947,-34.39019,-35.725735,-44.066746,-35.193123,-34.017975,-30.415958,-31.556452,-34.15887,-34.486267,-31.421227,-32.226315,-31.353386,-32.19806,-33.824078,-30.186203,-34.200447,-40.64393,-40.802624,-42.16871,-36.564796,-36.240276,-39.950375,-46.28438,-40.569084,-34.46862,-39.11097,-40.63543,-36.5543,-38.8423,-49.447945,-46.239933,-35.67458,-37.803375,-41.44848,-41.180443,-36.585953,-38.664692,-40.381374,-41.771324,-45.6663,-36.82689,-32.23979,-36.635174,-43.381256,-39.68093,-38.020542,-38.55693,-37.803635,-40.982952,-41.240295,-40.97558,-38.186317,-40.20485,-38.014465,-36.58946,-33.41981,-36.393707,-37.195972,-35.32674,-33.37155,-27.905512,-28.713215,-35.102554,-31.766096,-32.04949,-29.47476,-30.08653,-34.07258,-30.275406,-32.760345,-27.61627,-26.813484,-30.300917,-31.250698,-31.517939,-35.87056,-29.820406,-28.21774,-23.572186,-24.973856,-27.370148,-28.455757,-30.093374,-31.118336,-31.134104,-38.58224,-30.767164,-29.75862,-25.033058,-25.354889,-27.560347,-29.062618,-30.419548,-25.437542,-26.411589,-34.562656,-32.169716,-32.858635,-36.652576,-29.898315,-24.286762,-26.229748,-28.803501,-27.638727,-28.648811,-27.295301,-29.79193,-40.921745,-36.390366,-32.832893,-30.039677,-29.299099,-32.46638,-41.984573,-32.789745,-26.601025,-29.988056,-34.722015,-42.927624,-43.327785,-32.24463,-29.335354,-32.76652,-32.468903,-40.498848,-32.755886,-32.28328,-36.87057,-35.338028,-29.723465,-28.49038,-36.82577
-32.198826,-34.182724,-39.647247,-31.952711,-32.909283,-34.186314,-33.008194,-31.168636,-35.519623,-35.726944,-36.78335,-34.15499,-36.548794,-34.684555,-30.958967,-28.445265,-33.753296,-33.30641,-35.630688,-34.753777,-34.60656,-32.961475,-27.118309,-29.562815,-39.112797,-37.762222,-40.87844,-48.586033,-38.91404,-37.154125,-36.601826,-38.687172,-44.50953,-35.32306,-34.714573,-41.27496,-40.709545,-41.630997,-47.25188,-44.09049,-35.40612,-36.457867,-42.46883,-39.41325,-42.16768,-42.395287,-40.591965,-39.00807,-37.216034,-36.041344,-36.92166,-40.28222,-42.226604,-42.098198,-43.98338,-44.97606,-41.12336,-42.266014,-47.71443,-39.171757,-40.695393,-41.214924,-36.980293,-32.162476,-30.827854,-34.69137,-30.13673,-30.786457,-30.920952,-25.822224,-29.905098,-33.96016,-30.326874,-34.543682,-38.85522,-33.051296,-35.24383,-35.73357,-33.709255,-35.024693,-34.229965,-31.12251,-33.52658,-33.53461,-33.94908,-32.337303,-27.070572,-27.402843,-25.924013,-25.901669,-27.184065,-30.663868,-32.07388,-31.251286,-27.3414,-30.477037,-28.580116,-28.737257,-30.130814,-24.398151,-25.018982,-30.460194,-31.673542,-27.839619,-30.231894,-29.132717,-33.021923,-36.99787,-27.189774,-21.69087,-25.200329,-26.980455,-29.013002,-35.20668,-33.187706,-33.185505,-30.63403,-32.026245,-33.941444,-30.948656,-26.944809,-33.74093,-34.64364,-30.861685,-29.977705,-27.366455,-27.902653,-32.98432,-39.511745,-29.366863,-24.993631,-26.474419,-30.781282,-38.032,-29.418625,-26.460556,-29.355955,-30.746319,-28.257874,-27.49355,-38.29363
-40.264347,-35.91881,-30.624931,-29.241074,-32.649826,-32.846836,-29.460363,-34.37501,-30.491812,-31.378122,-32.027374,-35.62068,-29.833567,-29.973604,-33.992737,-29.54542,-27.840775,-30.37679,-39.616436,-37.19584,-37.131046,-30.765419,-27.037374,-32.014915,-38.255703,-44.604187,-43.94954,-50.556168,-47.54567,-37.346935,-35.748318,-38.978485,-42.651222,-37.997997,-37.582333,-44.08753,-40.46219,-41.10177,-44.062508,-43.99846,-40.131973,-37.033405,-37.517914,-39.495564,-43.47634,-42.083706,-41.903877,-44.62278,-39.846046,-36.047653,-38.016613,-39.676476,-42.163376,-39.049324,-38.906204,-40.830147,-43.605316,-40.36299,-41.362534,-42.555073,-36.38642,-37.51196,-42.104645,-38.100662,-31.711456,-33.47337,-30.785473,-30.210022,-29.65807,-24.947065,-27.429413,-31.523428,-36.586555,-34.02924,-39.066322,-35.415623,-34.25451,-35.193237,-35.48341,-35.131992,-36.067066,-32.495228,-36.047348,-33.294353,-31.837002,-26.152798,-24.280577,-27.405556,-29.757877,-27.188246,-34.256332,-35.355183,-30.206099,-26.191404,-25.094053,-30.858242,-29.30754,-30.442814,-31.829672,-27.169298,-28.48663,-27.868944,-34.36919,-29.634989,-27.800909,-30.816427,-35.93644,-34.79432,-30.864088,-23.029888,-24.772179,-27.86396,-33.630516,-33.083546,-34.344486,-32.95109,-30.025146,-30.37714,-27.179195,-25.668997,-24.812702,-30.35955,-31.918564,-31.847279,-31.8896,-32.404865,-31.304123,-34.056946,-42.639305,-32.39802,-30.787586,-33.347645,-36.517616,-47.658516,-32.018116,-30.973469,-29.475422,-30.030931,-28.685242,-30.28279,-35.795574
-44.29553,-35.75226,-28.030144,-28.50824,-30.819775,-29.7363,-31.050348,-26.41016,-30.034288,-35.16787,-28.389643,-29.852945,-29.058361,-27.799055,-35.23337,-27.076042,-25.557537,-30.865976,-34.09087,-31.778473,-33.97696,-34.81618,-29.974743,-34.1119,-42.074535,-43.66123,-44.461914,-47.360077,-43.051968,-40.046967,-41.48301,-41.61805,-42.68282,-41.43643,-42.74597,-44.10424,-40.396545,-36.33102,-37.502373,-43.336082,-43.34577,-44.08841,-41.03872,-38.73338,-42.84538,-40.601635,-40.871033,-44.117012,-45.524334,-36.00444,-38.294037,-38.519093,-36.916443,-40.11685,-38.317863,-41.95065,-40.631485,-36.56232,-35.766285,-33.679695,-35.926514,-36.25953,-38.792362,-34.90774,-32.326466,-35.37962,-37.602108,-34.474224,-34.69163,-26.865803,-27.380701,-27.816374,-39.806618,-30.80724,-31.079018,-37.991165,-36.915695,-33.16342,-31.310658,-28.454529,-28.853138,-32.95064,-38.872494,-33.392487,-24.941868,-23.722498,-26.79132,-22.66624,-26.39879,-27.491766,-33.076073,-32.79133,-34.225365,-29.06759,-27.534386,-33.10403,-30.736317,-36.409508,-28.176321,-25.97675,-24.144745,-23.983646,-27.57741,-30.53279,-32.484795,-36.781017,-36.96289,-35.29412,-25.332787,-21.372677,-25.531923,-24.443844,-31.238983,-27.932053,-33.527954,-32.77084,-36.370068,-27.76366,-22.378883,-25.859356,-25.195866,-28.48927,-34.953377,-39.95768,-33.350704,-30.75773,-31.558044,-33.580597,-41.036034,-35.187866,-38.28196,-42.560844,-36.581665,-34.86288,-32.811092,-33.308273,-31.553988,-30.232538,-30.852806,-35.83788,-39.98652
-42.58542,-40.035305,-35.455605,-29.563547,-28.97357,-30.331638,-33.389553,-27.415936,-26.831875,-31.487123,-27.406075,-26.378075,-27.740898,-28.838642,-32.285748,-32.362103,-34.009884,-39.057312,-31.395605,-29.142792,-30.276268,-28.386353,-30.622816,-33.27299,-40.978794,-45.934364,-42.23346,-42.95803,-44.30939,-40.409164,-40.67624,-40.8881,-42.529587,-42.228165,-44.247818,-46.620384,-45.08888,-38.261448,-38.70957,-47.38978,-46.66186,-44.288727,-48.911407,-47.647137,-43.92908,-43.740833,-45.25051,-42.406258,-44.060738,-38.92349,-38.589893,-42.57537,-46.034595,-39.232807,-36.579227,-37.575043,-39.59183,-44.120438,-43.443974,-33.569496,-32.197083,-34.792328,-43.297173,-35.599636,-31.73224,-36.948303,-36.645897,-33.11706,-33.79654,-29.776808,-23.135233,-22.746653,-28.244343,-25.32249,-24.902466,-30.661568,-35.997257,-31.64809,-30.621792,-27.600594,-29.981071,-32.037422,-40.725815,-35.95561,-26.484814,-28.643301,-23.70148,-23.306625,-30.150072,-30.984568,-35.093105,-37.53602,-31.821085,-32.140293,-29.527443,-32.17002,-29.013134,-30.32714,-28.95871,-35.980026,-30.299482,-29.573563,-32.78781,-28.37263,-33.077965,-31.067766,-29.56237,-30.613602,-28.487219,-24.32366,-21.853163,-22.774109,-26.47559,-28.637774,-33.024666,-36.675835,-45.36933,-30.659191,-27.141476,-28.053259,-27.512674,-27.726627,-36.59326,-35.253918,-35.382397,-34.36936,-37.98095,-40.51738,-39.41649,-36.288826,-38.456783,-37.832573,-29.68861,-29.831404,-35.306442,-33.001213,-31.76424,-33.48207,-32.524574,-36.89784,-36.935
