-17.77406,-20.928333,-20.533337,-22.160358,-23.614084,-20.08775,-20.652624,-23.46912,-0.14323425,-0.7413521,-21.442894,-21.036978,-14.861023,-6.9768944
-25.178097,-23.355137,-16.000336,-20.60715,-20.23671,-19.269138,-20.44945,-25.211578,-14.029346,-8.615358,-16.766375,-20.758862,-30.411211,-13.873009
-38.149693,-20.292723,-16.340183,-20.32947,-20.579592,-21.006735,-23.3331,-22.208529,-20.887568,-18.464014,-18.213516,-22.83352,-29.28687,-18.185226
-30.512053,-16.605835,-23.369152,-18.922222,-21.697315,-29.460283,-27.53053,-27.192602,-18.63955,-27.772188,-16.69455,-11.883759,-26.741901,-18.891937
-28.642609,-7.6617413,-23.276995,-19.986383,-20.92117,-20.356705,-15.771654,-25.729641,-13.468643,-18.598421,-7.5324097,-4.2247925,-24.884682,-18.26999
-27.670193,-8.731613,-21.542492,-19.522287,-19.724138,-19.893183,-15.8331585,-22.824455,-13.578558,-9.482576,-5.631941,-6.6463623,-15.650047,-16.092596
-22.96395,-11.741877,-21.242609,-19.457556,-19.65006,-23.991829,-18.130972,-16.052486,-20.747698,-12.111511,-5.4591026,-7.0083237,-4.6875343,-7.072666
-27.94676,-16.35683,-20.505869,-18.380085,-19.777937,-21.029114,-18.691652,-16.95293,-16.529997,-12.15099,-12.3774605,-15.669994,-0.8758545,-1.631485
-19.95944,-18.787014,-17.281078,-15.057236,-14.251154,-19.832842,-18.038008,-16.616615,-14.760414,-0.8692436,-7.778967,-18.199654,-2.0625038,-2.5114937
-18.82737,-20.26898,-24.135675,-23.73001,-16.625324,-15.963539,-12.867804,-13.5236,-22.611042,-1.9818344,-9.0103035,-21.48813,-6.3294945,-12.404316
-22.425615,-15.730211,-19.98204,-25.52737,-20.149557,-18.589037,-13.8131695,-17.71827,-18.34822,-9.89798,-9.427559,-14.61866,-8.422014,-17.551678
-20.67028,-22.282585,-23.957806,-26.115742,-20.548258,-22.86277,-24.171652,-22.992125,-18.014568,-16.233723,-13.283436,-15.132103,-13.297619,-21.31422
-19.235094,-21.319143,-16.307657,-19.043415,-14.15984,-18.653233,-20.932117,-11.869377,-14.762497,-15.922295,-13.815781,-10.500225,-12.76638,-22.972612
