-30.243034,-22.800394,-28.7747,-32.394905,-23.111198,-26.548252,-22.391739,-25.94427,-28.088459,-27.765335,-26.717205,-31.259613,-21.185537,-24.487625,-23.68703,-26.875324,-27.255291,-19.684208,-29.324383,-22.972816,-28.494556,-19.95532,-31.262253,-19.924643,-32.352783,-23.067076,-25.15628,-31.993086,-19.614845,-21.490393,-31.904995,-29.220808,-23.899405,-23.787498,-26.721188,-22.199297,-23.102505,-26.823486,-29.295465,-26.892458,-19.464882,-24.724327,-27.997799,-23.30456,-23.63399,-21.974846,-27.952305,-24.541416,-26.147976,-26.648218,-21.84924,-21.778664,1.9073486e-06,-1.5029163,-1.4495735,-1.4495735,-1.4495735,-1.4495735,-0.51809883
-30.607307,-20.266869,-23.289022,-33.103935,-35.97993,-24.569584,-22.76323,-24.382113,-22.653801,-27.383202,-23.824364,-23.826138,-19.031631,-25.33474,-27.872036,-32.575546,-25.729755,-19.336128,-20.29287,-29.194178,-27.075197,-22.654072,-27.84754,-21.650448,-31.73308,-28.171438,-27.666224,-27.842735,-26.64747,-19.124321,-22.911224,-31.080378,-21.64322,-21.034632,-19.304188,-21.854431,-22.353195,-27.013565,-30.017735,-22.149641,-21.374311,-26.417463,-32.315315,-23.097256,-20.813454,-22.127308,-27.030205,-25.03522,-23.042645,-30.392738,-26.99016,-23.792141,-21.724178,-32.327087,-80.0,-80.0,-80.0,-80.0,-12.214548
-25.776001,-22.094473,-23.335217,-26.191893,-29.051676,-25.532187,-28.787407,-25.681625,-21.020092,-29.791332,-24.114273,-23.948809,-21.72856,-26.538136,-27.197447,-30.177273,-29.848255,-24.370296,-21.830196,-31.397827,-24.117237,-30.244663,-26.662464,-32.344707,-28.767168,-24.984903,-29.021639,-28.85994,-25.98419,-24.645393,-22.844988,-26.462185,-21.116148,-21.543936,-21.314499,-26.576584,-26.758236,-28.825224,-25.61478,-30.99235,-21.744331,-25.495617,-23.444313,-22.895641,-23.497276,-28.420433,-25.236412,-33.900646,-27.08553,-28.512053,-31.00989,-26.442709,-26.635695,-37.910305,-80.0,-80.0,-80.0,-80.0,-17.72197
-23.446495,-23.766945,-28.134872,-19.319733,-28.09597,-21.336151,-24.397892,-23.931976,-26.75152,-24.55521,-29.020504,-25.138601,-27.863644,-25.498066,-22.9545,-27.389256,-27.651302,-31.707085,-28.071918,-35.350235,-22.771229,-26.122534,-26.516218,-30.766901,-24.719212,-26.312021,-24.599407,-30.152197,-26.189152,-23.21831,-29.665838,-25.680937,-27.116905,-23.884743,-23.755735,-26.711266,-27.106485,-26.543867,-30.798048,-34.83654,-25.180794,-31.734968,-19.758106,-23.578516,-23.586708,-23.589954,-22.806013,-30.61439,-25.931234,-29.96602,-29.935606,-24.968422,-36.12821,-39.164383,-80.0,-80.0,-80.0,-80.0,-19.797018
-23.932335,-24.446056,-28.220402,-23.737682,-26.762665,-24.576044,-20.252213,-30.967892,-30.238785,-21.433628,-25.934204,-19.683249,-31.331207,-26.46785,-26.597614,-20.129772,-31.586773,-35.56888,-24.650501,-30.112507,-34.245323,-27.964094,-22.982191,-28.51177,-28.914043,-31.988066,-26.85327,-22.04144,-31.115559,-26.423199,-30.275034,-26.635712,-31.987999,-29.169258,-26.774563,-21.286917,-27.079708,-25.00106,-29.817505,-31.100971,-26.284012,-26.87062,-22.033173,-23.693624,-24.711216,-23.335068,-24.654743,-32.43901,-25.11146,-31.464437,-26.753744,-27.979652,-50.443306,-40.589897,-80.0,-80.0,-80.0,-80.0,-22.121525
-27.030708,-27.38796,-31.563437,-25.585297,-22.810238,-23.974981,-20.65968,-34.282043,-32.305172,-16.9175,-27.620157,-22.373207,-22.360474,-20.133902,-27.201035,-17.439003,-28.259314,-25.222042,-26.57762,-24.20417,-36.73828,-22.072605,-22.771484,-24.250053,-28.340567,-27.724174,-32.282585,-24.815525,-26.409416,-22.151402,-25.737011,-23.860704,-26.789608,-34.447773,-23.45908,-22.450249,-28.468369,-24.8101,-26.294157,-27.130388,-27.956585,-27.674255,-29.839865,-27.2506,-33.25006,-23.163248,-22.299038,-27.69986,-28.212637,-25.48462,-32.62225,-28.247528,-45.233612,-42.27916,-80.0,-80.0,-80.0,-80.0,-23.69799
-32.83392,-30.378736,-24.293612,-21.674934,-21.312239,-24.029144,-26.966232,-28.545504,-31.29472,-20.397354,-28.482357,-21.809784,-22.672382,-21.88256,-29.653868,-22.32082,-29.033817,-22.53632,-24.458927,-21.090431,-31.01603,-24.648275,-22.139874,-23.063873,-28.94004,-24.251125,-23.573463,-22.247995,-30.54783,-19.345243,-23.416782,-27.18004,-26.133347,-32.398758,-24.12027,-21.55156,-27.38824,-29.224146,-23.870382,-24.13069,-28.438786,-30.973818,-28.378662,-26.640263,-31.542803,-26.94892,-25.191557,-24.03142,-27.65841,-25.341595,-24.812878,-24.31508,-45.60293,-43.733337,-80.0,-80.0,-80.0,-80.0,-24.894363
-32.624973,-28.007244,-25.969381,-27.856813,-23.228863,-23.552856,-26.014908,-23.062159,-37.68629,-29.812029,-23.444492,-23.322649,-31.15128,-29.163923,-28.085033,-20.150703,-32.04495,-27.107935,-30.585169,-22.946285,-26.757952,-25.941294,-30.788866,-31.461603,-22.214231,-19.656359,-19.483692,-22.701439,-27.095085,-22.065468,-32.89943,-25.738174,-24.735512,-23.74043,-23.79403,-23.004879,-25.026974,-26.616673,-22.988577,-29.306019,-23.107323,-26.322763,-27.418936,-32.033222,-25.085987,-28.842737,-23.855879,-28.963028,-31.992935,-20.100426,-25.123861,-25.890818,-44.32954,-44.930428,-80.0,-80.0,-80.0,-80.0,-26.456656
-34.75151,-30.63435,-21.690195,-25.805494,-18.608408,-27.43012,-23.494871,-20.795862,-31.181538,-23.929554,-19.336647,-25.223627,-21.018347,-23.228703,-25.895935,-20.294867,-28.271645,-29.381987,-24.07405,-24.572884,-24.841667,-27.288197,-27.864803,-32.743458,-18.784464,-18.890211,-20.918907,-22.946766,-20.362597,-26.54369,-29.647406,-22.227982,-23.242407,-23.207424,-22.057537,-24.259686,-27.956844,-25.995789,-27.199703,-29.071808,-20.021648,-26.171951,-25.68926,-24.10363,-22.436314,-26.799278,-23.057186,-22.696558,-27.289618,-23.705849,-22.987114,-23.970112,-39.330498,-44.244698,-80.0,-80.0,-80.0,-80.0,-26.90563
-29.73075,-35.180214,-20.376713,-31.234076,-18.76142,-25.427113,-23.253857,-19.927406,-25.369919,-21.86106,-27.72427,-25.144728,-26.785185,-24.686258,-29.860926,-24.288368,-21.704891,-24.1879,-23.280224,-24.948774,-25.416004,-28.20917,-20.76862,-29.115911,-27.575443,-22.90558,-24.288717,-22.873528,-25.609127,-26.57034,-30.774858,-22.16085,-31.255869,-30.90257,-21.66843,-27.389847,-23.349043,-27.772703,-27.842405,-22.616955,-25.689688,-25.04343,-21.291073,-23.714428,-30.046146,-23.236282,-19.693201,-20.192139,-27.776312,-31.260584,-22.35263,-23.239964,-38.583942,-45.289524,-80.0,-80.0,-80.0,-80.0,-28.534723
