-15.670047,0.0
-18.463005,-6.818716
-24.55924,-14.6939
-22.159863,-15.729676
-20.86662,-15.808533
-24.340029,-20.596376
-20.044243,-18.886097
-22.930054,-15.71872
-30.204414,-19.2243
-32.942154,-21.04585
-25.525152,-15.670391
-26.93011,-17.832117
-31.167877,-15.526819
-33.147076,-13.810699
-36.788673,-14.766754
-30.257843,-20.133533
-31.647572,-19.574123
-33.07108,-16.717606
-28.774843,-17.604164
-31.111214,-17.11
-36.564674,-17.010153
-34.471428,-17.289684
-23.30257,-18.65702
-18.2308,-17.279285
-18.666239,-16.937244
-24.189875,-15.101937
-29.403152,-17.26226
-29.75284,-23.144993
-29.134724,-19.630863
-32.981697,-20.147274
-29.232452,-17.709824
-25.311907,-15.975338
-24.494112,-20.315521
-29.242071,-15.343187
-30.555508,-13.115425
-35.63105,-16.51865
-33.20822,-15.494046
-29.428925,-15.134494
-32.697502,-16.413506
-31.326786,-20.179329
-28.709467,-18.454576
-27.04324,-20.413153
-34.122,-21.162054
-38.115128,-16.72163
-38.113953,-13.035278
-30.052727,-10.382022
-22.814005,-4.477333
-22.202436,-5.52116
-25.445688,-8.898416
-30.56598,-17.48355
-28.618822,-13.748162
-26.292368,-7.2814846
-27.238005,-8.426844
-28.68707,-11.395208
-32.539402,-13.534825
-26.902487,-10.062233
-25.334913,-8.017729
-24.291775,-11.851554
-27.961445,-10.921108
-30.687435,-10.245021
-29.885906,-9.1441145
-30.86177,-10.148298
-32.583885,-13.092289
-30.308462,-14.629513
-32.211823,-9.259504
-27.806458,-8.204889
-25.309963,-14.640441
-31.225225,-12.18418
-34.33741,-8.820717
-26.300613,-16.721622
-19.187593,-13.833084
-21.110842,-8.684859
-22.586374,-8.185097
-21.03017,-12.477
-21.82373,-13.826312
-25.320795,-9.598408
-23.67327,-13.25025
-24.184149,-10.104307
-31.69548,-12.794522
-24.945232,-8.906555
-23.816381,-10.490391
-28.067396,-16.427818
-24.58506,-18.61934
-20.993977,-13.320501
-20.28675,-15.02947
-29.27258,-19.04901
-33.0983,-22.387041
-23.903337,-21.126276
-22.82882,-16.062813
-21.028522,-16.851488
-19.565058,-14.596744
-24.957783,-15.702106
-26.166674,-15.592609
-30.099613,-15.180672
-27.979105,-14.630863
-28.113264,-12.726739
-26.84798,-12.383113
-20.63643,-12.522481
-19.370333,-8.200882
-21.008692,-6.462414
-25.554813,-3.8683434
-31.721796,-3.8443642
-24.218134,-9.113424
-21.042498,-12.866453
-25.067892,-9.3870735
-24.814564,-10.062101
-25.259056,-12.458724
-24.49793,-11.431936
-22.07645,-9.560955
-21.100277,-8.709211
-23.997616,-8.813995
-16.15641,-8.263441
-16.302235,-9.706649
-24.22992,-7.6953526
-23.505833,-10.355497
-20.441797,-9.413519
-16.112782,-9.428999
-20.75196,-10.43319
-18.764938,-12.743704
-15.168804,-11.491997
-21.11409,-8.289196
-14.869767,-9.403118
-11.862063,-12.233086
-14.530045,-12.261565
-11.13243,-12.866251
-11.934151,-13.960009
-9.475523,-24.068855
-9.270628,-15.559511
-9.992875,-15.651835
-7.174946,-12.681909
-7.906538,-15.727754
-13.86486,-13.08152
-8.9704895,-14.017709
-6.954708,-14.564399
-5.018978,-13.511852
-4.161518,-15.147529
-7.401087,-16.562256
-13.998339,-17.813225
-21.193726,-13.884324
-16.405071,-7.2398396
-17.115349,-6.882078
-24.02132,-14.239158
-20.318394,-16.84177
-20.934202,-16.085312
-17.428518,-21.648493
-19.344398,-13.397947
-19.554586,-15.190853
-19.861076,-12.032036
-13.697646,-8.857988
-17.089067,-9.223423
-17.342957,-10.663646
-15.539217,-14.505426
-14.669042,-9.729164
-17.278173,-12.091881
-16.251827,-11.802015
-13.782745,-14.581377
-13.440121,-16.288872
-13.945327,-20.295826
-14.878364,-19.368376
-16.35185,-17.949211
-24.320042,-17.335255
-26.360449,-13.307755
-18.48234,-15.237766
-17.814762,-13.3639965
-18.95673,-17.336044
-19.96259,-17.677807
-20.807755,-14.7324095
-19.85909,-15.918288
-22.103745,-17.294668
-17.500303,-14.810211
-18.022608,-15.6748705
-22.14195,-15.151141
-27.093164,-13.916912
-23.95281,-15.741092
-21.123808,-13.269228
-22.421085,-10.982557
-23.79154,-11.397629
-24.236708,-11.681794
-22.118109,-13.125079
-25.15676,-15.248167
-23.296183,-14.948316
-22.976648,-18.225245
-21.786007,-15.843859
-21.83569,-15.957991
-18.425632,-13.031994
-17.82665,-12.996139
-20.27101,-16.123367
-21.254667,-14.735971
-21.169386,-17.818235
-26.286627,-14.574956
-22.532642,-16.307522
-23.488966,-17.640556
-27.796406,-16.481785
-27.851513,-18.652729
-26.72963,-19.606945
-24.990543,-18.455956
-25.319994,-16.583593
-23.331572,-16.13737
-22.760075,-15.46686
-26.024464,-15.018158
-23.22223,-13.441128
-25.623577,-17.986948
-25.882603,-17.370756
-24.280224,-18.90408
-23.95752,-16.915836
