-12.885611,-15.515726,-13.66666,-14.553896,-15.151699,-16.115698,-16.24791,-17.508385,-19.962418,-21.879372,-20.607573,-13.918648,-17.448175,-21.71313,-18.780315,-22.350662,-15.439779,-15.258715,-16.373037,-15.561573,-15.85022,-16.992586,-15.161051,-14.08951,-13.60862,-14.474066,-10.346533,-9.7330475
-19.113426,-29.420603,-24.344963,-24.725708,-19.47802,-23.86723,-29.489187,-22.364895,-32.042336,-25.581602,-19.99844,-14.12512,-22.843449,-17.568596,-15.421169,-19.949726,-24.667673,-15.996841,-13.382315,-15.880051,-19.886063,-24.001894,-20.798801,-18.76133,-24.627094,-26.57879,-20.18892,-13.878929
-24.49253,-32.562206,-25.309711,-24.883747,-19.034403,-26.000376,-25.213034,-27.46721,-28.387665,-25.237972,-18.09739,-12.780939,-24.71295,-20.564833,-13.656914,-16.99212,-23.391443,-20.616905,-16.927465,-24.074898,-18.73703,-23.777699,-22.819067,-17.16727,-18.856483,-19.269476,-12.201427,-9.521061
-24.636969,-29.855377,-24.644478,-27.351128,-24.138456,-27.236322,-24.13396,-35.96283,-25.141651,-18.447388,-20.923664,-15.665808,-22.80587,-17.61335,-19.00621,-20.005842,-18.274673,-18.095215,-22.633932,-16.056686,-14.443333,-12.584972,-13.131117,-15.127258,-13.356525,-13.252724,-6.849386,-8.455288
-25.108475,-32.102825,-29.185125,-27.954483,-26.319118,-23.858131,-25.01021,-32.24224,-22.992332,-12.688162,-16.04859,-12.231947,-18.43898,-20.17464,-17.986732,-14.279963,-18.693398,-16.602245,-22.597616,-11.524742,-10.533028,-10.7617,-8.97028,-10.040787,-5.8270206,-11.782309,-5.7852287,-6.585432
-27.875427,-31.466543,-28.10783,-28.481266,-26.257904,-29.742237,-28.45125,-25.55383,-25.810993,-5.45179,-15.706432,-8.323233,-12.496019,-13.834679,-13.582594,-17.59358,-15.507082,-22.927738,-18.855597,-7.1737747,-9.371569,-5.3730545,-8.650658,-4.229311,-1.4032001,-9.78989,-3.9805984,-3.998825
-25.636848,-26.64561,-24.755342,-21.73275,-23.045088,-28.438852,-25.321474,-27.107311,-28.001844,-5.7750454,-13.212967,-13.964687,-9.929005,-10.962856,-13.419632,-23.081625,-9.432224,-12.422989,-11.906446,-5.5583076,-13.457619,-2.9743576,-9.873188,-6.4902515,-9.072254,-6.734581,0.0,-0.4342537
-22.626173,-28.862652,-26.613953,-20.635181,-25.487108,-26.336601,-26.959957,-27.922184,-25.40617,-11.8978615,-12.731709,-17.990795,-13.368465,-15.038567,-12.582773,-19.992653,-10.033737,-6.165638,-11.7878685,-14.264227,-18.857948,-10.656944,-15.861231,-12.312166,-13.864506,-4.1087837,-5.181011,-1.2919235
-21.954721,-31.420109,-24.720629,-22.610085,-26.347279,-24.172077,-31.597654,-22.653885,-21.348135,-16.753254,-13.419569,-13.333696,-9.385601,-15.354767,-8.106247,-7.254301,-12.093424,-2.4528046,-9.900822,-17.829948,-14.433958,-11.179403,-8.914694,-9.245655,-7.656582,-6.1310425,-5.0515213,-3.290388
-24.507004,-32.186455,-23.924221,-22.948645,-33.783875,-25.408493,-31.384579,-23.344767,-21.69106,-21.17277,-6.745819,-12.401033,-14.461197,-12.697435,-10.562433,-7.350956,-12.293583,-7.8695507,-6.4066753,-12.489832,-17.185017,-12.916183,-13.12985,-13.228727,-11.82143,-4.9731674,-10.356394,-9.060318
