-32.46475,-22.417477,-25.028658,-20.951553,-25.095207,-28.274559,-29.301044,-21.222233,-30.552452,-27.717567,-19.406755,-27.502045,-20.139025,-18.794992,-18.889381,-21.963024,-24.749771,-29.324133,-23.105259,-23.318796,-28.137472,-28.544254,-28.336285,-22.863693,-24.815643,-24.808119,-18.750502,-21.914505,-26.371521,-22.29427,-25.869694,-25.113674,-25.526146,-23.370735,-20.400534,-23.437458,-24.952885,-20.630611,-28.432043,-27.705109,-24.532719,-20.450457,-27.884136,-23.926895,-29.238039,-26.53707,-22.624039,-24.591375,-27.60483,-25.017479,-19.94883,-25.870178,-22.392794,-23.376347,-29.102604,-21.528507,-30.77872,-20.57489,-23.392864,-27.09264,-23.761509,-27.000845,-23.73823,-22.293217,-23.918962,-28.712772,-28.381628,-25.839453,-23.935925,-24.669968,-26.721779,-33.02164,-22.456509,-28.325344,-24.305567,-17.556911,-23.012386,-25.353691,-22.665686,-22.24908,-20.502197,-28.94138,-18.447475,-26.850323,-21.746939,-21.027388,-26.34113,-25.147022,-18.864552,-27.202238,-20.84932,-28.727457,-24.838354,-19.474121,-26.408466,-24.368162,-24.323658,-18.530499,-15.621229,-22.800571,-22.243782,-27.091457,-19.419983,-23.446835,-21.964092,-16.920778,-19.290691,-22.654858,-24.179514,-24.773788,-29.223951,-20.898857,-21.148867,-17.984848,-26.544207,-21.623817,-24.130877,-26.198471,-39.957035,-28.781672,-28.257143,-35.710255,-26.669497,-29.75699,-23.961565,-23.900341,-30.37234,-31.483154
-35.099514,-28.486498,-32.240295,-31.125,-28.163206,-30.920988,-30.163094,-24.695953,-38.947865,-22.8777,-29.5666,-23.868177,-25.51598,-27.1711,-28.783674,-29.884174,-22.584862,-25.59194,-23.236279,-28.856058,-34.308582,-22.956436,-27.051989,-28.002684,-26.666275,-21.035957,-20.023788,-33.697243,-35.212566,-27.033543,-26.784592,-25.77145,-33.33589,-29.860764,-27.090788,-25.098326,-36.384182,-22.516777,-30.731379,-32.715908,-26.549452,-25.491482,-29.997501,-31.062374,-28.26752,-32.07784,-29.221596,-27.938261,-27.862566,-26.962193,-29.050663,-29.837908,-25.147257,-22.44918,-25.486265,-28.295628,-24.983212,-27.22453,-21.42017,-31.582823,-25.505856,-31.384663,-27.007202,-28.49603,-20.074245,-33.295742,-25.008469,-23.71748,-36.002014,-32.3112,-23.387775,-27.302654,-23.265984,-30.202835,-27.421083,-19.188236,-29.15529,-34.61513,-29.888464,-23.537504,-27.181026,-27.840996,-21.892511,-29.256102,-20.702354,-20.892828,-25.725166,-30.406006,-25.162447,-26.882673,-26.035408,-30.957436,-26.958647,-21.92207,-22.420143,-25.226389,-28.422379,-24.664562,-23.24467,-23.828808,-24.983376,-24.47728,-23.95409,-28.510595,-27.26022,-19.882671,-21.080746,-33.919987,-27.896338,-28.46381,-31.66221,-22.25645,-20.004244,-17.613667,-23.762985,-23.795914,-25.666357,-25.464443,-30.12516,-21.203506,-28.401745,-33.170868,-29.014727,-23.314167,-29.957054,-29.357048,-31.352026,-27.167263
-37.934967,-34.57644,-31.873093,-30.290524,-26.720377,-36.96091,-32.969646,-27.3401,-24.192167,-27.792028,-26.252386,-22.571894,-25.847197,-27.687357,-39.938255,-29.162455,-23.702862,-24.726398,-29.263418,-32.74213,-29.416264,-22.607536,-31.984911,-26.473492,-24.238686,-20.827961,-28.466581,-34.487396,-32.1719,-33.25502,-23.539894,-30.717943,-40.09192,-30.366756,-30.415129,-26.837318,-31.223663,-31.87006,-29.6354,-32.41354,-26.588459,-23.886301,-25.11267,-30.220425,-29.232552,-26.007523,-30.712175,-31.325834,-25.699825,-31.630783,-26.819347,-26.55942,-24.361013,-31.383709,-25.729923,-31.675762,-24.265368,-35.818813,-26.351437,-28.277565,-28.53226,-30.940248,-23.779846,-22.60816,-23.885532,-31.580103,-28.470032,-27.033194,-27.301317,-27.390709,-24.214901,-23.20678,-20.991081,-32.905716,-26.793686,-25.02043,-32.103,-24.989212,-28.192404,-26.185675,-26.273033,-23.342087,-25.22488,-27.450954,-24.664078,-20.450075,-25.70215,-27.798756,-32.28048,-20.868196,-27.927921,-27.399652,-25.536263,-26.773657,-22.330368,-23.597412,-31.920248,-30.411549,-27.141888,-32.90509,-33.129223,-26.307003,-30.091871,-27.460938,-30.910776,-21.515656,-30.638206,-32.410625,-32.79297,-28.752544,-27.252914,-26.043346,-20.407839,-26.856207,-22.475431,-23.734484,-28.665207,-29.787601,-28.91468,-21.042831,-30.746918,-30.423775,-32.37829,-21.78996,-32.8378,-33.616955,-31.698042,-30.390936
-32.82416,-27.75299,-28.4697,-31.030083,-25.332655,-31.678986,-31.375053,-21.229443,-21.405153,-32.08413,-26.556448,-26.082123,-28.645023,-27.716488,-33.099983,-27.637148,-32.557407,-31.511812,-26.711948,-32.747498,-26.708344,-26.220304,-24.372927,-31.046387,-27.633266,-24.776926,-27.144867,-29.665327,-28.121025,-28.721003,-21.831388,-25.15374,-32.01712,-32.001537,-31.9213,-27.399778,-24.055792,-35.08905,-28.745636,-35.553875,-23.956326,-29.824846,-25.808765,-24.270163,-28.252344,-27.19703,-29.601156,-26.31631,-28.243511,-31.292488,-28.308155,-26.024206,-25.275608,-30.636076,-29.388905,-25.016266,-28.553268,-37.46778,-24.187721,-22.98904,-30.308117,-23.415417,-25.332783,-21.502644,-32.524143,-30.086933,-27.435577,-27.333664,-27.595879,-26.245481,-23.316376,-25.679916,-23.352472,-30.021154,-32.22059,-30.75906,-32.157547,-19.474493,-23.257881,-26.000668,-30.16508,-29.550606,-24.610834,-27.444725,-32.58965,-20.423004,-30.193678,-28.66634,-31.010786,-21.220448,-23.03708,-27.611301,-26.72144,-28.894165,-25.603697,-19.06552,-31.981846,-28.666172,-22.423475,-32.60211,-31.506903,-28.765224,-32.342976,-23.84054,-27.472485,-21.14856,-29.840275,-32.285885,-27.47101,-30.323416,-19.77142,-25.810953,-23.14228,-33.40483,-24.929276,-22.318552,-23.736187,-31.736834,-28.763832,-29.286839,-31.14594,-27.331041,-33.01454,-26.102526,-26.951708,-37.255154,-27.52995,-28.304525
-27.902943,-29.78201,-24.35063,-28.10218,-26.254963,-29.345505,-32.38317,-23.396736,-29.037508,-28.116253,-27.258009,-29.645378,-27.75647,-29.995129,-30.53184,-30.062214,-32.723476,-25.989466,-25.02152,-26.453087,-27.869282,-28.998827,-24.810593,-26.98327,-30.043365,-25.467037,-30.400242,-29.889372,-24.264668,-22.351494,-26.803667,-25.248108,-29.329515,-31.531107,-31.087572,-28.10092,-24.259398,-30.142601,-31.112587,-33.839645,-27.293201,-27.3874,-31.162569,-29.511715,-26.719868,-37.1868,-26.210697,-23.48646,-26.233025,-23.902718,-28.229591,-24.642557,-28.671944,-25.374285,-29.942547,-22.85616,-36.0929,-29.824633,-26.713907,-22.19523,-29.499626,-23.822578,-32.08113,-27.91893,-28.709229,-30.411196,-22.285614,-34.17619,-36.206196,-25.046705,-25.366669,-28.362589,-32.1963,-22.849781,-29.228085,-29.463146,-35.16025,-23.498196,-19.743795,-25.561232,-27.530365,-27.518255,-25.851028,-29.048416,-29.363405,-22.994095,-30.7438,-28.018745,-26.92025,-27.760948,-23.57541,-24.085407,-27.939991,-27.334541,-24.072113,-21.109596,-31.428139,-33.653286,-24.476723,-30.161251,-22.916866,-24.412506,-37.594616,-27.402695,-31.104033,-23.869373,-28.898947,-23.680197,-27.96677,-29.201767,-22.416384,-28.233578,-27.063051,-33.269066,-29.810482,-24.36489,-35.914833,-33.3074,-29.29307,-34.203396,-29.296942,-29.442415,-31.962746,-25.28422,-29.322504,-29.32433,-28.769796,-26.209782
-26.057907,-27.257584,-21.522854,-31.753273,-32.657536,-26.72884,-33.04899,-28.63765,-28.367588,-24.233791,-28.595842,-25.214764,-31.503311,-27.45871,-35.68355,-24.416515,-29.561111,-27.293747,-30.786423,-23.892788,-29.789959,-26.970615,-29.292732,-30.531656,-33.36807,-31.206669,-28.985394,-34.308094,-28.366863,-23.038872,-31.757019,-23.705866,-33.88322,-27.80429,-29.086685,-24.110344,-30.509466,-27.67528,-34.08379,-30.68797,-27.333786,-31.146889,-32.010845,-31.68022,-23.96579,-29.917892,-28.1811,-27.176647,-25.566166,-26.086252,-29.669018,-28.772549,-33.409256,-23.058569,-28.423628,-24.613085,-29.26145,-27.402884,-28.939072,-27.651714,-28.199158,-30.521248,-32.066578,-21.51506,-31.618542,-25.165527,-23.501816,-32.78059,-28.448574,-26.707615,-24.310152,-30.09716,-39.4259,-26.197084,-22.89749,-31.643608,-28.982553,-27.388361,-22.725594,-20.130169,-28.19524,-24.442234,-29.27238,-32.099277,-26.15092,-29.153193,-26.538198,-29.958557,-26.24887,-30.488985,-26.292463,-23.870165,-31.850492,-27.708767,-27.358898,-25.688702,-27.533258,-33.317455,-23.98618,-26.596638,-21.262112,-26.917799,-27.776918,-22.292368,-28.176497,-29.92149,-30.442308,-21.334343,-29.604784,-27.057152,-25.538418,-29.894697,-27.088247,-31.64419,-31.314014,-27.941004,-32.06922,-25.494514,-31.450628,-26.543812,-26.597996,-33.44255,-31.74022,-24.29958,-24.551708,-22.660799,-37.10972,-29.36487
-26.111492,-26.069984,-25.378056,-33.84087,-34.94402,-25.415813,-27.714666,-27.898783,-30.595291,-22.973185,-33.525894,-28.427359,-28.233532,-26.395782,-36.135017,-23.867107,-32.896614,-28.592913,-32.466957,-25.122004,-28.567577,-29.256332,-32.15407,-27.927418,-28.015987,-28.431065,-24.19947,-31.522774,-30.988773,-24.24229,-38.006695,-25.956764,-32.520046,-27.501118,-32.559315,-23.947372,-38.513657,-27.180475,-28.307665,-29.957775,-23.799877,-29.925827,-28.966587,-26.83107,-31.221163,-24.098303,-26.127085,-26.497435,-25.981308,-26.453077,-30.913094,-26.06611,-28.519476,-22.945204,-30.223833,-29.777847,-28.41257,-27.997726,-29.760124,-31.276659,-29.74073,-30.101398,-33.000725,-20.290848,-35.32985,-27.13062,-24.600212,-27.40372,-25.278069,-30.579374,-25.273277,-26.474184,-27.571796,-26.06064,-24.482227,-33.714832,-29.272573,-25.788012,-27.810427,-23.535164,-33.345676,-26.406826,-30.763737,-33.21964,-30.498882,-27.425436,-28.58654,-21.681414,-25.96209,-26.534899,-24.323662,-30.748507,-27.715014,-25.222906,-25.165264,-26.04705,-28.50451,-28.175419,-28.64782,-26.076235,-26.128511,-30.062199,-24.326958,-21.716522,-26.228897,-24.914524,-29.288013,-29.526985,-26.378565,-28.116764,-22.844421,-27.416403,-28.105667,-27.332903,-31.033863,-22.7939,-26.931318,-26.55169,-28.193035,-24.160671,-25.52303,-29.501558,-28.959776,-28.150326,-25.162315,-24.365055,-30.180742,-28.87864
-25.7621,-28.118347,-28.927198,-33.284588,-27.55584,-24.959343,-30.482702,-33.349857,-31.844303,-25.002625,-30.439495,-23.764965,-29.398682,-28.109634,-30.655668,-31.789585,-36.626244,-33.04327,-31.076292,-24.7942,-32.890354,-31.273884,-29.050709,-30.06672,-31.796738,-24.122734,-31.418554,-33.264656,-25.676296,-27.81166,-36.370747,-24.831013,-36.947124,-35.255577,-32.00079,-29.12947,-33.442528,-29.449104,-36.531757,-31.310572,-21.15605,-31.348913,-28.935696,-32.52256,-32.28842,-25.019781,-24.78692,-24.90944,-22.408379,-29.915346,-24.475735,-25.528263,-28.461884,-29.509222,-30.811928,-32.418907,-30.298458,-23.79579,-26.294489,-24.846127,-29.68162,-29.164013,-39.09622,-29.148842,-30.387802,-24.985157,-27.549294,-25.31786,-28.557575,-31.604889,-20.94871,-33.15,-24.721912,-25.985931,-28.157686,-29.359419,-28.195599,-25.874018,-23.870255,-28.70171,-31.270035,-29.655704,-23.694977,-31.903568,-28.703403,-20.389553,-35.984863,-25.650963,-28.078562,-25.12954,-22.506466,-26.815012,-21.148033,-27.176384,-22.114204,-32.016563,-29.877075,-28.025997,-28.866724,-30.26405,-24.79951,-28.460476,-30.877329,-28.45501,-28.280003,-22.343464,-26.57396,-33.685043,-21.207726,-25.78663,-21.673998,-29.449667,-32.00061,-21.448307,-31.072014,-26.355263,-27.798069,-29.771322,-21.60442,-29.526617,-25.900818,-28.89415,-28.419289,-35.551933,-28.736765,-23.649853,-29.637104,-25.91107
-25.785048,-25.33543,-25.8477,-32.455338,-24.166862,-25.18474,-32.001427,-35.524364,-30.374449,-27.807827,-31.50368,-19.808002,-31.134144,-23.184525,-26.40326,-33.397587,-29.621037,-32.862522,-27.025375,-22.179024,-29.067015,-26.52636,-29.448,-30.610538,-40.018528,-22.003174,-32.45453,-33.958252,-29.346352,-34.74348,-33.053436,-25.487335,-36.24993,-35.919563,-30.59736,-33.908005,-24.179646,-26.94796,-32.473537,-26.127922,-22.093197,-28.72884,-29.43862,-24.8726,-29.68561,-23.196606,-25.449862,-25.456787,-24.465418,-32.876747,-20.386288,-30.496418,-27.151487,-25.52141,-27.427002,-34.02188,-28.271341,-25.838984,-26.240553,-28.832602,-31.452106,-25.362543,-34.30871,-22.529106,-21.853827,-25.61118,-24.645035,-26.536139,-21.812647,-31.880491,-23.800457,-25.126463,-22.474182,-26.04683,-28.096523,-20.343288,-22.244839,-24.797615,-22.42947,-22.839684,-26.385784,-30.500008,-22.204348,-31.258049,-32.252773,-19.967598,-29.067247,-30.2132,-29.49053,-25.646288,-27.270597,-24.858347,-19.615723,-26.01744,-22.504475,-26.87854,-26.078775,-27.95176,-33.893646,-26.671925,-25.594978,-28.141735,-23.885448,-26.315845,-27.964325,-22.7551,-27.29383,-34.658764,-20.32343,-26.20355,-24.524193,-29.15994,-29.539803,-20.137695,-26.03082,-27.217907,-29.040909,-27.680492,-20.904655,-29.63526,-28.536367,-27.347801,-30.132504,-35.89053,-27.855644,-25.852346,-27.593472,-28.251915
-25.933384,-27.06898,-28.143478,-36.970192,-21.755302,-26.0677,-23.552883,-31.008747,-27.959438,-26.449924,-34.921444,-27.1118,-33.98109,-25.640856,-29.341547,-31.770466,-25.829277,-31.485378,-28.932716,-23.715395,-24.744154,-22.385921,-27.5894,-30.302408,-37.523327,-27.934158,-35.8941,-29.785467,-40.084732,-35.00693,-31.93684,-26.563187,-33.580166,-29.343796,-26.781178,-31.672438,-27.240852,-24.190355,-29.009224,-29.205889,-28.15551,-24.464146,-32.849415,-27.262722,-27.834793,-27.363552,-27.16547,-24.672466,-30.44538,-32.94315,-24.548199,-30.119041,-25.521082,-26.170374,-28.01485,-31.497753,-23.065905,-32.346985,-25.29161,-28.994003,-33.178165,-31.108438,-24.884037,-23.419321,-25.725208,-33.862995,-29.85343,-26.48518,-28.644632,-23.697094,-23.734577,-34.205246,-29.331469,-36.812786,-27.96979,-20.501572,-27.473099,-26.388021,-27.659775,-22.140196,-22.639994,-32.863503,-29.157871,-25.63334,-34.16355,-21.238691,-29.551815,-32.373425,-36.65113,-28.739979,-34.19743,-30.241613,-23.503063,-28.499332,-27.39222,-31.637114,-28.297451,-29.136747,-28.892218,-30.438723,-24.986307,-33.535107,-18.97057,-26.3752,-26.954464,-31.904085,-24.34296,-31.845955,-29.272522,-25.533669,-22.834373,-29.552956,-25.136703,-23.266026,-21.639408,-26.888763,-31.16429,-24.182947,-26.24928,-26.953064,-26.488625,-24.866814,-33.603638,-34.16717,-31.914377,-26.974957,-27.933554,-37.670227
