-20.996315,-17.830578,-16.588776,-19.599762,-19.051374,-19.963139,-19.624393,-20.0078,-25.232414,-17.923948,-22.418053,-19.243193,-15.472193,-24.089008,-23.121365,-21.884758,-24.209505,-19.068695,-17.62214,-20.80459
-27.573475,-19.613655,-21.260204,-19.709642,-22.466454,-24.451553,-23.631697,-20.748386,-28.5913,-19.75705,-26.007828,-20.138172,-16.163746,-19.227036,-24.843231,-21.036255,-22.443777,-19.52588,-19.093994,-19.944958
-21.742151,-23.085701,-24.624882,-27.130642,-28.255367,-19.779095,-27.554743,-20.78735,-25.656761,-18.204357,-25.84272,-18.05669,-20.12637,-21.57847,-26.947086,-31.35133,-22.740555,-24.006506,-21.007553,-25.108452
-19.20303,-31.69897,-19.181261,-26.768137,-21.205036,-20.126324,-21.55402,-17.81509,-21.3353,-18.623146,-24.077065,-21.031769,-25.388893,-18.677055,-32.477543,-22.70465,-28.438446,-23.455748,-22.073904,-28.121344
-23.018202,-31.971285,-15.060166,-19.79448,-22.468933,-18.865295,-22.777563,-23.7336,-17.520031,-24.144737,-22.955936,-19.627258,-24.538017,-18.470837,-17.796894,-18.173141,-24.124006,-22.346695,-23.802094,-21.858341
-22.272823,-26.681839,-16.369858,-15.917243,-25.989033,-23.8218,-24.664932,-25.16787,-18.887253,-21.142313,-21.65133,-20.483242,-20.420355,-21.972784,-13.55389,-19.310339,-24.549074,-23.27558,-26.370056,-16.813995
-21.305756,-24.705093,-18.251873,-18.14341,-20.761623,-20.105644,-22.109665,-25.968374,-27.478722,-18.96776,-16.459435,-22.761936,-16.211433,-22.160854,-19.002892,-24.13143,-22.04694,-26.739925,-22.95948,-14.804823
-23.25301,-28.33071,-21.447958,-24.765072,-20.972488,-21.95322,-17.917637,-28.871778,-22.075085,-22.935305,-17.555984,-22.468601,-17.408594,-24.133904,-28.35765,-20.476738,-17.90437,-24.468966,-24.038664,-19.39941
-20.092804,-16.715954,-26.527203,-20.537891,-23.320072,-25.694477,-14.643888,-21.29864,-23.535671,-19.52316,-18.240944,-20.738462,-22.533522,-21.009243,-25.377699,-17.821531,-20.344673,-21.944168,-22.70793,-29.212002
-20.795525,-14.952617,-26.340826,-22.884876,-21.5001,-24.081429,-16.937191,-18.706913,-29.044828,-21.419672,-14.216585,-18.225536,-22.479208,-24.343662,-21.96143,-16.634583,-25.892084,-26.994791,-24.360006,-28.443638
-20.095306,-16.894962,-26.771622,-23.848267,-22.171268,-23.84202,-18.962923,-20.0036,-24.686478,-20.652777,-16.947737,-20.66755,-23.500586,-20.497341,-20.227375,-19.313679,-19.30486,-25.074326,-17.656511,-27.570173
-20.542706,-20.710585,-31.19307,-18.85479,-25.919878,-23.24068,-17.331505,-21.588001,-23.026669,-20.329796,-30.34843,-18.916927,-19.695642,-21.329082,-18.12435,-22.241669,-23.128435,-21.488398,-21.375397,-23.727278
-21.126373,-23.554142,-24.382229,-15.255135,-22.402277,-19.384031,-14.872655,-19.920776,-22.97865,-15.1805,-25.228537,-23.314983,-19.336706,-21.60363,-17.596516,-24.39838,-22.482515,-24.135172,-28.020374,-20.478668
-23.969799,-19.344852,-27.007523,-17.69176,-20.492771,-23.80331,-23.535717,-16.791481,-31.836624,-18.695988,-19.526745,-23.183023,-21.198063,-16.600365,-17.435406,-20.560963,-16.634941,-21.330507,-29.813675,-23.195225
-22.141296,-16.974945,-21.56013,-15.34829,-19.28096,-19.907415,-21.26335,-18.561062,-26.696423,-22.834759,-21.474133,-17.339254,-23.834064,-17.973196,-16.009235,-16.9244,-18.2879,-25.903816,-24.737568,-22.040768
-23.259945,-16.377083,-21.264328,-18.149548,-17.437117,-20.19692,-18.246506,-19.152626,-20.218405,-19.10126,-16.540573,-17.412186,-14.714867,-22.203056,-17.831081,-17.510181,-20.426918,-25.447472,-18.02054,-17.858253
-25.672445,-24.593447,-21.313484,-24.127064,-17.924652,-22.032522,-20.673649,-30.341585,-23.451443,-21.87614,-18.629063,-27.017935,-16.469563,-16.930435,-18.67806,-16.457634,-23.949589,-29.387764,-19.311108,-18.880215
-26.979877,-22.449368,-17.17648,-21.3894,-17.622217,-24.818432,-25.297798,-24.062168,-15.646163,-21.371346,-19.617886,-18.52122,-20.78088,-18.21931,-14.130518,-22.012785,-18.093796,-27.686623,-23.783625,-18.529736
-30.639494,-16.55735,-17.042439,-21.730633,-19.576828,-27.346922,-19.423988,-19.024513,-17.96278,-21.576263,-15.762591,-15.005245,-19.193798,-18.305517,-15.810523,-21.79591,-17.407497,-25.041489,-23.014917,-20.470242
-21.534954,-15.579069,-19.51585,-21.072672,-20.316416,-21.219988,-16.967115,-18.551785,-26.353373,-26.679169,-18.064306,-21.599289,-20.819561,-19.415127,-18.78933,-19.29636,-18.724476,-28.09251,-23.442574,-20.961477
-19.568863,-20.386257,-27.795988,-22.484575,-20.885088,-20.522095,-13.825239,-16.308647,-24.747591,-17.3715,-17.319044,-21.679491,-16.332556,-18.682655,-20.769253,-25.64414,-21.759834,-21.504515,-28.179909,-18.99201
-18.728888,-16.453228,-20.596382,-18.710278,-18.209425,-20.959839,-12.034685,-14.851311,-16.60062,-17.29265,-14.45526,-16.186642,-21.460772,-15.787794,-14.879447,-21.634642,-17.716911,-19.515606,-21.185463,-24.223675
-23.60888,-17.603905,-19.99713,-16.100239,-20.188446,-22.621029,-17.38356,-18.714853,-11.3366165,-17.833517,-16.647823,-17.987259,-19.525084,-13.259558,-17.866959,-23.11766,-12.9814205,-18.93982,-22.224722,-22.16798
-25.60226,-21.832636,-15.958409,-18.251362,-14.271379,-18.98291,-12.765839,-14.363612,-11.016182,-18.690716,-12.542898,-14.885538,-16.809677,-13.8854065,-21.758583,-22.89626,-11.083839,-23.41311,-21.549988,-21.115112
-18.834072,-21.678093,-21.53094,-18.682116,-17.802715,-20.484713,-13.9443,-11.868784,-16.451569,-26.056305,-13.928432,-17.8584,-17.689058,-13.911125,-21.636686,-24.824999,-15.989347,-20.585854,-22.556133,-18.560276
-17.59491,-16.94506,-32.76808,-22.267494,-20.757149,-21.364979,-17.393013,-11.643112,-18.439535,-17.585814,-12.694925,-22.83099,-19.716715,-10.691526,-20.89722,-23.8946,-19.20569,-20.970493,-23.32473,-20.603867
-23.030617,-16.936882,-25.818975,-20.507507,-16.898996,-16.806747,-16.391472,-12.927183,-17.81151,-11.498356,-12.438641,-12.918993,-20.757725,-16.937775,-14.003145,-19.911991,-18.55372,-30.76137,-20.549393,-23.536148
-25.512917,-17.44125,-20.970901,-22.641708,-13.67123,-17.725525,-16.336926,-19.122152,-17.947609,-17.660065,-16.11903,-12.219679,-17.259123,-16.313213,-13.610104,-27.375835,-19.844593,-26.575287,-21.966457,-22.432543
-19.06071,-13.000946,-20.282944,-23.65995,-15.896639,-20.734518,-12.72908,-13.640562,-22.173527,-15.534707,-15.844189,-12.513695,-11.49832,-14.496451,-16.501846,-20.067549,-19.061777,-18.37319,-19.875614,-22.72932
-14.560572,-13.737425,-13.368839,-15.64052,-16.01019,-20.340893,-12.55755,-14.706555,-13.892899,-13.967241,-19.108894,-16.232346,-8.717709,-16.249208,-10.951683,-16.119522,-23.64423,-23.682886,-20.349844,-25.796104
-16.68514,-11.640413,-6.860895,-13.404718,-14.95314,-13.022749,-15.442728,-18.452,-10.83264,-8.685427,-17.678368,-13.607056,-9.288837,-16.896946,-6.483984,-13.677906,-23.008282,-28.362715,-18.36179,-18.674091
-12.416126,-15.418979,-11.132706,-14.29166,-22.28146,-14.092615,-13.276785,-9.632448,-9.575758,-9.0046215,-15.537519,-12.147533,-7.794302,-16.937117,-12.73773,-14.577524,-20.583727,-23.734999,-24.948296,-17.23273
-9.370859,-11.781891,-15.239692,-16.245245,-18.990059,-10.427063,-9.538733,-8.362753,-6.509512,-13.899591,-17.083921,-10.331848,-11.813728,-8.694811,-12.593075,-16.054724,-18.064064,-23.91354,-25.803799,-18.258549
-13.120758,-18.028393,-17.377686,-10.506655,-8.494442,-9.9933815,-13.304613,-10.228735,-11.2694,-11.215321,-9.480316,-11.741461,-17.376387,-12.081921,-8.945955,-14.902229,-25.19255,-19.627058,-22.223349,-19.704685
-19.859425,-11.176811,-21.60019,-7.958456,-8.682049,-6.8220577,-12.242132,-5.11442,-12.413748,-7.885189,-5.672798,-17.115417,-19.80316,-14.361105,-13.978004,-14.53342,-21.874287,-22.867538,-22.811874,-19.667217
-17.83863,-12.496042,-22.11532,-13.998453,-11.32873,-8.268038,-12.90003,-8.927689,-7.0040417,-6.8913574,-9.696802,-15.066622,-15.807223,-16.919792,-28.253292,-12.443415,-23.966797,-18.941093,-20.963585,-13.251179
-18.935402,-19.78875,-18.047596,-21.681232,-10.011206,-8.389313,-14.086596,-15.94603,-8.657381,-5.6870384,-11.613268,-8.54833,-17.466938,-17.07341,-23.846792,-15.726518,-25.522484,-19.514389,-20.07232,-12.7003765
-16.674852,-19.49708,-17.749943,-20.153116,-12.382942,-7.7957153,-8.482082,-19.40737,-12.369322,-7.278347,-16.077744,-11.225599,-11.741312,-13.925016,-8.89982,-18.651983,-19.415638,-23.58902,-21.96864,-14.579863
-15.084934,-10.630505,-9.578087,-21.777506,-12.248606,-11.00572,-10.284838,-10.342978,-16.170841,-19.236639,-13.475235,-11.047737,-12.560917,-17.326563,-8.897465,-15.068551,-22.946426,-26.139515,-20.556929,-18.695112
-18.584805,-7.295601,-7.374943,-25.905897,-17.109798,-14.322881,-12.593315,-9.965963,-12.881758,-9.841978,-8.963453,-11.825621,-11.591164,-10.3571,-11.406765,-15.178135,-14.3720255,-21.457558,-24.714512,-15.214973
-16.91406,-18.326855,-12.854603,-24.802116,-11.417383,-18.22407,-15.767547,-20.302263,-10.527185,-8.711981,-14.877594,-10.348572,-11.883627,-12.627604,-14.469198,-14.93332,-11.545336,-26.73979,-27.166357,-15.893131
-12.964186,-10.086403,-13.707911,-21.460976,-11.208052,-15.520029,-18.05293,-15.714894,-12.453104,-14.0412655,-15.573078,-13.635185,-9.813017,-12.475903,-17.209915,-5.0561256,-11.794556,-20.637472,-22.93538,-18.630257
-13.5172,-15.868405,-13.723877,-16.570816,-16.632652,-21.25795,-14.208029,-14.137426,-15.19209,-15.522679,-11.762709,-22.08467,-20.08288,-12.538988,-10.441099,-5.8521023,-11.324415,-24.552025,-20.953987,-22.173674
-17.08271,-14.7743,-20.401567,-15.145049,-15.846454,-17.329918,-12.479952,-14.841307,-17.492466,-12.349756,-6.779112,-16.405897,-18.256306,-13.276712,-11.207804,-7.525049,-11.473822,-20.821003,-21.981844,-17.933865
-13.232153,-9.845276,-26.784315,-16.84143,-21.979069,-11.432541,-19.621881,-11.987259,-15.112881,-14.699062,-8.440863,-17.938103,-9.299742,-8.632706,-11.320192,-5.2548733,-12.117666,-19.803333,-23.62688,-13.818514
-15.32328,-13.704678,-18.036009,-14.904838,-31.228918,-12.309162,-21.29333,-12.630072,-5.3777313,-16.723837,-12.199184,-18.576775,-10.162645,-9.851183,-14.126558,-13.708801,-16.969461,-20.721758,-19.46466,-15.78464
-19.69687,-9.877081,-15.458845,-12.511177,-18.015766,-10.337427,-7.5155582,-7.8084087,-4.0770054,-8.9203205,-7.759077,-14.260573,-9.757284,-15.68057,-14.925662,-16.057524,-15.293911,-18.057354,-23.157167,-12.628696
-18.244465,-7.397955,-22.053295,-19.338976,-16.4506,-8.461487,-8.468964,-14.799833,-12.51465,-10.18894,-8.456339,-12.477049,-10.794504,-14.598934,-10.758602,-13.087706,-18.880705,-17.862785,-27.723022,-13.595308
-21.92646,-8.700033,-14.93093,-10.139179,-9.31138,-8.839491,-14.327141,-19.47688,-31.07574,-14.182639,-11.084072,-4.675331,-7.5809574,-15.509735,-7.4500732,-14.645725,-16.170261,-18.020077,-22.219059,-13.62945
