-15.739418,-21.433327,-6.8650017,-15.452644,-18.692022,-15.7651825,-26.510897,-22.82992,-25.038912,-19.818876,-25.239746,-18.668863,-20.41333,-22.227642,-6.248886,-0.42655182,-0.42655182,-0.42655182,0.0,-18.031734,-24.891886,-23.105839,-36.045525,-28.47687,-24.469645,-33.240993,-23.268625,-25.93097,-20.767979,-18.145187,-11.987257,-10.031034,-20.314478,-17.113562,-11.660299,-22.339851,-8.709633
-16.609917,-8.4447975,-4.1621876,-13.400759,-11.883125,-9.541374,-19.15237,-17.481422,-24.333725,-33.7205,-22.428288,-19.110947,-24.479778,-32.09971,-15.387747,-80.0,-80.0,-80.0,-20.781826,-26.394634,-24.597046,-29.740168,-27.474236,-23.315313,-28.523325,-32.447933,-24.050867,-22.721565,-22.268913,-20.504894,-9.147129,-12.120811,-11.234585,-17.498114,-11.08028,-21.997942,-6.4044495
-11.290007,-5.5468864,-11.621376,-11.125422,-10.361073,-4.2461243,-12.627211,-10.813747,-23.53923,-21.904396,-22.279484,-17.845387,-25.987825,-28.715343,-21.810307,-80.0,-80.0,-80.0,-24.385696,-31.901606,-26.891722,-31.209373,-29.50053,-23.020523,-22.023344,-23.587013,-20.483948,-13.8060665,-15.986357,-24.115185,-13.692602,-8.001703,-11.533379,-15.852453,-12.759968,-19.258524,-7.3355293
-7.9301987,-7.097849,-11.458134,-13.017178,-8.644337,-9.339983,-8.473236,-11.367687,-18.287437,-20.84232,-26.477726,-17.445267,-26.86646,-27.284523,-23.855877,-80.0,-80.0,-80.0,-27.234526,-28.479725,-27.536354,-25.799381,-24.874876,-19.715256,-18.791513,-17.255053,-16.595556,-15.709143,-18.325043,-20.972075,-23.320763,-8.024305,-7.6009254,-6.542206,-10.090118,-16.962172,-9.2618065
-10.407991,-10.705662,-17.084726,-8.910515,-8.858864,-13.401649,-11.960781,-19.297539,-21.41316,-26.660011,-27.0317,-24.253036,-29.53882,-25.539722,-27.666948,-80.0,-80.0,-80.0,-29.572857,-29.65809,-28.525482,-22.824821,-23.336355,-15.568945,-15.474428,-19.791912,-17.24496,-19.515661,-18.831705,-18.677355,-19.70885,-18.239292,-4.1602726,-4.093815,-5.0657883,-5.8253994,-8.7659855
-14.813749,-14.048176,-20.920017,-8.998905,-9.282181,-16.065815,-22.751736,-17.15184,-23.022049,-30.097061,-33.051353,-21.381393,-35.69824,-23.710577,-28.20204,-80.0,-80.0,-80.0,-30.654982,-33.841694,-24.215843,-22.586945,-21.817753,-11.787634,-15.369455,-20.053337,-21.426126,-25.159058,-18.703289,-15.640089,-15.485849,-13.775879,-10.054304,-13.142109,-9.045937,-3.2921944,-14.85107
-22.07323,-20.183619,-23.44774,-17.033613,-19.615004,-17.551495,-17.503334,-22.335499,-32.1942,-34.87787,-39.57676,-21.992426,-33.690533,-26.954454,-30.437801,-80.0,-80.0,-80.0,-31.258266,-24.386812,-22.959026,-24.364323,-23.124006,-13.482502,-17.109999,-18.920103,-22.483055,-19.432951,-10.321987,-14.530636,-11.313892,-13.735842,-17.969845,-17.713366,-18.631433,-11.506985,-21.807346
-21.929115,-17.803215,-18.874182,-16.897167,-22.316607,-18.143845,-20.532001,-24.630781,-38.724274,-30.113113,-33.587395,-30.401653,-35.41545,-37.61394,-30.453653,-80.0,-80.0,-80.0,-32.461315,-23.754887,-26.03655,-32.780693,-20.615204,-20.776749,-23.94997,-17.690166,-24.018545,-20.066063,-11.34425,-16.456661,-16.498117,-18.33469,-19.047033,-15.200731,-19.907684,-16.135231,-20.140656
-23.981903,-20.167753,-14.851839,-22.938389,-25.432419,-18.700928,-27.673752,-31.69666,-33.762955,-25.290817,-29.170132,-33.98855,-30.677757,-36.71086,-31.185917,-80.0,-80.0,-80.0,-32.809765,-26.020405,-22.091415,-34.47213,-16.02455,-12.88385,-30.462954,-13.305275,-22.102896,-22.695648,-13.832399,-19.487198,-16.04071,-16.999525,-18.463991,-17.954027,-20.498682,-24.333946,-20.937515
-29.643959,-20.414768,-20.445126,-24.670963,-27.929848,-18.661087,-25.200928,-34.539474,-31.760674,-26.57218,-33.560516,-33.6915,-31.639143,-29.902462,-29.6958,-80.0,-80.0,-80.0,-34.846096,-25.650026,-19.270174,-30.228695,-13.4067745,-17.006283,-21.769846,-11.763252,-17.79148,-20.549606,-12.480198,-22.392647,-18.346273,-16.749792,-17.629553,-22.42152,-20.297949,-29.534325,-27.6996
-25.523994,-16.440544,-24.780529,-25.308947,-26.540346,-17.52541,-27.18301,-24.111298,-29.62644,-28.344296,-30.483631,-35.682686,-29.622097,-25.587872,-32.020206,-80.0,-80.0,-80.0,-35.059914,-23.673088,-23.08831,-25.498997,-18.599728,-24.712524,-20.349934,-9.662651,-17.643936,-22.890682,-13.186676,-7.7778893,-20.708351,-18.55472,-19.587372,-25.96061,-17.715866,-24.465109,-25.86102
-23.332129,-15.055714,-25.883814,-26.664883,-27.549032,-19.286642,-28.912308,-24.468262,-31.558838,-27.054546,-33.035446,-28.698051,-30.785843,-29.696644,-34.028595,-80.0,-80.0,-80.0,-35.764668,-22.982552,-27.146416,-24.996284,-22.558037,-23.884977,-27.151424,-15.280266,-19.209833,-20.790926,-9.017109,-3.8929176,-22.511406,-17.172964,-19.469494,-25.072538,-18.404493,-23.717485,-18.332706
-19.813137,-18.579836,-25.923819,-25.986774,-29.715359,-21.344711,-24.849384,-25.467823,-32.868515,-30.518408,-32.03246,-27.675882,-30.72744,-34.65774,-36.18866,-80.0,-80.0,-80.0,-35.26814,-19.810658,-30.484459,-23.208439,-20.458057,-20.065266,-16.736135,-13.329004,-22.038044,-22.29185,-12.593813,-8.473732,-23.72624,-21.330925,-14.470238,-20.99511,-19.028822,-31.253784,-16.271952
-19.14934,-26.90157,-24.807455,-27.022518,-33.42487,-19.747246,-26.954483,-31.173967,-32.396713,-34.346615,-26.283474,-32.523502,-31.343376,-30.819614,-35.523655,-80.0,-80.0,-80.0,-35.731255,-20.020617,-22.531225,-21.83436,-16.752708,-23.272326,-18.545673,-14.423651,-26.270948,-20.130594,-13.193134,-27.895205,-21.31453,-20.432968,-19.48699,-19.081564,-22.68851,-27.837185,-22.631958
-22.976961,-24.831875,-27.458652,-27.411892,-29.330143,-21.515318,-31.092674,-32.142284,-39.36403,-34.286987,-24.370693,-36.244644,-29.461962,-28.372543,-37.000534,-80.0,-80.0,-80.0,-35.90892,-26.000652,-22.90113,-22.547812,-21.32435,-21.422392,-24.01994,-19.621674,-24.982998,-20.500816,-14.574551,-28.703552,-21.049793,-21.498386,-20.96869,-17.18378,-20.636461,-19.868513,-23.661722
-29.328022,-26.769064,-27.05312,-23.189854,-23.550476,-19.67956,-25.692387,-29.092113,-29.619213,-33.177425,-29.548111,-33.908043,-26.794222,-33.045982,-36.88555,-80.0,-80.0,-80.0,-35.879406,-23.930138,-18.885944,-19.60876,-24.137724,-23.029907,-25.62482,-22.35683,-19.196577,-18.47549,-15.156044,-30.714684,-21.306892,-23.136972,-25.879025,-21.464691,-22.659681,-17.784597,-21.666292
-26.691113,-32.122093,-28.538658,-26.229519,-27.663107,-19.447786,-24.133709,-23.94336,-29.209017,-24.332462,-31.264818,-33.27216,-27.043314,-33.95922,-33.47567,-80.0,-80.0,-80.0,-36.333584,-19.809353,-15.873598,-23.331799,-21.316854,-19.594513,-20.020494,-23.739986,-24.876915,-21.443888,-20.533558,-27.5677,-21.691875,-28.150593,-39.976273,-23.393232,-24.281075,-15.971903,-29.310669
-25.634071,-26.908688,-32.67548,-25.773848,-29.487225,-20.157188,-25.911837,-25.948948,-30.037735,-23.05259,-30.866325,-29.490105,-25.63152,-28.450752,-37.590782,-80.0,-80.0,-80.0,-36.349247,-16.21957,-16.986128,-25.85027,-25.92037,-21.715939,-15.093908,-19.997179,-21.75441,-15.949284,-19.721447,-26.31448,-22.763157,-26.071644,-26.560736,-22.060265,-20.235672,-19.851599,-28.766214
-26.16064,-27.016808,-28.026936,-24.647802,-29.753344,-26.171078,-34.438137,-26.322172,-27.57536,-27.209661,-38.645794,-37.516407,-26.674765,-31.49889,-34.195564,-80.0,-80.0,-80.0,-37.61452,-18.2221,-19.264547,-24.031061,-26.458565,-19.500647,-15.499569,-22.265028,-22.15376,-16.048641,-16.358051,-31.228184,-25.926186,-23.98676,-24.249802,-22.595789,-22.746548,-19.312504,-30.7817
-23.824097,-23.646397,-27.561138,-21.799137,-31.376526,-23.679344,-26.69556,-27.247734,-29.196234,-32.99705,-33.34734,-32.996407,-32.77776,-34.715866,-31.234629,-80.0,-80.0,-80.0,-37.022625,-22.359283,-19.520205,-25.185705,-20.568827,-20.346563,-18.679125,-26.105503,-25.263485,-20.671368,-18.15556,-33.75215,-34.0932,-23.722271,-22.573883,-23.319647,-19.475832,-20.784355,-24.27261
-25.759352,-29.465584,-23.53717,-28.158535,-29.563877,-28.401958,-22.73391,-31.060843,-34.175705,-32.781826,-36.76988,-28.692133,-36.610817,-30.460152,-32.525997,-80.0,-80.0,-80.0,-37.497112,-20.362701,-22.735163,-19.703093,-21.412882,-30.936213,-15.072308,-33.61789,-21.299982,-17.457651,-21.056118,-29.165558,-28.108002,-27.282757,-21.595858,-26.598648,-24.864037,-23.82309,-26.91913
-25.894653,-28.63813,-24.258652,-30.927706,-31.398407,-25.848331,-23.171585,-31.017193,-31.890417,-32.917522,-29.844267,-27.061378,-29.637527,-32.734673,-36.556713,-80.0,-80.0,-80.0,-36.80835,-13.278379,-18.552765,-19.783758,-20.293398,-32.28789,-17.32975,-32.25898,-23.465515,-17.727888,-23.441666,-24.390892,-25.02039,-24.594086,-21.844025,-28.69326,-27.729645,-31.357094,-23.198256
-25.277695,-30.966373,-34.147514,-32.98719,-26.960781,-24.348349,-28.185928,-35.07209,-29.076681,-31.807055,-27.00129,-25.593245,-27.697348,-25.380842,-34.864647,-80.0,-80.0,-80.0,-37.792286,-13.704447,-19.92395,-19.067755,-17.658955,-26.251385,-24.887302,-24.070396,-22.073713,-27.962818,-26.523691,-28.386324,-18.834862,-23.780783,-27.257404,-28.957415,-23.206516,-29.065678,-24.115349
-28.44328,-29.119595,-27.860403,-28.21716,-24.01849,-21.643898,-30.043661,-35.02971,-29.872147,-34.295685,-27.30706,-29.307749,-25.498814,-24.327164,-30.6637,-80.0,-80.0,-80.0,-38.74414,-14.233482,-20.805628,-20.099339,-16.477093,-25.879833,-24.036324,-23.151703,-22.698015,-27.654903,-21.921444,-38.79073,-14.786251,-25.944304,-28.961998,-23.57943,-18.394318,-26.473564,-31.982725
-33.298615,-29.764235,-20.566908,-24.984516,-27.107973,-26.445969,-23.653519,-29.361115,-28.447876,-32.735085,-31.672438,-32.962296,-25.684357,-34.27211,-30.030151,-80.0,-80.0,-80.0,-40.307396,-12.826141,-19.695404,-27.879555,-17.037806,-30.79324,-20.557392,-19.722614,-21.54107,-18.78532,-21.61142,-23.64243,-21.773083,-24.74695,-26.799583,-24.044506,-24.267574,-23.010662,-29.304579
