-53.67718,-17.770748,-18.73687,-8.465963,0.0,-14.517777
-51.8779,-16.439713,-22.853832,-11.535519,-7.0516624,-11.948109
-51.038486,-17.026503,-25.766195,-16.59796,-9.70303,-17.415705
-49.862217,-18.747124,-24.307337,-17.283949,-11.671188,-16.484509
-49.328716,-26.293856,-21.54124,-19.841686,-15.51462,-16.818161
-49.255608,-26.530586,-24.764402,-21.559399,-19.538124,-23.135736
-49.19641,-26.561733,-23.97642,-21.22591,-18.561012,-23.069462
-50.219456,-22.684217,-29.997232,-19.823307,-19.697124,-25.2575
-50.43507,-21.469578,-22.019375,-17.593204,-20.895052,-19.021353
-51.966614,-21.481255,-18.729446,-19.503256,-26.03738,-19.537487
-51.511063,-24.839687,-18.450502,-21.201736,-20.476788,-17.814394
-51.58761,-22.155365,-20.669373,-25.818562,-22.838923,-20.70913
-50.23388,-21.930412,-16.416836,-25.909735,-21.685692,-27.310116
-49.51581,-22.318424,-20.356848,-28.713535,-21.477484,-24.254679
-48.899563,-21.152227,-19.293976,-22.32116,-24.59203,-28.063171
-48.63016,-18.994576,-16.514057,-21.117115,-25.177214,-25.663914
-49.26497,-18.086582,-14.972105,-24.749685,-21.972008,-25.698631
-49.656006,-17.261675,-15.900406,-23.967876,-20.293549,-28.729183
-51.550625,-17.566116,-19.21938,-21.945656,-23.890385,-26.202509
-52.22584,-18.20969,-28.04433,-22.355677,-21.884655,-25.584282
-53.959602,-23.446518,-28.294214,-20.910185,-27.773788,-23.749933
-53.1127,-22.023256,-20.8616,-19.580736,-29.039822,-24.240713
-52.411667,-29.017536,-20.650963,-17.991837,-24.082752,-25.549267
-51.11534,-21.881927,-24.599655,-19.358921,-23.345411,-20.768898
-50.29548,-23.926018,-18.717394,-22.549515,-25.226254,-21.48033
-50.04512,-20.595057,-18.37207,-22.415195,-22.20298,-26.38915
-49.69138,-18.381954,-22.182217,-19.720486,-20.434727,-20.842453
-50.504677,-16.263176,-19.656784,-18.422592,-22.61894,-20.660255
-50.424736,-18.296883,-18.26456,-16.14331,-23.880215,-24.735224
-51.9337,-21.240803,-24.532408,-16.014402,-23.543598,-33.150524
-51.97036,-21.810493,-25.484367,-20.87213,-20.471073,-31.146482
-53.09528,-17.428967,-21.483192,-21.827284,-25.918716,-26.29373
-52.890663,-18.589754,-23.326826,-21.071247,-28.589325,-23.921894
-52.95021,-19.36697,-31.591208,-24.895092,-26.139809,-22.962826
-52.610043,-18.650583,-22.559,-24.32677,-26.151388,-18.52562
-52.00794,-24.185879,-23.107845,-22.589859,-21.543081,-21.773577
-51.97236,-23.928896,-22.065666,-24.166864,-23.646727,-29.629005
-51.08864,-21.902191,-19.505138,-22.644638,-24.790277,-30.315733
-51.53946,-30.648806,-21.07638,-28.658213,-19.95291,-25.631775
-50.70758,-29.187956,-21.933092,-26.562351,-20.054716,-21.500132
-51.5837,-23.949747,-23.093605,-20.697424,-25.191511,-23.702572
-51.423428,-21.14419,-26.513268,-22.859066,-25.254713,-30.59064
