-22.041332,-16.259714,-23.726915,-22.875227,-20.647545,-26.477438,-26.993673,-24.671194,-20.35735,-20.049494,-18.780136,-27.197304,-24.468058,-27.379429,-24.65075,-26.504805,-20.935324,-25.580156,-30.997114,-27.434038,-25.537708,-28.626198,-0.50162506,-0.8075199,-0.8428116,-0.8426647,-0.8401089,-0.83481216,-0.8344059,-0.8106594,-0.8340168,-0.843132,-0.8376007,-0.8484001,-0.85687447,-0.8520622,-0.81072235,0.0,-20.040699,-23.371422,-22.935642,-21.3185,-28.423788,-21.578785,-25.847378,-22.107412,-21.191023,-21.930586,-22.087091,-20.038078,-20.324963,-25.856356,-20.766987,-20.215229,-20.918732,-18.550207,-22.484552,-21.703293,-18.226322,-21.555012,-21.898985,-22.925083,-22.262497,-19.646824,-19.824802,-19.474098,-17.240543,-20.712841,-17.598213,-18.99997,-18.024147,-17.916784,-19.337261,-19.210566,-18.916864,-21.245852,-19.113762,-15.947113,-20.422735
-30.337545,-30.920649,-26.414543,-27.386581,-27.723318,-22.273289,-27.245113,-25.405617,-25.996674,-28.710098,-25.819056,-28.258364,-26.074791,-23.388632,-23.013145,-29.997099,-25.082508,-25.607546,-28.978891,-25.80806,-25.737888,-27.031755,-22.525005,-41.7407,-44.14003,-43.33149,-50.53029,-50.18361,-45.426765,-48.142197,-49.602776,-46.308014,-49.043827,-55.44884,-44.87915,-46.915497,-45.560265,-12.124823,-25.639498,-35.122074,-23.607086,-30.256392,-25.982513,-27.60981,-35.491478,-34.145847,-30.7227,-23.549355,-24.624207,-27.415215,-23.259361,-27.30379,-22.524775,-18.932102,-29.00244,-28.006924,-25.24614,-25.975084,-24.903131,-30.648859,-26.470175,-23.635395,-30.653502,-20.232693,-27.30936,-25.03371,-19.084114,-27.859262,-30.714523,-28.6981,-25.925194,-29.782751,-28.016092,-23.980488,-20.762323,-28.443092,-22.962112,-29.901117,-26.758432
-29.429495,-30.316248,-32.773266,-22.562786,-27.329006,-24.819153,-28.500675,-24.498547,-27.660685,-26.626127,-23.004232,-29.788897,-24.761154,-28.231909,-24.332943,-26.575424,-26.85198,-32.431274,-31.318966,-24.051636,-27.785639,-22.971596,-25.301327,-50.19231,-49.03489,-54.417313,-47.881813,-48.479057,-47.956097,-52.907085,-52.367096,-50.34124,-45.570328,-50.185436,-51.547916,-49.63408,-52.86438,-17.87063,-27.701576,-33.056217,-27.539467,-25.755056,-29.554136,-32.417423,-35.035385,-32.567543,-25.829493,-24.964474,-27.357525,-31.225954,-30.036852,-23.715881,-22.487305,-21.397434,-29.50113,-30.928932,-30.373856,-27.780428,-26.416908,-26.914469,-24.17516,-29.09603,-25.443737,-23.537567,-24.986809,-33.1693,-20.424694,-27.306053,-24.068497,-27.5732,-25.593794,-28.12177,-30.960415,-25.974455,-22.466839,-25.339544,-25.845255,-29.364393,-29.008028
-31.200584,-29.18248,-32.16239,-26.013472,-25.35215,-27.381472,-25.335455,-21.49362,-30.00546,-32.001007,-21.402218,-26.821861,-29.03558,-33.062744,-23.877083,-31.394543,-24.953945,-24.639467,-25.025738,-25.556908,-25.737106,-24.387442,-27.620481,-50.515415,-48.73087,-55.058273,-48.153446,-45.71039,-47.39966,-57.878788,-53.11375,-49.868988,-47.189426,-51.04325,-48.529617,-49.27491,-47.65401,-20.487,-33.79553,-22.807627,-28.970362,-22.296753,-27.671312,-31.091019,-31.619703,-30.873402,-22.619091,-25.192436,-27.741941,-26.732216,-24.407154,-27.516289,-26.11493,-22.856358,-24.995014,-26.733622,-26.777376,-29.004374,-28.145828,-25.537796,-27.859175,-24.0074,-22.848015,-29.176737,-25.15429,-35.116196,-19.745827,-26.365868,-21.144396,-24.518427,-25.847431,-28.91625,-25.62013,-33.537243,-24.728203,-28.625158,-25.225243,-21.995977,-25.152292
-29.887604,-32.106567,-31.72134,-28.168102,-33.67861,-28.93851,-31.30114,-20.038486,-30.771334,-29.536226,-21.707047,-31.010939,-24.032501,-31.689346,-26.753464,-30.474136,-26.808733,-26.743498,-24.69986,-25.886908,-32.78162,-22.53156,-29.471403,-55.943665,-59.420692,-56.397797,-49.181427,-52.77575,-46.16709,-49.102505,-57.820404,-56.409706,-50.027954,-53.119797,-51.614964,-49.553215,-48.926582,-22.74179,-31.44257,-20.890556,-25.630423,-22.579449,-28.584839,-23.253912,-28.728144,-30.187395,-26.231773,-24.175076,-29.062313,-31.897326,-20.849388,-25.638218,-25.84243,-23.614838,-25.765627,-21.569174,-22.215582,-26.09718,-32.199173,-29.337164,-27.15974,-22.470049,-23.490814,-34.131714,-32.244904,-34.43099,-20.486965,-23.022058,-22.27637,-25.934233,-24.472565,-26.884644,-27.269524,-26.284618,-25.751896,-24.827263,-28.561098,-25.314451,-24.488743
-31.22428,-32.103302,-24.477594,-31.73292,-29.641075,-21.715824,-34.55292,-24.814295,-33.262817,-23.875238,-21.579063,-28.122017,-21.557592,-30.26993,-36.410515,-27.561256,-27.553282,-28.201817,-24.53464,-21.069357,-28.75718,-21.62448,-30.600126,-52.7688,-48.28472,-59.562893,-47.949707,-50.91761,-47.376854,-43.13458,-52.445457,-54.65787,-58.40265,-47.993813,-56.34076,-43.903103,-46.287537,-24.648056,-28.735352,-21.304707,-28.835016,-25.939465,-27.841587,-22.770958,-32.047375,-34.13641,-27.128675,-29.652838,-24.69526,-34.727234,-24.918623,-26.045921,-27.672056,-31.051884,-29.357561,-21.028059,-22.871872,-26.526232,-32.044605,-25.583698,-23.365396,-24.11823,-24.081562,-27.07806,-33.743324,-26.844149,-23.106968,-27.760288,-25.378471,-31.261154,-23.702824,-27.393753,-38.059937,-22.579092,-23.7211,-22.513224,-24.853752,-26.66104,-26.808874
-28.427383,-29.910446,-26.118023,-25.58348,-29.370869,-22.583643,-27.531862,-32.502068,-30.170061,-24.712505,-23.385826,-26.960093,-26.106844,-31.01031,-28.327436,-31.273895,-29.151695,-24.384678,-25.110725,-21.82552,-23.293785,-23.497976,-32.09836,-50.332603,-46.31752,-48.73498,-49.032787,-53.020634,-49.430115,-46.713936,-50.206,-58.97256,-48.054783,-46.532475,-47.690132,-42.440918,-47.51613,-26.037302,-28.787485,-28.4346,-23.997229,-26.69254,-30.853361,-26.412285,-24.916721,-29.697529,-22.155155,-28.837236,-23.274574,-35.484467,-33.207195,-27.523947,-21.997614,-31.626083,-28.145351,-24.432398,-24.44609,-31.343855,-25.543118,-26.054344,-24.393482,-27.439356,-25.138939,-27.801638,-25.533726,-26.73805,-24.286278,-27.556,-21.64458,-27.798965,-26.395544,-27.377028,-35.3737,-24.773727,-28.63218,-25.205444,-21.830927,-21.846584,-31.165667
-26.42044,-32.368084,-26.507555,-27.180367,-27.078533,-30.620718,-24.204277,-30.126823,-27.444235,-27.05044,-23.49684,-27.857887,-35.43511,-28.032381,-24.360832,-36.342194,-29.035559,-26.235317,-28.543089,-26.322004,-27.34203,-27.543695,-33.921448,-50.206047,-51.99024,-49.18435,-46.73358,-53.95775,-50.401627,-57.38034,-49.679977,-51.029106,-46.800976,-48.681374,-45.946983,-46.57142,-52.121605,-26.741886,-25.665472,-31.90721,-25.071213,-29.370394,-26.614393,-23.541718,-23.662245,-27.306969,-25.43726,-22.53616,-26.756758,-38.790615,-30.894938,-27.587479,-19.767265,-23.480427,-31.068304,-22.6308,-29.661419,-30.096308,-26.016777,-30.60826,-29.3359,-26.050167,-27.187805,-26.12986,-22.552746,-23.34829,-22.421438,-29.705141,-23.240889,-23.83339,-29.968163,-22.86651,-32.53076,-26.603851,-28.092478,-22.730955,-26.234602,-24.732548,-29.014187
-29.564922,-21.787327,-22.9147,-25.628416,-28.960514,-31.377218,-21.584139,-23.25381,-28.080666,-26.855682,-27.94384,-28.46147,-29.196363,-30.392462,-24.395222,-33.87293,-22.115372,-23.907042,-24.652102,-24.990175,-23.502262,-30.47803,-35.962063,-50.253254,-44.33653,-49.745182,-48.666405,-44.948833,-48.86741,-54.212326,-52.868996,-49.872993,-53.436897,-51.354584,-48.306656,-49.29856,-49.64715,-25.31092,-24.626942,-25.432274,-26.09589,-27.25329,-30.029495,-19.105656,-27.650402,-26.282604,-29.782547,-24.710823,-26.431631,-36.479378,-35.15939,-24.197844,-23.652025,-21.019035,-29.220982,-26.037926,-29.1337,-30.776066,-20.906796,-30.985733,-27.40615,-28.16588,-28.331411,-24.824795,-27.739107,-20.433681,-20.271832,-29.534756,-28.628666,-25.556576,-26.025885,-24.015911,-30.002884,-29.876686,-24.982903,-26.196602,-29.543797,-30.728472,-23.023079
-30.744791,-26.605167,-28.055029,-32.175297,-24.795292,-27.227045,-28.102606,-29.84739,-27.28757,-31.381664,-31.672604,-28.358397,-23.7869,-30.656136,-26.011862,-25.269512,-21.331036,-30.019182,-23.016493,-23.781904,-24.500673,-28.943909,-39.993385,-51.36235,-45.940662,-54.241646,-46.90277,-46.15994,-49.420704,-51.39301,-53.633293,-53.37999,-56.725647,-58.754654,-57.41062,-45.892998,-50.195957,-26.61615,-28.837984,-22.724781,-27.137096,-29.30086,-29.271952,-29.241966,-26.824005,-34.153416,-35.657692,-27.17122,-30.15057,-31.645592,-32.89154,-21.69811,-24.554197,-29.98459,-26.62663,-26.929073,-28.866478,-28.417448,-22.115849,-35.421715,-29.223024,-31.702322,-34.958622,-27.518492,-25.40592,-23.236612,-24.234285,-24.795498,-25.487492,-28.163141,-30.228815,-31.308006,-29.456257,-29.669905,-30.46018,-24.327856,-27.820179,-41.745087,-22.705082
