-24.13689,-33.905613,-21.198551,-28.18011,-14.844547,-3.0349674,-3.9520416,-4.0676956,-3.112976,-4.8303223,-3.5074558,-5.5992184,-4.129944,-7.541691,-21.464996,-20.408451,-17.02008,-24.512447,-19.75813,-20.774097,-17.930275,-15.9771595,-17.070562,-21.661411,-19.059185,-15.053207,-19.899734,-18.704514,-20.557175,-18.48886,-19.085558,-16.6894,-14.068882,-19.476631,-23.550774,-13.97271,-20.499874,-21.257755,-22.457142,-16.676367,-16.087692,-21.57574,-15.694319,-12.743504,-20.394907,-19.870958,-15.099958,-20.16738,-18.67751,-23.590717,-18.369194,-18.821304,-17.332577
-25.011566,-28.12282,-22.568974,-22.66743,-19.304111,-17.669113,-21.364151,-18.218784,-21.3479,-18.443552,-20.613688,-22.889252,-25.162264,-12.543005,-19.400867,-23.522978,-17.955582,-18.21169,-20.261858,-20.834711,-16.904194,-21.580229,-26.204098,-22.232044,-18.332214,-17.909264,-20.817406,-17.333591,-18.976273,-23.803352,-18.81007,-22.550602,-12.925785,-20.046753,-21.635868,-18.77006,-23.714535,-16.72783,-20.945011,-15.907288,-28.459656,-22.057095,-14.595058,-16.721151,-22.752184,-14.499018,-14.816088,-25.256563,-18.656197,-23.851845,-26.377403,-20.044071,-21.544975
-32.345325,-27.404263,-28.473646,-17.50329,-23.069733,-21.342154,-23.45831,-22.359661,-19.735693,-21.727287,-22.089277,-19.234694,-25.106726,-17.20081,-16.13026,-19.909128,-18.38078,-18.12882,-19.762432,-19.62835,-19.273476,-20.111853,-18.40495,-18.972662,-17.691103,-25.416039,-16.849125,-13.113924,-19.115116,-20.0429,-16.694061,-24.68359,-12.956898,-19.742828,-21.653801,-18.063457,-20.777975,-16.7308,-20.498539,-23.206175,-27.694534,-31.412523,-21.44139,-18.598549,-19.210522,-16.687082,-15.481049,-25.213348,-14.161808,-17.952948,-27.232042,-17.303823,-19.020412
-30.458204,-20.483719,-25.018213,-17.43192,-25.90493,-24.90852,-25.951868,-12.235088,-17.607124,-23.147333,-19.900799,-19.1529,-26.23508,-20.05812,-13.108944,-25.043888,-18.883339,-15.794878,-22.36859,-17.945368,-21.242285,-17.41127,-19.622292,-21.46325,-20.470552,-21.092583,-16.077309,-16.054686,-21.79956,-19.252651,-20.284554,-24.226645,-14.744179,-21.260086,-23.826727,-15.880699,-20.146801,-21.667961,-16.329084,-21.709,-21.534212,-27.090042,-20.45858,-16.60001,-18.958134,-21.598488,-21.238037,-26.555496,-17.60651,-21.647831,-24.332989,-16.051123,-19.897306
-32.339127,-19.397196,-27.917328,-15.4914055,-20.427296,-26.492031,-16.01669,-7.666231,-17.40202,-20.951813,-18.559921,-14.613976,-20.55576,-12.701801,-11.682915,-25.056007,-16.11668,-12.724773,-17.807636,-15.8230915,-21.519299,-8.087954,-12.250092,-13.476433,-20.99474,-14.559921,-12.008442,-14.9187565,-11.488844,-19.562237,-16.277386,-19.321875,-14.750553,-20.386822,-17.75888,-17.567558,-27.224293,-27.951418,-14.818962,-18.174118,-19.586239,-20.246452,-20.618404,-17.991058,-23.310778,-27.386814,-19.500996,-26.11739,-21.789062,-22.61082,-23.383865,-22.104965,-27.092085
-27.311113,-17.071054,-20.8325,-14.004404,-18.470747,-19.15516,-13.911644,-14.136763,-19.67036,-15.292248,-16.16322,-9.266949,-15.791445,-13.84227,-13.918232,-19.42547,-9.489838,-8.300331,-14.512711,-6.73608,-14.855532,-4.73938,-10.387796,-16.413092,-16.842678,-11.760538,-15.612295,-15.524595,-4.5856323,-13.540062,-8.664183,-25.053425,-14.82608,-16.63829,-16.786598,-14.844925,-20.552937,-15.250059,-10.71837,-11.2168865,-14.421825,-16.068958,-12.128498,-10.904959,-17.361225,-15.443218,-16.876978,-23.142786,-19.864264,-27.90275,-25.51829,-19.917625,-19.69844
-23.624464,-17.089985,-12.71241,-6.3005943,-15.990849,-14.678249,-17.153645,-11.572214,-9.331501,-13.7425995,-8.721172,-6.4651794,-12.546831,-11.494402,-11.346352,-18.506075,-8.692434,-7.8319473,-14.075188,-0.72125626,-12.373346,-10.826492,-15.534325,-19.06179,-15.267345,-10.877264,-13.024252,-11.430708,-4.2999325,-13.408054,-7.367407,-12.129553,-5.3733883,-11.7687645,-13.166479,-6.0512238,-18.682825,-9.568192,-4.7337284,-5.186098,-5.4358997,-6.586813,-5.449009,-4.294338,-12.154003,-10.580736,-11.828926,-12.373484,-16.842682,-18.534985,-14.272911,-14.8055935,-15.121634
-20.785736,-18.978367,-9.422277,-6.639385,-9.387201,-13.709236,-12.248615,-10.102638,-8.635971,-16.884062,-9.070084,-5.2514267,-17.805466,-6.8855133,-6.7155876,-24.025616,-16.042364,-9.76997,-15.078558,-6.9826317,-9.347313,-6.6397533,-8.8930435,-12.367729,-11.7943535,-11.883965,-8.887449,-11.951345,-7.888628,-12.586739,-12.521311,-7.228113,-4.575222,-6.452656,-6.609562,-6.6477203,-6.8642464,-3.8701248,-7.6564293,-10.991846,-6.1828785,-2.754465,-2.825573,-6.305498,-3.996481,-5.5576763,-3.5374126,-1.2198772,-4.853407,-4.0811996,-1.78232,-2.3068848,-3.193428
-17.894653,-17.074646,-6.1259727,-12.593937,-12.482487,-5.725376,-9.97258,-18.213737,-10.799885,-20.596897,-10.615429,-4.7499313,-23.168121,-11.667141,-9.245621,-19.579464,-9.611916,-12.002335,-12.237911,-12.956436,-8.219622,-6.0995083,-7.1036377,-11.830696,-8.355375,-4.866085,-8.024097,-5.886324,-10.495573,-10.241598,-8.943098,-6.6484814,-8.960329,-9.5681,-4.4218636,-14.4175415,-1.0693932,-5.350418,-5.8322277,-13.472616,-7.565239,-2.8898296,-4.1349487,-7.1748962,-5.9429035,-6.5877686,-1.0254707,-0.9002533,-0.3144188,0.0,-0.7501793,-1.0187874,-1.1252556
-19.164814,-19.558598,-10.162779,-8.286108,-15.363569,-8.906033,-11.832306,-16.99725,-17.238007,-16.008827,-12.552475,-6.1896515,-23.594273,-21.494272,-11.735762,-19.495008,-6.7621593,-6.709421,-15.378464,-19.059277,-15.11083,-14.970289,-13.909048,-13.713387,-7.254778,-6.397621,-10.762634,-8.881613,-16.420124,-11.9207325,-11.017727,-11.817873,-9.481512,-8.860367,-8.382488,-13.198357,-7.027256,-7.8501377,-15.912649,-16.308475,-14.601015,-12.441938,-12.125984,-21.024822,-11.8015785,-9.910099,-9.427418,-15.706436,-12.211424,-11.524807,-16.270576,-15.963186,-13.021215
