-6.607828,-7.4690037,-0.4931469,-9.109173
-13.388451,-23.017284,0.0,-12.894056
-19.38325,-27.048962,-1.2659397,-21.382248
-23.773308,-29.052912,-1.9964848,-20.513878
-24.061533,-21.23841,-4.7265835,-25.090809
-22.258821,-18.653786,-7.360655,-23.777386
-25.341677,-23.031076,-11.7548485,-19.416084
-29.900434,-26.990526,-17.072327,-21.75415
-23.982111,-23.042248,-20.139013,-23.92038
-25.562183,-21.638376,-17.457224,-27.838953
-28.722275,-25.803211,-14.535763,-25.29477
-31.397532,-23.220554,-11.650772,-23.16531
-37.63221,-27.469732,-11.303298,-27.328064
-32.466675,-23.58683,-13.005954,-33.54744
-28.201937,-27.295097,-14.510981,-28.32206
-29.259848,-25.37329,-17.78521,-28.107508
-23.915806,-21.13451,-22.02703,-32.703163
-24.534573,-23.723063,-28.854946,-25.441404
-30.677032,-24.051857,-24.948162,-28.621254
-26.921993,-24.44388,-18.0676,-28.073368
-29.116795,-25.799227,-20.679256,-37.522507
-27.482512,-23.194662,-18.972855,-27.319035
-31.87045,-22.70514,-16.603067,-23.031954
-29.721657,-25.624731,-18.768488,-25.13657
-27.12023,-26.298214,-17.040615,-32.794926
-30.747307,-29.055082,-16.337418,-29.712996
-32.927395,-26.79705,-24.13916,-25.36825
-32.20889,-34.408897,-24.2032,-24.899992
-31.14533,-26.368225,-19.989775,-30.160702
-30.180664,-25.451862,-23.520998,-30.057093
-28.700474,-23.871466,-19.911667,-22.287693
-28.644636,-29.969353,-20.385246,-24.675406
-32.18763,-30.314833,-20.76652,-34.45032
-35.48013,-23.687819,-22.208218,-33.809326
-31.38915,-21.344625,-23.297554,-29.323158
-27.13035,-27.241476,-24.447304,-28.059183
-27.222887,-29.261448,-26.17532,-31.65826
-27.293627,-33.232376,-24.276009,-30.83338
-31.31235,-30.971275,-22.233746,-27.570812
-23.09229,-29.94367,-18.21064,-28.997425
-21.909943,-26.07112,-18.75764,-27.337486
-23.197655,-22.997875,-18.482582,-23.157846
-30.24454,-27.155544,-24.696503,-21.011507
-28.952332,-19.868153,-26.317734,-22.885899
-28.7147,-22.880833,-23.985435,-28.843801
-29.470243,-27.984001,-23.296085,-35.30642
-32.048866,-21.300716,-26.933035,-26.677038
-29.287178,-18.17999,-23.62473,-26.156313
-31.011017,-21.88665,-22.080029,-25.537111
-32.02294,-27.990337,-20.209862,-28.405931
-30.569489,-22.594748,-19.67332,-23.017405
-34.066715,-20.626947,-20.068548,-25.275297
-38.923485,-22.243458,-21.21315,-26.618004
-35.928543,-27.27099,-23.430069,-24.448795
-35.57481,-30.768305,-21.402246,-28.432175
-39.555344,-30.315573,-22.16072,-24.375372
-35.791477,-29.288908,-29.056612,-27.41428
-26.823236,-35.50095,-20.993977,-22.69601
-28.219063,-34.880596,-19.572994,-20.990566
-31.434826,-28.877884,-20.118023,-24.654734
-29.64077,-26.78891,-20.069107,-22.385147
-34.31218,-26.13044,-20.423996,-21.48941
-34.106586,-27.291101,-25.245342,-26.951006
-29.496998,-24.32601,-23.539715,-24.898277
-23.561697,-26.06731,-21.869764,-20.187035
-21.78019,-25.888096,-26.801613,-21.74924
-25.709385,-27.35042,-24.43668,-28.82589
-24.792059,-28.272747,-24.645872,-28.065462
-23.118042,-26.067299,-22.211823,-29.878695
-24.871044,-29.475819,-29.07595,-32.73378
-26.189995,-28.548498,-31.385399,-28.01136
-29.583635,-26.273752,-28.72471,-24.50236
-26.150108,-28.05029,-29.414818,-24.086563
-28.383951,-32.31311,-31.63683,-26.792023
-35.7296,-23.958412,-20.419886,-26.300562
-31.501486,-20.892164,-17.620167,-25.582397
-30.439953,-26.4562,-23.604195,-30.60601
-34.419453,-25.04936,-26.041334,-31.295464
-29.521553,-27.227215,-22.479177,-23.38147
-28.051334,-23.676023,-23.825935,-19.939577
-37.041668,-24.28129,-25.888523,-27.712088
-30.86917,-26.628134,-23.720747,-26.903809
-28.1188,-28.84764,-26.59291,-22.476864
-31.575672,-23.693523,-28.575607,-21.526041
-34.003105,-28.025248,-20.3922,-27.271286
-28.511938,-25.252575,-22.286379,-29.223831
-24.76853,-25.029655,-28.65632,-24.548782
-26.621122,-24.3098,-28.35917,-24.844448
-33.667767,-22.680452,-24.427633,-25.709602
-36.3183,-26.609537,-24.034916,-30.560963
-30.799488,-21.25978,-25.152306,-23.354187
-28.241777,-25.842848,-23.102324,-22.258108
-31.288536,-32.64869,-25.673527,-31.080992
-33.644726,-27.10255,-24.268555,-27.711702
-32.337585,-24.373003,-27.485046,-27.680256
-29.985922,-22.11834,-27.629528,-30.403315
-34.723816,-26.659323,-31.859528,-28.405605
-27.96365,-25.31194,-23.55645,-34.083363
-23.296545,-20.1397,-28.038652,-28.031958
-23.92685,-19.732971,-25.731718,-23.824347
-26.916452,-21.809288,-29.908936,-27.926023
-29.173904,-28.468245,-26.265419,-27.865181
-25.187145,-24.1165,-22.703522,-27.520905
-26.17109,-17.108833,-21.466228,-28.571218
-26.37064,-20.005695,-22.054712,-23.467445
-27.178822,-24.098972,-19.987,-24.507639
-28.20308,-22.430752,-20.690544,-25.592928
-26.392225,-26.509909,-20.692734,-21.998783
-27.78315,-24.690945,-23.497156,-21.258867
-33.53708,-25.57808,-27.003965,-23.157248
-28.565996,-30.651228,-30.645952,-24.675013
-26.845572,-23.844528,-24.086758,-24.628334
-29.404873,-25.633886,-24.496433,-31.865093
-31.141817,-30.710567,-27.276474,-26.221544
-25.716906,-23.215527,-20.399206,-27.033718
-24.480251,-22.166883,-21.909922,-28.999262
-28.27052,-26.062605,-27.64243,-22.809818
-26.75228,-21.847113,-19.755617,-24.478987
-29.330803,-18.03204,-19.634338,-26.033619
-26.921286,-26.228203,-24.880962,-28.233868
-29.9542,-34.83698,-24.71696,-32.124187
-32.027367,-28.019945,-24.152367,-32.153954
-31.441484,-22.75212,-27.50861,-31.3031
-26.912537,-20.916473,-22.422354,-25.350744
-21.372723,-24.002262,-19.90459,-20.823915
-22.83005,-27.07429,-25.730202,-21.202473
-30.903713,-29.758163,-23.371527,-25.137867
-32.537647,-26.668991,-23.620592,-23.127144
-27.965607,-25.083235,-20.988878,-23.10045
-28.94686,-21.8529,-24.718685,-28.886705
-23.869074,-23.005661,-24.483404,-25.993284
-20.917524,-26.83658,-24.891233,-23.157745
-25.488907,-23.257763,-28.164604,-21.274464
-27.38084,-21.848812,-24.554682,-23.210289
-31.431025,-25.258131,-24.232656,-24.764374
-28.985207,-24.09507,-28.003063,-30.389002
-31.053875,-24.936108,-28.93223,-33.567406
-26.691885,-30.206902,-23.070673,-32.674118
-31.3508,-25.16352,-20.611795,-23.250513
-28.288061,-26.524872,-24.460535,-24.26925
-27.052038,-25.037216,-23.183334,-24.765419
-34.41488,-28.134777,-21.83432,-25.007788
-36.427353,-27.87649,-20.67426,-27.436361
-30.027832,-22.81914,-21.702805,-27.809752
-28.945961,-20.990572,-23.678394,-28.037487
-30.827785,-22.213657,-24.444992,-25.9398
-43.03195,-19.792633,-23.840244,-24.617502
-36.116405,-20.269567,-16.83228,-25.233004
-32.55856,-24.360535,-19.023869,-24.595955
-27.163525,-21.698795,-19.021343,-26.677504
-25.267527,-23.98202,-24.971828,-23.068817
-30.52755,-24.780056,-27.481224,-19.129581
