-26.888416,-25.946918,-30.258009,-27.524357,-25.136295,-22.107773,-24.7333,-29.4822,-20.897282,-35.02802,-23.577679,-25.436577,-20.20326,-25.407045,-28.05408,-18.073565,-21.177626,-19.83989,-23.612598,-31.714449,-29.523006,-21.607456,-20.02498,-27.230038,-20.786488,-24.337711,-19.9609,-27.306477,-20.845573,-24.509825,-27.708776,-30.634125,-22.294683,-26.884243,-25.364882,-27.052837,-25.618732,-29.57284,-33.606377,-24.973917,-36.02133,-23.53434,-21.98103,-24.591629,-26.92137,-18.690592,-31.085604,-19.791573,-19.188192,-31.279423,-31.657022,-21.263481,-25.109638,-28.072233,-24.9197,-22.163353,-23.540194,-28.23435,-22.99765,-25.816086,-26.757998,-22.182339,-22.767387,-28.320686,-26.460161,-30.579727,-32.04979,-31.24013,-24.676033,-26.801739,-24.628208,-26.12803,-23.783192,-21.052334,-25.926846,-23.00869,-25.205389,-21.976526,-8.42491,-3.9593391,-3.3394184,-3.9606056,-3.1009483,-2.7386932,-2.7386932,-2.7386932,-2.7386932
-34.952736,-27.808527,-31.52587,-23.595108,-19.41964,-26.57193,-22.440544,-24.284058,-21.990856,-31.473835,-21.728447,-25.154629,-18.436295,-24.486246,-26.050402,-16.982231,-27.91772,-20.170265,-20.71801,-26.88144,-30.493914,-22.504143,-23.130356,-22.410706,-26.935799,-26.131418,-24.635063,-25.264431,-20.269169,-29.46333,-28.781506,-22.40944,-24.159264,-21.42775,-24.282444,-23.415451,-26.611,-30.311544,-26.307047,-30.0136,-27.763012,-27.074167,-20.832222,-21.48988,-24.232542,-25.098024,-27.795221,-24.402527,-19.934174,-35.324642,-29.517881,-19.042534,-28.52472,-28.023235,-25.619148,-28.48516,-22.5234,-27.23828,-22.629066,-31.072163,-29.302753,-25.633709,-21.188335,-30.89223,-28.245855,-31.812183,-38.13182,-26.990175,-26.589119,-26.157084,-27.452936,-23.557083,-26.690641,-22.966743,-27.253653,-22.054575,-25.391994,-21.414108,-21.776688,-37.192326,-50.881866,-72.635414,-33.032948,-80.0,-80.0,-80.0,-80.0
-34.230713,-23.643269,-38.194992,-21.222593,-22.99862,-42.23698,-19.621185,-27.439775,-26.260426,-34.35055,-21.880856,-27.34471,-20.775034,-26.476168,-23.165157,-23.346087,-27.050282,-27.866272,-23.693813,-27.84581,-28.440193,-26.953905,-28.506834,-24.220528,-23.18834,-25.166977,-25.806116,-28.10542,-25.960081,-27.471151,-31.712141,-26.48213,-21.356325,-24.731264,-30.17959,-25.747313,-27.201921,-26.81073,-20.308098,-25.618654,-21.064362,-26.105,-26.259647,-24.11694,-25.050198,-24.913513,-27.155718,-24.823967,-22.884056,-27.329384,-23.986273,-22.534939,-25.438667,-28.496868,-30.13094,-32.14004,-23.468082,-29.236464,-25.104286,-28.580536,-26.466345,-22.738447,-24.67046,-27.91502,-24.953238,-34.495552,-25.747175,-23.710918,-24.914742,-21.199951,-28.608822,-20.988483,-28.083366,-20.887463,-28.739159,-26.880932,-30.361387,-25.546297,-30.699163,-42.730194,-53.17334,-73.382355,-37.885483,-80.0,-80.0,-80.0,-80.0
-27.32205,-25.520985,-28.7763,-24.47348,-21.396408,-36.017227,-20.977566,-27.343603,-27.621994,-33.619576,-27.603062,-32.08294,-22.935755,-26.764755,-27.076546,-27.293259,-25.02346,-29.727755,-26.614994,-24.144022,-21.709631,-28.606846,-28.219032,-23.341923,-18.546932,-31.251535,-22.612797,-28.049484,-29.570461,-27.417437,-29.281776,-27.34224,-17.024914,-27.559334,-23.05799,-24.131128,-21.382774,-26.755531,-22.590347,-23.507845,-20.610262,-22.85756,-29.169607,-29.030037,-28.972282,-22.69607,-30.02554,-23.754688,-24.275347,-25.61113,-19.33179,-24.55246,-23.056345,-25.63538,-37.456215,-28.027176,-24.281898,-24.249882,-30.474134,-23.124855,-22.233948,-20.297142,-27.903708,-27.692158,-22.77504,-30.632381,-22.45014,-18.78611,-21.298882,-25.84637,-25.57633,-24.60489,-27.760046,-21.589935,-23.959234,-23.851728,-22.638447,-25.033228,-33.52267,-44.770878,-55.077763,-73.50399,-38.82978,-80.0,-80.0,-80.0,-80.0
-24.602903,-29.364965,-29.426151,-23.70868,-29.97876,-25.913113,-17.32883,-30.309582,-29.813915,-33.68358,-29.817879,-27.33057,-27.301107,-26.446926,-29.469988,-26.292114,-27.107147,-23.447638,-26.833273,-24.137028,-24.378185,-23.913586,-28.64218,-25.941326,-22.886547,-31.089859,-21.931904,-30.57388,-30.151272,-24.932335,-31.041843,-24.551228,-19.66016,-28.65578,-19.489094,-18.001072,-20.844114,-23.183662,-35.037067,-25.992638,-23.837996,-24.812695,-29.09052,-24.159843,-35.52885,-24.641819,-28.699404,-23.102242,-27.490482,-25.605495,-19.014587,-27.060192,-19.946,-20.016449,-27.062618,-26.891026,-25.755249,-21.08416,-29.132765,-22.363495,-25.86766,-24.188654,-22.165234,-32.194824,-26.205698,-29.653622,-28.315071,-20.385227,-23.199408,-26.212269,-22.819832,-26.535545,-25.560986,-26.11094,-23.26487,-22.344166,-21.792522,-31.19352,-32.061493,-47.064915,-57.67278,-74.13391,-40.621925,-80.0,-80.0,-80.0,-80.0
-23.723057,-26.583378,-31.005827,-24.411663,-34.38101,-22.164156,-20.384407,-25.092072,-30.4076,-29.38877,-23.515995,-25.679533,-25.40477,-24.445915,-27.714054,-22.34172,-27.23869,-24.871777,-27.900797,-27.62779,-22.534119,-22.754467,-28.753574,-28.09404,-24.36915,-31.314697,-23.461624,-28.069927,-26.658184,-22.338583,-29.52114,-25.388264,-25.901897,-26.676224,-21.326973,-17.923124,-26.153255,-20.127165,-29.99902,-29.2842,-23.327854,-25.621124,-25.0905,-23.73532,-38.173046,-29.764507,-23.036009,-18.079617,-25.744356,-23.848948,-23.044104,-26.412983,-23.16763,-19.60484,-26.213291,-24.506702,-30.715725,-27.08114,-27.04638,-21.600094,-22.628357,-30.535059,-22.000513,-28.869898,-26.502785,-29.77833,-24.55756,-25.088163,-19.258545,-21.609783,-20.840197,-22.063597,-22.656395,-24.941574,-23.718391,-22.797619,-31.131033,-25.665207,-27.57732,-48.61087,-59.535057,-74.83795,-40.949318,-80.0,-80.0,-80.0,-80.0
-22.274849,-24.18045,-29.718914,-25.184534,-27.217194,-19.94812,-27.297943,-26.677162,-27.131216,-27.345291,-23.635906,-25.72645,-33.419025,-27.262426,-30.890036,-27.085424,-23.224903,-26.791628,-29.608328,-22.879463,-25.244,-26.214342,-25.94592,-29.215149,-27.786669,-28.840984,-21.230942,-27.611145,-22.355606,-26.21317,-25.712788,-22.782764,-25.903986,-28.935543,-22.2984,-21.26886,-28.674955,-25.998306,-26.468733,-32.159763,-27.819122,-26.64175,-26.523355,-25.602732,-30.41952,-28.935856,-21.90483,-22.266289,-25.320692,-28.03547,-28.735744,-24.876965,-28.28938,-25.267653,-31.026554,-24.547089,-25.580633,-32.261673,-21.121317,-23.378101,-23.277254,-25.676836,-24.283869,-21.491806,-24.519226,-23.66482,-20.34576,-23.93854,-21.896305,-21.505692,-25.835918,-22.798359,-19.820396,-25.306293,-20.04426,-24.248537,-34.56967,-25.22736,-21.01816,-49.753876,-60.5112,-75.33163,-41.104557,-80.0,-80.0,-80.0,-80.0
-24.36258,-20.049225,-26.855677,-23.36096,-25.503508,-21.050444,-26.33639,-30.721195,-31.69707,-20.315454,-32.793823,-24.182411,-33.025593,-26.765907,-27.103313,-33.97011,-24.21354,-24.27489,-28.303154,-22.498573,-22.395607,-28.575428,-31.046106,-26.303356,-30.95335,-25.717714,-27.12782,-33.311623,-22.273798,-22.538506,-29.262432,-22.408022,-27.553577,-28.817316,-24.08789,-21.975164,-25.76598,-27.16209,-30.0136,-33.45032,-29.190765,-25.326878,-27.009895,-21.046282,-27.94733,-27.588541,-24.66758,-29.633987,-26.587517,-26.729177,-31.472021,-22.430658,-27.650469,-30.106617,-30.739073,-22.189075,-27.930454,-30.333454,-26.521376,-23.757542,-24.568739,-23.006506,-25.271992,-24.03014,-28.467611,-22.33159,-21.772343,-25.02242,-22.920061,-23.166069,-29.295225,-28.676567,-24.809164,-29.636509,-27.468313,-26.047262,-27.873096,-30.9704,-26.609776,-51.277504,-61.918777,-76.59967,-41.90822,-80.0,-80.0,-80.0,-80.0
-28.808971,-21.9542,-25.494526,-23.263988,-27.712164,-25.529282,-19.449371,-25.501865,-26.154217,-19.209908,-33.80593,-26.33265,-28.848682,-22.653818,-23.616571,-29.213593,-23.400953,-27.491909,-29.154266,-23.724743,-22.123808,-25.90139,-30.143654,-27.508791,-27.24953,-24.15797,-24.02149,-26.112286,-20.04765,-24.995714,-24.895794,-22.512024,-26.467148,-22.493565,-23.23956,-21.507278,-26.493774,-28.08826,-24.705025,-35.58025,-23.794252,-26.390263,-28.313196,-25.302565,-29.359303,-29.320242,-19.697987,-30.784603,-28.534744,-24.080833,-31.900791,-23.354645,-32.669838,-26.189589,-22.457817,-21.473358,-22.564093,-26.777956,-33.766293,-23.107119,-23.575768,-21.62821,-25.335344,-27.277782,-29.55401,-25.81361,-23.509884,-19.849342,-25.204868,-21.487133,-30.315304,-35.178677,-23.31317,-22.392574,-28.202589,-21.485168,-19.59716,-30.033495,-24.02166,-51.656006,-62.331146,-76.886665,-40.848236,-80.0,-80.0,-80.0,-80.0
-27.528225,-30.68032,-24.724804,-23.710823,-25.23654,-32.45941,-21.883228,-24.999142,-32.66061,-26.796217,-35.026287,-24.011456,-30.98897,-28.628426,-25.530394,-30.114683,-27.541643,-31.488451,-33.549736,-27.385805,-28.804123,-19.12101,-33.188816,-28.157854,-29.37131,-23.082603,-26.504059,-23.445206,-24.02533,-23.982262,-26.717127,-27.6266,-27.585863,-22.079163,-29.93745,-25.393744,-38.397556,-33.516617,-20.852566,-31.781181,-22.928146,-26.703043,-25.180576,-20.790203,-29.048246,-22.708351,-20.890335,-23.44449,-24.987286,-21.451416,-33.21544,-25.55003,-26.862274,-23.965916,-22.549866,-22.674614,-22.300068,-23.155151,-36.40017,-22.834974,-25.330143,-28.146969,-23.824154,-24.19068,-23.567265,-25.709618,-28.43713,-26.263748,-28.509336,-27.06335,-26.843788,-29.584698,-24.28605,-20.164116,-29.027899,-25.813646,-24.636654,-25.588284,-23.273214,-53.232285,-64.013466,-78.55611,-42.180298,-80.0,-80.0,-80.0,-80.0
