-33.906013,-21.785128,-21.84943,-27.33299,-25.66418,-26.34134,-29.34615,-23.211782,-22.1907,-29.028309,-29.134779,-28.766266,-29.092838,-23.093653,-26.577007,-24.066061,-27.111584,-24.504824,-27.667137,-25.75386,-22.008911,-0.6018715,-0.7544193,-0.97494316,-1.0244389,-0.73153687,-0.5309372,-0.74601936,-1.0960655,-1.0893822,-0.81728935,-1.9705505,-1.3472252,-0.8138447,-1.0329819,0.0,-26.512571,-20.078228,-29.12482,-22.867886,-30.134033,-25.536736,-30.622654,-21.636463,-33.2093,-22.853415,-25.374434,-25.500088,-24.231688,-29.857103,-28.122633,-35.59967,-23.708038,-25.614822,-25.605913,-27.363493,-28.565907,-18.042606,-26.85296,-29.030447,-29.82622,-24.031525,-26.109081,-28.412483,-21.607862,-28.336683,-26.959429,-26.737131,-21.977665,-22.05978,-20.834839,-24.241665,-22.683117,-30.340946,-26.709019,-22.864758,-29.502,-26.20911,-28.355272,-22.36034,-31.273829,-33.84831,-22.005451,-27.089909,-30.5969,-24.953955,-29.393656,-25.93747,-29.366392,-20.462881,-25.118208,-22.741093,-28.336514,-21.968689,-27.23308,-22.735744,-20.252048,-24.892998,-24.797405,-25.490334,-26.191721,-27.219248,-25.62916,-29.104107,-23.32499,-18.440063,-26.609213,-22.339985,-24.799809,-23.940498,-23.91326,-22.343315,-30.014236
-32.26991,-25.268473,-32.13413,-26.11894,-27.337297,-25.65034,-26.459286,-19.37986,-23.675581,-21.096495,-25.657085,-26.286457,-26.238674,-23.426355,-24.237785,-20.06373,-23.418932,-19.815334,-28.81162,-23.353819,-20.023975,-10.233524,-29.241241,-30.43745,-32.14286,-36.187668,-30.429296,-23.437805,-29.81743,-38.04424,-22.270884,-25.717152,-31.207973,-28.270426,-26.087578,-10.891083,-23.43669,-23.82893,-23.66819,-24.154217,-29.860228,-28.18847,-21.15585,-24.118927,-26.76906,-21.380457,-22.466888,-22.62107,-18.002335,-26.399055,-27.346079,-29.970972,-27.546322,-26.521334,-24.839573,-24.523066,-32.895966,-19.4712,-20.34093,-28.530708,-30.457745,-29.035582,-33.670113,-24.192528,-25.364515,-29.816528,-24.210161,-18.47849,-23.604828,-24.899807,-16.955452,-24.189611,-28.596804,-18.677612,-26.837622,-23.198305,-27.224987,-32.097324,-26.671999,-24.344753,-26.307568,-26.485952,-29.712177,-31.753716,-23.223778,-23.601791,-34.363148,-21.398563,-27.825119,-30.128025,-23.3708,-22.145622,-26.811571,-23.31446,-27.964764,-29.162407,-24.623343,-23.866817,-20.22158,-22.766338,-26.069918,-26.248182,-25.86902,-28.26822,-27.098757,-22.775543,-25.963684,-20.817686,-38.2011,-25.056688,-18.515484,-22.640625,-24.62009
-34.15437,-29.889511,-28.075584,-21.704517,-28.154325,-22.907145,-22.466629,-16.521503,-22.759306,-21.317995,-25.985582,-23.722517,-27.501305,-28.55322,-24.883026,-18.459892,-21.690268,-25.777351,-27.973522,-22.660606,-23.211273,-14.742277,-31.672213,-31.062113,-32.710136,-32.131836,-24.565063,-21.839369,-22.932493,-24.335981,-29.226606,-22.828598,-30.073162,-28.919975,-27.58982,-16.260248,-20.247517,-27.211277,-19.85115,-25.61327,-26.931961,-30.56954,-22.171165,-26.778751,-23.331682,-19.36409,-22.466394,-25.37236,-19.799881,-27.175917,-29.649437,-27.559093,-23.157122,-29.870049,-25.322758,-23.611725,-27.860678,-26.882423,-24.535261,-22.967543,-31.483757,-27.536236,-26.207367,-25.347998,-34.328083,-26.424911,-25.871338,-21.783417,-32.572567,-27.516588,-22.615139,-23.90709,-22.586815,-17.142084,-31.997725,-30.657032,-22.513422,-28.482092,-22.116573,-22.603386,-26.763943,-25.25052,-25.93666,-29.418547,-22.436455,-25.792273,-33.400246,-24.184145,-23.603146,-26.205051,-22.508,-24.8357,-27.641985,-24.63689,-22.515614,-27.567314,-21.437042,-21.70515,-25.509602,-21.148602,-28.15976,-27.951105,-26.05939,-20.990154,-25.241474,-21.961185,-25.883722,-25.276442,-32.945457,-29.023054,-22.922714,-24.34036,-27.383228
-30.568058,-26.889505,-26.95602,-19.886444,-24.318913,-25.382181,-18.461834,-21.948301,-21.64666,-28.496746,-27.742405,-26.775915,-22.204117,-28.761837,-21.358343,-23.816715,-20.290813,-33.03129,-30.84459,-21.856174,-20.607885,-14.939543,-34.16428,-25.894896,-36.577923,-29.890112,-27.49763,-22.700848,-22.194134,-22.227386,-34.85375,-25.28579,-23.459969,-30.72725,-28.995817,-17.936352,-22.324806,-25.566837,-18.409985,-20.61594,-20.409706,-24.749865,-22.718407,-25.670172,-24.838078,-22.1109,-17.978952,-25.459095,-25.348003,-20.61587,-25.990656,-30.324389,-22.99467,-28.294825,-26.365782,-20.78811,-31.290073,-22.948298,-21.635586,-26.330732,-30.702799,-31.007473,-26.021347,-25.938868,-30.7624,-27.82766,-30.976612,-31.42135,-25.359869,-32.73054,-25.050037,-23.340382,-24.851028,-23.664566,-21.99258,-27.016167,-22.973759,-24.04314,-23.659359,-25.973888,-30.056746,-26.2181,-22.957888,-25.619188,-24.807861,-26.085169,-24.861649,-29.087206,-22.96346,-21.238827,-24.586388,-19.135313,-24.036112,-21.473663,-20.969608,-29.36178,-24.239853,-21.324242,-24.493757,-23.259123,-28.645994,-26.520771,-19.362114,-18.851782,-30.509583,-20.708822,-21.684479,-28.25708,-27.868551,-25.491688,-21.013865,-26.42334,-21.539701
-28.441158,-27.317198,-38.6567,-25.344194,-22.11724,-25.118637,-18.633747,-19.951292,-21.18927,-30.934212,-28.930511,-23.524233,-21.202957,-27.38607,-23.696842,-28.879549,-18.631481,-30.391123,-26.063423,-19.631504,-20.667229,-16.512281,-27.75299,-27.692783,-33.611305,-29.186064,-36.170765,-27.537567,-22.026161,-28.764381,-29.35664,-29.076834,-23.22305,-26.370464,-24.146515,-22.051334,-20.367092,-25.626863,-16.682411,-21.444014,-21.979868,-21.714384,-19.5957,-32.4925,-23.926575,-21.75965,-25.203949,-29.340712,-26.67031,-20.632294,-26.242521,-26.561176,-25.33936,-21.903591,-24.589893,-24.983679,-28.887203,-27.340454,-20.670332,-30.72274,-24.435703,-26.085278,-28.439451,-26.08968,-31.911016,-23.613628,-21.689293,-30.132137,-20.844488,-23.373203,-27.951012,-26.9739,-24.354733,-21.943623,-20.591251,-27.727034,-26.743357,-24.879936,-33.10556,-26.400078,-24.06083,-24.796976,-28.081472,-22.123814,-30.897587,-21.290958,-26.193817,-32.264614,-25.271114,-23.394722,-25.805916,-17.874327,-23.795797,-24.301476,-22.332188,-33.302006,-28.086098,-29.701586,-28.34314,-31.734085,-29.820196,-25.332062,-19.676542,-21.181995,-22.699451,-25.302128,-22.020916,-30.6741,-26.106077,-21.739225,-27.230314,-32.345108,-24.612436
-24.702087,-23.86961,-33.968166,-31.853588,-26.541107,-28.203829,-26.292131,-16.101288,-23.866035,-30.678524,-21.09152,-23.733522,-19.87215,-21.743376,-22.807783,-30.41134,-22.390549,-26.49908,-21.430408,-19.663242,-27.60748,-18.9726,-22.112444,-27.707115,-33.451862,-30.478624,-28.245718,-23.450676,-24.125172,-26.45347,-24.827353,-25.766327,-24.178453,-23.656162,-24.618006,-20.245762,-24.538471,-23.778557,-19.290867,-25.365,-25.564684,-25.184904,-24.556942,-35.70823,-25.557623,-25.099878,-25.589392,-27.24272,-31.23631,-20.757303,-28.929737,-27.139282,-27.134407,-20.715714,-24.440365,-28.273926,-30.55886,-29.624825,-25.584244,-27.736246,-21.216099,-29.308157,-23.462494,-29.399763,-30.34555,-21.623104,-20.565826,-26.01001,-23.584278,-23.707233,-20.07771,-23.72122,-21.023043,-22.239252,-22.406971,-28.398926,-30.075037,-24.217125,-31.950735,-24.102564,-24.601814,-24.487164,-27.94996,-23.37742,-27.581837,-22.991844,-29.307793,-29.767988,-22.568995,-28.008844,-27.377356,-25.661264,-26.31733,-24.06332,-23.748682,-29.20005,-26.54566,-32.30362,-23.693855,-33.099537,-24.057074,-27.383339,-26.12906,-27.949543,-18.562809,-25.199858,-24.606491,-26.804558,-22.76052,-23.055882,-33.875854,-25.190844,-28.440687
-25.69031,-20.496496,-26.829521,-25.633953,-27.901237,-27.710316,-25.606213,-18.990097,-22.245192,-20.88739,-18.790379,-28.044012,-19.394873,-20.349245,-26.018188,-24.633293,-21.005543,-24.947275,-17.6709,-23.706156,-23.228348,-19.6461,-24.453453,-27.304523,-32.48671,-25.478819,-23.998955,-23.63117,-25.96547,-25.738993,-25.838387,-26.686836,-24.667002,-25.24731,-26.871197,-20.77733,-33.79765,-19.282188,-22.48609,-25.438261,-20.371748,-19.498405,-24.01803,-36.971424,-25.066603,-23.5915,-24.537474,-27.295372,-31.132252,-21.087643,-23.903584,-29.227499,-24.406693,-28.06495,-26.482878,-24.354982,-31.021873,-21.328297,-28.259514,-23.975548,-21.744473,-23.820873,-22.584423,-26.016771,-28.577017,-28.650831,-21.80764,-27.006653,-25.072172,-23.88928,-20.162098,-19.83348,-22.309917,-26.306522,-19.827047,-23.366945,-31.78198,-27.241512,-23.641975,-25.816338,-23.982079,-27.505548,-24.724215,-22.848663,-27.573236,-23.52531,-31.232115,-28.39006,-23.622047,-27.571836,-25.455908,-26.533026,-26.099648,-28.940958,-28.475637,-23.77412,-26.833332,-30.259443,-21.815208,-34.402214,-21.547218,-25.611977,-24.09058,-31.723688,-21.1314,-30.439604,-25.525795,-23.955202,-26.160837,-29.438337,-32.71377,-25.450335,-28.266712
-25.6517,-18.338495,-25.595034,-21.63765,-24.334251,-28.818325,-23.253176,-30.722956,-18.4128,-23.981613,-23.38721,-26.043987,-27.020357,-21.582767,-21.538158,-22.170145,-18.637022,-27.54467,-21.343853,-19.626984,-25.619602,-18.831465,-27.927052,-26.316252,-26.385088,-22.500782,-29.435886,-23.792788,-26.332281,-28.408882,-23.437305,-27.298971,-25.296017,-27.432365,-25.551483,-27.706818,-31.51635,-22.30935,-22.39443,-27.195967,-17.06955,-18.190407,-23.654415,-26.534367,-30.22567,-22.41773,-32.522385,-34.551888,-26.24625,-28.21944,-25.510715,-22.964949,-20.563843,-24.032825,-28.540567,-24.597446,-23.990307,-25.451715,-28.588058,-25.964323,-26.255482,-21.37263,-24.274902,-23.553894,-24.312979,-23.660727,-23.801651,-28.81271,-26.828642,-26.023127,-23.793484,-28.13499,-23.586195,-27.502913,-22.29134,-23.529432,-32.682102,-33.512894,-27.373396,-27.333101,-20.646439,-22.371506,-28.673294,-26.988106,-27.530859,-30.691711,-27.51208,-23.103373,-25.232956,-32.49661,-23.261747,-25.139706,-21.828205,-23.949165,-30.283752,-25.469017,-31.214462,-25.469633,-22.55307,-29.097643,-25.832115,-28.217392,-22.677628,-35.459896,-26.922405,-23.399065,-26.608564,-25.858877,-26.571106,-29.991903,-29.022108,-23.177917,-27.49243
-22.058632,-21.241455,-19.113602,-25.248604,-25.49767,-31.32864,-24.36485,-23.278412,-19.164038,-22.539444,-18.048714,-29.549425,-23.782574,-22.392082,-15.674765,-20.699474,-18.46756,-21.858458,-24.129673,-18.822222,-23.291958,-23.637009,-24.381117,-21.902615,-25.62304,-25.260944,-25.54879,-23.381725,-22.232063,-26.98621,-23.845894,-25.980373,-30.108278,-31.852045,-25.790276,-38.572285,-21.281162,-21.971031,-21.700869,-24.414627,-17.860651,-21.446377,-26.79165,-21.00681,-26.934431,-29.91124,-30.606379,-26.674717,-28.823565,-22.058422,-21.24678,-19.634535,-20.826473,-23.180832,-24.626047,-25.01067,-21.092289,-23.616486,-26.237476,-22.977379,-26.553797,-23.22248,-21.965593,-19.892712,-27.02705,-24.836552,-26.986866,-27.115215,-34.625538,-25.487864,-22.764765,-30.739252,-27.17799,-20.135376,-18.056149,-26.959824,-31.881401,-23.413952,-25.13049,-26.281689,-26.32511,-23.120132,-26.873833,-28.004417,-25.728176,-25.346539,-19.547277,-23.36903,-21.776451,-30.32369,-24.485634,-21.81345,-23.07153,-20.173492,-29.143663,-21.934597,-21.841196,-25.088161,-18.599047,-20.134605,-22.941334,-30.627077,-25.236883,-32.661865,-26.403177,-24.046352,-28.523945,-28.854353,-22.920895,-25.733665,-29.716913,-20.852411,-25.384975
-21.108143,-31.192007,-18.321232,-25.140425,-35.04531,-36.41803,-24.662718,-21.484917,-26.510738,-24.453619,-21.979378,-28.651352,-22.56859,-22.972454,-21.212852,-21.668528,-21.975016,-24.570457,-22.353584,-24.109268,-24.062077,-31.18984,-21.139671,-25.23984,-31.307932,-32.83247,-22.317461,-30.61736,-24.580154,-22.384167,-23.887577,-19.796204,-34.031326,-27.924614,-26.445656,-26.797337,-17.895931,-27.11212,-19.013687,-19.093977,-23.956617,-22.02681,-34.322487,-22.75856,-34.890633,-25.48566,-28.592592,-25.94589,-23.409668,-27.520086,-22.736773,-20.22242,-26.2944,-23.772793,-29.190102,-26.77116,-22.80613,-25.73724,-23.138094,-23.365984,-22.887295,-29.852348,-24.297255,-22.852041,-25.755295,-29.177038,-27.787594,-27.069725,-28.720694,-23.872477,-29.792652,-32.16783,-24.637135,-17.413734,-21.919867,-27.428894,-28.647646,-22.503708,-23.02741,-25.365057,-27.473242,-26.564554,-30.86584,-37.674133,-28.430435,-27.730515,-20.988914,-31.02451,-25.515102,-29.119518,-23.33717,-22.80967,-28.097528,-22.166155,-29.035604,-25.636765,-23.825275,-33.908638,-23.762363,-22.141096,-24.968864,-29.64273,-22.391335,-26.766453,-24.153334,-32.890438,-27.755041,-21.122635,-29.281967,-25.476616,-25.226307,-23.209126,-31.499687
