-29.364098,-30.362389,-19.324238,-22.414919,-17.118092,-24.596924,-23.975277,-17.465311,-18.818111,-18.043772,-20.96352,-22.910164,-16.099566,-21.033855,-24.346226,-26.942707,-21.344048,-16.81698,-20.655529,-21.268467,-30.045849,-19.918295,-20.20213,-20.197466,-20.33159,-16.319613,-12.136845,-18.466505,-19.680466,-13.322454,-18.083784,-14.28791,-2.9915657,-2.9162674,-3.7594337,-3.4315224,-2.9605522,-14.012005,-19.108973,-18.48986,-16.419674,-18.119774,-19.97345,-21.878979,-16.809761,-20.79168,-19.705866,-16.097523,-18.528242
-22.620062,-26.752735,-22.9091,-21.781143,-24.851332,-23.225584,-18.170332,-14.332172,-16.790913,-11.463203,-16.671122,-22.44889,-14.05932,-18.364023,-21.925972,-19.132893,-19.565601,-21.78109,-26.24731,-25.677402,-26.067019,-20.605429,-24.330578,-27.508825,-23.130539,-12.560455,-13.44799,-10.7777195,-15.916157,-11.438904,-15.569744,-11.502157,-25.15178,-16.904541,-16.678589,-27.062948,-22.027739,-16.813992,-24.915333,-21.266005,-21.313086,-22.396233,-27.797546,-24.381279,-22.311815,-25.438385,-29.673454,-20.971607,-16.67134
-23.47525,-24.489243,-23.481937,-21.57456,-16.607075,-23.647411,-16.251059,-16.89142,-14.039017,-12.22015,-14.822231,-12.710815,-12.196585,-12.235565,-11.325928,-18.549448,-17.838123,-21.983837,-23.129738,-29.859861,-22.504875,-27.953098,-24.478436,-28.272774,-21.485498,-9.672264,-17.102734,-14.673229,-20.685135,-15.95929,-15.158703,-15.190758,-26.393206,-20.414604,-13.849693,-31.350052,-19.698555,-27.346445,-29.356,-23.234243,-23.193827,-18.11242,-17.92445,-29.041412,-21.337036,-22.058598,-25.051237,-17.656687,-20.128212
-29.11737,-26.285334,-19.500687,-15.593338,-11.767994,-19.348457,-15.6526985,-17.458134,-13.538826,-12.5988865,-9.70985,-10.352362,-12.625027,-15.011105,-11.888971,-15.029709,-19.993252,-26.935198,-27.306095,-20.866522,-19.719498,-26.444239,-18.9124,-22.549034,-13.760084,-8.66271,-10.583065,-10.946678,-17.27664,-20.240295,-22.104126,-20.999823,-26.971329,-19.827019,-16.758305,-23.64253,-21.245783,-28.559483,-22.361399,-24.046175,-23.843126,-16.02715,-14.920933,-26.383404,-29.230556,-24.47461,-25.7529,-23.305458,-28.548801
-28.599655,-22.393417,-22.098438,-18.91806,-18.412891,-22.338646,-20.854624,-23.1403,-18.639946,-19.675755,-14.292967,-17.805614,-16.29955,-15.0692425,-23.903221,-21.181025,-22.651749,-29.391161,-28.38008,-22.2329,-23.221472,-27.217648,-15.888401,-20.013512,-15.01812,-11.095112,-10.199335,-10.410908,-24.161036,-16.822914,-22.489536,-20.267834,-28.64644,-19.089186,-24.770596,-24.280169,-31.780308,-23.974312,-22.362772,-30.907337,-26.424692,-19.350979,-19.029282,-26.245815,-28.43806,-28.404305,-21.140932,-24.738922,-22.664703
-28.943459,-22.499989,-24.149494,-29.493095,-24.836521,-19.56823,-19.817541,-27.425262,-23.238605,-17.789473,-20.0551,-23.768238,-16.959248,-16.159163,-24.586971,-18.143444,-21.370758,-25.417305,-23.458086,-28.060291,-22.901596,-27.786789,-20.10358,-19.121738,-21.980717,-15.80422,-15.087172,-17.651714,-30.211384,-19.596436,-23.517117,-21.558426,-32.144455,-22.623907,-27.211157,-26.960575,-30.742193,-23.729046,-20.833721,-25.346066,-26.403019,-22.296196,-18.789394,-21.776934,-25.475374,-25.87635,-24.548252,-18.974445,-23.88026
-25.80239,-22.551178,-24.077755,-22.521008,-29.11175,-22.623997,-20.697979,-22.243488,-23.681053,-17.013845,-26.648975,-23.485817,-21.011978,-19.548817,-19.179562,-13.484856,-21.871319,-23.463715,-17.001823,-23.063023,-21.231443,-21.304695,-25.727184,-27.42632,-21.255203,-17.02813,-21.199713,-16.80899,-24.058987,-24.865171,-18.172865,-23.140894,-32.21577,-22.620163,-24.12547,-23.761139,-30.470259,-19.662176,-17.744083,-24.790726,-23.017632,-24.575907,-22.449587,-21.94672,-21.790867,-24.534805,-33.20698,-20.900597,-21.884266
-25.50342,-25.46181,-20.03957,-24.432083,-31.989952,-27.286234,-21.512161,-17.19862,-20.041882,-25.128965,-23.728474,-22.697052,-20.851427,-24.717482,-19.66107,-13.123764,-25.942474,-21.741386,-16.843542,-23.865326,-24.767508,-22.554974,-27.593044,-23.627132,-20.443176,-16.619604,-19.309944,-20.682343,-24.514942,-29.49391,-19.186668,-22.87751,-40.409878,-23.335167,-27.109854,-26.262787,-28.60851,-26.182152,-19.804792,-35.648956,-29.514797,-23.68483,-23.027771,-22.13352,-22.681358,-20.349148,-32.310658,-22.188732,-19.95736
-29.10955,-26.403984,-22.146595,-20.818048,-24.48584,-22.322536,-17.81388,-17.269188,-22.561024,-30.481625,-20.93483,-23.705807,-25.630579,-19.58474,-18.660286,-16.468277,-27.312101,-16.930607,-17.577993,-19.014055,-26.424828,-16.897686,-22.98822,-17.237766,-23.555397,-18.225098,-19.14659,-25.805912,-23.58668,-25.07951,-20.53395,-20.776928,-33.957115,-24.759716,-29.822287,-29.88237,-31.135622,-26.730736,-23.563488,-27.048801,-28.041851,-22.539013,-26.52711,-25.45782,-29.264437,-22.74342,-28.507524,-22.653187,-19.320126
-26.648098,-24.854113,-24.84494,-23.073769,-23.486866,-21.501677,-14.757759,-21.98796,-24.090786,-26.018578,-24.617023,-24.263927,-23.09514,-21.366259,-22.432,-18.14543,-23.571331,-20.353643,-16.700747,-21.512484,-21.741505,-22.15154,-20.871937,-20.747269,-26.21373,-22.763279,-27.816666,-27.065914,-22.385641,-23.376404,-21.10291,-23.736227,-29.630928,-30.447834,-31.066261,-31.647593,-30.571695,-23.039577,-26.981457,-22.557285,-25.5632,-24.474394,-27.810204,-30.014174,-32.775978,-27.023426,-26.215824,-18.745758,-25.396935
