-3.8146973e-06,-10.566387,-25.703423,-22.426407,-24.98796,-19.482037,-23.077593,-23.480654,-23.235306,-21.162193,-20.863329,-20.562988,-21.670933,-20.621574,-19.51788,-5.3222313,-5.2964325,-5.3389587,-5.2291603,-5.381981,-16.432093,-22.292265,-21.447886,-22.445633,-22.34282,-23.199894,-21.8838,-24.954565,-27.99515,-28.900917,-28.998804
-7.1629295,-14.288338,-32.17926,-35.81148,-31.773216,-33.387077,-40.929924,-33.166977,-33.366642,-37.14031,-28.434547,-32.56424,-34.932583,-34.684544,-23.35152,-35.02706,-36.29607,-35.872963,-36.73377,-38.29137,-20.290897,-36.330887,-31.652027,-35.68394,-40.02604,-30.992664,-33.622307,-35.917614,-35.054073,-47.044823,-37.15257
-12.543076,-19.841707,-37.131245,-35.55358,-36.11795,-38.56093,-38.433983,-43.941765,-31.168566,-38.751694,-27.722809,-35.620388,-35.44859,-28.907063,-26.806988,-36.34984,-30.812162,-38.385307,-42.801212,-37.59655,-25.499928,-40.173676,-34.533043,-40.58948,-38.41194,-35.84521,-35.848866,-35.347176,-33.488663,-41.301876,-33.039146
-14.877058,-24.351349,-36.67978,-29.307259,-38.010212,-37.51737,-34.84551,-40.870712,-29.431526,-32.92765,-33.334312,-33.863174,-31.600475,-29.523586,-29.706148,-37.341164,-35.10981,-33.767338,-38.372505,-36.314613,-29.90446,-40.155224,-37.98015,-40.561028,-38.2604,-33.4399,-32.360855,-36.954067,-33.164658,-35.951546,-33.789265
-17.127777,-23.025198,-31.829967,-30.79311,-37.07257,-36.829258,-32.753796,-34.15519,-33.96575,-34.636242,-40.505276,-32.38115,-35.040462,-32.310898,-29.70894,-32.92701,-37.45272,-33.773045,-32.35421,-35.93385,-25.612362,-36.200653,-35.26682,-37.826527,-37.053535,-31.200233,-29.998106,-40.100136,-35.287155,-30.472424,-33.973743
-18.774246,-26.952381,-34.917797,-33.89443,-37.150776,-35.502335,-29.044172,-32.36196,-37.691833,-36.735428,-39.115074,-40.012726,-33.448566,-34.889156,-27.180244,-33.54773,-37.799145,-35.64003,-34.436775,-35.426945,-24.064266,-39.397926,-35.586502,-32.759926,-43.045662,-35.772556,-30.68211,-35.53045,-35.964104,-28.906342,-38.46215
-19.922977,-25.074478,-35.617382,-37.52341,-34.441895,-36.66488,-31.50552,-37.414116,-39.414555,-41.833332,-34.239716,-32.01144,-32.38871,-36.542965,-29.403357,-35.022854,-30.353548,-34.89012,-36.358387,-31.245361,-31.388355,-40.916737,-39.826313,-32.071434,-44.546917,-37.853603,-31.220207,-34.538765,-33.699417,-29.20897,-35.91124
-21.52067,-27.282585,-41.78865,-31.61664,-37.460144,-30.980684,-33.911213,-36.851906,-34.23763,-39.73351,-30.741718,-33.723343,-32.0579,-31.81719,-38.670357,-30.028801,-31.077553,-32.033726,-33.576897,-34.20739,-31.219221,-43.99379,-42.360092,-33.171726,-38.84297,-37.753983,-37.513264,-35.792015,-33.07852,-32.98105,-35.32116
-21.946745,-29.163673,-41.65839,-29.762497,-36.594124,-31.01318,-30.512045,-34.041412,-31.935781,-44.12682,-33.46453,-39.895515,-30.972935,-33.502163,-33.926426,-34.3134,-28.128395,-26.936186,-29.979303,-32.26249,-32.057205,-45.515465,-47.673264,-33.96605,-41.501328,-45.87501,-34.119904,-30.928295,-34.247356,-34.892406,-35.010296
-23.609524,-28.810402,-43.511494,-38.60735,-32.159695,-34.119003,-37.30102,-32.49804,-40.58227,-40.49951,-34.042126,-33.740658,-34.536034,-37.87013,-37.064445,-38.021393,-30.54798,-32.022034,-32.330627,-39.59711,-33.825073,-40.059315,-36.45952,-34.485855,-38.64159,-41.16804,-35.147625,-32.472855,-38.113426,-31.011698,-31.804893
-23.718105,-35.0634,-41.301056,-33.897636,-32.82907,-35.14995,-30.291775,-30.0475,-40.706398,-36.274464,-33.451096,-32.174843,-37.43825,-29.989115,-34.477062,-31.45673,-32.607635,-35.934807,-31.08725,-38.45642,-31.751484,-38.673588,-32.141434,-38.337025,-32.85791,-35.892117,-33.452766,-32.78923,-39.529865,-33.35122,-33.840122
