-28.147923,-24.700474,-22.202196,-16.77946,-30.782673,-16.227177,-24.841375,-23.075928,-22.492844,-23.538502,-24.344526,-23.316557,-21.6909,-19.992159,-16.675608,-14.927568,-21.618805,-27.603046,-18.411974,-24.266922,-22.44934,-23.173782,-24.091648,-21.293385,-25.539371,-28.218597,-23.786425,-24.799469,-24.293135,-24.273767,-20.55606,-27.01213,-17.595974,-16.68972,-18.823675,-17.686268,-16.029276,-20.56144,-16.562374,-13.472748,-18.188843,-17.250225,-3.1152992,-0.20106506,-0.20106506,0.0
-25.731724,-24.154045,-16.156801,-15.523247,-16.022816,-16.782457,-25.671457,-19.81197,-22.939146,-28.023775,-26.61982,-29.196465,-18.08209,-19.231382,-21.187584,-15.534554,-16.624245,-22.509113,-12.529127,-16.28777,-24.689587,-19.097496,-14.487083,-19.424376,-22.912045,-29.635857,-30.9589,-27.640427,-23.680407,-24.144028,-21.852383,-18.93869,-20.051517,-16.622946,-21.03421,-15.687733,-14.583935,-23.520306,-18.928997,-15.535179,-17.605057,-19.845686,-14.473942,-80.0,-80.0,-28.160252
-20.28556,-20.544893,-11.205351,-11.705038,-12.261757,-18.869484,-20.057137,-19.870245,-24.71379,-28.75199,-26.945063,-28.087114,-19.336071,-16.344946,-8.887453,-12.266169,-13.822319,-19.993355,-11.896067,-15.366949,-22.23338,-18.138994,-15.563797,-23.888638,-25.2499,-24.238058,-28.088373,-24.46727,-23.941322,-23.097647,-18.49554,-18.760143,-22.788288,-22.478905,-19.942543,-15.09186,-14.845057,-24.854,-22.522223,-13.968306,-21.971579,-20.775064,-19.708086,-80.0,-80.0,-29.943623
-20.03018,-13.406036,-13.093014,-12.90242,-15.414303,-16.552069,-15.075912,-12.643993,-22.068989,-29.42309,-26.386097,-24.046934,-23.62677,-10.555489,-9.372553,-11.277727,-11.480352,-13.727999,-10.1645565,-14.270683,-21.74305,-14.757889,-16.66248,-25.623947,-20.778912,-18.810802,-27.81598,-22.857628,-21.604181,-23.366598,-21.302448,-21.590595,-18.348995,-21.032852,-18.49217,-15.259029,-19.158253,-20.854635,-19.82893,-14.54269,-19.612719,-17.284275,-22.031038,-80.0,-80.0,-31.319952
-19.732555,-4.3932343,-8.541077,-7.210573,-14.528271,-19.793205,-18.681536,-15.6457615,-21.854792,-23.23762,-21.696445,-24.452972,-23.254059,-5.795374,-8.576382,-10.000561,-9.479691,-4.135027,-5.170664,-4.9721355,-4.077736,-5.36467,-4.883938,-4.562561,-3.8019695,-3.8309307,-5.0481434,-4.4708405,-4.154543,-4.351856,-4.6109047,-5.229931,-3.8347816,-4.483116,-5.252743,-5.2397804,-5.4429245,-9.296591,-9.314138,-5.8013725,-8.981337,-11.823635,-24.217861,-80.0,-80.0,-33.5352
-18.511114,-6.5184307,-7.653696,-8.711081,-14.434486,-13.419952,-17.582573,-14.393261,-23.67993,-25.983202,-21.026955,-18.595234,-17.603067,-13.182993,-8.642815,-11.635317,-5.5151596,-4.3238583,-7.6629086,-3.2081833,-2.974434,-4.4554787,-3.1723557,-2.015194,-2.8588562,-2.741829,-2.4294739,-3.1355934,-3.264946,-3.514511,-3.0105286,-3.8178387,-3.2152443,-3.8440418,-4.2980003,-5.6321735,-4.346651,-8.71612,-6.709633,-5.0306015,-7.730364,-13.19322,-25.709518,-80.0,-80.0,-35.54303
-15.728413,-14.67667,-14.04491,-13.955244,-13.074694,-13.478071,-8.299473,-15.427269,-22.620735,-24.084898,-18.456825,-20.251698,-14.591839,-18.02945,-10.125748,-18.468752,-9.488358,-12.537519,-14.3390045,-12.376881,-15.906462,-13.537399,-12.3300705,-12.68096,-15.160713,-15.0826645,-13.289942,-15.924501,-16.236473,-17.92384,-15.451155,-16.653774,-15.648352,-16.619368,-12.141949,-14.867191,-17.578167,-12.5268,-14.716028,-13.19404,-8.669281,-11.497223,-27.152346,-80.0,-80.0,-36.94078
-15.165688,-13.597828,-7.6986504,-7.2227287,-5.500145,-6.718611,-4.239702,-9.168196,-14.001358,-15.916954,-14.114796,-20.511837,-6.182064,-13.905947,-13.056921,-11.739065,-16.550503,-14.773308,-15.641153,-19.180292,-23.749668,-15.380754,-16.471663,-28.137657,-19.255238,-20.025757,-25.636103,-25.790253,-17.963821,-24.462305,-19.520348,-19.398737,-19.053009,-20.596596,-14.544355,-11.339558,-15.479338,-8.098621,-11.999153,-14.542679,-7.8019657,-4.4711456,-28.94433,-80.0,-80.0,-38.463467
-15.229115,-11.863033,-9.4110985,-9.019396,-9.256243,-7.718584,-9.714581,-9.327326,-14.666166,-13.600307,-8.522463,-16.893944,-8.363216,-15.280209,-15.645742,-6.043686,-19.056696,-20.771978,-22.864847,-19.647125,-18.755445,-19.54677,-15.112192,-20.276968,-22.575768,-28.171906,-27.04106,-35.864155,-18.983656,-25.141354,-22.582497,-16.511774,-22.037745,-13.72352,-15.177109,-12.973759,-12.963993,-5.8328,-13.826843,-14.905977,-11.904987,-7.9617405,-29.128607,-80.0,-80.0,-38.71561
-16.666058,-15.97514,-16.776579,-16.678076,-15.038982,-18.886843,-20.701447,-20.64986,-22.532385,-19.924173,-14.531239,-17.48227,-26.182037,-22.276155,-19.51858,-11.247433,-17.52436,-29.992378,-27.781311,-22.26591,-22.161575,-23.501446,-18.274351,-21.039341,-25.823278,-34.795563,-28.351479,-36.196022,-25.33763,-25.108492,-24.878922,-21.860754,-22.270618,-13.439283,-17.133099,-15.00005,-15.835169,-11.159592,-8.720657,-12.236126,-18.595873,-18.701141,-30.52433,-80.0,-80.0,-40.33763
