-30.526161,-19.762098,-24.708935,-21.869669,-23.033638,-23.258316,-26.05966,-25.750137,-21.859514,-24.143251,-20.315594,-22.84142,-19.203173,-17.678032,-21.219013,-18.264898,-27.10353,-22.984606,-23.89027,-22.961487,-25.728867,-26.259222,-21.30313,-19.25341,-21.927982,-19.979189,-23.62512,-24.906301,-31.12149,-24.532167,-24.019411,-21.413624,-21.123802,-23.570297,-23.18589,-24.58274,-22.88048,-21.832977,-16.031685,-21.581625,-22.36065,-27.921743,-21.574465,-20.156925,-26.079983,-20.117382,-22.857498,-19.8688,-22.19703,-22.467491,-22.446083,-20.866867,-23.291794,-21.946436,-21.624046,-31.034943,-22.646856,-18.858273,-24.525745,-32.25024,-21.11263,-15.947893,-19.207539,-26.456064,-26.331324,-17.07727,-20.847683,-15.686819,-21.952505,-26.068596,-22.579315
-30.084278,-25.875238,-24.617764,-19.625116,-23.416986,-22.72094,-24.9328,-23.63758,-18.933706,-18.7114,-22.091091,-29.440882,-18.36745,-14.334576,-23.345798,-23.48756,-23.211449,-25.577246,-25.160156,-27.55583,-19.767586,-23.6073,-38.304955,-23.358805,-23.738197,-22.660204,-30.100864,-24.277016,-22.545345,-21.392708,-23.197683,-25.189878,-23.981041,-23.335415,-26.674433,-19.74377,-21.370869,-21.863304,-18.513412,-22.01345,-24.358837,-26.564083,-18.887173,-22.112097,-23.125992,-25.656158,-22.1231,-20.640438,-22.07987,-23.908482,-21.239702,-25.897314,-21.05494,-23.466093,-31.774286,-27.23977,-20.140331,-19.28489,-22.415648,-28.892584,-24.96473,-19.30413,-24.781954,-28.9229,-23.633884,-19.72813,-23.809956,-25.846422,-20.580301,-22.42114,-21.847952
-26.766184,-25.03627,-34.818993,-28.017471,-18.505938,-25.018627,-26.72099,-19.535141,-22.898819,-24.122425,-21.851759,-31.131783,-24.217411,-18.633686,-26.970476,-24.723694,-24.450487,-32.942047,-26.153486,-23.920498,-17.419117,-30.682362,-35.235954,-22.54242,-21.53276,-25.777561,-19.675003,-20.190952,-25.42077,-15.515119,-25.344206,-19.163116,-18.915205,-23.163683,-28.4706,-20.342075,-20.743427,-31.948996,-22.663822,-21.119873,-24.60239,-27.507278,-17.894861,-18.348377,-22.868126,-18.867035,-32.826984,-29.192696,-18.345465,-22.282837,-23.454496,-18.625822,-24.13343,-26.877346,-29.800932,-24.899302,-15.088036,-17.2203,-23.723297,-30.748266,-28.707468,-23.987406,-20.579712,-24.482834,-22.639225,-26.803953,-23.277151,-32.046192,-20.242867,-22.544518,-19.024063
-28.39893,-20.766735,-24.067663,-28.220772,-24.349308,-23.464302,-29.578888,-20.064587,-23.76213,-22.051617,-28.945568,-21.635933,-20.27618,-21.376698,-25.777166,-23.570328,-23.492405,-31.404282,-23.257935,-21.61622,-17.28123,-28.9219,-24.942106,-22.656393,-20.221663,-24.952232,-16.813759,-21.712925,-23.427347,-17.802902,-25.109844,-17.355907,-20.578032,-19.01635,-23.760662,-25.238192,-20.232464,-32.18408,-23.913914,-22.1963,-29.930532,-25.153908,-20.332745,-20.17728,-21.81734,-16.522072,-29.26544,-20.092354,-22.347057,-23.275824,-22.234325,-17.234367,-32.296223,-23.385101,-26.71659,-26.780466,-16.052523,-19.337791,-25.501175,-29.659748,-24.507996,-21.18808,-21.762764,-21.695988,-19.951237,-21.242456,-24.782286,-30.345758,-26.29179,-27.488138,-20.257074
-33.27786,-26.032467,-21.80561,-18.158684,-29.698618,-22.329512,-25.031256,-21.506493,-21.744848,-22.025284,-23.942812,-21.291096,-20.19103,-22.281277,-20.933428,-21.417429,-23.995617,-25.268332,-17.405582,-21.752731,-20.778093,-25.320736,-22.303394,-20.583866,-24.606592,-25.377605,-24.84444,-23.01118,-21.919506,-17.125664,-28.567263,-18.956558,-25.214102,-21.11731,-18.454504,-27.527287,-17.661201,-28.859531,-25.37497,-19.622623,-27.08865,-17.980816,-23.247969,-26.15427,-23.076641,-17.191664,-27.664738,-21.197908,-17.736618,-25.675837,-24.14805,-17.785473,-27.160273,-18.695023,-29.964075,-20.300877,-23.049837,-30.31933,-23.860607,-26.166866,-18.430803,-23.079903,-22.46725,-20.039024,-21.486969,-21.847687,-24.366941,-25.473116,-31.362597,-27.15974,-28.163033
-33.881485,-19.135216,-22.768019,-15.506492,-24.491636,-21.094471,-28.193474,-23.787514,-25.646177,-22.063942,-20.20429,-21.78878,-24.879843,-19.234009,-25.680994,-21.748056,-21.703732,-22.355621,-18.552681,-22.120663,-20.910484,-19.97097,-26.459036,-20.584873,-23.476982,-24.251577,-25.207718,-18.15239,-22.88467,-16.099558,-30.641844,-26.79297,-20.78106,-29.575706,-21.651756,-20.398901,-16.460785,-26.439816,-23.992958,-23.081884,-22.299202,-16.75531,-23.954119,-30.99174,-22.737263,-15.295708,-21.633093,-22.540394,-17.718992,-23.119658,-19.192448,-20.642,-21.38589,-20.856152,-29.654074,-19.659182,-25.390358,-28.498089,-21.093746,-29.244364,-25.365177,-27.381489,-18.38276,-16.821928,-23.15717,-25.409689,-24.058857,-20.340076,-24.840565,-25.581596,-23.260902
-32.017662,-15.298319,-21.497242,-19.444473,-23.194252,-24.217304,-25.68139,-24.124363,-25.562439,-17.702208,-16.568758,-22.790232,-23.119526,-20.131874,-32.579956,-22.864769,-19.747282,-23.31231,-24.15818,-21.035055,-22.087492,-24.256285,-24.242155,-23.244987,-25.692505,-19.012905,-25.25577,-19.057854,-26.604277,-19.59373,-27.405424,-25.851809,-21.121721,-24.660269,-23.81753,-20.131994,-17.500763,-18.826508,-19.147524,-19.910757,-25.913895,-19.004093,-19.763767,-31.012161,-17.281422,-21.252888,-21.901213,-18.630516,-21.613358,-16.777996,-21.804647,-23.980345,-21.464413,-18.250566,-27.308693,-23.028343,-25.268108,-22.802895,-16.939602,-20.918123,-18.84054,-22.338413,-19.699738,-16.451233,-29.37064,-25.713514,-25.716022,-23.107954,-22.81131,-28.734491,-24.793674
-31.478666,-21.397476,-26.290253,-19.447004,-31.35313,-26.990173,-28.87957,-23.07373,-29.787941,-25.114672,-18.859867,-27.047937,-18.694134,-17.616497,-36.59996,-24.225788,-21.626202,-24.773819,-22.33032,-21.432827,-25.471031,-35.488342,-21.47293,-22.607101,-31.724512,-20.442554,-25.857315,-24.08624,-30.171314,-19.986694,-25.3348,-18.753325,-28.793417,-20.423422,-26.712236,-20.765049,-26.943213,-22.181484,-17.377544,-19.495419,-24.209164,-23.53052,-25.403473,-23.791002,-17.04155,-30.11717,-28.913208,-20.185059,-27.246906,-18.319653,-20.137636,-25.407795,-22.03359,-21.14679,-31.708027,-24.790874,-27.239923,-25.69042,-25.425476,-20.088469,-20.66699,-21.98908,-27.305233,-18.96231,-29.04501,-19.511322,-22.352465,-23.96946,-31.600895,-32.749977,-24.296915
-34.933014,-22.628405,-22.268984,-18.70033,-20.41897,-25.188301,-24.71884,-15.948818,-21.203705,-19.32672,-24.996151,-25.625664,-15.540337,-19.190325,-35.789207,-20.976562,-32.745678,-19.434935,-24.522648,-18.762852,-20.052917,-25.456738,-24.27639,-22.652792,-38.29935,-26.591503,-24.432718,-24.56429,-36.454144,-21.736727,-23.790462,-18.50812,-30.185133,-24.52291,-27.602211,-19.988548,-23.821535,-23.257883,-17.322535,-21.291838,-21.386543,-30.915504,-27.254242,-24.2325,-19.822529,-29.849981,-24.161898,-21.695908,-25.728378,-27.62099,-23.796741,-22.493816,-21.504974,-22.299564,-28.716194,-18.330713,-28.103228,-18.559025,-21.421066,-25.894075,-20.753616,-19.14142,-26.151285,-17.44543,-23.720652,-17.918797,-22.941734,-22.654165,-27.589275,-23.067665,-27.65987
-27.512413,-25.629072,-20.297844,-20.680595,-19.765804,-21.561392,-20.513302,-19.826366,-21.26152,-19.498888,-25.866713,-25.65928,-17.572954,-20.080387,-27.087324,-22.968578,-20.926582,-20.620335,-25.475998,-20.55498,-22.135406,-22.087517,-22.648506,-23.450739,-33.435844,-24.33404,-24.996513,-20.385803,-32.46778,-17.43119,-22.131783,-23.832808,-29.346956,-27.972967,-22.726662,-23.519457,-21.006838,-19.127476,-20.749014,-25.029776,-20.87954,-30.019432,-24.361906,-31.642593,-26.61791,-26.343733,-24.69248,-24.320076,-19.529163,-18.515026,-23.265926,-23.077404,-20.939388,-23.468876,-27.742582,-19.051514,-22.249878,-19.99392,-19.850983,-23.58665,-22.841076,-24.085964,-25.269344,-21.889853,-24.002415,-23.75521,-25.615772,-27.376848,-23.626322,-24.355272,-25.052845
-23.55878,-25.3969,-22.173681,-20.55157,-23.113323,-25.21732,-21.892202,-21.483932,-22.02507,-23.904087,-26.006945,-20.707138,-16.962408,-22.000957,-23.64338,-28.233414,-16.721859,-24.661034,-27.286316,-25.750275,-20.475807,-23.878273,-17.236778,-25.110569,-27.498991,-26.900322,-24.046299,-17.39479,-30.78362,-15.536839,-22.486328,-20.535505,-25.761484,-25.415829,-21.406706,-24.488003,-15.961699,-22.50859,-25.794174,-20.18549,-20.245365,-23.357746,-21.911926,-33.77221,-25.71274,-25.862686,-30.737793,-20.399204,-18.124462,-16.258968,-21.643848,-24.608446,-19.87967,-23.738388,-24.01028,-24.719091,-18.435688,-26.045757,-22.827175,-25.492527,-20.40393,-20.791903,-30.74095,-26.246243,-19.771286,-24.848492,-26.552532,-20.439346,-19.112772,-20.488369,-25.577637
-24.39861,-24.744038,-24.196465,-24.949474,-22.32935,-25.56874,-28.504555,-24.767416,-25.73086,-21.460907,-19.634869,-19.543678,-16.63551,-26.381657,-19.726606,-24.942244,-23.37349,-23.553034,-22.468159,-33.545967,-19.62592,-19.78411,-20.581223,-24.091152,-24.26012,-24.727566,-25.591139,-23.595081,-22.934696,-20.570147,-25.389734,-26.670092,-22.340797,-24.955837,-18.917835,-19.142685,-16.352373,-20.342712,-25.857372,-22.983696,-26.058687,-18.054625,-15.831932,-22.78946,-18.060982,-23.748064,-25.32018,-23.559103,-25.244623,-21.272747,-20.472847,-21.385008,-19.206371,-21.767982,-22.392498,-22.782608,-24.046291,-26.205568,-21.960272,-29.508911,-23.408825,-23.014217,-29.833767,-24.013464,-25.085476,-21.207787,-24.94152,-20.613474,-20.202034,-20.987936,-26.404108
-27.30118,-23.829294,-22.938007,-25.064564,-22.40154,-23.052326,-27.480713,-28.295893,-27.27317,-15.582485,-20.26057,-20.509449,-19.630217,-26.24549,-19.338167,-20.479717,-29.910645,-24.02086,-22.906723,-28.287233,-28.28441,-21.662943,-29.418879,-24.845037,-20.7886,-22.321173,-18.043686,-32.47944,-17.136799,-19.996798,-24.893667,-22.52593,-25.28005,-27.899605,-22.135597,-22.343761,-20.217133,-21.763416,-21.973892,-27.388979,-22.286077,-21.850092,-15.904224,-17.528692,-14.614323,-20.629482,-19.093428,-16.867985,-30.460644,-22.773464,-19.339558,-20.439196,-18.463554,-27.841175,-22.53418,-15.615093,-30.124403,-21.803408,-23.156427,-28.140015,-22.217112,-18.429134,-24.70935,-22.849787,-24.812386,-15.720305,-23.916594,-22.156134,-15.371935,-26.209633,-23.878923
-33.479336,-22.073103,-23.819687,-24.516516,-21.95514,-22.480343,-25.660114,-25.608845,-32.56252,-17.55261,-30.346113,-16.746971,-22.40329,-24.715992,-28.566296,-26.523596,-24.71952,-28.792181,-19.264257,-21.651798,-22.709541,-22.389536,-23.757778,-25.03965,-22.866673,-22.167606,-18.318289,-26.311466,-16.755756,-22.43509,-30.36525,-26.078337,-24.55873,-22.297588,-22.511553,-24.259264,-29.129393,-25.696909,-25.739613,-23.196106,-19.19794,-26.029045,-23.376442,-19.746544,-17.151222,-18.753809,-17.928608,-16.40888,-22.588495,-20.54632,-22.837229,-26.353188,-19.18199,-21.525272,-27.259062,-18.791672,-24.174135,-24.532663,-22.226027,-26.705511,-24.558212,-18.863573,-24.88342,-28.81284,-21.60806,-23.748516,-28.343191,-21.603088,-15.277253,-19.46404,-22.235622
