-18.346907,-17.050142,-16.969915,-18.51395,-12.646116,-15.668245,-15.301039,-13.35034,-8.172926,-12.619511,-16.101194,-14.395451,-20.00502,-19.599293,-19.940945
-25.736443,-25.833046,-25.706203,-23.1387,-24.304363,-26.610378,-28.812054,-25.080399,-23.965485,-22.436382,-23.650671,-26.678637,-21.4024,-17.718063,-21.985575
-43.89807,-28.276905,-27.040806,-24.746496,-24.77784,-26.036644,-26.736258,-26.422287,-28.371979,-21.228046,-30.631039,-24.708014,-22.100725,-22.126034,-20.759888
-37.90931,-23.605427,-22.684875,-22.175846,-27.159523,-25.143742,-22.69379,-17.950949,-31.180948,-20.341978,-27.67847,-29.182663,-23.942322,-30.839842,-20.661552
-31.101053,-26.85172,-23.796734,-20.68871,-23.996887,-26.797518,-26.321905,-14.258354,-26.074327,-14.479012,-22.376013,-24.090141,-28.429268,-31.859005,-28.009415
-30.952438,-27.883762,-27.031466,-27.518734,-22.436714,-29.221144,-25.770048,-10.511213,-5.2577133,-16.09803,-29.60711,-21.039446,-25.71243,-29.122581,-28.592981
-31.213673,-28.897877,-26.717125,-26.712166,-25.073826,-20.952003,-23.439198,-7.198139,0.0,-15.166628,-31.410349,-26.526554,-27.934343,-28.90239,-32.466908
-31.1701,-20.891268,-26.887157,-22.779701,-29.502504,-17.622808,-25.16484,-9.985973,-8.921236,-17.019318,-24.712025,-27.150969,-28.937847,-31.025274,-34.02639
-31.25313,-21.211365,-22.336008,-22.33208,-27.935432,-22.819563,-31.773537,-14.094463,-27.398968,-18.309113,-21.983189,-27.081951,-23.617996,-28.963686,-32.072323
-33.107227,-22.588291,-22.874437,-20.903378,-26.96898,-31.63669,-25.291325,-17.119179,-22.457764,-26.584593,-25.043919,-24.665375,-26.24049,-23.12093,-35.10255
-27.810492,-26.554459,-26.283922,-19.176437,-25.382524,-32.059807,-25.101177,-15.882212,-22.39511,-29.540688,-24.40327,-22.37754,-22.335,-23.08215,-26.793985
-29.754248,-29.07171,-20.806087,-27.877659,-26.918291,-31.516125,-28.850548,-16.70872,-26.8647,-23.055738,-28.57819,-23.926521,-23.810078,-30.789587,-25.485514
-32.421886,-26.024872,-19.006577,-28.68401,-27.902454,-22.927782,-27.28867,-23.1902,-25.019987,-21.37268,-24.154251,-22.737284,-24.448887,-26.107986,-27.242258
-27.974325,-27.257652,-22.447874,-25.536983,-24.538322,-27.400768,-28.88784,-26.660511,-24.202251,-22.146763,-28.011124,-24.708654,-25.766712,-24.99185,-23.084352
-29.653404,-35.44148,-22.166384,-30.05847,-25.163492,-26.962484,-26.914322,-20.477566,-24.85778,-21.807959,-21.71239,-23.725178,-29.978168,-27.125717,-27.587439
-35.054817,-29.884861,-27.55423,-22.722149,-28.057842,-26.360409,-26.168392,-18.871628,-29.845545,-22.90696,-23.424614,-23.808672,-26.60308,-28.649506,-20.302761
-33.45186,-27.899134,-23.443264,-22.969803,-27.70293,-33.994328,-31.149181,-26.854555,-24.050285,-25.177961,-26.85321,-24.885197,-27.600094,-34.258907,-21.21381
-33.438187,-30.575153,-22.656197,-23.42622,-23.469868,-22.860703,-22.139309,-22.209843,-21.471722,-23.63374,-23.222881,-24.082062,-26.438597,-35.71063,-29.586142
-24.300327,-30.392328,-24.837257,-21.333006,-28.621048,-22.114754,-21.385614,-18.685106,-27.349232,-23.301228,-23.345558,-22.613165,-28.257763,-28.507063,-36.392628
-21.302032,-23.937294,-26.069382,-23.175358,-25.461578,-22.269121,-28.21893,-17.678719,-11.245405,-23.703901,-24.17963,-27.997696,-24.769293,-29.341581,-27.62242
-28.954805,-28.050737,-28.650774,-27.721704,-29.402065,-26.041386,-25.904327,-21.716137,-9.813353,-25.853138,-24.24551,-24.461485,-25.343767,-30.58666,-32.818108
-36.19117,-24.84504,-27.142937,-30.960644,-32.958694,-23.327597,-24.11031,-30.190647,-18.066517,-21.708813,-21.725628,-21.401384,-32.13973,-28.874277,-30.931389
-35.255352,-29.066116,-24.259144,-24.441126,-26.35835,-27.346205,-22.354593,-28.810566,-23.00388,-21.82299,-23.936169,-28.460104,-24.870836,-27.101772,-29.45461
-37.91445,-28.913965,-21.720314,-22.311972,-24.201702,-27.647163,-23.17073,-24.231987,-24.944502,-29.04582,-28.287989,-26.87658,-22.997402,-25.64217,-28.082153
-33.004276,-25.99165,-24.614216,-27.596077,-30.08726,-30.321243,-30.684004,-28.969292,-32.292183,-30.975199,-29.842966,-27.379847,-27.347485,-20.502232,-29.810022
-30.295172,-24.80826,-28.445322,-27.111506,-27.831997,-27.285614,-31.15703,-29.040396,-33.191994,-29.427502,-29.832848,-30.805788,-34.34503,-20.56956,-27.944647
-26.75545,-28.83298,-25.418331,-24.941542,-26.5754,-21.268345,-25.199097,-28.26358,-28.026985,-29.079165,-28.583294,-28.484667,-32.374,-21.97424,-27.984991
