-31.261902,-20.238102,-26.777355,-25.998518,-22.373802,-28.381329,-23.72678,-21.816711,-21.91668,-20.555107,-22.104538,-23.604967,-25.647144,-24.223248,-20.806637,-19.78019,-23.311281,-28.501017,-21.04316,-26.765894,-19.919785,-25.186417,-26.42877,-23.053436,-21.413742,-24.647293,-21.333414,-23.921957,-21.408821,-18.524754,-27.022255,-27.392717,-26.028341,-28.847977,-25.38458,-27.86663,-25.952253,-25.85225,-24.53114,-29.145702,-26.581213,-24.8714,-31.944307,-26.210789,-27.623402,-35.263474,-29.727095,-24.980774,-24.743055,-22.697618,-17.25103,-3.1545963,-3.0235977,-3.6075916,-3.277689,-3.2589836,-2.8920155,-3.3845177,-3.0828629,-3.294178,-3.0809898,-3.203373,-3.0166492,-3.1248665,-3.1651535,-4.8835373,-27.903778,-26.504456,-26.583773,-23.285646,-31.19317,-23.846378,-23.670218,-26.071869,-28.972536,-27.907955,-23.4539,-27.250982,-28.608288,-27.919415,-35.565983,-21.369122,-29.556305
-33.688507,-27.881134,-22.651932,-28.581688,-27.091629,-25.038174,-28.700577,-20.653465,-26.604982,-30.514647,-20.198624,-30.780249,-24.423782,-21.686853,-19.742195,-23.972841,-22.996086,-28.164396,-27.017199,-33.234756,-21.665258,-30.170444,-21.970573,-29.107048,-30.271267,-27.672388,-26.65196,-26.341045,-26.162716,-24.318623,-26.07154,-28.000675,-32.35775,-28.691784,-28.477413,-26.575798,-24.935099,-23.465298,-30.979227,-29.762344,-23.728296,-24.894485,-29.158943,-24.543514,-28.163342,-34.464554,-28.693497,-21.452545,-24.405045,-21.257998,-20.568844,-26.045313,-38.900486,-26.514809,-27.752472,-27.6333,-30.106798,-31.691715,-35.222702,-29.558756,-36.620453,-31.167126,-36.27127,-30.330019,-27.94609,-11.5194645,-30.337008,-32.62532,-27.660917,-22.819294,-29.773922,-24.678312,-24.01669,-21.87345,-30.091232,-27.6772,-22.521936,-33.495144,-26.510658,-30.096369,-35.887196,-27.320454,-23.969677
-29.536165,-35.761204,-20.31828,-27.09472,-22.343801,-26.15313,-28.250265,-26.349457,-28.801579,-28.574522,-24.504932,-30.102043,-21.326748,-18.165058,-23.747433,-21.1946,-25.63804,-29.431232,-28.283401,-33.38949,-20.156199,-29.714546,-17.777695,-29.476866,-26.1582,-31.057709,-23.959724,-19.606146,-24.844559,-25.066574,-24.422123,-25.2406,-24.437176,-22.136234,-23.045895,-25.832073,-18.78446,-23.02675,-30.365854,-26.382942,-26.098793,-27.3347,-29.64102,-21.751549,-27.785112,-26.527916,-19.041466,-22.50609,-19.719105,-19.55497,-18.550146,-20.362202,-41.186016,-26.66315,-20.52876,-24.79618,-25.213902,-28.688496,-33.983017,-30.297234,-30.793402,-32.514,-36.579117,-31.3891,-26.9748,-15.826233,-26.35064,-29.647589,-25.204132,-25.942123,-36.043728,-30.146526,-26.914797,-22.164902,-30.656372,-24.667377,-30.31441,-31.42151,-25.786762,-33.15253,-31.777699,-26.51418,-22.072655
-25.239906,-28.62334,-21.806545,-27.090118,-27.396126,-28.321667,-27.496967,-23.520615,-25.813824,-33.112934,-21.830393,-25.239197,-23.696945,-18.599203,-29.986584,-25.235392,-23.532104,-30.339561,-25.469639,-26.643456,-25.978445,-26.536652,-20.058434,-29.512892,-29.229094,-24.78209,-22.294636,-19.912533,-27.033546,-31.26625,-24.217356,-25.383923,-20.008926,-20.290005,-23.371687,-26.26066,-18.16344,-24.195704,-30.244436,-24.497587,-24.261883,-29.172895,-32.646156,-27.81979,-26.97324,-23.192356,-20.150198,-23.727268,-23.814919,-23.484068,-21.356777,-21.714886,-31.224836,-27.331709,-20.909672,-25.325628,-24.456045,-28.877144,-35.49365,-34.776325,-31.801296,-34.993237,-38.99944,-33.133545,-26.982166,-16.774694,-25.789455,-28.61613,-23.28931,-25.563196,-36.53,-30.033518,-34.086548,-26.302567,-28.586678,-28.096523,-30.948767,-28.556862,-27.505165,-28.387495,-31.899466,-30.268223,-23.732613
-26.105947,-25.621325,-27.220434,-34.504967,-26.177103,-36.20538,-27.574837,-20.10059,-25.219143,-30.21866,-24.927591,-27.657862,-30.513397,-24.904453,-31.293224,-25.42794,-29.349152,-26.063616,-26.859589,-23.581902,-24.123379,-25.064571,-32.76255,-21.930054,-25.400585,-29.943357,-21.591906,-29.966423,-29.597908,-30.39183,-29.15511,-26.151478,-23.550072,-28.841385,-27.71171,-24.425682,-24.132814,-31.808632,-27.497746,-22.339964,-25.424847,-30.757303,-36.08587,-29.233057,-27.778934,-33.47389,-25.279922,-20.920563,-26.204405,-27.330578,-27.625526,-28.741264,-26.98464,-27.789728,-28.26659,-30.126831,-32.255104,-29.662891,-31.919645,-36.885853,-36.497932,-34.462288,-34.596493,-39.105774,-29.306183,-20.761461,-21.7957,-31.904966,-21.619001,-33.725964,-26.786888,-26.874884,-26.093327,-38.073864,-29.523647,-32.2592,-27.893024,-26.398813,-29.772638,-23.722868,-34.88272,-29.645615,-25.486454
-31.370031,-28.069092,-30.291586,-26.646965,-25.959911,-33.171425,-33.784378,-26.545115,-23.737469,-25.324968,-28.860905,-26.84879,-33.25018,-25.207493,-30.177824,-27.692295,-32.679024,-21.667336,-24.618637,-22.907812,-25.937847,-23.86527,-31.848372,-23.53204,-21.462082,-27.497444,-24.263657,-25.053694,-22.5249,-24.044445,-25.74428,-23.139725,-26.64019,-28.33142,-27.478771,-28.274788,-22.918636,-30.198576,-22.699247,-20.443968,-26.374071,-23.544697,-24.647514,-29.510345,-32.25538,-27.2218,-22.981651,-23.889217,-25.426588,-27.642727,-25.821106,-28.558922,-33.492657,-31.036493,-29.128635,-27.86726,-35.32982,-30.317575,-28.531963,-40.15234,-36.05722,-32.3807,-32.62755,-35.76757,-29.85419,-18.005327,-21.670948,-25.550652,-24.973803,-34.913853,-26.16806,-26.208645,-27.500053,-31.83768,-32.230194,-34.27673,-20.88699,-27.450268,-31.92063,-21.539408,-24.924238,-24.440044,-25.737972
-35.393456,-26.812042,-32.843323,-22.266472,-28.041246,-29.556368,-28.003792,-26.512459,-27.586298,-22.456795,-22.975489,-23.253036,-28.583149,-29.47646,-32.208954,-27.660486,-27.675083,-24.573269,-29.768904,-18.824219,-21.305424,-25.81763,-33.74641,-23.024803,-29.123613,-22.994537,-24.710182,-19.64988,-20.666862,-26.29623,-27.423447,-23.057022,-24.274601,-30.868177,-18.63082,-25.969831,-20.32044,-28.046696,-23.36336,-23.537985,-22.311752,-19.244808,-19.827877,-27.61789,-30.092785,-27.31733,-25.273289,-28.146265,-27.062243,-29.679468,-23.754328,-27.081013,-31.445478,-34.192276,-30.502361,-30.832401,-31.338865,-28.857666,-28.678389,-33.96133,-35.393234,-37.27848,-32.60907,-35.897068,-29.186144,-20.60549,-24.885025,-27.402576,-23.686441,-26.133556,-29.048553,-31.001526,-24.345943,-29.865034,-31.4661,-29.399729,-22.210777,-25.027105,-28.540901,-21.18711,-21.820595,-21.492445,-25.992031
-31.754078,-26.991322,-26.697773,-26.648527,-24.931171,-31.348553,-20.825394,-25.105541,-19.994385,-25.202263,-22.504026,-24.922972,-22.969074,-27.683846,-26.430141,-27.996395,-31.770668,-24.516548,-29.5,-21.352053,-23.244013,-26.58608,-30.437714,-22.046158,-36.09236,-20.874365,-20.764706,-23.063007,-27.014921,-23.364292,-28.919933,-22.459745,-30.19464,-36.289387,-22.377495,-29.60853,-27.299755,-28.586346,-30.436344,-27.073746,-25.849262,-23.082432,-22.944733,-25.581413,-23.35017,-32.029583,-24.506191,-33.972496,-21.314083,-25.449022,-26.607555,-25.525988,-35.36707,-28.2593,-32.036137,-28.526299,-26.79103,-40.528908,-38.44926,-35.65511,-34.369186,-31.784231,-34.867054,-35.88425,-33.364162,-21.650444,-26.145576,-26.21624,-24.543612,-23.666237,-27.782156,-31.282389,-24.925762,-26.401167,-38.26364,-24.527672,-29.375887,-25.305939,-28.028631,-22.623983,-22.44212,-27.087448,-29.599283
-32.10001,-29.552177,-26.493689,-29.303322,-25.950996,-25.953413,-24.695486,-24.631744,-20.319662,-20.065922,-28.473957,-28.537373,-22.697529,-20.521736,-19.45129,-24.71186,-20.187746,-23.206059,-24.440746,-26.821901,-23.257774,-22.994034,-28.774414,-24.396923,-27.19108,-22.998953,-21.195343,-25.314886,-26.464163,-21.358683,-23.430317,-25.576565,-25.242134,-25.91485,-24.796106,-27.584774,-27.063019,-26.812574,-28.513931,-30.954037,-30.462515,-23.960953,-23.535065,-23.598522,-18.726788,-39.475792,-21.38555,-25.432373,-23.98255,-20.95235,-27.489906,-28.0285,-34.320946,-27.439888,-30.314716,-27.569225,-30.17733,-34.148396,-36.260048,-35.32721,-29.58869,-32.38571,-32.233665,-34.454975,-34.068443,-20.702255,-27.848873,-25.643393,-27.024834,-25.114735,-24.461012,-31.824133,-32.47891,-24.930363,-26.879879,-23.170168,-28.072145,-26.427437,-30.172998,-25.972012,-24.92701,-26.67667,-27.613243
-36.99615,-30.643543,-28.373804,-27.186913,-23.789307,-26.155983,-27.561943,-30.846584,-34.008224,-25.813152,-30.32418,-28.968227,-27.19366,-21.176697,-21.16116,-25.490458,-20.262634,-28.456024,-23.596163,-21.707912,-26.93699,-28.115368,-28.478493,-24.511318,-29.213629,-22.579906,-31.30708,-28.576408,-23.345915,-28.331463,-32.278286,-22.33423,-29.802444,-22.976273,-25.069767,-24.246231,-29.612705,-30.560099,-21.792313,-29.758482,-25.579824,-23.246326,-22.956581,-26.285057,-21.744915,-28.16806,-21.269947,-22.707273,-31.807512,-22.937988,-28.533741,-27.655973,-28.849213,-25.23291,-22.300034,-24.433628,-35.77549,-31.627274,-33.990955,-34.62063,-30.454435,-33.868317,-34.936028,-34.44664,-33.424164,-19.748857,-26.308529,-26.94254,-23.632715,-27.228102,-24.791328,-29.862558,-29.218616,-28.96221,-30.26362,-24.473871,-29.270834,-27.035248,-29.617533,-31.9772,-26.553553,-27.89179,-27.258736
