-17.328064,0.0,-0.5037842,-0.59524155,-1.0772476,-17.232702,-18.74035,-17.894766,-21.972046,-21.659199,-21.781523,-15.491051,-17.005972,-19.956944,-18.423826,-18.27707,-20.437523,-18.286766,-20.45766,-23.326189,-18.542883,-25.056116,-23.302185,-19.853802,-28.123533,-19.416767,-21.082136,-17.990261
-21.472301,-27.629757,-27.401634,-27.62574,-7.321623,-28.98026,-30.049028,-38.20043,-24.319487,-27.015043,-35.651722,-26.93112,-27.102951,-22.516222,-31.64251,-28.092634,-29.309446,-30.05757,-27.510735,-29.778988,-24.497128,-25.877666,-26.380756,-26.141853,-31.674713,-22.817604,-26.77495,-29.881887
-20.969193,-26.906654,-31.25154,-26.862118,-13.426321,-30.409447,-30.744114,-33.097813,-28.78638,-33.53174,-34.77727,-29.15474,-28.930906,-23.990538,-27.893692,-24.582417,-26.014942,-22.756031,-27.932549,-24.796,-25.748579,-29.447123,-25.063856,-27.302933,-30.332521,-25.83043,-28.536177,-30.854822
-26.221611,-30.199837,-27.572071,-32.416897,-14.41881,-35.436485,-25.833261,-33.078617,-32.436592,-25.67976,-27.069294,-28.731573,-32.54158,-21.255154,-28.51389,-29.161062,-29.147701,-23.07959,-31.837065,-27.01894,-30.037014,-25.214813,-26.830248,-26.283588,-28.928375,-23.75522,-29.81039,-33.10103
-24.586723,-31.415348,-30.001171,-34.163994,-15.428024,-28.136757,-28.129656,-31.247316,-31.947348,-26.173946,-24.920631,-28.029175,-31.639778,-21.747646,-29.412947,-28.317265,-25.577728,-29.152967,-31.993542,-29.423395,-30.295084,-26.064304,-31.303976,-27.172234,-32.38213,-25.669062,-28.498747,-36.087658
-29.693478,-27.14801,-29.754915,-31.738571,-17.443562,-25.734886,-25.96336,-30.421684,-28.195225,-24.683428,-23.195328,-23.57218,-28.419312,-29.6077,-28.562254,-32.85026,-24.69,-26.144869,-29.421003,-22.83303,-25.787964,-27.459919,-30.896912,-23.731289,-30.859653,-31.106619,-27.93719,-33.074825
-27.226181,-30.12819,-31.561457,-26.393011,-21.18063,-28.733673,-25.00107,-34.005074,-28.032967,-27.58564,-25.042978,-24.236757,-28.73518,-28.038256,-26.913633,-43.166897,-33.03979,-26.696337,-26.547321,-22.70438,-27.124008,-29.72068,-32.149837,-21.295506,-31.951263,-26.724207,-25.693989,-32.02411
-28.292566,-34.17432,-33.795757,-25.819523,-21.524168,-29.945793,-26.975782,-32.640465,-27.139046,-28.247799,-26.51761,-24.89439,-25.706043,-23.510859,-24.412895,-39.10969,-30.52894,-26.143972,-32.435028,-35.322216,-23.064491,-31.210701,-34.10438,-22.74834,-33.836983,-22.42878,-27.47282,-33.422497
-34.06369,-29.614765,-29.036715,-33.037487,-22.474937,-28.209372,-24.521385,-31.599472,-28.76173,-28.731277,-32.34975,-24.566471,-23.582096,-21.702309,-23.04821,-30.590002,-33.167953,-26.200294,-28.067596,-25.508587,-22.398884,-30.924105,-30.133936,-24.358906,-32.845837,-25.750345,-24.644901,-26.534058
-37.541683,-29.063486,-23.188911,-35.3281,-22.078844,-29.378456,-33.65628,-34.837322,-30.687521,-33.33932,-32.647495,-27.515768,-26.162523,-22.218391,-27.464993,-30.035868,-31.56318,-25.162285,-29.014683,-21.903576,-25.257706,-37.28246,-33.499004,-24.192905,-34.95052,-25.489933,-26.898914,-27.147541
