-22.383324,-22.526049,-20.40205,-19.268927,-21.883856,-16.318682,-19.056465,-16.83686,-17.570063,-19.05874,-22.374876,-17.490685,-17.774593,-19.567585,-17.836895,0.0,-0.5437927,-0.5085201,-0.4812641,-0.69724655,-9.672066,-17.319407,-15.556271,-16.659163,-16.394506,-16.745823,-18.388842,-22.477364,-21.693867,-26.841755,-30.62713,-21.060055,-17.340145,-19.638163,-24.641132,-22.63441,-21.358189,-20.737513,-21.652458,-20.2363,-22.057686,-23.185188,-17.982594,-20.75173,-17.740795,-20.203142,-21.37521
-28.718597,-22.930714,-30.644773,-24.810434,-24.431568,-29.30025,-18.447067,-25.274284,-24.411587,-27.609571,-32.397896,-21.569672,-27.644333,-20.717617,-23.28352,-21.84321,-25.736988,-40.333668,-35.708324,-29.403845,-14.771381,-22.47893,-22.721628,-19.633875,-23.25922,-21.420773,-22.477352,-21.824951,-25.371864,-26.473858,-24.99686,-21.650803,-19.560352,-25.052914,-25.562435,-31.251774,-26.138174,-28.815577,-27.0236,-26.780373,-19.620907,-23.078619,-23.026243,-22.480312,-21.361258,-26.832798,-20.246231
-25.684547,-27.50571,-28.122765,-25.934013,-28.988134,-32.6395,-20.619427,-25.154331,-23.754353,-26.298006,-30.199228,-19.334126,-28.09312,-25.610065,-25.938093,-23.199295,-33.516346,-38.087006,-34.39783,-33.298542,-18.920357,-27.821976,-29.12507,-23.56039,-21.548819,-23.642359,-28.190758,-21.09879,-32.49649,-25.912031,-20.840073,-26.35235,-23.105814,-24.240334,-24.811543,-27.001482,-32.54711,-24.516512,-22.286362,-28.462595,-24.646114,-26.071478,-20.352371,-24.085924,-30.391853,-27.697704,-20.600254
-26.888931,-30.758581,-23.02262,-23.189259,-27.80336,-28.892141,-30.932644,-22.207546,-28.27831,-24.26392,-24.695436,-26.549921,-30.957018,-23.697311,-31.305647,-26.926422,-27.856812,-30.144743,-32.711353,-30.971834,-21.963753,-28.067383,-22.744814,-23.085629,-21.357456,-25.540962,-24.923874,-27.537909,-31.46084,-27.412254,-26.835424,-31.585794,-28.577433,-19.745638,-19.990757,-28.214058,-32.842842,-27.543142,-24.092783,-30.171213,-22.634403,-20.416,-19.258343,-26.235508,-28.114805,-25.877106,-22.803905
-32.744884,-28.853252,-23.805218,-29.081726,-24.830387,-22.536976,-31.738375,-21.161427,-24.845516,-24.962902,-23.618301,-27.954159,-28.369717,-22.604645,-25.769608,-26.975332,-28.594707,-29.381477,-27.425455,-34.33724,-20.858088,-34.123024,-22.46392,-21.48267,-31.796066,-26.396976,-23.934128,-26.806892,-27.334492,-29.569942,-26.23422,-25.281094,-26.871449,-21.08892,-21.635885,-25.97279,-28.995924,-27.367496,-24.806763,-23.696064,-23.363522,-20.716135,-18.629976,-26.777613,-21.713663,-23.353622,-22.599106
-36.15343,-26.802021,-24.387278,-27.500534,-24.736534,-20.405844,-27.63314,-28.512472,-23.886635,-19.504333,-21.650713,-33.3121,-25.013334,-24.545567,-24.073486,-29.615103,-28.591724,-29.877567,-32.340202,-31.660612,-21.48487,-27.134382,-25.21827,-19.455399,-28.734896,-31.682304,-20.128674,-26.975483,-20.83722,-30.673037,-27.054892,-23.287336,-31.500973,-26.70274,-30.096733,-26.175745,-22.351011,-21.28972,-25.153122,-25.733887,-28.414053,-26.678787,-21.512571,-29.832483,-22.237307,-22.847391,-27.675447
-32.09509,-24.65066,-22.932463,-18.919306,-25.851923,-21.736725,-28.069185,-25.28249,-21.565353,-19.430202,-24.982464,-33.033848,-26.974672,-30.032677,-21.958364,-27.776318,-31.216639,-32.458164,-31.819916,-29.359196,-25.70738,-22.66821,-26.966991,-24.998426,-26.579456,-25.159653,-20.103313,-23.132244,-20.36679,-39.41473,-31.314178,-26.1295,-23.400768,-24.985432,-34.89267,-32.63356,-19.266315,-19.246216,-27.211973,-21.171698,-20.969067,-35.501007,-22.834585,-26.288977,-24.759666,-22.0582,-25.74388
-30.623182,-25.313904,-22.109217,-20.60846,-29.611504,-26.012756,-38.219383,-26.028164,-19.697685,-20.55222,-27.167507,-32.627205,-20.820686,-30.717787,-19.67221,-30.554201,-26.706947,-31.43737,-35.103622,-32.671696,-24.358963,-18.87399,-26.789505,-25.259075,-29.58715,-25.305462,-24.750044,-27.674877,-26.053076,-36.485832,-27.719347,-24.575554,-22.317488,-24.04699,-24.040215,-42.54649,-23.637001,-18.169779,-29.879963,-24.163822,-26.239733,-36.924183,-31.088139,-23.972122,-23.341381,-22.53141,-25.83291
-32.41695,-31.246576,-28.666988,-26.03023,-24.078669,-26.678705,-25.576405,-26.770594,-20.669369,-22.999208,-26.151833,-28.272406,-19.112762,-24.398235,-24.00837,-29.597027,-29.358519,-31.465689,-38.417885,-33.894836,-26.018375,-20.96888,-26.643623,-23.21007,-22.837765,-20.96899,-21.187778,-25.73076,-23.362106,-25.804281,-23.232674,-21.75439,-21.76181,-26.691412,-21.843922,-36.871143,-26.495453,-18.545734,-25.880215,-22.484343,-27.390568,-26.214138,-26.686508,-24.047894,-32.56494,-24.068214,-19.833683
-36.879467,-31.471767,-30.626389,-25.922953,-24.014664,-26.37349,-22.362978,-32.539715,-26.791256,-31.088322,-26.50565,-27.752356,-22.046299,-22.579596,-21.796236,-33.348457,-36.197784,-30.393736,-34.460068,-33.01466,-27.296627,-22.711723,-27.690903,-27.05278,-21.678175,-21.879011,-21.774881,-26.58618,-24.60402,-25.534142,-25.367664,-27.796879,-22.414917,-31.355844,-25.87895,-28.683279,-25.946974,-24.241755,-23.213326,-20.54778,-30.331354,-26.835234,-24.162409,-26.646523,-25.83563,-27.055735,-22.075432
