-14.268111,-16.453808,-30.61805,-16.187813,-15.498793,-19.880865,-16.521484,-20.391167,-22.78138,-22.179121,-16.07357,-18.3137,-18.213955,-20.945152,-17.331945,-22.800201,-16.178133,-17.202707,-17.774544,-18.11288,-17.233269,-19.731335,-16.926289,-16.728542,-16.317408,-14.784143,-15.136904,-16.243824,-14.486937,-16.384106,-10.962826,-7.110754,-3.9611416,-3.3377762,-2.9444065,-3.2185116,-10.978252,-16.266193,-19.324684,-18.718208,-17.158146,-20.266306,-19.892168,-21.20544,-25.022362,-26.719223,-20.060013,-19.340397,-17.322617,-16.35749,-25.105509,-24.131912,-8.140533,-2.2548618,-3.0294304,-2.8802204,-7.327671,-27.93206,-21.772089,-25.230871,-28.022142,-29.559988,-31.4022,-29.32743,-22.602478,-23.34856,-23.827251,-20.974426,-21.21421
-16.123344,-15.624839,-18.8735,-21.981998,-21.20928,-18.77573,-16.39412,-20.647472,-20.21381,-17.875084,-13.699617,-18.701513,-26.905025,-19.626255,-18.071915,-19.781471,-16.604382,-21.145079,-27.202847,-25.745636,-27.040045,-31.05981,-20.452168,-16.444706,-18.322735,-20.957764,-26.544184,-23.475058,-24.459568,-27.581017,-30.051857,-28.258696,-22.2685,-24.839134,-27.389257,-14.011774,-16.560755,-20.686172,-23.231308,-20.151274,-24.477022,-23.813808,-26.251623,-21.600513,-24.930521,-25.081224,-22.230724,-22.22039,-22.805573,-17.431566,-21.977924,-19.359152,-12.055801,-13.081336,-24.854988,-13.641802,-11.391445,-19.331905,-17.777061,-19.595318,-23.161987,-25.288898,-28.090246,-27.98454,-24.733265,-26.754644,-27.722206,-19.427792,-17.041874
-20.822765,-21.326117,-16.432089,-16.639523,-18.206736,-22.549305,-16.73027,-21.184559,-22.284845,-22.730684,-13.960867,-14.430344,-23.484055,-22.516357,-21.284618,-18.54583,-20.859245,-20.096558,-19.270899,-25.4769,-28.24747,-25.274227,-25.374245,-24.46756,-22.161354,-18.792868,-20.321434,-27.795609,-25.603428,-23.816797,-22.891447,-26.93779,-21.037598,-21.112011,-30.289848,-17.647972,-16.222069,-21.254261,-19.538765,-20.664082,-19.99116,-21.601004,-23.578447,-25.441568,-21.57785,-24.148048,-30.92932,-29.487177,-21.631744,-16.76005,-18.684101,-23.843683,-22.963755,-23.058369,-36.265358,-17.04517,-15.084978,-20.772688,-21.213785,-17.655384,-20.112164,-21.562218,-22.3878,-21.740253,-28.619492,-24.639912,-23.854092,-20.52382,-17.475271
-25.466305,-25.808094,-24.030516,-19.334936,-18.689175,-21.204708,-19.18172,-19.919903,-24.033993,-23.167122,-20.122648,-16.291548,-18.471104,-26.845598,-24.447365,-17.57285,-16.498306,-22.535667,-18.22754,-19.438713,-22.98938,-22.886415,-28.62682,-22.127235,-19.033955,-17.296124,-21.393723,-24.645975,-23.327053,-20.93068,-22.965105,-23.867846,-20.592022,-22.13515,-29.284534,-22.898724,-18.532393,-20.711607,-20.73602,-23.248123,-16.6861,-16.935589,-23.047926,-21.529667,-26.00901,-24.981575,-28.98187,-25.500929,-17.596779,-17.71566,-24.095005,-21.810472,-19.685421,-20.813261,-27.212332,-19.354244,-17.269161,-20.345081,-21.843405,-18.566132,-20.274452,-19.174734,-19.149372,-19.144524,-21.783619,-19.858063,-19.953201,-23.455061,-21.568188
-26.355875,-28.046564,-25.53253,-22.669748,-25.95208,-21.216175,-18.345573,-17.333279,-16.19339,-18.424002,-23.30391,-22.820438,-21.4555,-22.140617,-25.129938,-16.548412,-16.228123,-20.763134,-20.26595,-20.71295,-21.24717,-21.210217,-26.648039,-24.245335,-19.676998,-20.281063,-20.829838,-20.207628,-22.217165,-23.0097,-24.06528,-22.097315,-26.439026,-26.039042,-30.723906,-28.131659,-22.04155,-19.151642,-23.547867,-21.732403,-17.594467,-17.48303,-21.492374,-18.176746,-24.175014,-25.479462,-21.609737,-25.866482,-17.005692,-18.526031,-22.837421,-25.405949,-18.297455,-19.376608,-27.308048,-24.00159,-20.448278,-16.613487,-19.701351,-19.160635,-20.592752,-23.183727,-24.280039,-23.573544,-24.122286,-23.869602,-18.944263,-21.385906,-26.042835
-27.837822,-27.492058,-27.00609,-21.249796,-21.626274,-17.017496,-16.23708,-16.276949,-19.217392,-19.322777,-18.422647,-25.297832,-28.698175,-23.358551,-17.63463,-19.223568,-24.572905,-27.182304,-27.762539,-27.820055,-23.477678,-25.125076,-21.792606,-22.074932,-21.422188,-27.26501,-20.463408,-17.259907,-19.162666,-20.528667,-18.093067,-17.009607,-25.347826,-29.16755,-29.202496,-20.528595,-19.62232,-17.938002,-19.48183,-18.507309,-15.856204,-19.808067,-20.391056,-18.961273,-23.506098,-22.563055,-22.332518,-19.607567,-18.11129,-22.082443,-25.719822,-25.510996,-19.575735,-18.745594,-29.119904,-21.688297,-18.12369,-16.350805,-20.004505,-23.706255,-26.632694,-20.362236,-22.208313,-30.047108,-33.59037,-32.997204,-19.542454,-20.892326,-27.492134
-24.895958,-21.499283,-21.761496,-23.490479,-22.968464,-18.032387,-21.736912,-24.193724,-22.357872,-22.127949,-16.829348,-20.641964,-23.963547,-22.433748,-18.02058,-21.205402,-26.758257,-27.893372,-25.846226,-23.903038,-18.970535,-20.897123,-27.025997,-21.616127,-21.498844,-25.889189,-20.116552,-18.697437,-24.497341,-21.329794,-18.404734,-18.561628,-24.353523,-26.59437,-34.011093,-17.776691,-13.449212,-14.605848,-19.819702,-19.785862,-17.310627,-18.705935,-25.379818,-22.768932,-21.309769,-18.727757,-24.428297,-20.462185,-23.084904,-22.838934,-30.267467,-27.358923,-17.92012,-16.696646,-23.49136,-19.812922,-18.631254,-24.72785,-24.750513,-23.213367,-26.317467,-19.852684,-18.365149,-24.210297,-23.14271,-19.923489,-17.263653,-22.028372,-27.060755
-24.693115,-21.590109,-21.66343,-20.316345,-17.672085,-17.334785,-19.556396,-23.942749,-21.05617,-17.85324,-15.24252,-21.508165,-26.009033,-20.344955,-20.422863,-26.651117,-28.796207,-25.906298,-28.28634,-25.19561,-19.009544,-20.879091,-26.645533,-18.619907,-17.926273,-20.178236,-18.146667,-14.516301,-18.803167,-15.873453,-19.39619,-25.264862,-24.682169,-24.879107,-32.351856,-17.355553,-15.275741,-18.034424,-19.099966,-19.223175,-21.222242,-25.341785,-23.55684,-25.584019,-20.83392,-17.044285,-21.865591,-19.978355,-16.954334,-18.758755,-19.444551,-19.515457,-18.852383,-18.368435,-22.200226,-24.557383,-21.77305,-21.17583,-22.690596,-17.811403,-22.720558,-22.436905,-19.909275,-25.62804,-20.161465,-16.458008,-16.988892,-23.419207,-23.731098
-30.381577,-28.99579,-25.58798,-18.176426,-19.17366,-23.268791,-24.842352,-20.19493,-21.378628,-22.271072,-18.973633,-20.554888,-26.137032,-25.237427,-19.301466,-20.997635,-25.53762,-23.55545,-24.494898,-21.349707,-19.882137,-21.80376,-22.140682,-15.010995,-12.900465,-16.27758,-18.709114,-14.318465,-14.884319,-17.71028,-19.790428,-26.28348,-21.06051,-20.969788,-29.77043,-18.34761,-17.912983,-20.647455,-19.730417,-19.703838,-20.88117,-28.219988,-25.119919,-28.87412,-24.54039,-21.962793,-21.620323,-23.41198,-16.826607,-21.089447,-16.120323,-18.261044,-23.11625,-22.642254,-27.688353,-24.549324,-24.734812,-19.468836,-18.03818,-16.2118,-22.005592,-25.437263,-24.836056,-21.901531,-24.830912,-23.51654,-18.526798,-19.782383,-22.151402
-28.585676,-22.056717,-18.206455,-17.791082,-25.45288,-23.007587,-23.28978,-21.228285,-17.475098,-20.57792,-26.498981,-26.664032,-22.329182,-22.482866,-20.002981,-19.366425,-19.446232,-21.754128,-24.303774,-23.802553,-19.494179,-17.3092,-19.884914,-18.566496,-17.258577,-24.197668,-30.587961,-19.185135,-22.556808,-28.546492,-25.731928,-22.705372,-18.870346,-19.638954,-29.045261,-20.316334,-16.558542,-18.514736,-20.257298,-21.041306,-21.956936,-25.370457,-28.294857,-30.34355,-24.36376,-28.697203,-26.651878,-24.837336,-19.527683,-20.166729,-16.590382,-21.641031,-21.836643,-23.769135,-32.34373,-21.764257,-19.08832,-22.318748,-24.166002,-19.875404,-26.283237,-24.377367,-19.493484,-18.525866,-22.399862,-25.535372,-21.724035,-21.02825,-25.450703
