-4.8869114,-3.99374,-6.098982,-9.344093,-8.409929,-14.985202,-18.474274,-20.335293
-9.652042,-9.152348,-16.375565,-11.5711,-13.535263,-9.652376,-16.270157,-18.074585
-13.440496,-19.19639,-16.942299,-13.530119,-12.964983,-14.091091,-23.12201,-23.950634
-12.400768,-14.721754,-11.655298,-11.444456,-16.140774,-11.214439,-30.380424,-27.514986
-13.866543,-9.462185,-8.511732,-4.973564,-8.498812,-6.036894,-22.172817,-20.521217
-14.829786,-11.547522,-8.079855,-5.3041687,-6.425646,-1.6124363,-22.62589,-19.100185
-15.637421,-13.287043,-11.238844,-11.259966,-5.715307,0.0,-27.424719,-23.497208
-23.626427,-11.331837,-11.943039,-6.9895763,-4.8687954,-5.9391193,-27.743282,-24.89363
-15.070524,-8.155216,-14.563108,-6.7085304,-7.852026,-9.340887,-16.032196,-12.037518
-11.266857,-11.002165,-10.013069,-10.595119,-11.303209,-11.719042,-12.471973,-8.942659
-13.976997,-16.020042,-10.425468,-12.775234,-7.8702526,-13.623014,-6.3625374,-12.725586
-26.643791,-18.587835,-6.3888073,-7.252203,-8.867334,-12.166235,-9.095762,-18.042356
-27.924124,-23.198349,-9.101309,-10.383701,-7.532503,-13.624916,-16.451832,-19.3067
-24.642815,-22.182756,-11.030151,-11.373487,-14.06855,-18.930037,-17.437178,-17.181606
-25.243774,-14.027956,-12.604689,-12.984093,-25.31848,-17.036835,-12.634415,-22.075087
-17.742998,-9.74449,-15.318086,-17.62611,-22.845354,-13.202959,-15.830196,-24.087297
-14.166374,-10.7917595,-20.395336,-18.25816,-24.575352,-10.848274,-17.191978,-18.416553
-15.083998,-13.112368,-21.20766,-17.961842,-22.52551,-9.90093,-18.417969,-16.139423
-18.686295,-17.553637,-13.241886,-19.832153,-15.607011,-16.129017,-15.677509,-16.462872
-16.880642,-12.64933,-10.282682,-16.183083,-11.871965,-17.494179,-17.83082,-8.811956
