-24.786213,-18.519333,-21.380295,-22.697552,-20.9039,-22.264168,-20.187618,-21.599865,-21.795914,-21.272142,-22.896496,-26.845308,-2.8637676,-1.4465294,-1.580225,-2.9750118,-1.7352772,-2.258709,-2.4011955,-2.693344,-2.4444637,-1.614996,-2.5624065,-2.16757,-2.251318,-2.2546654,-3.695715,-2.5999699,-1.5904789,-20.94654,-29.112658,-25.455439,-14.968914,-17.027042,-22.837423,-19.039675,-21.126982,-19.69484,-16.14827,-21.293234,-16.734257,-18.131996,-31.812,-18.59181,-19.849878,-22.017044,-25.07946,-20.92578,-24.4394,-19.057266,-19.202414,-27.200277,-18.420233,-29.141035,-19.578897,-19.075558,-25.689573,-20.488995,-21.243214,-18.854427,-27.18838,-17.043488,-24.352045,-21.875248,-21.141068,-20.397701,-16.687681,-14.988674,-20.047634,-21.174751,-21.56718,-23.196325,-22.28938,-17.915863,-20.761557,-21.17532,-22.015835,-18.843962,-20.127993,-22.478344,-18.115105,-24.19371,-21.540802,-20.991451,-18.962914,-20.699097,-22.144033,-25.100338,-23.970234,-22.630844,-20.321945,-26.65406,-21.848713,-17.584871,-19.639025,-27.000446,-21.003124
-31.117666,-18.313128,-20.63656,-22.163963,-22.335749,-25.320211,-22.341217,-20.650484,-21.481243,-19.298069,-25.693457,-19.532597,-19.498734,-21.53498,-26.405243,-19.849121,-27.64185,-19.104233,-21.409483,-17.885077,-18.07589,-18.866737,-25.771967,-19.43837,-22.81809,-20.002254,-19.626251,-24.045332,-18.527,-24.378069,-20.197025,-21.632431,-18.21975,-14.840309,-26.295712,-24.886295,-25.917196,-18.898924,-13.3003025,-18.672108,-24.997345,-21.671139,-29.882748,-18.26764,-26.355991,-20.726841,-20.666662,-18.849308,-25.794186,-17.045351,-19.347912,-27.236649,-27.151295,-22.024006,-23.185028,-27.645325,-26.36863,-22.170391,-25.39379,-29.114067,-30.319748,-17.881807,-25.543728,-19.588722,-20.326763,-21.964733,-18.440151,-18.657188,-26.044788,-19.421711,-25.83511,-26.966434,-23.336315,-26.485506,-24.550869,-23.9191,-28.563875,-27.615957,-25.418373,-25.539404,-24.88449,-26.174,-19.185131,-20.47122,-19.638687,-20.064491,-24.907444,-23.681667,-25.403349,-19.43872,-22.396605,-22.994284,-18.607267,-25.357376,-17.96109,-22.00732,-18.920135
-29.933908,-21.236797,-22.80368,-22.638409,-19.40267,-30.026142,-20.006844,-22.482296,-20.169699,-18.49331,-25.51799,-16.222221,-21.442575,-22.850788,-29.636948,-17.975128,-30.480186,-20.9175,-20.3195,-18.95302,-20.014393,-19.832354,-21.580606,-19.014275,-22.972765,-20.735216,-26.649586,-24.889275,-16.248363,-24.941006,-17.898548,-20.355196,-18.959347,-19.044003,-18.944792,-21.13093,-27.497158,-17.354176,-15.845224,-20.92289,-24.53194,-31.951519,-25.1624,-24.870682,-21.125675,-17.969309,-21.24707,-15.942046,-25.316185,-17.850636,-26.71135,-26.961735,-20.872154,-19.584297,-24.394585,-29.64253,-32.093555,-22.699074,-23.22218,-29.328995,-26.14344,-20.431374,-29.69862,-18.050928,-16.65044,-18.397198,-19.833466,-23.562677,-18.649084,-26.653997,-26.066463,-26.377487,-19.334288,-25.70208,-24.09076,-23.520771,-31.571465,-26.23892,-28.580517,-25.799576,-23.679405,-22.874367,-25.200253,-15.936466,-30.285488,-23.953707,-25.74248,-17.797678,-17.518782,-21.38813,-20.507301,-21.527575,-18.225262,-20.272696,-15.383032,-26.00911,-22.146446
-28.093452,-20.19236,-23.374378,-21.437397,-16.571503,-27.04441,-17.271172,-23.550926,-14.296032,-17.242971,-26.131933,-19.488522,-22.068697,-20.979246,-25.022419,-20.38708,-25.57526,-18.564041,-20.250942,-18.64695,-17.864927,-18.175732,-22.183987,-19.290134,-20.233856,-17.790947,-20.478651,-21.04827,-24.503498,-22.785355,-22.562698,-19.784138,-25.36871,-15.63265,-14.337103,-24.127806,-19.250595,-20.473078,-14.547276,-18.832386,-24.62683,-25.132353,-26.137901,-23.676384,-15.130394,-19.684853,-20.179447,-19.625854,-20.116093,-17.028996,-18.279882,-23.140816,-21.186323,-21.718246,-28.647709,-31.956179,-26.341043,-27.264,-25.733805,-23.791204,-20.486898,-18.623508,-25.99485,-18.761564,-17.321476,-15.9183,-17.76802,-22.260403,-17.757818,-20.776407,-30.838945,-23.300434,-16.42384,-28.959799,-19.706627,-26.023355,-29.543692,-21.118582,-23.907078,-26.986794,-22.474934,-20.12729,-22.746498,-18.034222,-20.460844,-21.264364,-19.2467,-16.209835,-16.996367,-24.119612,-19.143978,-23.698359,-19.403408,-19.537369,-15.562723,-29.993515,-27.619524
-30.467918,-25.835993,-20.695477,-18.14951,-21.01486,-21.586403,-22.57547,-22.53485,-15.918703,-19.028156,-16.698729,-12.514515,-18.806103,-7.687439,-13.555473,-13.600483,-18.800526,-22.593607,-18.43055,-16.333012,-18.243717,-11.769367,-22.498173,-19.661167,-17.467085,-12.690685,-16.29861,-17.558212,-20.635372,-18.166403,-23.388962,-19.537247,-27.310852,-18.706263,-14.628508,-31.56105,-17.745459,-17.425049,-15.467003,-13.048643,-19.562786,-20.677315,-20.236671,-22.476166,-18.883694,-12.53887,-19.145401,-19.152859,-20.812725,-18.830372,-17.74963,-26.140232,-16.835629,-18.848122,-20.251694,-22.846079,-18.54477,-28.064152,-21.89566,-23.538418,-23.641594,-22.717012,-21.451391,-29.074884,-18.027117,-21.326614,-21.991997,-23.0921,-16.478947,-20.974022,-23.719852,-19.974998,-16.108723,-19.540604,-19.906513,-25.163698,-26.256023,-17.894276,-21.08295,-24.972195,-21.535515,-19.102358,-23.213228,-18.83727,-20.944363,-19.735445,-17.343025,-23.575367,-19.5973,-17.407375,-19.614277,-21.62972,-22.042625,-20.642895,-18.589233,-27.792765,-23.78558
-30.24854,-22.096552,-19.088934,-19.694683,-19.754997,-21.044561,-23.750656,-23.175293,-13.730566,-19.42093,-16.311872,-9.799887,-14.014845,-4.898937,-13.126421,-9.918554,-19.427715,-24.824726,-16.990505,-12.32967,-19.708,-14.159515,-21.426945,-20.454756,-11.8801,-12.880209,-16.138908,-12.838295,-16.007816,-18.48806,-28.279308,-23.089363,-23.17104,-19.276081,-20.509314,-31.096159,-21.624115,-16.186989,-18.597641,-14.00705,-21.368515,-19.774755,-23.49935,-15.5092125,-19.86994,-12.494097,-20.742104,-17.997711,-22.215895,-20.95993,-23.593765,-18.836132,-17.328226,-17.707418,-13.982199,-19.995356,-14.735212,-21.829939,-18.963215,-30.460682,-24.347652,-23.818554,-22.45416,-18.215595,-19.78846,-24.696823,-25.540453,-19.28991,-17.93082,-25.47773,-21.68342,-19.15731,-17.624905,-16.271069,-24.305073,-22.59496,-24.534935,-18.256536,-19.959167,-26.464115,-27.257069,-23.961359,-18.135834,-20.341404,-23.17778,-19.145649,-20.244614,-24.570786,-19.595463,-20.1461,-24.521431,-19.679783,-20.64175,-23.199543,-15.090765,-30.319786,-27.52967
-20.70665,-21.260834,-20.791744,-26.539558,-21.828661,-16.888866,-30.32874,-16.282732,-12.769371,-24.83793,-22.381416,-18.29571,-14.444893,-11.652447,-22.575449,-14.381327,-19.207151,-19.162,-19.933353,-14.684153,-23.379444,-20.839384,-23.755066,-22.12342,-13.77524,-19.635555,-18.652912,-14.065973,-18.04465,-19.263365,-24.515099,-25.80531,-25.394636,-17.054901,-23.168896,-22.582588,-22.534443,-19.302109,-20.617992,-15.687317,-26.039019,-21.790573,-19.214108,-19.337267,-20.932035,-14.031672,-23.684784,-16.650005,-19.701305,-20.896406,-20.98841,-18.768438,-14.835501,-15.363968,-16.66004,-18.970404,-15.642788,-21.831806,-16.939215,-20.241291,-19.654541,-22.114586,-21.750462,-13.410133,-23.17902,-16.55257,-23.428585,-22.873041,-20.658422,-24.152775,-18.980852,-20.002872,-15.966197,-20.312603,-22.216566,-20.33022,-29.600212,-23.85712,-19.325274,-24.002707,-21.665627,-18.363781,-22.322996,-19.93034,-17.129042,-24.445625,-26.239973,-15.482889,-23.798538,-28.859259,-25.628618,-23.097431,-16.139812,-21.504278,-21.227585,-31.348755,-20.82101
-19.815823,-18.069717,-21.698837,-23.004595,-18.962624,-18.635134,-25.40039,-16.651897,-13.08252,-26.410225,-20.543339,-20.034878,-14.721468,-10.305803,-26.851625,-28.977077,-16.597713,-18.074284,-19.344498,-12.714169,-26.767193,-23.135132,-18.785664,-22.083424,-17.264742,-14.430304,-18.733133,-17.726797,-19.711708,-18.458641,-22.268406,-21.528172,-23.728266,-19.2941,-23.675686,-20.636415,-28.963293,-22.48025,-24.035728,-14.646538,-24.163258,-17.973223,-18.366695,-20.990244,-20.805902,-12.106646,-23.510696,-20.40086,-19.26931,-27.813978,-16.419497,-18.123829,-22.337013,-16.586319,-14.540047,-17.67897,-16.50953,-22.374949,-27.109938,-15.146177,-17.573435,-18.730055,-22.084522,-19.486158,-17.106205,-21.378912,-22.014215,-19.478773,-14.214355,-20.239794,-17.38804,-17.565762,-17.310963,-22.49759,-20.214983,-24.64357,-29.819128,-23.768066,-20.606525,-22.311981,-23.999388,-14.584892,-21.369495,-21.621796,-21.086168,-25.154287,-22.357105,-17.442732,-21.05418,-23.609486,-23.137135,-23.3727,-16.81366,-18.846928,-19.492447,-27.527628,-21.672913
-22.339228,-20.458435,-20.123377,-9.985968,-18.733593,-19.320076,-13.317364,-23.604927,-20.63514,-22.149195,-19.550076,-15.582867,-15.812019,-13.92277,-18.086088,-23.90551,-19.289745,-18.328583,-19.85413,-16.928787,-19.996422,-25.259731,-20.047052,-15.317381,-17.629452,-13.868254,-14.563189,-22.005573,-15.088099,-15.496897,-19.35504,-20.497292,-15.217173,-17.225155,-21.647861,-18.223677,-20.141903,-20.83348,-33.4992,-16.482922,-20.802595,-19.735737,-24.501616,-24.221222,-17.460949,-11.766127,-20.971905,-22.514389,-23.198689,-16.09943,-17.79184,-21.350613,-21.541994,-13.600403,-11.919945,-14.455618,-18.504906,-25.465908,-24.434013,-13.128967,-17.539413,-18.775007,-17.522522,-15.724733,-17.761278,-23.0585,-26.090155,-16.451965,-11.313015,-25.080631,-19.010992,-18.606487,-20.301857,-21.088886,-26.488659,-18.73493,-19.11517,-28.120146,-18.656807,-22.603495,-28.10038,-14.301008,-22.667185,-24.450779,-17.719334,-24.258768,-23.044147,-22.438541,-16.577381,-18.08303,-20.438671,-19.505928,-22.518608,-12.059811,-19.748703,-18.626637,-27.405815
-22.757626,-18.07472,-23.997063,-10.397049,-22.851929,-23.400164,-13.472483,-26.722923,-25.695044,-17.610659,-19.105688,-21.693266,-16.231283,-11.742071,-13.885929,-23.196438,-16.48742,-14.018824,-22.399921,-20.287203,-18.498224,-23.602089,-21.502073,-11.148487,-14.588139,-12.363234,-14.052916,-18.731586,-22.508247,-19.651787,-26.035782,-17.591682,-14.571135,-15.94179,-20.733706,-20.32573,-20.709278,-19.708195,-22.885784,-21.534628,-19.909647,-17.078999,-18.365038,-17.27985,-15.0861435,-12.831352,-18.279232,-16.694866,-19.34709,-17.45089,-15.164755,-22.823357,-19.458733,-17.53658,-20.630692,-18.13211,-14.401688,-28.154472,-20.413942,-16.861412,-23.350288,-17.696695,-12.469248,-15.683603,-22.870691,-18.058203,-25.787342,-22.497965,-17.446526,-19.096786,-18.144558,-17.011057,-14.033121,-22.41373,-30.292934,-17.131207,-20.721037,-19.881409,-16.069489,-26.079573,-25.165936,-18.826046,-23.442434,-18.721542,-16.433762,-22.077934,-17.423397,-25.530363,-19.624413,-19.254232,-18.09728,-19.018108,-26.449438,-17.892595,-21.37679,-18.957619,-27.18954
