-18.992538,-21.750957,-27.469048,-26.660704,-21.20108,-22.127605,-18.561172,-26.235851,-21.884943,-21.42757,-20.451216,-15.273565,-26.633076,-15.093538,-22.943508,-15.440216,-19.991133,-20.777458,-20.525537,-19.3479,-32.470657,-27.638603,-23.14315,-32.74152,-22.250256,-21.787546,-24.769283,-27.399744,-21.044832,-24.351532,-23.430601,-22.593575
-26.471428,-21.738699,-23.072601,-26.73306,-20.585682,-24.144367,-25.805782,-23.80948,-21.183311,-34.483936,-21.870272,-9.23205,-23.482756,-20.402626,-19.496868,-19.423538,-18.73111,-24.437582,-26.340214,-20.792397,-23.976923,-24.921902,-20.533638,-30.991356,-24.958273,-22.834465,-21.053642,-25.779827,-16.672834,-25.163912,-16.112068,-23.18521
-29.299852,-23.10646,-24.294392,-27.918964,-20.512068,-20.993563,-20.979464,-22.798124,-16.968113,-32.64496,-22.215725,-2.9889793,-16.244541,-25.396923,-26.868067,-21.12927,-19.028648,-29.113895,-26.48069,-17.853437,-23.065107,-24.682629,-20.639996,-32.62571,-22.59233,-20.896858,-21.345158,-24.361088,-20.189991,-25.337612,-17.128681,-23.21621
-30.187815,-25.198154,-23.638683,-22.509773,-24.474054,-25.719986,-19.799114,-23.921658,-15.826761,-26.19209,-16.423216,-6.2240334,-10.525801,-16.641987,-26.713531,-26.311144,-20.294928,-21.915483,-28.75722,-16.223259,-25.431679,-28.320312,-22.035566,-26.39556,-23.979324,-27.039007,-27.436693,-21.4739,-22.753231,-22.675907,-25.343151,-28.963657
-24.687683,-21.65434,-19.63174,-18.99918,-19.701496,-23.6993,-28.106373,-23.958288,-20.5899,-24.643394,-21.82043,-18.66068,-1.3228989,-14.566048,-19.937038,-24.86883,-27.493034,-20.952091,-18.406834,-15.591591,-30.447367,-21.351768,-24.77428,-23.156027,-23.98819,-25.92043,-21.222862,-18.324326,-24.091402,-23.823967,-22.745857,-23.758678
-26.238567,-25.054607,-25.19482,-23.736492,-21.374363,-19.139074,-29.11183,-25.435,-28.168163,-18.655113,-19.597057,-14.993511,-2.9112663,-11.975407,-18.122543,-24.74575,-24.395445,-25.128294,-16.619638,-19.63018,-25.398783,-21.79406,-29.306967,-23.205318,-25.888138,-19.826874,-20.859219,-21.882088,-23.30253,-26.26349,-18.92308,-22.197115
-25.209005,-23.659462,-23.859732,-28.169706,-24.930538,-23.81852,-25.959848,-24.6195,-27.226185,-16.589788,-20.654299,-14.754616,-13.662207,-12.247297,-20.01178,-21.46952,-26.41472,-23.947924,-21.904943,-25.811344,-23.840569,-23.967468,-26.760561,-19.385223,-21.456127,-20.73174,-28.230587,-25.467583,-14.986635,-22.825205,-20.57425,-26.006874
-22.166649,-23.26255,-26.421162,-23.252697,-23.022558,-25.55337,-20.70853,-23.29435,-28.649128,-24.236683,-20.008072,-14.178488,-21.023895,-19.790611,-22.310472,-20.14993,-27.442873,-30.914766,-32.939632,-26.056822,-24.442877,-20.843166,-23.680767,-14.05237,-22.096123,-25.491034,-26.100992,-23.792374,-15.73151,-24.600529,-25.780825,-21.938736
-24.37456,-24.060678,-21.1261,-25.75457,-16.488148,-23.514603,-15.734915,-22.23838,-30.446955,-21.131376,-22.599476,-14.180004,-15.598461,-23.916344,-18.9541,-25.28264,-20.294157,-17.789131,-24.812113,-23.722185,-26.889194,-21.929451,-16.596388,-14.896427,-19.467205,-20.542202,-20.963001,-20.496231,-22.266535,-24.125797,-23.87326,-15.486427
-32.122265,-23.435917,-22.224783,-22.430538,-21.425423,-21.064152,-13.2009945,-16.701109,-28.91354,-21.282106,-26.08473,-14.5303955,-23.843939,-22.02135,-17.22982,-23.814299,-17.190786,-20.543715,-21.17065,-20.884134,-25.368057,-22.050282,-19.519852,-22.72895,-25.81842,-18.302921,-22.436592,-20.626228,-26.501953,-28.674536,-19.960373,-17.083733
