-23.94045,-22.252308,-22.133583,-22.020308,-20.926502,-19.945465,-16.92164,-16.136421,-21.786575,-20.863602,-19.318172,-21.507092,-18.20542,-16.203953,-20.095703,-22.188553,-17.468191,-21.576921,-21.674793,-17.37846,-27.391949,-24.721138,-20.994244,-25.380388,-19.602386,-28.02793,-21.191467,-24.04435,-19.962254,-25.661179,-25.841938,-18.83289,-19.045033,-26.299095,-24.031948,-22.49591,-19.92968,-26.204357,-24.360374,-20.975103,-18.541073,-19.42499,-25.013027,-20.51276,-24.45501,-19.22559,-25.193304,-18.749977,-19.54615,-24.012363,-23.158638,-20.214851,-20.891031,-21.16072,-20.885452,-17.326607,-18.30899,-27.731714,-21.871157,-21.586657,-22.905495,-24.064304,-13.341671,-18.231928,-16.476751,-19.565344,-17.655993,-21.04547,-24.68264,-22.201614,-19.224266,-21.473202,-21.774757,-20.68893,-19.119413,-17.416782,-15.792728,-21.171604,-20.633915,-18.960537,-23.01278,-18.347252,-23.318941,-19.39834,-17.328787,-20.486536,-22.409523,-18.945839,-31.72653,-18.456104,-17.49597,-22.758623,-26.337772,-24.649738,-21.153498,-21.897758,-28.577076,-18.595985,-22.695486,-21.253714,-21.23901,-22.418972,-27.208248,-25.277924,-23.321705,-21.155602
-28.564114,-22.789436,-20.231424,-28.239094,-26.224945,-23.55613,-22.169437,-22.508411,-25.858974,-23.770119,-20.332062,-28.72184,-19.275707,-23.413143,-23.420727,-29.783419,-21.132257,-17.318138,-17.853962,-13.190748,-16.312088,-21.770386,-20.477022,-21.676888,-25.200302,-19.543808,-29.691498,-24.002586,-21.544567,-20.529852,-26.577606,-22.35096,-19.60469,-19.8749,-29.285755,-17.212172,-19.345617,-20.301876,-26.719778,-15.387512,-24.574776,-13.983658,-23.645622,-21.995604,-21.883614,-20.859133,-23.08855,-25.189714,-15.958975,-21.65251,-23.23722,-19.32743,-18.83416,-22.105686,-15.818832,-23.6204,-20.887346,-20.707,-25.544209,-23.38607,-27.522669,-24.246386,-16.334003,-16.085636,-10.596067,-16.368147,-15.207157,-19.078737,-29.628819,-22.711084,-24.489254,-22.72035,-23.747543,-15.991684,-22.758327,-13.529512,-11.522909,-13.521467,-17.004313,-15.544586,-21.193766,-16.41716,-21.348194,-18.70504,-19.838013,-24.61234,-30.885092,-20.785648,-20.560246,-18.4445,-20.736713,-23.391144,-21.539902,-24.550892,-19.35127,-25.295406,-21.17495,-25.012646,-20.136795,-23.80788,-24.135921,-18.623829,-16.261997,-26.913536,-21.48396,-20.961838
-29.365238,-18.220928,-20.038555,-37.157276,-23.458984,-25.900078,-20.96656,-21.794432,-25.49621,-27.395756,-22.023302,-30.225605,-16.591433,-23.507961,-23.336834,-23.08451,-25.972883,-16.236607,-18.374804,-13.485966,-13.581221,-15.923067,-15.7889595,-12.858919,-25.580227,-20.471249,-15.340578,-17.66682,-21.05913,-16.326506,-20.662584,-24.55278,-17.390907,-14.629395,-32.56962,-13.596792,-20.112621,-12.001965,-19.420187,-13.0443325,-19.99305,-12.238361,-20.022892,-20.731998,-14.724445,-16.859747,-19.337095,-24.219898,-12.148659,-17.865492,-23.980164,-15.532639,-19.474491,-20.793623,-16.174603,-21.340199,-20.07484,-15.545403,-24.351973,-23.716408,-22.668568,-14.233973,-20.34561,-15.832773,-10.65316,-15.149414,-16.944796,-18.520624,-17.037868,-18.003092,-26.337452,-20.168396,-20.16204,-16.017414,-11.761839,-8.041349,-14.304899,-13.351122,-18.43096,-17.110378,-22.601772,-19.0496,-21.094551,-16.268072,-22.352266,-18.783764,-27.698254,-17.78199,-17.511364,-26.95372,-21.312193,-21.682823,-19.24337,-24.684956,-20.810574,-20.19321,-24.146458,-22.954582,-16.36871,-18.991953,-25.184631,-19.60992,-15.43161,-23.787449,-23.141134,-23.974943
-32.857086,-18.26297,-19.43446,-29.206886,-28.540562,-24.704973,-21.038382,-24.624952,-25.377346,-26.64715,-20.88545,-22.022995,-22.990694,-27.113464,-23.670715,-19.820248,-24.642185,-16.845081,-19.938622,-16.759895,-15.80887,-16.462652,-20.866436,-11.383041,-18.46978,-27.023233,-8.70207,-11.647179,-12.328861,-16.292488,-16.231535,-18.20863,-12.138115,-12.517471,-27.450974,-8.538723,-9.498678,-7.0544643,-9.99412,-9.243694,-10.37779,-14.977533,-20.164131,-17.155394,-5.654232,-6.8795204,-15.062284,-19.575174,-7.2869053,-17.001585,-14.255346,-10.045082,-15.449944,-20.565662,-16.61724,-18.00681,-22.622042,-9.999889,-14.502466,-17.254295,-23.994,-12.96924,-19.88435,-5.861412,-3.0101585,-15.652081,-11.605705,-14.5656185,-13.410688,-16.712427,-24.157589,-16.16425,-19.538195,-16.395077,-6.1843243,-8.064768,-16.67369,-19.582447,-20.720692,-13.334845,-18.298658,-17.734137,-17.518017,-14.564449,-18.91346,-15.896463,-19.870396,-17.298336,-14.747759,-16.671087,-18.080906,-17.239359,-15.039749,-26.309875,-20.747139,-16.472454,-20.619194,-21.242292,-20.453255,-19.666338,-19.576672,-20.582352,-16.571728,-18.335045,-19.57715,-29.37029
-29.58971,-25.696188,-17.861885,-26.42627,-28.22555,-24.814543,-27.9058,-24.271177,-23.133745,-24.31472,-24.216946,-24.900005,-23.617785,-31.684431,-31.370838,-26.149729,-25.163033,-21.669468,-19.967152,-21.144213,-21.73723,-19.701492,-21.126991,-14.454365,-21.969364,-23.496243,-12.793758,-13.880554,-15.479326,-17.464016,-16.655031,-18.199596,-17.003075,-18.15979,-17.956299,-15.446102,-10.876816,-11.622431,-13.423775,-10.47069,-11.052038,-18.27315,-19.217707,-14.769365,-8.366886,-10.51576,-15.521889,-16.943897,-12.59589,-20.118649,-11.407162,-11.320538,-14.280983,-18.523838,-20.087189,-20.099169,-20.223225,-13.567905,-14.91794,-18.772865,-24.999386,-7.651001,-17.66864,-2.678587,-3.6206589,-11.015526,-11.44117,-19.016663,-18.893589,-15.379431,-20.10502,-22.566565,-22.935642,-20.10363,-5.5588074,-13.978775,-12.762085,-16.79722,-24.229519,-18.138935,-14.4131775,-18.072151,-14.528591,-21.824518,-12.387867,-20.880074,-16.421173,-22.539673,-10.132065,-14.678633,-17.325775,-20.704895,-18.086525,-19.227806,-17.102253,-19.87314,-19.00135,-17.789661,-22.22201,-28.571394,-19.444855,-18.194363,-17.183434,-17.438377,-15.924595,-26.058382
-25.182034,-25.091846,-23.67088,-26.437248,-27.075771,-26.75119,-33.05024,-27.583696,-22.264595,-24.39815,-29.134682,-28.727356,-24.484726,-26.359884,-31.721552,-27.555206,-21.78521,-23.804274,-15.546705,-20.489521,-21.63934,-20.460184,-15.560291,-13.138161,-24.843529,-24.014679,-18.27813,-15.387852,-23.60876,-19.860815,-17.411064,-16.766747,-14.210724,-15.565872,-13.123512,-19.989601,-12.882778,-15.788874,-23.989109,-16.582523,-22.159138,-17.112843,-15.71534,-15.6880245,-20.085728,-18.399456,-14.419991,-21.702318,-15.937298,-18.595783,-7.473034,-17.957035,-20.3947,-14.48502,-16.827152,-14.192789,-15.888685,-21.381342,-13.652187,-23.455051,-17.205353,-10.669994,-13.960487,-8.888504,-10.042547,-7.1059227,-12.374554,-26.713718,-28.955832,-19.245682,-19.960392,-18.995478,-22.361061,-17.883678,-6.663353,-6.0757523,-9.974009,-16.363422,-19.04309,-17.71152,-18.02028,-15.347216,-17.064377,-24.431345,-10.834887,-19.348064,-15.005838,-21.937702,-9.598032,-16.535694,-20.429342,-26.106094,-20.329512,-14.527636,-24.319725,-16.589668,-16.578669,-14.89341,-20.819366,-17.926971,-20.825731,-15.344276,-20.683287,-15.948984,-20.348606,-18.332092
-27.77715,-19.859673,-24.233675,-23.489048,-22.785313,-24.201431,-24.841343,-24.94473,-22.76479,-26.911758,-21.21416,-21.65972,-21.852604,-25.082918,-25.658924,-24.30199,-19.137508,-13.866085,-14.858215,-15.065666,-15.842001,-16.673077,-12.695034,-8.000526,-15.350086,-21.542679,-17.292604,-13.730309,-15.296665,-20.068996,-17.233427,-15.347054,-13.508892,-17.034004,-17.737257,-13.202255,-8.449865,-18.519756,-17.604988,-22.858135,-18.725063,-21.567562,-15.714775,-14.013264,-19.5718,-19.092846,-13.915203,-13.074774,-12.704435,-16.689266,-13.641621,-17.38695,-20.406113,-18.30334,-12.5562,-11.615845,-15.247852,-15.584545,-13.823214,-19.759224,-12.8578,-15.998219,-10.130344,-5.817997,-12.855337,-11.157837,-8.518738,-18.477169,-24.65009,-19.271553,-13.874653,-19.011538,-17.81784,-17.332771,-12.109491,0.0,-2.3013115,-14.266466,-18.693851,-16.652588,-12.697741,-11.711052,-17.020782,-20.17053,-15.728506,-12.462498,-14.348843,-16.500553,-10.850452,-9.125111,-14.462585,-14.77714,-12.857525,-16.332855,-15.237122,-19.819046,-17.678345,-15.088615,-20.44291,-14.961359,-19.523682,-15.811863,-16.849495,-14.280756,-20.046906,-13.634312
-31.965488,-19.23806,-23.961725,-27.090263,-25.817566,-24.332949,-29.337425,-22.629002,-22.649866,-34.09147,-18.7733,-21.08316,-22.64537,-30.592375,-24.513386,-27.651972,-21.844904,-12.31073,-11.065096,-12.929575,-11.435616,-9.885578,-10.637909,-4.469034,-11.746124,-20.390715,-14.894781,-9.678566,-10.767683,-15.944115,-12.276352,-16.843075,-10.786783,-22.49925,-17.119474,-10.392672,-7.1918545,-16.623884,-12.671593,-17.625683,-13.382479,-15.393377,-12.927656,-14.592724,-14.072674,-14.01137,-11.209309,-11.136375,-9.191555,-13.242399,-17.721432,-14.556643,-15.160137,-18.900017,-10.255093,-13.220085,-15.622612,-11.103268,-9.441547,-13.429012,-10.866333,-8.950542,-5.264633,-5.74362,-12.5739975,-8.996874,-5.6690445,-13.087521,-21.225826,-13.916546,-9.536444,-13.155962,-13.155727,-14.313715,-18.170168,-5.9517536,-7.960045,-16.536806,-14.139065,-11.870972,-6.661125,-12.723497,-10.98769,-14.921953,-12.306654,-7.996853,-11.148914,-10.890593,-7.596689,-8.738979,-9.816479,-9.279812,-9.564613,-14.719366,-11.641167,-16.787231,-13.175236,-11.248297,-16.785492,-13.706997,-12.493134,-12.969395,-10.660358,-9.15629,-15.214052,-11.056225
-29.981571,-21.706028,-26.29703,-24.741943,-21.357557,-29.678518,-28.887314,-27.188643,-23.068352,-28.21447,-22.0014,-24.464298,-23.662308,-22.216255,-27.416935,-31.702406,-21.713152,-14.990515,-16.716892,-16.801935,-16.30165,-14.741737,-16.82961,-7.8178024,-17.548986,-22.940418,-16.329554,-16.945442,-14.853472,-19.637817,-15.99136,-13.86759,-15.1945095,-22.373505,-18.560856,-16.87302,-12.612497,-18.625256,-16.845182,-20.226252,-19.55865,-15.490166,-17.060205,-19.247559,-15.667107,-19.943718,-15.342228,-19.184591,-13.867136,-15.860401,-17.620993,-16.443092,-20.048445,-21.563469,-17.145218,-10.2671585,-16.749456,-15.31414,-14.692459,-14.486208,-17.435532,-9.065023,-10.126051,-11.469284,-14.382444,-14.727762,-12.023674,-14.810478,-18.157494,-15.771095,-11.998539,-16.848867,-18.40306,-21.29155,-14.569283,-19.68612,-17.083735,-21.387531,-17.911095,-15.187275,-7.0906124,-8.859629,-14.876423,-19.962345,-15.034885,-14.426575,-16.836111,-14.908588,-13.610348,-18.401218,-14.05888,-13.721569,-16.317467,-13.808943,-18.258595,-15.533073,-16.199093,-15.370932,-16.991316,-18.455917,-15.569288,-16.283367,-16.139172,-16.12428,-20.33663,-15.3636265
-24.210361,-19.50739,-20.632069,-24.104523,-25.750546,-24.208942,-25.035015,-24.614637,-32.77791,-25.690603,-28.979507,-23.089052,-28.507076,-22.728708,-35.20809,-32.077217,-20.895514,-15.368847,-27.915375,-18.530989,-20.418056,-16.4616,-24.540777,-14.232306,-20.931623,-24.164879,-25.683756,-27.33984,-19.50249,-22.93473,-26.39854,-13.726421,-21.889675,-19.69051,-20.26385,-20.23585,-14.2522335,-16.459543,-20.87922,-23.950054,-23.107544,-25.693779,-22.978458,-15.288187,-12.197441,-21.950096,-22.840714,-21.59881,-21.569164,-13.335567,-16.626495,-20.19809,-19.906612,-18.601643,-18.581758,-13.033886,-15.778313,-24.69907,-26.440262,-23.256214,-19.801235,-15.606592,-13.275887,-17.46562,-14.678598,-24.809917,-16.806,-21.991087,-12.320883,-17.862452,-18.0353,-26.933622,-26.58295,-24.658834,-18.235783,-18.400146,-17.93285,-16.04467,-26.945309,-25.687088,-17.644672,-13.205053,-16.55333,-26.612785,-20.647455,-23.94829,-16.776972,-18.640192,-24.17598,-19.686222,-16.688332,-16.603949,-19.219072,-16.873697,-20.747236,-15.924519,-15.874931,-15.225693,-21.953205,-19.36112,-22.629662,-22.172354,-20.337175,-24.247198,-25.55788,-18.652702
