-31.650604,-27.959988,-24.260761,-24.024681,-25.89433,-24.691832,-21.982967,-28.26616,-25.489555,-23.498266,-26.968605,-23.82174,-21.549442,-23.608932,-26.257362,-26.88586,-26.807907,-28.684385,-27.016361,-25.464314,-24.585232,-24.804838,-29.122976,-25.097755,-22.47638,-30.26867,-30.639442,-27.475517,-24.075409,-29.117685,-19.277708,-26.117157,-20.742651,-26.722061,-30.450237,-24.173847,-29.293343,-21.86463,-25.93823,-22.830814,-20.992525,-26.540249,-36.332138,-22.888807,-26.129509,-28.161568,-27.505041,-30.430815,-28.20478,-24.599936,-29.125051,-26.50301,-35.095627,-31.58218,-24.748516,-28.864357,-33.148933,-26.270119,-25.59222,-22.607609,-22.84766,-32.601425,-27.444395,-28.916302,-28.932146,-25.92791,-28.917837,-27.702799,-29.221056,-39.387028,-24.360226,-30.941029,-25.51054,-27.240284,-28.808796,-21.334631,-26.194515,-24.681156,-28.388746,-29.413147,-27.63329,-31.368465,-22.179676,-30.303547,-28.933996,-29.483906,-32.498417,-5.8448563,-6.2865562,-28.129166,-28.399307,-23.394499,-36.297897,-26.431442,-24.145222,-24.368912,-28.240154,-33.737034,-30.291874,-33.79872,-26.189487,-24.796673,-27.884457,-28.016438,-30.554817,-26.366926,-27.577557,-28.60123,-22.382153,-28.598915,-24.395414,-25.975859,-35.2071,-30.435938,-23.22789,-21.872215,-33.06106,-27.769537,-26.106758,-25.526741,-24.771263,-22.381529,-28.360039,-12.899258,-3.8146973e-06,-3.8146973e-06
-30.656122,-28.053942,-35.211018,-29.67313,-29.07713,-22.337126,-24.247837,-29.777502,-22.94187,-28.90904,-26.866201,-29.081347,-25.803707,-24.914904,-28.21523,-28.126936,-27.618004,-27.424124,-25.456486,-34.04487,-30.96105,-29.672905,-23.999022,-28.168385,-25.02139,-27.459143,-29.403187,-27.166348,-39.063297,-28.225296,-26.725021,-20.30474,-24.363907,-26.309284,-28.163893,-26.812698,-36.366028,-21.302765,-27.073202,-25.62555,-23.148746,-24.659744,-33.684113,-22.421608,-27.784176,-22.700882,-25.244816,-31.138887,-36.066708,-34.049286,-33.591896,-22.945314,-25.992126,-30.56488,-25.961452,-27.642788,-32.78101,-29.248768,-26.322002,-28.367702,-26.408543,-33.38532,-27.145687,-30.566717,-29.361591,-24.81401,-25.91257,-28.010498,-23.863064,-27.556362,-29.410213,-22.938122,-28.195415,-23.029173,-27.840979,-27.96494,-25.135498,-22.911922,-27.241713,-23.488174,-30.262829,-30.731228,-31.571693,-31.264648,-33.20191,-28.122581,-24.969166,-28.63556,-13.565128,-32.504658,-29.265,-27.46452,-27.237568,-30.968943,-30.174427,-27.336994,-31.707975,-28.903404,-29.641247,-30.19372,-29.09912,-33.31319,-25.686428,-25.763453,-23.24448,-29.741096,-22.05777,-30.151344,-24.738651,-25.362701,-28.827923,-28.21069,-27.754517,-34.1056,-31.311165,-26.593798,-34.91296,-27.445848,-24.661797,-28.09222,-28.622993,-22.658161,-24.147928,-19.799335,-80.0,-80.0
-31.496765,-26.685707,-28.366322,-27.443161,-33.498154,-22.95844,-23.346123,-26.630371,-28.237309,-29.596914,-26.212755,-31.04382,-30.36277,-25.531658,-24.512518,-28.265018,-29.38382,-27.582916,-25.734179,-29.514408,-28.248627,-35.388737,-23.044094,-29.712852,-28.785582,-25.51877,-33.397366,-23.921906,-34.48752,-31.695278,-27.521763,-25.077126,-24.404137,-23.965134,-24.855118,-25.671104,-29.73389,-25.46931,-25.516289,-23.198374,-26.71211,-27.600296,-27.748701,-25.719364,-31.116472,-24.551348,-28.440037,-25.78968,-29.136204,-28.695013,-32.51824,-25.468178,-27.842712,-27.864943,-25.093369,-28.73745,-33.019413,-37.01251,-28.250164,-25.886381,-27.266832,-29.134306,-28.191595,-36.387844,-32.84001,-33.00861,-33.658367,-31.338184,-26.169537,-27.918665,-33.404366,-23.68686,-26.703474,-21.276085,-24.251923,-34.500187,-24.423656,-24.849878,-27.907753,-24.092226,-26.254168,-28.427483,-27.834995,-28.648315,-34.27034,-26.010372,-23.228054,-32.802628,-18.221424,-32.828773,-32.86018,-29.693203,-26.75656,-30.476507,-33.185158,-26.201515,-34.329052,-26.925428,-30.463642,-28.678839,-26.35735,-34.678818,-25.298086,-24.623585,-24.664251,-28.449783,-21.979706,-29.648636,-25.340366,-26.224861,-26.769463,-27.692932,-25.285511,-41.829765,-26.156506,-26.282463,-28.158392,-33.09438,-25.001263,-29.483068,-30.211536,-24.389618,-26.656454,-21.719086,-80.0,-80.0
-25.913681,-31.417381,-26.645927,-25.90664,-27.561697,-25.962605,-32.10202,-31.14384,-38.46037,-29.02676,-27.222528,-26.010414,-29.59776,-25.790668,-21.98824,-31.890278,-29.125772,-22.638565,-24.334803,-33.292423,-24.130945,-27.725052,-28.538322,-29.019587,-27.76947,-25.391825,-37.061867,-25.565643,-33.90948,-32.536636,-28.553934,-30.29594,-23.667807,-22.855404,-29.423166,-29.80041,-25.775337,-21.782524,-22.242138,-24.306633,-26.155087,-27.740658,-22.959095,-28.491428,-29.835781,-24.557062,-30.315521,-24.09155,-23.63618,-26.326805,-28.51801,-26.181038,-28.747711,-28.915068,-24.721008,-23.774057,-29.00631,-26.793623,-24.765308,-25.043648,-26.514374,-22.048172,-25.948372,-31.579826,-36.235424,-32.71653,-31.145618,-34.492615,-31.923355,-36.77301,-29.761127,-25.793943,-31.713812,-28.061356,-25.526255,-30.892519,-23.420067,-29.878708,-33.122044,-26.229404,-23.54871,-23.041958,-31.664925,-23.92826,-28.327826,-26.61097,-26.480919,-32.694946,-24.226372,-24.42546,-31.113834,-25.768173,-29.19992,-27.423851,-28.019196,-24.650978,-32.809425,-33.606003,-31.982752,-21.957129,-23.016762,-30.558485,-28.833239,-27.70783,-27.375633,-25.76889,-28.681187,-28.019907,-21.002617,-25.087017,-28.31635,-31.285994,-25.957468,-35.776585,-27.284275,-28.097137,-21.867447,-32.28204,-24.72629,-29.8568,-24.571209,-30.3028,-26.798952,-20.64366,-80.0,-80.0
-25.158577,-28.601658,-28.413872,-23.306313,-32.073017,-24.759808,-31.704247,-31.942327,-37.530396,-27.47107,-28.149368,-29.738102,-27.994413,-33.013664,-24.73489,-35.50351,-24.089834,-25.52869,-22.108585,-39.82472,-24.464325,-28.297235,-27.58981,-24.06826,-23.462627,-27.747938,-33.868996,-31.323914,-32.14726,-28.175964,-32.93493,-27.216219,-26.995777,-22.877937,-24.546478,-30.447464,-25.517344,-27.158619,-26.437302,-25.299927,-26.563095,-32.631817,-22.942455,-33.374958,-29.982048,-26.39072,-31.443218,-25.327578,-26.033932,-31.442976,-31.288113,-32.862343,-27.59722,-27.605043,-28.422108,-24.391886,-31.78926,-26.334843,-28.284979,-30.315128,-30.791634,-23.434975,-28.176495,-29.278908,-30.640564,-29.027182,-29.938358,-27.307915,-32.735462,-27.032291,-27.885246,-31.332703,-30.702461,-28.312954,-24.92979,-26.947529,-28.419416,-26.596058,-32.007256,-25.802044,-26.624134,-27.4711,-29.21241,-31.054705,-22.387241,-29.164257,-26.413378,-30.204124,-26.234375,-20.48353,-30.324726,-23.738422,-30.108337,-21.48182,-28.21243,-25.19497,-29.885931,-35.8033,-30.186565,-20.566063,-27.239477,-25.15394,-30.355345,-28.066711,-31.76617,-21.784765,-25.516842,-24.605936,-22.934072,-26.887182,-30.395378,-25.7251,-30.808146,-28.522455,-25.285925,-31.210936,-29.098528,-28.532562,-21.07086,-33.787518,-30.222914,-30.86756,-27.22583,-23.182007,-80.0,-80.0
-25.755615,-29.277477,-26.35136,-27.498844,-32.460415,-28.864985,-28.98878,-27.062485,-34.52091,-34.96786,-29.470877,-33.75506,-25.472654,-34.66254,-27.168953,-32.43578,-22.71573,-27.248785,-26.417645,-33.41451,-28.950275,-27.39211,-30.553532,-23.245905,-26.58804,-32.288666,-27.367641,-29.178656,-26.560036,-23.333136,-33.460987,-27.813148,-23.952168,-25.371725,-24.28585,-24.394829,-21.090921,-27.463348,-32.237206,-31.049974,-27.815632,-27.436974,-28.687048,-31.882421,-35.113678,-28.187006,-27.339243,-29.180843,-24.592285,-26.336105,-35.40636,-26.273338,-31.249157,-28.6475,-24.418201,-32.24248,-37.271927,-28.233784,-25.924782,-29.85568,-37.55463,-27.190739,-26.20803,-25.862164,-26.417244,-28.16415,-29.01368,-24.228971,-27.519295,-21.77275,-26.731907,-26.856842,-27.328064,-24.57717,-28.36154,-30.700008,-26.928822,-29.431286,-27.200981,-23.575483,-34.821323,-30.554434,-23.446415,-33.707535,-23.42788,-32.692345,-24.773685,-34.171276,-25.255684,-23.503786,-26.5125,-22.859638,-27.06616,-21.353115,-35.571415,-23.479378,-28.14414,-24.670969,-28.766422,-26.03677,-31.637375,-27.64449,-28.158836,-30.415209,-29.178926,-25.468918,-24.784943,-22.242226,-27.909992,-27.762825,-27.82052,-26.814531,-27.456797,-24.33707,-25.10987,-30.416927,-36.240746,-23.303905,-23.730282,-31.819527,-29.169794,-32.266598,-27.42863,-24.46785,-80.0,-80.0
-29.79705,-28.929642,-25.778725,-26.526335,-23.938349,-27.209612,-28.8381,-25.819164,-31.21843,-24.86531,-25.547218,-25.87038,-28.536667,-24.83934,-26.078758,-34.72293,-27.206947,-34.574997,-23.407875,-28.30476,-28.76095,-24.83041,-26.97015,-30.274475,-28.163143,-31.23975,-29.604004,-25.667797,-26.175377,-21.367825,-32.709846,-28.75138,-24.490803,-29.167969,-27.114037,-23.474188,-24.320312,-23.504158,-32.533157,-27.483362,-26.653606,-29.412432,-37.94482,-29.591503,-44.11985,-29.372267,-30.281084,-24.647705,-26.25921,-24.58674,-32.308197,-28.203478,-28.174002,-31.782959,-25.24519,-27.679096,-34.37282,-29.49462,-27.52192,-27.519348,-29.436247,-23.425724,-30.21019,-28.284992,-30.757362,-28.292095,-25.850775,-25.62489,-24.509377,-20.167097,-29.002317,-30.23469,-35.636818,-28.38319,-30.549307,-25.29572,-20.761305,-22.540115,-30.6866,-18.499174,-32.784126,-31.221554,-25.422396,-27.272148,-29.186132,-33.074768,-25.951939,-32.05216,-26.771145,-28.891525,-28.499231,-27.165272,-26.716385,-25.612865,-27.85695,-27.67191,-31.483082,-22.347622,-27.509703,-28.168015,-29.929886,-22.821781,-24.99764,-25.523724,-36.32932,-23.84557,-21.334202,-26.69606,-33.66437,-28.65084,-29.478863,-27.169968,-26.722897,-28.155983,-34.542107,-26.232807,-34.965878,-21.70763,-27.961163,-33.152676,-23.754622,-30.509941,-29.574673,-24.590918,-80.0,-80.0
-36.501007,-29.742332,-28.938267,-28.724382,-25.880041,-26.445969,-31.456547,-27.789837,-27.285385,-23.829779,-23.868809,-25.210077,-28.281773,-23.530533,-32.98338,-34.63074,-31.745651,-29.036251,-25.703594,-34.178364,-27.14037,-23.257212,-28.90126,-30.35979,-33.139847,-29.697308,-35.32819,-30.26933,-30.86776,-22.257862,-30.325333,-26.059753,-26.866203,-28.47311,-34.603348,-21.876884,-26.110428,-27.592976,-35.652256,-23.392536,-26.434578,-39.92368,-28.669079,-26.10662,-34.256874,-27.613354,-33.55009,-25.158588,-29.508255,-28.820677,-25.766272,-34.735,-29.276703,-28.680191,-28.505186,-25.0048,-28.59838,-31.220785,-26.730433,-22.768799,-25.48649,-24.239876,-35.74956,-36.08412,-28.246487,-31.439344,-26.929947,-26.134125,-28.366947,-25.568474,-27.043495,-33.569225,-38.797337,-25.588741,-33.914772,-24.555624,-25.365797,-23.19658,-26.213152,-21.727165,-26.661152,-26.802406,-26.009123,-21.34105,-26.1287,-24.262775,-25.92744,-32.78115,-29.98527,-29.169655,-28.025684,-25.55658,-24.486217,-25.244045,-20.977217,-29.33354,-34.27311,-30.556126,-31.261196,-27.477493,-26.10693,-22.01648,-24.814163,-26.30698,-41.52391,-26.310957,-23.857328,-26.428844,-30.770267,-25.27827,-28.214163,-30.459358,-23.003622,-23.546164,-33.32566,-23.184334,-34.48024,-26.27009,-31.601892,-28.962345,-30.430077,-30.190285,-25.071217,-24.688084,-80.0,-80.0
-35.272205,-27.918507,-32.658516,-32.229546,-26.4903,-27.156433,-31.670849,-25.93099,-29.849174,-31.13082,-25.314007,-30.540344,-28.601498,-24.19606,-27.180233,-29.726843,-28.552223,-27.22662,-30.803055,-31.975975,-27.976578,-28.417006,-26.37161,-27.40974,-29.242699,-28.5642,-31.258894,-29.381111,-37.232635,-26.245567,-30.401268,-30.715063,-25.734234,-28.29682,-35.063362,-24.806614,-23.397686,-29.726377,-27.696728,-28.190338,-27.483582,-31.916693,-25.600122,-25.39661,-27.765259,-20.213638,-34.338226,-29.43151,-26.898663,-27.237675,-23.976192,-27.705782,-26.830082,-25.335014,-28.802448,-26.620598,-21.576427,-35.952072,-27.260704,-25.871086,-28.770464,-22.669155,-26.283041,-35.3017,-31.645538,-32.11818,-24.801064,-22.201769,-30.180279,-29.330223,-26.274014,-23.577145,-27.009336,-28.570526,-26.41676,-30.644432,-27.614285,-27.41056,-24.173443,-27.041698,-22.850368,-31.242197,-23.474012,-23.150002,-25.981071,-20.77056,-32.062458,-38.49069,-27.037405,-26.511276,-27.058332,-24.291843,-23.327154,-31.746254,-21.368069,-27.158089,-32.94986,-31.00056,-27.958895,-24.450506,-29.557613,-25.447456,-30.481888,-29.487175,-41.006508,-28.741514,-27.713068,-28.821663,-24.110554,-28.702757,-22.630432,-33.49747,-26.078163,-21.805008,-33.616623,-21.94173,-35.981358,-23.241093,-30.562376,-24.474354,-31.986528,-24.359478,-21.321026,-26.383608,-80.0,-80.0
-37.320198,-26.470379,-25.956947,-26.92019,-29.963223,-24.167915,-28.584072,-26.645046,-23.619678,-29.781328,-25.74511,-29.546688,-39.60626,-28.347683,-30.5661,-34.01272,-26.86743,-24.558243,-26.186497,-26.357695,-27.581842,-25.2658,-27.400032,-26.585712,-22.249754,-29.27791,-25.449636,-27.59586,-32.674534,-30.726782,-26.248459,-28.296818,-28.67345,-27.211212,-33.1917,-22.414728,-29.294395,-31.63146,-26.786402,-32.939575,-34.59477,-26.963217,-30.43163,-22.517895,-27.733997,-21.608078,-29.05813,-27.204329,-31.252846,-26.537523,-26.235092,-30.096062,-31.757845,-25.003094,-25.012024,-27.922297,-28.45932,-30.530766,-34.310795,-35.443466,-33.01946,-32.989983,-27.084373,-33.388855,-28.640812,-30.21597,-29.490166,-22.385983,-29.741722,-32.684074,-28.170713,-23.757942,-23.929062,-30.788113,-24.291565,-30.36784,-27.384953,-28.766045,-25.25041,-32.9686,-24.338257,-25.558756,-28.176163,-23.905075,-36.299988,-26.954441,-31.261427,-37.279907,-38.06557,-26.388897,-29.793663,-30.587326,-29.177086,-31.59795,-27.876108,-26.661987,-28.497551,-31.141674,-28.27172,-28.732456,-24.434052,-29.815647,-25.939438,-32.563637,-39.183548,-29.237217,-28.360992,-33.397076,-27.07641,-30.383226,-27.254871,-29.751684,-35.58349,-27.44535,-32.22496,-28.756424,-27.886166,-24.6488,-28.747639,-31.013424,-34.392616,-21.80232,-25.277771,-32.420612,-80.0,-80.0
