-12.710232,-6.193824,-7.8646555,-23.192019,-16.033474,-10.319717,-16.685055,-13.230751,-11.687195,-12.656231,-12.998237,-11.830681,-7.9910564,-10.00378,-7.4907303,-11.416042,-11.274587,-15.01442,-8.307934,-6.405384,-10.489062,-8.853307,-9.277082,-11.0544405,-6.448531,-11.428342,-9.064142,-11.2182865,-10.834157,-14.402781,-10.884007,-13.827561,-14.114122,-4.657878,-10.4927435,-9.669201,-6.410387,-20.598827,-9.07453,-18.056564,-12.604979
-16.600212,-12.276721,-13.011656,-23.611734,-14.506393,-11.206499,-16.114925,-11.36195,-15.627304,-16.62297,-9.706183,-7.657112,-14.114637,-11.474176,-7.1242847,-21.406136,-13.090002,-14.029678,-12.02691,-15.064833,-11.505339,-13.30763,-9.724047,-13.676727,-6.0068264,-15.263826,-13.166497,-6.5815544,-12.271094,-13.973406,-9.7034,-18.407145,-11.878002,-8.584938,-10.006844,-12.577226,-7.8373756,-10.064931,-9.162003,-21.75361,-11.594669
-24.787527,-13.136232,-13.838686,-23.380362,-10.178299,-12.981253,-19.040503,-15.978447,-19.288353,-11.47952,-12.542095,-13.695563,-14.247756,-10.971366,-16.23596,-17.633373,-14.772314,-9.326783,-14.789505,-14.8944645,-14.060361,-16.44218,-15.0471115,-13.085791,-11.230058,-13.985699,-9.655309,-7.549549,-18.857117,-7.2671995,-11.430526,-18.028847,-6.6675615,-17.73948,-15.875417,-11.201195,-13.294489,-8.948641,-8.520897,-20.03712,-13.463445
-27.77113,-10.338197,-21.481457,-17.402401,-14.60816,-13.25162,-15.297965,-11.881156,-14.436865,-8.110273,-9.210857,-17.651846,-11.2982,-15.190185,-12.96642,-13.141675,-13.048919,-7.5911274,-12.167328,-16.787947,-15.898906,-14.921402,-10.695431,-12.634153,-14.911773,-9.958578,-13.794958,-8.677744,-13.451054,-7.0568275,-11.590077,-13.563935,-8.97676,-10.265579,-14.250565,-10.907672,-13.73147,-9.537021,-10.963019,-15.128532,-13.871099
-23.67638,-11.751514,-22.358717,-13.507827,-11.5844,-15.070442,-12.9287195,-11.301023,-12.673941,-13.907676,-11.522259,-13.064576,-9.298035,-16.01487,-14.014231,-14.091192,-13.137032,-9.3962755,-20.215376,-18.490107,-14.968958,-10.573815,-12.64429,-16.930088,-12.923206,-11.948617,-13.34573,-10.810601,-8.409857,-15.412523,-12.8109,-17.056063,-6.317856,-10.910009,-13.253804,-11.752704,-9.0048485,-11.897848,-14.803928,-12.426504,-13.840573
-16.875423,-17.243273,-14.982679,-14.316967,-8.409375,-11.291045,-15.309394,-10.363694,-15.293711,-21.218763,-15.732689,-16.591,-12.608607,-17.333399,-13.061002,-10.323666,-11.740283,-9.333682,-17.965227,-13.37667,-16.206718,-14.532854,-8.777686,-14.735549,-13.2087145,-10.301179,-13.502611,-7.363929,-10.113597,-12.811861,-14.863376,-16.580332,-7.7529984,-9.76399,-9.593864,-12.096938,-11.531422,-7.7526264,-16.290201,-14.365069,-16.36919
-12.869655,-18.13275,-10.277191,-8.587791,-12.77436,-13.120352,-14.6614275,-13.554509,-8.56324,-13.100194,-8.62953,-15.940314,-5.219843,-20.119362,-20.118261,-6.9831066,-9.469129,-9.737165,-14.336967,-7.493044,-15.387903,-13.12379,-8.72089,-15.103825,-15.035409,-12.973507,-20.146935,-12.030876,-11.467531,-8.8459,-14.717726,-14.411055,-7.2613773,-10.26206,-8.60376,-9.165939,-15.476095,-7.6524773,-14.35461,-13.232552,-13.77737
-14.36059,-14.436362,-14.062435,-10.240719,-11.149221,-16.454002,-16.65785,-16.718689,-13.262381,-9.981135,-7.8819447,-15.735783,-5.590667,-14.270953,-21.666117,-12.902598,-14.343941,-13.497985,-14.499516,-7.084676,-18.728788,-10.60105,-12.015158,-19.736574,-11.5479765,-19.377342,-11.756962,-11.65976,-17.378428,-12.1728945,-17.200024,-19.939102,-7.4060802,-13.419889,-14.270544,-10.03484,-15.042152,-10.711634,-19.171427,-11.76195,-16.501095
-14.751577,-8.554168,-13.038097,-15.984798,-10.681885,-14.441842,-13.074245,-13.459497,-17.332445,-9.905934,-14.040347,-12.734892,-13.778477,-8.27628,-13.49448,-13.852531,-14.784281,-10.234606,-10.914209,-7.4226627,-13.134032,-9.420738,-11.191307,-16.714365,-9.831739,-12.235665,-10.095165,-10.310076,-16.822113,-21.917978,-12.903963,-17.420218,-10.319651,-8.628389,-11.34021,-12.623965,-8.841673,-16.81535,-18.70398,-15.571293,-13.330072
-12.508673,-9.8651085,-11.52252,-12.806372,-13.153873,-18.970402,-13.529152,-15.397024,-12.980362,-13.697758,-11.913704,-16.842041,-17.784422,-8.238811,-13.679169,-10.047159,-11.840729,-16.204615,-7.6055126,-9.615279,-13.50866,-12.832104,-14.295347,-15.079115,-10.477105,-8.633386,-18.384285,-11.954162,-12.097149,-12.833057,-12.894661,-19.384712,-18.30622,-15.163536,-14.061042,-14.462433,-13.214896,-16.858112,-26.02551,-17.845907,-21.574915
