-9.118172,-11.309147,-6.0512486,-6.855133,-0.7691612,-1.0066147,-5.787739,-0.66664505,-1.7952194,-6.4917984,-6.543171,-3.8002586,-13.164585,-3.994587,-7.3406944,-23.516178,-7.3806267,0.0,-10.191536,-5.717411,-7.919058,-5.526085,-7.2353363,-6.35437,-7.240349,-6.8880424,-8.434521,-7.502411,-6.479925,-5.812687,-5.8106937,-15.266516,-3.1509323,-3.6049576,-15.217407,-8.706169,-4.666397,-3.3931694,-3.245884,-5.2187004,-5.1374454,-2.8546143,-6.731989,-4.197098,-13.009333,-7.168045,-5.999113,-6.5769405,-7.80842,-9.348122,-17.526676,-7.443411,-3.4085846,-5.2503815,-7.6926346,-8.087631,-7.8036118,-7.3916664,-7.7395897,-7.3788605,-7.3804607,-7.6565285,-8.006691,-7.6302414,-7.806162,-7.8157845,-7.886738,-8.134626,-8.583458,-7.867161,-10.415577,-8.05883,-7.652975,-9.959509,-10.026957,-9.590485,-11.625137,-10.185703
-9.159122,-21.370628,-18.908241,-21.729063,-23.852371,-21.021488,-15.233643,-18.472832,-10.812876,-13.266754,-16.357893,-7.6527424,-9.076439,-5.398014,-5.432335,-23.662724,-4.0608444,-13.101305,-5.1749496,-5.32238,-6.073826,-8.667942,-30.36451,-24.498394,-16.695469,-34.320236,-11.339792,-5.6578274,-23.205893,-12.285883,-11.52043,-7.577919,-8.992615,-6.5556087,-7.47369,-9.370064,-7.9859943,-8.927513,-9.015385,-12.902161,-12.847921,-8.866869,-33.456978,-8.123354,-8.03931,-33.422348,-17.043123,-8.918762,-34.108364,-16.467293,-11.78334,-39.301037,-9.258808,-12.39595,-31.06943,-14.08411,-26.627378,-34.249653,-34.208935,-28.953022,-34.493168,-35.613884,-43.86004,-33.650333,-35.67042,-36.52496,-31.593124,-35.44229,-29.968506,-40.117474,-19.464996,-21.72456,-26.310516,-16.620758,-15.337246,-24.33618,-12.844404,-18.343904
-12.485069,-21.615913,-20.692915,-26.82486,-24.936447,-21.624157,-15.018929,-19.974571,-15.258392,-14.49259,-14.609756,-14.360371,-10.562401,-10.193258,-9.498337,-23.83337,-9.214117,-14.752266,-7.914652,-12.568165,-9.394543,-16.441072,-26.278051,-29.980724,-12.822533,-34.12369,-10.553976,-8.935291,-24.34148,-12.113766,-11.05962,-3.794487,-12.725203,-16.145935,-4.10281,-8.829632,-10.28891,-12.344156,-13.890377,-16.44755,-20.853426,-15.338497,-30.658157,-12.382317,-7.179554,-29.675686,-18.964657,-8.951206,-31.579659,-16.156847,-4.931221,-33.258324,-13.990887,-18.082287,-29.236946,-15.466673,-33.332497,-31.62941,-31.356283,-29.721775,-34.614197,-37.777927,-44.31022,-31.605392,-33.60035,-35.24289,-34.03063,-26.844711,-25.543291,-34.678482,-12.653126,-19.521605,-34.91023,-14.7258835,-12.103676,-22.495497,-10.4404125,-11.274338
-14.050936,-9.887089,-20.32408,-24.368412,-25.195301,-19.071823,-7.8819866,-21.128368,-14.973373,-12.651283,-6.62027,-10.655842,-15.40456,-18.692911,-11.282869,-23.89558,-11.357862,-13.843254,-13.874104,-12.674023,-11.581388,-23.459778,-27.12052,-26.692638,-12.991146,-34.112846,-11.764011,-13.02961,-24.88028,-14.620117,-11.601507,-10.902037,-16.496067,-15.21756,-10.130569,-9.957851,-16.335716,-18.580269,-16.096935,-22.318161,-17.954313,-16.089172,-30.446518,-18.815144,-8.82629,-36.050617,-18.96566,-8.788095,-31.37294,-17.022535,-5.0665627,-30.583313,-17.069576,-19.816902,-29.276451,-15.288174,-34.626827,-28.74335,-30.035568,-33.661316,-29.934916,-40.37917,-39.113884,-31.502043,-35.325962,-37.30995,-28.33112,-28.5218,-24.55585,-35.06172,-13.631979,-23.469433,-28.165398,-20.778332,-12.916986,-25.427061,-15.658161,-13.247009
-16.116564,-5.378811,-18.23841,-28.157406,-26.065536,-16.850536,-5.749117,-23.399254,-22.217823,-4.989769,-6.5020523,-10.525463,-12.253706,-18.857962,-9.625593,-25.09932,-14.205118,-17.986885,-12.73497,-19.930042,-17.66403,-22.265453,-28.360712,-29.4487,-15.416872,-32.36091,-12.544811,-18.464462,-29.61865,-22.690987,-18.57973,-19.585268,-17.310902,-19.805857,-14.128395,-12.229208,-18.499458,-19.029194,-17.507858,-23.286667,-23.429033,-18.533695,-26.428017,-15.431807,-7.5449066,-36.25158,-23.282967,-14.932314,-30.851664,-17.856321,-13.045021,-31.122427,-20.507559,-19.748358,-29.57082,-16.753963,-33.958504,-32.978073,-29.327,-33.787914,-33.12318,-35.214134,-38.38505,-33.897224,-39.519978,-35.8009,-30.004969,-34.00661,-29.626316,-41.794563,-21.872028,-19.663584,-27.907375,-21.879803,-18.21747,-23.124653,-19.164524,-19.465149
-21.705217,-12.802044,-21.034681,-35.75525,-27.390446,-17.773592,-10.232817,-26.191368,-15.520597,-7.3885746,-16.14591,-14.477407,-11.195881,-16.888502,-13.910034,-25.800941,-20.85125,-22.947348,-17.482773,-15.39406,-23.763744,-23.169086,-26.928984,-33.724888,-19.203815,-33.313297,-14.671446,-28.291466,-29.938667,-29.239248,-25.33309,-18.17035,-20.417994,-22.54966,-14.25407,-13.904835,-14.2280655,-21.894287,-20.398384,-23.026226,-25.205406,-18.756763,-27.507145,-16.638885,-12.2134285,-32.911064,-24.97582,-16.808245,-34.795002,-20.201483,-20.23985,-37.463223,-21.694279,-23.443378,-27.083008,-19.974348,-32.959023,-34.83001,-31.072365,-36.596546,-31.86622,-31.475924,-41.654404,-37.556213,-33.14881,-37.948673,-38.86062,-34.950768,-30.61639,-36.394936,-16.277918,-20.552038,-29.839233,-21.180285,-14.8867035,-22.47422,-20.857471,-18.523481
-24.120325,-19.337288,-21.291466,-28.784298,-29.195177,-21.916512,-20.11085,-29.931305,-16.641165,-16.925026,-15.378347,-16.922132,-17.175495,-16.92414,-19.598774,-25.92123,-26.697779,-22.695644,-24.412674,-16.480131,-24.02572,-23.987387,-30.801483,-36.197025,-17.224377,-31.270191,-17.87049,-21.560886,-29.838469,-27.12894,-25.701424,-16.425844,-22.105564,-18.191784,-17.193256,-16.057497,-16.032791,-17.906357,-21.844837,-23.941462,-26.05095,-19.239113,-26.347622,-22.660458,-21.787941,-35.36758,-32.41891,-18.750061,-34.680138,-23.072716,-20.049435,-40.55231,-23.975163,-23.509745,-30.747604,-19.50088,-32.543518,-32.304295,-29.788284,-31.338585,-32.736397,-34.78278,-32.75071,-36.158543,-29.792294,-33.708557,-38.483204,-29.401245,-28.511616,-35.4464,-14.042248,-23.83403,-31.107447,-24.898008,-16.599482,-21.253553,-26.878767,-20.183193
-28.17855,-21.019012,-23.01963,-25.909372,-32.07361,-24.434652,-22.240084,-34.86589,-14.85972,-22.024225,-12.727772,-13.238518,-14.440102,-24.154434,-16.984901,-26.918951,-19.759254,-22.290531,-17.699203,-20.167444,-21.934767,-21.184952,-26.154408,-35.61248,-18.09473,-30.477169,-23.034237,-20.554693,-28.04887,-27.574902,-22.767906,-19.442545,-22.694132,-21.129223,-22.063732,-15.981585,-22.582283,-23.491669,-26.200832,-25.651478,-27.503742,-22.067558,-28.357464,-21.227009,-22.875847,-41.45736,-33.217426,-19.548046,-39.63526,-30.690222,-20.568798,-36.060665,-27.300842,-21.39329,-34.02051,-21.614891,-30.704447,-31.090275,-31.61391,-31.510979,-34.168327,-41.57665,-34.575584,-32.452583,-37.734955,-35.73671,-34.69901,-30.056278,-26.40139,-35.91728,-22.035484,-21.10709,-30.99395,-24.930958,-23.231068,-30.305302,-28.073837,-24.419788
-29.055355,-13.700644,-25.304512,-29.230639,-34.003227,-21.194317,-21.461576,-35.49346,-17.867186,-17.652523,-17.215181,-15.905985,-18.219109,-25.420727,-21.858925,-26.327618,-14.943359,-22.729792,-17.094685,-23.208025,-20.797825,-22.954582,-25.951662,-31.340485,-19.392124,-29.484602,-23.933052,-18.545652,-29.269098,-25.27212,-21.824486,-18.937449,-24.600601,-21.751001,-19.782356,-14.953106,-19.33162,-22.533241,-26.018818,-26.328938,-26.917536,-22.99041,-28.674335,-18.265705,-25.014782,-35.556538,-35.093563,-15.785095,-36.203915,-31.991898,-16.432446,-32.232708,-26.854649,-25.723608,-30.595024,-25.448757,-30.389292,-33.65085,-31.835598,-39.895386,-31.54293,-37.704796,-42.511383,-29.839731,-30.268707,-34.695446,-35.082893,-35.378628,-29.780634,-31.622368,-23.951405,-21.793695,-24.320978,-23.024506,-21.539232,-30.481684,-21.495667,-22.946949
-23.64647,-11.656799,-22.716473,-35.519447,-37.27118,-20.338129,-20.48972,-33.80546,-17.430904,-25.460846,-17.38024,-23.281042,-18.998363,-22.552872,-33.356335,-27.115986,-20.798515,-24.539331,-22.855724,-28.679968,-19.096727,-28.558805,-29.83687,-29.117558,-25.37336,-36.594273,-29.753546,-20.261963,-33.37456,-23.750542,-23.16602,-28.904802,-22.901062,-23.284996,-17.580038,-17.99672,-18.251402,-28.892757,-23.453173,-26.600395,-33.458515,-24.026333,-34.381424,-21.900381,-17.91778,-34.920284,-29.993155,-18.219738,-38.288246,-29.322432,-17.686789,-32.112232,-26.394417,-26.036596,-33.05895,-33.136337,-36.28587,-41.17657,-30.660664,-37.882263,-34.24432,-37.19652,-40.302452,-32.168354,-32.941628,-30.170525,-36.233475,-34.56567,-26.666168,-28.39578,-16.974874,-24.923573,-26.746418,-22.806877,-22.434422,-25.420135,-23.94011,-20.793592
