-80.0,-1.1041031,-2.9598465,-1.1784744,-16.43171,-12.168549,-17.41852,-12.243647,-17.434032,-18.269539,-19.125195,-15.480545,-16.54405,-13.622955,-14.902958,-15.484283,-15.2665615,-17.317131,-17.058687,-14.179935,-14.161753,-16.207367,-15.547775,-18.1323,-14.948692,-20.656637,-15.13512,-17.551708,-17.427277,-16.291513,-17.849924,-18.181873
-80.0,-11.405464,-15.841562,-7.0228405,-22.835854,-21.918442,-19.25297,-18.46256,-28.944578,-21.742563,-28.070591,-22.760376,-29.942436,-28.64157,-33.2822,-28.37051,-28.77317,-26.73515,-33.11018,-23.882463,-32.596416,-28.222172,-31.037708,-29.30397,-28.363953,-28.899126,-30.776596,-24.067604,-24.196514,-28.04507,-33.372704,-30.206306
-80.0,-17.22651,-21.377268,-16.29962,-23.99909,-24.358286,-21.937542,-27.834373,-29.552433,-29.517345,-30.805344,-35.11335,-35.758293,-29.577744,-34.901207,-29.503986,-41.101784,-33.44036,-34.483036,-28.018707,-43.93718,-31.725163,-31.251867,-32.1416,-31.722343,-24.97644,-27.410563,-26.185905,-24.973587,-34.760708,-35.177994,-32.09733
-80.0,-19.385523,-26.865276,-19.65727,-25.700518,-25.387165,-25.150398,-30.958025,-29.13137,-34.90391,-31.133791,-30.325764,-34.91452,-34.378426,-35.112137,-31.434048,-42.009674,-30.434105,-35.536682,-32.084763,-39.181007,-31.914143,-29.979603,-29.466335,-37.99369,-21.941612,-30.036423,-32.72773,-27.227757,-33.164253,-27.961138,-28.59948
-80.0,-20.834463,-31.916872,-19.587383,-23.840296,-27.09845,-30.72433,-33.511856,-28.447048,-35.381817,-28.834213,-32.35947,-27.869682,-37.169277,-33.771717,-35.2378,-35.22579,-38.819607,-37.7755,-33.659527,-34.7355,-26.025116,-25.736671,-34.419918,-29.439552,-25.532932,-33.422413,-26.366768,-32.222946,-28.36648,-27.445328,-34.112865
-80.0,-22.088291,-34.266815,-18.448748,-25.834572,-29.976976,-34.189495,-34.817997,-29.078342,-36.603096,-33.831097,-33.699627,-28.685282,-43.348526,-34.798,-37.711597,-35.332092,-40.68548,-37.253574,-30.400133,-37.71743,-30.182243,-24.018929,-32.281532,-26.719398,-28.44493,-29.617413,-26.374237,-26.83492,-24.19906,-26.341146,-35.88159
-80.0,-23.443428,-36.24476,-19.327473,-33.9301,-30.62192,-27.644474,-36.212517,-29.614431,-35.443413,-36.484825,-31.96162,-39.06391,-41.82871,-34.687298,-44.919918,-36.624214,-38.42958,-33.3667,-32.9882,-32.51502,-33.340973,-28.625422,-30.306965,-29.365524,-21.370476,-25.200542,-27.522015,-21.347647,-26.946625,-29.890028,-29.178228
-80.0,-24.893059,-40.933983,-20.29195,-30.955948,-29.671322,-31.408276,-36.327503,-25.902775,-39.408688,-46.13901,-37.163124,-43.812347,-43.38141,-33.225597,-43.24495,-37.264454,-36.754375,-37.85731,-32.158947,-34.614,-31.333178,-30.317366,-27.247963,-31.64246,-16.971252,-17.412075,-16.85956,-13.244675,-11.353798,-11.636488,-11.490156
-80.0,-29.203377,-39.357784,-23.067606,-29.55703,-32.328995,-30.218489,-32.298424,-28.966162,-39.354267,-40.76608,-36.02776,-37.055626,-37.537537,-37.573578,-38.694016,-38.6959,-31.284784,-35.342884,-33.346165,-30.432798,-26.432636,-29.79377,-29.41873,-28.10022,-8.494495,-7.517723,-7.329212,-1.9388809,-0.22238159,-1.4554367,-2.0419388
-80.0,-24.913235,-44.829987,-24.999985,-31.859764,-33.32204,-34.344353,-38.834896,-29.138454,-38.676468,-34.09714,-38.170815,-33.912964,-41.48186,-40.54869,-42.661194,-36.623962,-34.16453,-35.24473,-32.785343,-31.603695,-30.908138,-30.49237,-31.023226,-32.18334,-13.225048,-13.284813,-13.907284,-7.709194,-5.976181,-8.154259,-6.967615
