-11.9587145,-10.223386,-14.0092945,-22.236607,-18.156618,-17.053156,-28.203108,-16.095734,-14.9578,-33.493145,-20.055468,-16.518476,-16.007221,-17.06792,-14.307006,-18.604332,-23.23102,-37.104237,-17.993954,-15.09846,-17.87862,-23.956818,-14.361974,-17.71468,-20.478653,-24.85888,-26.590666,-15.562592,-13.739373,-24.473965,-13.483307,-13.164151,-21.107542,-19.283075,-21.33293,-17.122662,-25.251747,-19.415117,-15.533068,-25.72257,-17.239212,-21.484743,-14.76462,-13.571461,-19.32144,-21.208355,-19.969894,-12.151398,-19.421516,-18.131485,-21.773325,-17.14698,-18.371399,-14.190893,-9.870834,-17.46142,-16.919407,-15.220424,-17.72192,-10.615556,-18.089357,-14.987856,-17.530428,-18.814064,-25.956411,-13.674412,-11.771853,-20.214674,-16.876707,-27.68751,-26.971104,-21.861938,-14.929011,-16.197952,-14.3120165,-12.593605,-12.272333,-10.512722,-17.6113,-13.931033,-14.040852,-17.02546,-9.921097,-16.243294,-11.593145,-12.430507,-16.830877,-13.967226,-15.7649975,-23.552631,-20.300362,-16.649134,-17.020046,-23.343946,-14.809498,-16.19865,-15.140457,-13.372778,-14.423794,-14.620854,-22.045729,-13.97959,-12.5857315,-14.102872,-15.0307865,-16.856665,-16.30199,-12.509702,-17.76259,-12.883845,-13.020273,-10.369474,-15.007554,-13.878096,-13.603079,-12.300835,-12.152783,-18.584496,-12.030493,-17.064676,-12.726424,-9.795454
-13.446904,-12.466246,-16.76942,-20.886066,-20.537834,-19.756874,-20.675365,-17.503452,-16.820591,-21.161457,-22.387638,-19.075348,-18.578823,-18.472925,-16.495949,-21.410854,-25.297432,-33.168224,-19.911922,-17.832157,-20.090366,-21.356432,-16.19491,-20.288795,-21.942122,-24.876295,-23.810398,-17.323214,-16.157207,-17.560474,-15.242707,-15.920895,-21.371855,-21.250637,-22.530441,-19.329977,-26.281015,-21.472506,-17.743732,-20.243896,-17.03765,-19.711235,-17.496801,-15.95512,-20.356438,-22.817997,-19.662931,-13.196995,-18.595606,-18.936703,-19.232632,-18.831478,-20.83424,-15.695875,-12.164209,-18.32312,-19.145937,-18.077602,-18.962814,-11.935772,-16.619055,-15.873834,-17.610222,-20.085396,-25.426874,-15.738581,-13.310081,-22.330431,-18.672192,-18.453453,-20.794003,-21.9132,-17.360157,-17.190514,-14.872062,-13.251986,-13.639151,-12.2705965,-19.10782,-16.798012,-16.887936,-18.261692,-11.259576,-16.294342,-14.227217,-14.2391205,-18.914494,-15.931486,-16.962183,-19.608902,-19.405474,-19.339296,-19.608755,-19.89843,-14.876764,-16.297884,-15.877544,-14.323803,-15.465537,-16.802744,-19.341507,-15.931893,-15.383078,-16.913078,-17.796383,-19.39242,-18.88669,-14.757398,-18.592182,-15.737255,-15.671237,-12.667392,-17.098795,-16.333744,-16.388351,-14.738843,-13.60307,-19.459126,-14.477493,-19.01431,-15.221532,-12.1977005
-15.797972,-17.889683,-29.540354,-19.65366,-26.978306,-30.740791,-17.793066,-19.646544,-20.367558,-17.996653,-28.435951,-27.36905,-27.075289,-20.609232,-21.586859,-36.575188,-29.728247,-30.886826,-23.677309,-29.671219,-25.318321,-19.508377,-19.629225,-28.820908,-24.227818,-24.75353,-21.893063,-20.499144,-22.918747,-14.744957,-18.414433,-28.560461,-21.531807,-25.224741,-24.18858,-24.530905,-27.601078,-25.859125,-22.965076,-17.632885,-16.690691,-18.240074,-29.288214,-22.41623,-21.687386,-25.511303,-19.215832,-14.548183,-17.716812,-19.861294,-17.408466,-21.755276,-28.030191,-18.092136,-17.928389,-19.342196,-24.465515,-40.493103,-20.714851,-13.8675,-15.3153,-16.934544,-17.55568,-21.905123,-24.782976,-20.15836,-15.797747,-27.012932,-21.970232,-15.431693,-18.073812,-21.8272,-24.24525,-18.441814,-15.42145,-13.945478,-15.681627,-15.437086,-21.481232,-47.16079,-36.60128,-20.003494,-13.234225,-16.208107,-23.717384,-17.584312,-23.431091,-19.891296,-18.619629,-17.32547,-18.475962,-29.987274,-28.354174,-17.756187,-14.808356,-16.26503,-16.692406,-15.499274,-16.80935,-21.85227,-17.452976,-19.840443,-29.955406,-32.339993,-30.788736,-27.412115,-27.572392,-20.212162,-19.557146,-36.938858,-25.477324,-18.46377,-21.65407,-23.456985,-30.289078,-21.689207,-15.854455,-20.500294,-21.515034,-22.911528,-22.761238,-18.819332
-18.080578,-31.750137,-17.525345,-21.737646,-24.808128,-35.24435,-17.725262,-15.754921,-17.401276,-16.310257,-17.087698,-20.608055,-21.02403,-17.981174,-21.022448,-30.210987,-34.643383,-23.211758,-24.78198,-29.298656,-30.219494,-21.738487,-26.649637,-22.380411,-25.309385,-20.698254,-26.236113,-16.462917,-13.351091,-14.009016,-22.636293,-21.826889,-19.7206,-39.646408,-21.838259,-26.320616,-26.99628,-28.078499,-25.546816,-18.778585,-14.068087,-18.064825,-26.904623,-21.654795,-27.163769,-22.163778,-29.28563,-13.792555,-15.247917,-24.243849,-19.572704,-15.824137,-17.096853,-19.805407,-30.49994,-30.56452,-25.367329,-38.269062,-19.820953,-13.541987,-20.160534,-19.826738,-14.495489,-21.51697,-31.525251,-19.349579,-14.657594,-17.46822,-14.599416,-10.657241,-12.906459,-19.937382,-21.272718,-14.205982,-9.878754,-9.58342,-10.772883,-15.044091,-27.763384,-20.357643,-21.29542,-15.708753,-11.232779,-15.624806,-22.977268,-16.479641,-14.932254,-11.890336,-10.376629,-11.6275625,-12.512114,-14.869427,-16.544437,-15.672123,-10.375813,-10.012128,-10.957779,-10.262105,-10.335868,-11.695055,-13.170303,-17.012726,-21.187609,-20.552876,-25.943336,-22.131725,-21.657034,-17.676722,-18.016573,-19.551315,-16.505125,-17.969381,-29.330372,-24.013699,-19.709616,-15.442425,-13.8411875,-21.782398,-20.35335,-24.376007,-21.345001,-19.730461
-18.82571,-17.337881,-20.06902,-26.335045,-25.30874,-21.231155,-18.783394,-18.39786,-19.415783,-26.659811,-20.642359,-28.196115,-35.52674,-22.389471,-29.277397,-31.394693,-31.957306,-26.161938,-23.184689,-31.677113,-21.248463,-19.729115,-20.367462,-19.863935,-18.858599,-18.380291,-21.144089,-26.61915,-16.523594,-19.286865,-36.529488,-25.358473,-21.463234,-20.484737,-22.793869,-32.811943,-25.478865,-24.2504,-38.87544,-28.14297,-19.522879,-25.194487,-25.41303,-27.021204,-30.739597,-24.095203,-22.39198,-16.792969,-20.80116,-21.24436,-18.112968,-27.581348,-18.88394,-24.136154,-30.847567,-29.52393,-30.590977,-24.22882,-20.448856,-19.208424,-25.212784,-20.73926,-18.6732,-26.856396,-28.402292,-20.218288,-17.748558,-33.316624,-17.934984,-16.355204,-17.809727,-31.619411,-28.27825,-20.461271,-17.377983,-18.086243,-21.89386,-18.082436,-17.846695,-17.02483,-21.458994,-23.91879,-16.43097,-19.190212,-27.979692,-23.198479,-26.228006,-16.536362,-13.827315,-22.783478,-16.580338,-16.305206,-23.30254,-29.292982,-14.146869,-17.441437,-20.336725,-19.258701,-17.281588,-17.677263,-22.601267,-20.644411,-28.655567,-18.252651,-23.074066,-19.837467,-17.631466,-23.19951,-30.21165,-20.603077,-20.735876,-20.746506,-23.615704,-17.670471,-16.070202,-20.833256,-17.352829,-20.636463,-21.379871,-19.53251,-20.297148,-23.949694
-18.966236,-15.632585,-19.467081,-24.169512,-21.168692,-20.298615,-20.421383,-20.889742,-19.84587,-21.1461,-20.885546,-29.042149,-30.955702,-22.317616,-25.476517,-29.310997,-33.986668,-27.99416,-23.337286,-21.07106,-20.897547,-20.623497,-19.495445,-21.032799,-19.6838,-17.144775,-22.051834,-28.100933,-16.993408,-18.611315,-28.970623,-26.243332,-23.483007,-21.274921,-19.992569,-23.671265,-26.874115,-22.95062,-26.887737,-23.767584,-18.467064,-22.527466,-20.960838,-26.306572,-28.229961,-23.41953,-24.17439,-17.359875,-17.885506,-21.266071,-18.623638,-22.10737,-19.726278,-24.118795,-31.965927,-24.250227,-21.25784,-20.799652,-22.54942,-21.538525,-22.588913,-20.146324,-19.2828,-25.874918,-24.942822,-21.647984,-17.715584,-23.495026,-20.08716,-18.963642,-19.199898,-25.87044,-26.060179,-21.61337,-20.146982,-19.948807,-24.796389,-19.24378,-17.003502,-18.66447,-22.206215,-25.35876,-18.697132,-19.03611,-23.741924,-25.206837,-25.597826,-19.00772,-15.803732,-22.629827,-18.179577,-17.94137,-25.52643,-23.473173,-14.9263735,-18.77699,-23.195152,-21.341022,-19.391272,-20.221691,-25.401304,-20.201157,-19.76373,-18.585724,-22.629482,-20.073013,-18.268465,-25.52718,-30.63392,-22.656548,-22.918144,-22.558481,-18.364471,-14.705437,-17.038729,-23.400726,-18.882795,-21.27013,-21.551153,-21.103136,-22.086227,-24.952608
-18.904898,-13.990653,-18.522995,-22.120995,-18.469479,-19.217371,-23.785131,-32.04717,-20.141092,-17.963589,-20.815937,-29.303366,-27.544415,-21.805061,-22.711025,-27.38259,-40.081074,-31.913006,-23.358795,-17.53954,-20.368147,-21.948187,-18.449614,-23.053164,-20.943443,-15.783415,-23.477077,-28.499275,-17.274288,-17.46448,-25.428381,-27.209515,-28.76811,-22.504011,-17.7367,-20.208023,-29.542753,-21.554972,-23.22666,-20.82101,-17.021837,-20.164125,-18.190754,-25.12217,-26.05307,-22.430727,-28.759407,-17.806469,-15.49271,-21.137526,-19.189415,-18.85714,-20.757704,-23.672932,-33.715267,-21.294624,-17.789806,-18.351873,-28.733484,-27.467182,-20.324125,-19.262306,-19.695831,-24.489254,-22.469635,-24.260712,-17.331085,-19.788677,-25.860569,-28.281168,-21.125713,-22.592505,-23.884302,-22.702927,-28.66318,-21.971827,-27.804007,-20.86771,-15.993989,-22.38437,-23.142786,-26.495964,-24.42963,-18.488218,-20.963266,-28.632505,-23.684528,-27.407475,-20.353262,-21.025791,-20.910385,-21.25011,-29.973186,-20.05644,-15.6697,-19.951328,-28.86473,-23.716518,-23.142954,-28.086536,-30.557991,-19.355984,-16.309011,-18.884739,-21.960178,-20.226215,-19.11554,-31.541285,-29.071484,-28.352371,-28.532455,-26.417633,-15.423594,-12.423783,-18.57761,-32.452774,-21.485888,-22.04329,-21.520477,-24.57699,-26.390306,-26.076458
-20.712242,-18.397942,-13.875291,-17.784508,-21.741333,-25.173332,-24.418045,-29.11327,-24.308388,-19.605072,-19.005222,-24.858454,-32.46939,-21.367275,-19.953857,-34.421303,-20.698599,-20.096245,-18.103167,-14.735268,-17.634232,-22.563488,-27.052376,-25.00198,-24.567572,-16.340822,-17.509396,-19.813892,-16.882317,-17.432568,-20.423698,-21.93861,-25.404306,-26.77159,-17.639074,-15.269338,-16.035362,-23.228743,-22.492456,-16.055225,-16.464722,-14.627174,-16.052025,-22.559498,-31.059494,-24.850063,-25.577831,-16.82209,-15.959195,-23.337975,-20.556416,-17.194916,-26.4485,-27.926212,-22.512215,-16.127758,-15.474498,-19.838081,-28.35314,-26.658367,-19.681911,-22.845943,-24.230774,-17.730556,-19.901087,-17.688377,-19.708006,-25.882235,-28.289965,-23.205732,-31.308826,-23.255047,-32.50653,-24.822115,-24.471737,-16.866425,-13.611525,-13.894355,-29.14949,-20.235254,-16.659027,-17.428722,-23.213139,-24.332836,-16.178944,-14.934114,-18.700678,-33.772316,-22.994232,-25.048878,-23.686415,-27.68414,-31.889866,-20.83184,-20.45831,-18.75229,-21.054527,-19.200214,-25.408577,-32.39161,-21.517923,-14.589094,-13.992477,-21.635693,-23.784657,-21.932888,-16.526295,-21.1083,-23.574104,-24.299576,-23.700397,-42.437805,-14.465196,-11.745522,-18.141748,-24.92503,-20.171246,-22.938623,-18.613056,-24.205677,-27.739878,-23.316376
-26.655466,-28.371925,-17.130825,-16.866398,-19.971039,-21.839354,-24.844795,-23.304459,-25.291977,-25.836483,-30.067305,-26.248001,-32.777885,-28.290192,-26.994446,-20.60364,-15.84004,-15.450847,-27.331432,-18.74423,-18.01889,-21.989635,-25.228582,-26.151299,-24.900833,-19.425323,-25.75829,-22.524134,-26.37709,-25.501154,-31.65305,-21.13844,-24.665882,-28.421179,-24.955946,-22.86383,-17.863327,-20.948582,-24.230232,-23.121891,-26.025507,-20.149195,-19.190636,-31.240936,-24.329441,-22.349607,-23.814611,-26.811144,-22.13514,-29.141207,-26.14407,-20.565145,-32.00941,-24.971622,-22.071115,-21.120876,-20.086246,-28.69793,-24.379438,-33.185577,-25.404509,-28.180439,-24.894209,-22.467382,-30.709074,-22.619486,-22.545547,-22.966902,-20.910717,-25.305182,-28.416245,-24.988075,-39.48484,-27.604181,-26.994152,-18.114145,-14.087368,-18.871086,-19.86703,-15.335595,-12.950938,-15.157627,-22.698395,-31.406452,-20.61845,-18.43783,-15.09026,-17.983698,-17.530003,-20.428692,-25.66199,-26.737104,-23.733248,-22.947273,-27.939892,-23.394077,-23.020487,-23.289953,-30.956497,-33.08499,-19.294737,-18.17729,-23.578203,-19.027597,-21.558537,-21.453033,-18.888817,-19.175613,-26.74586,-27.71278,-28.300596,-28.144554,-16.904175,-15.840567,-28.413733,-18.691132,-20.16156,-22.330027,-21.735918,-33.038612,-33.707825,-25.441038
-27.985167,-28.8457,-18.105938,-16.4446,-20.338903,-21.629227,-25.411524,-19.885338,-19.671852,-21.787155,-27.321514,-26.735897,-30.237474,-29.102924,-28.820444,-21.692532,-15.429984,-15.533752,-23.99066,-19.559706,-20.037058,-21.61591,-24.320871,-28.346466,-23.102934,-18.6613,-21.2456,-20.517954,-25.829613,-28.856024,-31.096977,-21.235413,-23.95963,-26.035456,-22.505033,-22.323433,-19.604809,-19.844606,-25.700249,-25.492846,-24.784855,-20.56459,-20.593906,-23.900412,-22.613586,-22.01808,-21.105312,-24.75711,-24.03555,-29.919147,-28.835037,-20.587172,-20.86736,-22.472885,-23.799109,-23.141148,-20.286304,-22.42387,-24.702688,-32.827854,-24.272018,-25.87323,-23.977215,-25.065039,-30.811245,-24.22396,-20.106747,-19.15355,-17.99616,-24.045483,-28.348234,-22.714918,-22.401012,-23.16941,-28.339493,-18.671207,-15.385185,-20.958862,-20.7046,-15.158736,-13.350614,-16.99948,-20.916618,-25.089512,-21.123163,-19.563267,-15.360682,-16.683418,-17.148357,-20.59444,-25.738827,-24.50676,-23.541777,-22.25019,-29.642399,-24.898441,-25.119478,-25.541903,-28.369751,-25.05113,-19.49065,-19.453686,-22.608582,-19.897846,-23.466635,-22.916384,-20.049038,-19.221798,-28.375605,-26.685572,-24.115429,-23.860931,-18.915009,-17.554035,-20.250708,-19.113356,-21.331272,-22.187778,-21.93189,-29.288904,-27.98561,-26.56842
