-25.681248,-23.004185,-17.861406,-18.21032,-26.434643,-22.378891,-23.455036,-21.214962,-24.396109,-19.878666,-29.729202,-23.662624,-23.78423,-23.240425,-21.822159,-29.474928,-25.036282,-19.536602,-19.164787,-22.784775,-28.67904,-21.156681,-20.505268,-26.731407,-20.7511,-27.88648,-23.489014,-22.914478,-32.378498,-2.5899467,-4.122162,-22.79026,-18.130402,-31.09653,-20.686153,-16.945843,-30.151272,-20.216734,-23.520384,-24.817942,-19.677704,-20.260916,-23.022593,-20.464024,-26.199816,-21.392986,-12.941814,-18.15558,-15.872282,-19.147404,-22.48571,-23.309752,-20.572891,-22.621498,-16.186298,-18.559484,-16.17585,-17.180689,-23.103024,-17.523516,-28.19663,-22.99685,-28.504744,-24.300842,-22.751858,-25.516596,-26.55577,-23.109062,-22.686066,-18.595467,-24.617516,-26.293518,-21.936932,-21.694782,-21.19077,-32.27678
-28.756275,-26.657782,-18.934471,-17.635973,-26.979496,-23.262121,-26.559814,-22.330002,-20.205078,-24.316189,-29.382738,-21.756798,-23.413666,-24.33516,-23.722832,-28.979439,-22.395462,-17.244825,-23.488348,-22.294844,-20.330662,-20.68518,-22.603006,-27.883327,-28.16581,-30.097017,-23.682516,-23.142445,-27.878962,-21.127934,-16.529594,-24.110958,-18.182024,-27.112473,-20.846603,-18.303768,-29.479832,-16.421188,-23.344881,-24.949537,-23.19619,-24.092197,-23.175636,-16.336895,-21.325954,-21.843576,-15.604,-19.012417,-19.286285,-21.747593,-17.503544,-23.407303,-15.15509,-21.952942,-14.413918,-14.282963,-17.155594,-21.11652,-28.973804,-19.033981,-19.834377,-19.541481,-23.194035,-23.398708,-21.927166,-23.72351,-20.053186,-20.268345,-20.929089,-14.839125,-19.840181,-24.932655,-21.489168,-23.376427,-23.374615,-25.15175
-30.39514,-22.495394,-21.570873,-17.365345,-23.627195,-22.124863,-36.42264,-28.375744,-29.18171,-24.907907,-25.730158,-19.577324,-25.0915,-27.489973,-21.463024,-28.055557,-21.74376,-20.73825,-23.289536,-26.056076,-23.712505,-23.545362,-28.76715,-23.06654,-23.477304,-26.985611,-25.998358,-18.521328,-28.263021,-23.198929,-22.165842,-22.822855,-18.85086,-24.597305,-22.435394,-22.843359,-20.482338,-15.831607,-21.039824,-20.03479,-21.555355,-24.616722,-23.57935,-14.100365,-22.247978,-18.979095,-18.554808,-26.268372,-24.562946,-22.533348,-19.637562,-27.345985,-23.11129,-18.524803,-21.397789,-13.4452095,-19.674358,-18.469536,-20.931883,-23.464252,-20.079782,-28.72945,-19.562721,-24.365871,-25.51036,-24.314327,-15.047947,-17.998077,-25.33573,-21.573406,-22.411556,-29.042095,-25.483356,-24.46477,-24.032701,-19.31641
-23.628689,-23.129736,-27.482018,-21.142735,-19.229923,-16.92168,-26.112047,-26.102514,-25.03141,-25.059504,-22.916824,-20.49362,-24.121834,-21.563215,-21.778551,-23.014969,-23.354996,-19.93804,-20.73043,-28.347052,-25.80174,-22.229677,-30.63489,-18.92823,-22.334095,-23.100042,-21.771652,-21.379574,-23.177097,-28.189283,-22.318659,-21.7168,-22.075832,-23.450542,-23.478924,-23.094368,-16.473614,-15.303661,-20.901638,-14.850807,-18.889503,-22.555317,-19.378967,-16.012573,-23.480457,-22.06166,-19.03394,-27.456245,-21.467781,-23.805405,-16.39219,-23.569843,-26.902552,-20.773628,-20.92518,-18.379116,-23.493637,-23.194191,-16.266115,-19.260765,-28.132378,-26.116844,-21.310305,-29.572647,-21.674538,-25.024817,-17.19844,-22.376167,-21.03009,-24.08992,-24.121727,-25.108128,-26.27859,-29.350164,-21.021093,-22.304771
-22.57989,-23.221218,-31.666105,-25.71965,-23.122627,-20.297705,-20.360558,-21.842274,-18.9188,-23.561323,-18.950146,-26.103014,-33.309856,-24.724731,-25.176985,-21.577019,-23.481617,-18.844555,-20.188644,-23.657887,-25.936394,-22.186089,-27.444542,-22.514084,-29.966793,-25.901546,-20.496319,-23.200073,-24.576162,-29.577457,-20.419868,-22.586815,-20.523972,-19.886988,-21.831373,-18.77184,-22.5209,-15.272194,-21.095629,-20.000736,-22.11304,-23.546253,-25.593506,-22.524242,-16.624222,-16.104645,-22.6446,-19.058155,-17.269182,-15.027584,-13.143658,-23.696701,-20.119144,-14.749428,-13.292488,-8.342106,-19.141014,-24.492634,-17.65032,-26.712456,-24.043236,-25.888622,-21.743578,-25.591652,-19.5954,-21.085085,-25.003801,-19.567448,-17.033354,-22.530235,-25.098629,-16.174181,-25.421982,-26.588495,-25.479969,-25.653164
-26.6269,-26.867956,-26.854305,-18.269754,-22.018389,-21.23315,-19.010933,-22.53282,-16.538109,-29.58879,-22.862165,-34.93543,-33.100777,-29.534018,-23.941603,-25.685074,-21.524841,-19.17834,-21.999443,-19.98111,-24.733253,-17.676325,-24.111935,-29.77073,-28.456833,-23.30385,-21.733475,-20.819986,-23.45587,-26.368639,-22.391178,-22.332914,-19.370552,-20.891857,-17.934563,-21.466484,-23.441803,-24.289625,-19.735126,-25.582182,-24.546741,-26.130978,-26.817867,-29.465755,-16.616776,-17.99981,-18.13657,-17.566914,-17.889297,-13.334515,-13.750038,-21.976557,-17.761168,-11.673531,-17.268631,-10.011536,-21.555182,-24.426971,-21.722813,-29.282986,-24.480734,-26.982502,-21.194174,-18.516914,-19.345507,-17.550943,-22.397932,-19.464407,-23.573341,-21.132107,-21.199144,-15.93076,-23.34436,-26.002867,-33.6378,-24.129753
-24.971846,-27.060238,-26.649607,-19.419567,-22.586266,-23.722107,-21.18133,-20.221836,-20.841038,-26.077744,-27.508661,-25.723383,-26.238602,-25.111025,-19.904335,-21.588476,-23.771458,-25.177967,-21.05249,-25.75635,-20.487404,-21.01845,-18.822895,-25.908506,-21.756996,-21.252089,-18.32952,-24.862682,-23.258997,-25.339334,-30.696886,-17.234713,-19.556572,-23.445417,-15.633767,-15.977032,-24.602318,-28.030502,-17.462185,-19.89502,-21.711615,-20.422707,-20.945063,-20.472937,-22.604427,-22.077736,-14.473644,-20.364105,-23.915365,-20.408955,-15.567059,-19.64024,-17.570812,-14.217918,-19.651207,-10.881958,-20.133644,-16.28017,-21.906876,-23.793644,-25.605305,-25.58303,-22.777027,-18.865486,-25.09941,-17.808376,-24.681969,-22.56427,-27.677376,-20.250957,-26.499079,-19.990673,-24.339203,-21.530571,-36.367252,-26.935863
-26.507881,-26.030825,-27.143766,-22.038485,-25.978804,-23.476536,-27.51482,-18.84408,-20.427572,-24.813276,-23.817024,-24.374475,-23.089207,-23.082561,-18.848198,-18.953663,-22.387066,-25.904816,-22.709557,-31.564636,-26.037952,-24.190334,-21.010338,-19.572788,-22.652979,-19.437733,-20.411032,-31.483664,-20.226992,-26.352413,-26.219841,-19.554848,-17.352034,-18.229256,-18.564331,-12.191708,-25.509014,-23.931171,-17.13659,-19.496016,-22.779648,-16.822872,-21.32819,-17.208881,-19.873978,-20.470472,-21.270151,-23.42617,-24.251995,-18.552841,-20.147335,-20.1535,-18.928625,-20.351063,-13.213171,-16.637665,-15.674965,-15.189568,-19.555614,-23.392742,-23.652807,-25.476498,-22.805866,-28.039467,-24.569729,-18.652977,-26.639309,-23.709297,-22.638376,-25.835527,-24.82098,-21.74851,-25.67651,-22.757751,-30.480019,-30.137005
-31.594528,-23.101292,-24.370626,-24.2828,-16.5931,-20.659224,-19.106754,-22.632212,-22.925514,-26.574955,-21.757526,-23.042843,-25.9262,-25.022621,-20.874495,-24.903172,-25.629929,-26.201445,-28.260092,-27.975527,-25.972864,-22.340618,-25.685474,-17.298088,-29.59039,-18.585606,-25.752636,-24.455528,-16.864119,-29.889524,-21.06208,-20.565264,-16.153175,-18.414185,-15.139332,-12.375534,-18.841923,-17.918804,-20.163025,-18.012917,-20.2365,-18.961432,-25.340313,-16.75165,-23.504196,-18.438831,-18.194519,-23.55501,-18.376781,-15.526088,-22.988548,-29.153929,-15.849267,-20.739819,-14.448256,-16.31646,-14.570473,-18.772783,-14.082312,-23.782179,-21.993776,-19.391333,-23.161797,-32.689568,-20.60191,-24.233215,-19.78975,-21.047333,-23.533709,-21.028162,-25.579956,-26.435888,-18.070808,-21.06358,-28.498116,-26.68645
-27.903366,-20.715096,-18.951878,-20.987005,-17.805923,-26.08319,-19.38403,-27.051743,-29.194893,-24.81408,-20.352367,-26.147999,-29.598494,-25.233402,-24.168608,-22.586426,-27.548079,-23.459707,-27.189709,-28.142786,-24.164726,-24.244997,-25.439152,-24.521599,-24.336977,-26.680092,-26.206635,-21.390697,-24.753357,-30.56704,-24.041574,-24.711761,-18.010824,-21.268839,-14.852278,-19.564655,-21.677092,-17.925875,-24.17043,-16.560257,-21.59855,-22.823616,-21.04737,-20.190857,-23.655182,-22.36015,-16.378817,-26.920662,-17.287708,-20.789968,-21.842224,-24.414509,-17.709663,-18.947144,-17.734207,-17.911322,-15.970453,-19.223469,-15.278978,-24.378445,-18.298012,-25.28355,-17.28003,-23.655558,-21.030495,-27.30233,-19.381855,-24.865768,-25.686256,-15.657838,-24.108553,-28.849804,-22.03925,-23.221632,-28.183165,-31.014324
