-24.29042,-23.035254,-28.334764,-24.087345,-18.535275,-19.545866,-21.466747,-22.075634,-21.97464,-20.787926,-24.094915,-19.179785,-23.858265,-22.687538,-28.690678,-16.652843,-19.514324,-21.888206,-18.841915,-22.776134,-21.755669,-22.283806,-26.016363,-22.38026,-19.05691,-21.958086,-21.943695,-28.372179,-18.728111,-22.35805,-26.074863,-25.358467,-19.947062,-21.015312,-22.577991,-20.606062,-21.76036,-24.287048,-20.934341,-22.93096,-19.280329,-24.956902,-19.988152,-20.774807,-22.211964,-22.693151,-23.139725,-21.307175,-21.155903,-20.753334,-23.946396,-22.46529,-21.215012,-21.688807,-23.12825,-22.679419,-20.419987,-16.88477,-20.419605,-22.994335,-22.855286,-21.778322,-19.47671,-20.943554,-24.706547,-22.342762,-22.882957,-17.768286,-23.487022,-19.53977,-20.805517,-19.267973,-20.067776,-21.651613,-20.727703,-22.184336,-21.460243,-23.163816,-18.417286,-18.693851,-18.962036,-18.422726,-16.26976,-19.876959,-20.009886,-19.431002,-20.556042,-18.442913,-23.067572,-22.300571,-20.604795,-20.862011,-20.608892,-19.439285,-16.98443,-19.929607,-20.747759,-18.002201
-28.652264,-26.802715,-24.858303,-25.01722,-28.934668,-19.130297,-27.160824,-25.39042,-28.991598,-23.084599,-29.294842,-25.66562,-32.497967,-29.086468,-28.615376,-23.261318,-20.698824,-26.854755,-22.493824,-29.020168,-19.378242,-25.560848,-24.81094,-23.914501,-21.746347,-29.493938,-27.468517,-28.43389,-27.144268,-22.395792,-26.472656,-26.928951,-26.839083,-22.081318,-24.932854,-25.65501,-26.762856,-37.47794,-23.45261,-29.280392,-24.261648,-26.699347,-24.500055,-27.074043,-29.345844,-33.1509,-30.060444,-32.76456,-23.530872,-30.60162,-28.658735,-28.542282,-27.731274,-28.474394,-28.943455,-27.97374,-33.09827,-27.529476,-24.771786,-24.495874,-30.427181,-28.54316,-31.682076,-27.53284,-32.651554,-30.88611,-30.875557,-25.024782,-28.184336,-31.119452,-26.87751,-24.293142,-29.645157,-23.77827,-25.689148,-25.614697,-39.15059,-31.624321,-28.769623,-22.078983,-38.20782,-29.216764,-25.804756,-30.952192,-25.589546,-26.485943,-19.876408,-24.113058,-35.210583,-23.950195,-31.252878,-28.089573,-31.636227,-25.651987,-25.220922,-30.932163,-33.729008,-28.556114
-35.465706,-25.503195,-23.18481,-29.603443,-26.308975,-19.495493,-30.438375,-24.137457,-29.509827,-23.709837,-26.032711,-22.612087,-28.384975,-32.735737,-25.575863,-26.295681,-21.50579,-26.46457,-19.016796,-26.764265,-22.28759,-29.033485,-23.06273,-27.695631,-24.854412,-25.608002,-27.103664,-28.76032,-24.974102,-21.26426,-25.89689,-22.785921,-34.529404,-24.904795,-28.73597,-28.415598,-24.138157,-38.6316,-23.270641,-34.80746,-28.005825,-25.7234,-28.421068,-33.585205,-32.183285,-34.41403,-28.701267,-32.19605,-30.989964,-25.92251,-30.799341,-30.732489,-34.039516,-37.161976,-23.028702,-25.771492,-33.785152,-33.299343,-27.761642,-24.996536,-26.760998,-25.119091,-28.028463,-27.934603,-31.179615,-25.369087,-31.67611,-26.41883,-25.082954,-31.316322,-26.0215,-23.36663,-33.195442,-24.812601,-32.23896,-24.016756,-31.05537,-29.05152,-25.109774,-30.94977,-29.187098,-27.389168,-28.835386,-37.89254,-27.571157,-24.126842,-22.947853,-29.985313,-30.657867,-23.344921,-32.875496,-27.53572,-27.000717,-28.541965,-31.77305,-30.179642,-29.944595,-35.334824
-29.9297,-25.763817,-21.299795,-36.09381,-28.73576,-23.143597,-27.381721,-26.068243,-26.740948,-28.944237,-27.833351,-25.56076,-26.241072,-32.55064,-28.354664,-30.351318,-20.119247,-22.382504,-20.083063,-25.632675,-26.759062,-28.808937,-26.857668,-31.237904,-25.786852,-25.648159,-25.259848,-24.820303,-21.594341,-18.597687,-26.924759,-20.307827,-25.202911,-26.752743,-26.329765,-27.816236,-21.73244,-35.38136,-26.463442,-34.551434,-29.287819,-31.049782,-32.29825,-27.983583,-33.112923,-33.162834,-30.38197,-37.423286,-30.172735,-26.662313,-26.735167,-30.560474,-28.502298,-31.516237,-26.753914,-29.54081,-30.126553,-33.913315,-22.470352,-31.128176,-26.614906,-26.0598,-26.344416,-32.9009,-26.86666,-24.479258,-34.33597,-29.822918,-28.079025,-29.7356,-26.338142,-23.57099,-30.414608,-25.157104,-33.597332,-27.851332,-30.321789,-28.80438,-26.229235,-26.170403,-28.747532,-26.375633,-31.96225,-31.857382,-28.39806,-28.343294,-33.024326,-34.51089,-28.977203,-23.624214,-26.862041,-26.364166,-25.524647,-27.718927,-26.840256,-32.039818,-27.81572,-38.104504
-32.14128,-29.811039,-24.046076,-34.38521,-29.663925,-35.002155,-25.146288,-25.08427,-23.666212,-27.175283,-22.858896,-26.993145,-21.513832,-28.337013,-27.446,-21.46269,-28.71673,-26.771015,-28.971006,-21.072844,-27.940489,-31.543848,-30.775661,-29.200512,-27.86747,-27.657516,-27.15001,-28.540995,-26.702093,-22.234726,-27.102795,-22.28987,-20.214905,-27.541544,-25.624996,-26.95258,-23.77616,-28.15335,-29.685953,-32.977467,-23.783422,-28.945717,-30.25569,-30.050476,-30.576561,-31.111315,-25.761913,-27.045456,-34.11681,-31.42147,-29.097034,-30.41274,-26.178986,-23.758266,-31.779507,-25.341171,-33.34781,-27.781136,-26.102856,-32.175243,-27.797201,-26.59314,-27.033728,-31.209793,-29.228743,-32.616066,-32.735233,-27.6554,-29.53146,-27.573854,-31.559631,-31.640001,-23.467016,-26.704367,-27.079369,-33.054268,-29.419735,-20.23795,-30.31739,-22.52248,-34.046112,-27.716393,-31.600958,-27.55772,-30.047289,-36.24768,-28.372925,-30.946133,-26.722576,-23.17332,-28.080515,-26.595125,-26.824913,-26.181824,-27.294418,-29.65442,-27.096443,-38.358147
-31.593256,-28.093853,-27.832842,-29.621101,-28.955765,-29.240805,-22.363894,-27.267773,-26.6111,-27.846697,-21.863605,-25.451473,-24.639332,-26.007858,-32.61804,-21.445217,-23.381683,-34.531998,-30.095758,-20.7262,-24.682167,-29.163837,-28.70429,-37.8435,-25.102592,-26.681105,-28.395092,-36.115265,-25.706804,-27.774176,-23.120056,-24.16636,-24.200493,-22.718407,-25.728205,-29.100151,-24.88242,-27.066624,-31.561756,-26.266829,-26.25638,-33.703716,-32.363266,-34.157013,-26.635454,-29.62394,-23.37862,-28.226799,-31.99598,-34.26973,-39.044155,-29.322147,-29.851065,-25.4702,-34.388977,-21.399021,-26.903944,-29.946024,-29.394728,-30.72044,-26.093466,-24.166039,-28.086376,-32.07354,-28.002594,-28.962898,-27.37193,-27.147919,-29.89834,-24.520164,-32.95279,-31.947859,-23.548676,-31.703936,-25.639778,-32.65528,-30.103046,-22.048641,-32.534077,-29.920498,-40.203728,-27.590055,-29.88058,-23.733536,-34.417244,-32.73199,-26.027164,-28.519955,-29.339973,-27.513231,-29.135117,-34.529972,-28.80909,-31.712372,-28.458832,-30.103197,-28.156841,-34.095837
-28.791435,-27.807722,-25.714458,-29.153954,-26.820755,-29.637167,-27.953817,-20.991646,-23.06597,-29.00177,-28.236776,-25.16225,-24.822906,-22.356112,-26.117302,-30.955965,-20.760464,-30.850597,-27.533594,-29.6582,-21.589296,-31.506493,-22.66245,-34.111366,-24.091803,-24.597664,-27.96976,-29.029665,-27.158495,-30.125559,-25.815628,-29.469921,-25.44823,-26.64187,-23.42537,-24.882149,-24.939651,-22.190521,-27.556389,-21.980436,-24.008736,-28.306797,-26.820133,-32.07129,-26.983313,-24.287998,-27.76699,-31.921234,-30.790722,-31.695843,-31.879833,-35.152584,-27.21305,-34.993435,-32.906902,-28.488493,-24.667755,-24.789452,-36.267094,-29.150959,-26.801426,-30.60869,-26.09689,-31.651342,-23.062885,-25.861044,-22.729004,-25.399061,-27.290428,-26.749958,-35.177494,-25.784071,-25.50225,-30.758312,-25.888987,-34.49399,-31.073038,-28.560472,-27.914074,-29.895489,-32.54992,-27.234755,-32.057938,-26.822206,-34.19127,-33.391342,-26.247509,-25.970423,-31.529383,-27.357687,-31.046284,-31.643538,-26.686756,-35.50097,-30.76795,-33.85134,-33.010708,-36.86036
-32.18826,-28.651161,-21.471708,-28.260988,-28.404646,-36.177567,-28.968773,-19.373934,-24.564234,-30.815311,-24.367832,-28.847904,-23.629784,-23.14883,-24.652422,-29.954615,-23.217888,-22.582193,-22.929047,-33.288723,-21.015862,-38.620846,-22.80072,-27.060741,-21.21878,-27.997501,-32.09881,-28.849901,-27.158493,-29.666939,-29.177336,-26.584957,-25.225533,-26.97434,-25.045683,-28.920856,-27.12654,-23.95997,-27.021074,-26.620907,-25.919012,-28.376797,-28.353045,-22.62181,-27.014439,-26.278648,-27.306297,-30.49698,-29.593992,-23.499928,-28.546408,-29.959785,-31.353954,-37.49531,-30.822624,-29.445282,-25.598673,-22.919449,-28.820305,-25.522085,-34.88575,-29.80476,-26.888706,-35.75609,-23.718405,-28.975266,-28.10162,-29.831816,-26.90617,-26.56798,-33.042965,-27.797419,-28.697685,-26.26928,-26.024536,-37.654015,-22.763462,-30.473248,-26.337296,-31.221859,-30.646852,-28.054699,-34.877384,-26.086756,-30.267498,-35.255203,-22.747059,-28.70713,-36.823486,-30.228153,-24.0993,-29.726944,-25.759323,-34.520214,-33.04519,-30.653574,-35.87071,-33.496616
-33.110794,-24.593523,-24.191463,-24.467367,-27.99151,-35.060024,-19.50493,-21.605698,-22.802687,-26.58875,-25.032019,-24.183556,-23.681728,-20.684116,-23.446196,-23.92977,-34.48493,-24.291527,-21.822159,-29.92986,-22.09317,-33.121254,-28.271849,-26.95676,-21.36018,-23.722305,-21.886099,-28.361813,-29.119926,-30.311493,-24.240252,-26.731277,-24.871178,-26.70319,-22.219702,-25.72081,-27.061811,-21.425692,-21.345287,-32.513634,-23.745266,-33.973682,-27.571455,-20.264381,-26.017157,-27.164728,-29.2663,-26.634546,-28.58145,-23.913977,-28.868912,-24.307777,-31.534994,-29.660938,-27.415241,-28.588257,-23.9738,-25.985891,-26.278103,-27.950388,-36.482025,-26.632664,-25.503296,-31.645678,-24.422756,-36.7602,-26.953121,-29.924604,-33.062878,-26.053589,-29.404694,-27.544992,-29.493475,-25.316622,-28.72752,-40.959583,-21.244762,-27.9688,-21.051502,-27.45428,-30.77767,-28.54033,-27.587446,-29.487589,-30.021534,-29.32332,-22.831442,-25.331034,-32.71211,-33.161087,-23.294178,-28.06327,-27.47969,-28.51857,-31.78557,-26.90492,-25.653585,-25.859594
-36.717888,-22.605865,-30.266521,-24.217592,-26.682451,-32.481815,-23.744766,-21.523254,-27.729519,-23.316433,-25.100464,-26.476093,-24.80655,-23.83587,-24.313847,-23.71888,-35.64002,-34.953747,-29.894367,-26.151796,-23.451527,-24.02675,-24.619133,-35.63121,-22.005661,-26.7457,-19.981026,-31.737463,-27.19035,-26.375183,-23.182934,-27.79998,-24.173204,-22.833069,-25.824276,-26.326578,-25.875603,-30.895924,-24.495972,-30.750599,-29.956821,-34.959522,-25.614813,-33.693237,-28.931152,-29.137806,-33.19965,-27.662666,-28.233807,-31.291016,-27.112297,-25.656301,-32.174965,-32.021942,-27.34687,-28.04222,-23.795998,-26.30539,-32.051582,-32.772045,-27.686386,-30.912617,-31.203903,-29.027548,-26.654068,-29.047394,-30.2767,-29.617405,-32.365273,-24.201263,-33.774525,-29.792982,-33.985027,-31.399755,-29.39926,-38.630592,-22.589142,-35.116608,-22.771307,-29.736507,-39.88088,-30.8964,-29.914635,-39.125885,-25.697304,-25.906359,-29.566996,-29.300713,-27.108616,-29.436956,-31.820467,-28.515814,-30.581236,-28.988281,-34.1185,-33.253723,-25.331875,-26.080284
