-0.66212845,0.0,0.0,0.0,-13.126062,-23.73884,-29.347439,-30.095478,-27.27764,-25.422127,-25.400972,-25.909569,-22.737669,-18.266855,-20.183187,-22.91838,-35.164642,-31.837816,-22.699606,-20.126816,-27.515562,-23.866606,-24.171387,-24.252636,-28.836374,-20.08454,-22.147654,-23.850433,-21.579573,-19.928116,-23.86245,-21.44675,-20.296597,-19.467829,-18.45702,-17.72041,-17.433592,-17.298061,-19.279087
-7.825054,-80.0,-80.0,-80.0,-16.059168,-45.858643,-45.657574,-51.508545,-38.6179,-45.217144,-36.043537,-42.260216,-39.75557,-39.506714,-40.39402,-41.75521,-44.151722,-38.8898,-41.231384,-40.316746,-36.975872,-38.37634,-38.82148,-37.1625,-42.163498,-33.923,-43.749146,-46.30015,-35.60905,-42.11431,-43.99772,-42.89605,-40.81156,-51.35001,-48.668198,-47.890423,-50.61479,-49.043465,-32.58746
-13.2052,-80.0,-80.0,-80.0,-21.769077,-44.025295,-50.415546,-46.503323,-36.881016,-43.795364,-37.958992,-44.966736,-43.66739,-47.745857,-45.506657,-46.050552,-41.69605,-47.35266,-45.352898,-39.138084,-41.94485,-44.41544,-40.815067,-36.483734,-44.03173,-46.46591,-41.664986,-41.311623,-37.396183,-37.278034,-44.55691,-43.062374,-43.853363,-52.98877,-46.968674,-45.664486,-59.812103,-54.720383,-39.80026
-15.539183,-80.0,-80.0,-80.0,-23.445292,-46.020782,-51.1686,-49.3556,-32.915356,-35.29438,-41.78801,-35.3116,-44.97964,-41.478306,-38.307747,-42.294838,-43.476063,-41.70002,-38.80847,-37.90618,-39.200165,-40.655827,-41.403694,-41.10285,-39.415844,-39.21382,-40.667343,-40.94071,-45.59527,-39.824387,-41.543545,-41.144783,-42.392017,-53.9011,-44.422684,-53.544205,-52.484047,-53.23861,-39.944065
-17.789902,-80.0,-80.0,-80.0,-24.50754,-50.80634,-58.953632,-58.209824,-32.00667,-32.25615,-34.433567,-33.75182,-43.97055,-41.090397,-41.442467,-44.21708,-46.886635,-44.015526,-38.12424,-34.51167,-46.079212,-39.352768,-37.11376,-36.69523,-37.89525,-41.804253,-41.377045,-39.731632,-39.069103,-45.52643,-44.89627,-40.60343,-42.04608,-51.317253,-51.480667,-52.049545,-50.607365,-50.14288,-37.84278
-19.436373,-80.0,-80.0,-80.0,-28.458138,-48.392536,-54.89944,-56.679775,-36.44659,-36.765907,-39.29295,-43.416843,-45.226795,-37.905735,-54.04382,-44.498085,-44.67956,-49.871716,-40.98969,-40.238247,-45.96184,-40.93596,-37.778988,-37.318882,-39.837967,-46.096973,-43.711227,-42.44738,-37.051395,-41.48277,-48.420452,-40.46752,-50.06733,-49.02499,-59.152542,-51.953606,-49.3488,-50.732197,-37.557037
-20.585102,-80.0,-80.0,-80.0,-26.944403,-52.780533,-55.571198,-61.5623,-43.67828,-36.415962,-39.01321,-39.50378,-43.968765,-41.48851,-43.60507,-41.704166,-47.494076,-45.098755,-39.590992,-36.226685,-47.904533,-41.80306,-42.114197,-43.54026,-40.25326,-46.472694,-43.217,-44.753677,-39.9979,-41.80859,-44.233875,-40.458397,-43.366787,-44.681133,-48.746807,-57.58593,-52.519653,-53.240974,-41.905632
-22.182795,-80.0,-80.0,-80.0,-32.40944,-56.108814,-55.245358,-60.24591,-41.805367,-38.60781,-38.694515,-36.731644,-40.183056,-38.55385,-41.068073,-40.90258,-43.823147,-44.10565,-40.467327,-32.836853,-45.395294,-36.91749,-41.091785,-42.593624,-37.10361,-43.761795,-39.530132,-43.67264,-36.023636,-44.813553,-41.33355,-33.261646,-35.696915,-35.063145,-43.61237,-55.427437,-59.663956,-59.310654,-40.194057
-22.60887,-80.0,-80.0,-80.0,-32.96965,-55.977142,-55.734997,-64.38734,-33.554173,-43.90627,-35.99257,-36.05302,-41.887783,-41.21739,-35.176857,-38.198563,-38.74537,-42.311386,-37.07039,-34.889618,-37.98884,-36.94315,-38.561306,-40.87873,-38.221985,-39.9775,-41.90285,-40.32019,-37.586456,-48.53967,-41.767555,-34.15746,-37.89443,-35.43368,-44.36446,-48.86479,-56.924217,-61.304848,-37.944332
-24.271648,-80.0,-80.0,-80.0,-33.74877,-53.61238,-55.811584,-63.404278,-29.915226,-41.83837,-36.722656,-35.60486,-40.499214,-36.00248,-37.092834,-38.362343,-37.841778,-37.442825,-44.50609,-35.265472,-33.419285,-38.338448,-28.414448,-35.358536,-33.010536,-36.70907,-38.42522,-30.149897,-37.10027,-32.54721,-32.725178,-35.129078,-33.816006,-34.324623,-40.554787,-48.772205,-59.878242,-56.54718,-37.91266
-24.38023,-80.0,-80.0,-80.0,-30.993523,-49.727276,-57.248737,-59.062817,-28.018543,-31.823032,-31.086262,-28.069393,-35.73907,-31.861359,-34.048546,-37.1232,-39.037636,-34.33663,-38.33215,-34.13626,-33.663784,-34.28502,-27.567108,-37.409966,-34.898155,-40.093876,-38.974625,-28.805965,-37.28693,-31.26825,-31.21074,-35.6413,-33.886227,-35.449184,-41.637844,-46.3751,-60.40624,-54.671078,-42.235703
-25.771904,-80.0,-80.0,-80.0,-31.489864,-50.90239,-55.328342,-54.51795,-34.30468,-38.8366,-35.725918,-33.530098,-44.26248,-37.469643,-40.17687,-43.24572,-40.798367,-39.044666,-40.703934,-44.234207,-43.76134,-41.233757,-43.54975,-40.02606,-47.331886,-42.765476,-39.896492,-36.552624,-39.46986,-42.52856,-45.035072,-44.2407,-45.126293,-49.133537,-49.528435,-45.315907,-62.193047,-48.31359,-40.793877
-26.003204,-80.0,-80.0,-80.0,-33.78782,-54.005886,-54.181683,-55.161446,-31.973652,-34.262913,-36.242634,-36.229527,-46.036255,-44.35488,-47.43817,-40.819508,-42.651443,-49.904743,-44.051903,-41.865795,-47.144962,-44.616135,-40.381107,-44.429996,-45.120434,-42.289562,-42.78387,-39.425095,-40.31246,-38.24167,-38.80971,-41.131203,-42.980484,-46.42964,-46.885315,-45.579254,-57.383312,-49.25167,-39.253296
-26.924046,-80.0,-80.0,-80.0,-34.715797,-51.266884,-61.55462,-55.745926,-34.565193,-34.4328,-35.205673,-36.60868,-45.23241,-47.71691,-41.54795,-36.748253,-39.305317,-51.157257,-37.679314,-43.17267,-34.409218,-38.271885,-32.899986,-41.248257,-43.667114,-40.09419,-35.53041,-39.422913,-35.750202,-34.343655,-34.48094,-37.961006,-40.83415,-40.143375,-37.78246,-43.053635,-53.568893,-46.329754,-40.25333
-27.432602,-80.0,-80.0,-80.0,-33.43628,-52.180786,-63.249763,-61.36013,-36.92211,-43.93506,-41.418682,-41.0031,-47.970905,-42.012897,-37.985443,-39.101162,-37.874493,-46.23491,-37.56764,-43.3966,-33.635777,-34.550713,-34.186077,-40.994534,-37.79565,-37.771427,-32.523872,-39.19163,-36.552673,-34.454967,-33.84527,-35.80996,-39.683647,-37.755535,-37.87581,-46.399986,-53.35176,-49.349926,-46.01537
-27.901493,-80.0,-80.0,-80.0,-31.366955,-52.269936,-62.22503,-58.49742,-36.160313,-39.636265,-47.527805,-38.505074,-48.73925,-37.927273,-39.988068,-41.730442,-46.16249,-42.042057,-37.15027,-41.894127,-45.72177,-37.970234,-41.108852,-49.428112,-40.101875,-38.16322,-40.486126,-41.686012,-37.244827,-45.683098,-37.874756,-40.011417,-39.489918,-46.971565,-45.2057,-47.924522,-51.869663,-48.124798,-39.82642
-28.711624,-80.0,-80.0,-80.0,-32.041855,-53.14345,-59.484673,-55.039852,-38.251705,-43.01794,-43.32965,-40.710995,-44.838787,-40.722572,-42.515198,-44.022793,-45.13363,-44.600388,-42.48021,-44.503326,-44.8925,-37.424263,-42.116627,-44.425575,-45.654728,-40.140068,-40.91861,-41.359825,-40.493065,-43.164207,-39.978157,-40.432285,-37.09528,-49.98714,-46.13031,-41.82905,-44.59835,-43.64515,-39.884846
-28.745605,-80.0,-80.0,-80.0,-34.229225,-52.903744,-51.386257,-46.809376,-34.475296,-30.451,-33.027092,-31.163471,-38.61351,-35.09312,-35.806072,-33.063454,-34.811035,-39.614296,-32.92997,-34.175316,-30.46331,-34.295956,-30.48624,-27.449997,-33.9771,-35.83555,-34.522892,-35.214787,-29.794476,-32.16851,-34.949825,-29.261875,-29.239994,-31.48191,-34.83577,-42.174274,-46.052727,-46.013493,-44.09489
-29.860914,-80.0,-80.0,-80.0,-35.09499,-55.00918,-50.144714,-49.678913,-33.408295,-30.58625,-35.611885,-33.427242,-37.388294,-35.761894,-32.744427,-29.158459,-33.91702,-37.5237,-30.939383,-30.10567,-31.014648,-30.359236,-27.681957,-23.870377,-30.067955,-31.54449,-35.940666,-38.20744,-27.396038,-31.827347,-29.108868,-25.904842,-26.63655,-28.022135,-31.40248,-45.292763,-49.68968,-51.54308,-51.07691
-29.52837,-80.0,-80.0,-80.0,-34.469475,-47.94406,-49.82625,-48.0091,-41.76812,-39.37273,-41.869328,-37.98207,-39.621838,-43.810783,-38.43389,-35.305542,-40.355488,-38.617188,-41.17715,-36.845634,-41.834045,-32.369316,-32.611588,-30.872337,-37.186916,-36.097435,-35.822315,-40.623123,-33.48429,-39.219265,-33.306778,-33.62332,-34.213474,-35.511948,-38.85926,-50.933243,-57.58618,-51.097965,-44.755363
-30.729588,-80.0,-80.0,-80.0,-38.319126,-43.136475,-43.523655,-40.369724,-40.440735,-39.73055,-37.935894,-36.53102,-39.80617,-43.92522,-40.243835,-38.015682,-46.437927,-45.956654,-45.257263,-43.920948,-48.915504,-44.96415,-35.96289,-47.292328,-42.693535,-35.883194,-36.17063,-44.131775,-33.755215,-41.902252,-45.355766,-43.088543,-39.42476,-39.340847,-47.98838,-55.53868,-64.74629,-55.5869,-44.95346
-30.521393,-80.0,-80.0,-80.0,-40.374073,-43.95699,-43.26134,-42.787052,-41.525314,-36.81052,-39.20397,-39.589867,-42.18939,-45.8075,-36.5655,-39.28369,-40.110443,-47.475353,-45.24875,-36.29706,-44.824886,-47.333023,-38.232788,-41.520638,-46.17783,-35.059944,-42.491997,-42.828926,-37.69328,-45.47442,-44.58336,-43.96114,-46.10277,-42.76325,-42.227013,-51.476337,-56.136837,-57.957466,-40.62635
