-12.824216,-4.5071774,-12.726707,-17.748558,-16.75454
-12.260933,-9.725685,-14.497855,-18.647573,-26.421019
-17.31334,-19.743309,-16.738836,-11.836653,-21.211998
-15.130762,-15.06119,-15.215422,-13.687847,-15.203247
-14.596485,-17.011833,-15.110934,-15.715035,-17.26168
-18.399628,-18.185204,-14.694533,-11.086514,-16.05674
-23.858286,-13.103163,-15.962103,-14.8786545,-8.818335
-19.453007,-11.749149,-22.035063,-14.878981,-8.61323
-15.7682085,-14.550507,-16.834583,-18.153996,-11.258367
-17.494047,-19.026524,-23.698391,-20.94944,-16.672295
-21.016413,-21.420677,-24.588085,-18.512522,-20.451382
-17.431849,-16.042084,-16.915625,-22.465725,-16.818342
-14.153132,-17.77002,-16.497143,-24.841969,-18.117287
-16.39109,-18.761261,-21.847752,-19.333727,-17.330555
-24.028896,-15.103802,-13.43911,-14.800506,-16.481773
-22.761612,-14.057177,-12.367162,-16.640211,-13.1372795
-20.991451,-18.708733,-17.379297,-16.840832,-15.962657
-15.709343,-13.41169,-16.328644,-20.64076,-17.583054
-13.343815,-11.017904,-13.891807,-25.303453,-15.542425
-15.169302,-11.555271,-13.696266,-21.987143,-5.774185
-25.518665,-12.756367,-17.842167,-17.153292,-3.0394344
-24.66595,-12.300152,-24.879978,-14.496981,-2.274416
-18.229387,-21.038322,-27.19277,-8.67078,-1.9073486e-06
-15.8289,-24.98632,-17.828281,-11.433756,-0.36755562
-16.081564,-12.205748,-15.934661,-14.016729,-2.7894955
-12.635827,-11.049331,-11.626183,-12.725542,-6.9314537
-12.643711,-11.062312,-12.719793,-7.0093174,-12.686172
-14.71929,-11.883017,-16.38341,-10.497587,-12.664621
-9.315374,-16.317495,-14.177989,-11.70959,-11.58211
-8.564173,-18.636433,-10.252275,-17.434013,-14.960078
-10.181814,-15.752029,-11.588413,-11.213049,-12.554245
-17.15694,-12.028588,-17.047945,-17.958317,-20.446053
-15.491618,-8.72592,-15.390278,-17.67972,-23.111656
-18.15239,-9.478949,-14.623487,-9.328024,-21.556488
-25.062857,-7.9108353,-22.737358,-7.0743046,-19.837687
-18.29724,-8.806904,-22.94329,-5.624357,-21.658154
-15.250994,-7.96196,-13.407373,-10.512388,-13.750868
-15.820115,-5.350664,-10.130903,-12.921343,-13.859381
-20.420431,-9.294743,-12.062063,-12.051405,-15.61376
-12.433727,-9.967808,-15.208005,-8.775713,-13.998017
-9.814449,-10.153761,-14.55923,-16.666208,-12.209518
-8.354458,-14.497606,-13.4231205,-12.481087,-16.106298
-10.565693,-10.986412,-16.724533,-12.185615,-26.009266
-13.268139,-15.445547,-20.623425,-8.499863,-24.907158
-13.347191,-16.080936,-9.440062,-11.04906,-19.334602
-14.180822,-10.590612,-7.9797993,-16.612492,-14.150005
-17.7997,-12.864199,-9.712845,-20.305138,-15.203794
-13.233334,-13.920439,-10.643927,-18.171345,-14.64074
-13.0036545,-10.676132,-15.72308,-9.699371,-12.261262
-18.87406,-10.824778,-9.882265,-5.644327,-12.565845
-16.827808,-8.913988,-10.500729,-6.704344,-8.541466
-14.871812,-18.109333,-11.716681,-12.259182,-14.998739
-16.845226,-19.246567,-10.838137,-14.546534,-15.191807
-21.263378,-6.7927895,-20.719944,-13.593482,-16.049294
-19.523022,-2.5651588,-13.996906,-13.690649,-19.188522
-18.68333,-8.279066,-6.8742924,-14.146236,-19.144226
-22.858664,-10.789642,-9.176062,-16.256863,-14.373459
-15.569218,-14.328682,-6.7256336,-10.47707,-10.584234
-13.611808,-13.6353,-12.161216,-9.550632,-10.910355
-11.867336,-11.712133,-8.3685665,-7.476406,-17.080305
-15.46247,-14.612087,-6.016697,-12.305387,-15.750054
-24.576977,-11.319874,-9.158823,-19.752993,-13.287972
-19.245382,-7.6977463,-12.064367,-14.598191,-15.806101
-10.551439,-8.600157,-2.731699,-11.376619,-18.454746
-7.329756,-5.2528687,-3.0423336,-11.448666,-12.992997
-8.955109,-9.425076,-12.289584,-12.015752,-10.688805
-14.234764,-12.690596,-10.795832,-12.259635,-7.0134315
-22.715006,-12.612654,-14.343737,-8.203461,-10.806849
-18.799068,-17.112862,-12.938003,-10.491262,-14.997869
-20.955254,-23.181105,-12.088961,-9.9230385,-14.550557
-21.218983,-23.484262,-10.176924,-12.084991,-16.939846
-19.450945,-15.204115,-12.429632,-19.513168,-20.723757
-19.313442,-12.196588,-13.35824,-21.454363,-19.524492
-14.058436,-11.888049,-10.9800625,-20.997553,-14.895283
-14.359835,-10.845163,-8.21706,-14.231799,-13.148891
-13.603233,-8.8567505,-5.2431316,-12.030199,-14.267237
-13.068438,-9.016985,-4.360546,-10.9901705,-18.532673
-17.206509,-11.576136,-11.898263,-18.733551,-17.74783
-21.691185,-10.305563,-13.468185,-19.776434,-16.092945
-21.05072,-17.29928,-9.45883,-11.169857,-12.337471
-23.091621,-19.73039,-14.071573,-13.04729,-15.223059
-22.561823,-17.591103,-15.741076,-14.134425,-18.167927
-26.792725,-12.800756,-14.690632,-13.280558,-15.377715
-21.53925,-14.055054,-18.467003,-18.056213,-18.513813
-17.590202,-17.965557,-14.514584,-16.561283,-11.220877
-11.134809,-13.250559,-13.252667,-20.625744,-14.611892
-8.595879,-14.153835,-13.966458,-21.51131,-16.32415
-10.615927,-11.53639,-10.073082,-17.645105,-19.946053
-16.397366,-21.51622,-12.853339,-20.763453,-19.32835
-17.826296,-17.500029,-13.902569,-17.715546,-16.153713
-17.953287,-13.687438,-15.077251,-16.047644,-11.637038
-16.808151,-19.989092,-18.422718,-15.714521,-14.948175
-19.440205,-14.711612,-17.519043,-20.615458,-21.690744
-21.643002,-12.18092,-17.14644,-20.158562,-20.500465
-20.44965,-11.933956,-15.821183,-15.952993,-20.192852
-27.314554,-13.191349,-18.023191,-17.034657,-17.223381
-23.065977,-13.181042,-17.724852,-13.086313,-14.149815
-21.208271,-16.305683,-21.51887,-9.5221615,-8.508942
-25.271524,-18.373611,-17.64416,-13.320945,-5.981964
-17.157692,-18.378382,-14.460223,-12.186132,-12.09843
-17.232721,-15.08342,-22.203722,-13.684557,-18.125055
-22.215063,-16.50877,-20.939255,-16.429504,-19.947674
-16.898108,-13.341359,-17.930412,-8.637419,-18.805462
-19.858456,-15.774248,-13.112267,-6.3728924,-14.403038
-22.276161,-20.624279,-18.354435,-10.809141,-20.630985
-18.72875,-16.794937,-23.155807,-14.298336,-17.90077
-18.23618,-19.474632,-15.431778,-16.925556,-17.03759
-20.5128,-27.721813,-16.73682,-21.418186,-17.523165
-16.646576,-19.719856,-17.28211,-22.635792,-16.984734
-16.13918,-16.865145,-25.920923,-22.42331,-20.366901
-19.023998,-19.340967,-24.473263,-21.971735,-19.346695
-20.758488,-17.707535,-15.501457,-20.335266,-13.81626
-22.379013,-18.149158,-13.55036,-18.62624,-18.24162
-16.797268,-17.905481,-16.53653,-15.364327,-21.403376
-16.753365,-11.374135,-15.706503,-15.248873,-19.379946
-23.157175,-16.944855,-16.424347,-21.026993,-14.919106
-25.023874,-17.281837,-15.10277,-23.322556,-14.703781
-21.3307,-20.880108,-15.306771,-17.136593,-12.298164
-20.373985,-16.882915,-16.468151,-18.952232,-12.221943
-16.576153,-17.834581,-14.205728,-18.989775,-17.61699
-21.6115,-17.387777,-15.5663185,-14.682445,-15.462648
-23.78895,-18.096148,-12.176104,-16.246826,-14.128189
-25.306458,-18.478046,-13.214735,-17.757704,-15.458236
-21.9742,-22.370218,-18.567307,-12.821011,-17.817688
-18.334986,-19.562353,-19.123367,-19.03759,-19.608635
-23.88319,-17.125751,-16.73669,-14.160083,-14.235916
-21.222364,-11.688208,-13.906544,-18.769295,-14.924029
-16.045773,-14.786636,-14.971239,-21.735615,-25.76015
-21.91972,-17.321903,-20.71363,-20.991058,-18.191309
-19.337767,-17.122292,-18.626986,-16.732391,-13.267218
-17.58084,-19.014614,-13.121464,-16.087936,-12.6803875
-23.717752,-20.77686,-14.8567295,-20.881798,-14.09162
-22.388607,-20.42627,-15.035547,-18.336502,-16.877872
-20.874163,-21.5516,-19.99376,-16.097527,-19.386417
-20.687819,-20.379574,-21.861347,-17.59124,-20.027248
-22.858383,-19.29814,-20.242645,-19.810335,-24.289661
-18.843502,-17.418697,-20.316404,-13.364037,-17.369942
-19.29795,-16.026281,-16.979076,-13.457735,-18.01147
-17.491196,-16.101692,-13.845385,-17.843834,-22.76336
-16.906914,-20.265461,-16.68766,-15.88218,-17.238106
-16.752295,-20.642994,-20.77427,-15.424117,-16.884296
-20.55036,-17.263588,-23.94798,-17.457062,-15.832447
-25.032986,-18.314846,-19.957237,-15.956488,-15.498236
-19.135078,-16.66112,-16.052185,-21.375677,-17.344627
-17.27385,-17.781971,-17.538921,-17.035545,-19.626663
-24.431417,-19.233316,-15.204115,-16.090591,-22.929691
-27.47537,-16.19453,-22.122421,-19.698175,-15.519332
-23.156454,-20.239662,-23.832336,-21.267395,-17.64123
-21.967674,-19.446985,-18.822144,-15.331036,-24.930677
-19.672564,-17.406391,-17.163647,-15.492645,-21.628042
-23.31967,-18.088856,-18.070913,-16.618504,-18.841848
-26.132011,-19.171638,-17.863018,-18.029163,-19.307178
-24.158638,-19.974545,-17.05555,-13.834828,-20.82537
-22.596775,-17.579445,-16.9178,-16.463133,-25.41869
-21.708773,-19.650753,-15.8538475,-16.365612,-19.972422
-25.947643,-23.752075,-17.161201,-20.627659,-15.596611
-25.39108,-20.6059,-15.817836,-18.931038,-17.938766
-25.462183,-22.446936,-17.480122,-23.871946,-18.34481
-24.130373,-18.874077,-16.556534,-15.663699,-17.717579
-28.554806,-18.03474,-16.04528,-17.537014,-18.087767
-19.32269,-22.227148,-23.868774,-15.206409,-19.921589
-19.065958,-18.167593,-21.6752,-16.917152,-20.496191
-20.129656,-15.932422,-19.648087,-17.47828,-21.058321
-22.575119,-18.540022,-16.453938,-15.451767,-19.745117
-22.031803,-20.451853,-16.451202,-13.110466,-18.067581
-20.708172,-25.174074,-16.262962,-22.346016,-23.076935
-23.340618,-19.015574,-19.097519,-19.017422,-23.93051
-19.88781,-18.249756,-16.491962,-16.523718,-19.468222
-24.806278,-17.042105,-18.223616,-16.562534,-19.891743
-23.010357,-20.121132,-18.97189,-17.582806,-21.190306
-21.099728,-17.705181,-16.38556,-17.399597,-21.19328
-18.298777,-18.395535,-16.576862,-19.174355,-18.429224
-19.541943,-20.747334,-20.414436,-19.341263,-24.50141
-20.7272,-21.369705,-20.764256,-17.0414,-21.741562
-22.59326,-20.82545,-20.180393,-19.008167,-17.895876
-25.257513,-22.989178,-20.569872,-18.008053,-15.125521
-22.42072,-19.599422,-19.336601,-22.265703,-16.764221
-20.185587,-21.954576,-20.418295,-21.113373,-16.24039
-19.728748,-20.215446,-18.245548,-18.414764,-16.554005
-29.04096,-20.497646,-14.385655,-20.89212,-24.018856
-25.629066,-23.534021,-17.576263,-18.946085,-24.153156
