-9.748209,-10.913241,-9.549273,-9.402199,-1.3935108,-11.688423,-10.663807,-14.09799,-10.957769,-12.77803,-13.778418,-14.106871,-14.906269,-13.617163,-13.402712,-15.540221,-11.120232,-12.912472,-14.563719,-15.391411,-13.901208,-13.541681,-14.680116,-14.817738,-13.38806,-12.254154
-15.746761,-21.424576,-23.783474,-22.38939,-15.894302,-20.736797,-24.939938,-25.730225,-18.292141,-23.447762,-21.043125,-19.114862,-22.519413,-22.248013,-19.792185,-18.991844,-15.100721,-24.105879,-22.55679,-24.551798,-19.159445,-23.655079,-22.979998,-23.476713,-20.881018,-22.17186
-20.054306,-23.828228,-23.734829,-19.053503,-21.771763,-22.95368,-22.948654,-20.634037,-17.658913,-19.232916,-20.704987,-20.508545,-27.529888,-27.60392,-30.11259,-18.030313,-18.766506,-22.752182,-20.36297,-20.872389,-20.68237,-24.943695,-23.752586,-26.350883,-17.238457,-17.39671
-23.189009,-20.676905,-25.354149,-19.58118,-17.608595,-18.036028,-18.91946,-19.4062,-17.019814,-21.118818,-27.018347,-26.48699,-24.86535,-21.967535,-27.114931,-23.517797,-21.796225,-18.896383,-19.021898,-23.208447,-20.590183,-25.478107,-24.764385,-20.595852,-19.948935,-17.831436
-25.46345,-21.865656,-27.206112,-22.673704,-20.396442,-20.84053,-18.676407,-16.544786,-19.441635,-22.039242,-21.0383,-25.552958,-27.136549,-19.15866,-24.036837,-24.024439,-25.120605,-17.488728,-17.79786,-28.310062,-24.006134,-25.215645,-22.806507,-20.452522,-23.72193,-19.556316
-28.432814,-30.330885,-26.083605,-27.540262,-22.975569,-24.81907,-24.112444,-21.256218,-22.725582,-24.632933,-20.855255,-26.685087,-30.156116,-16.127316,-20.058426,-22.264204,-20.166546,-19.210133,-16.506804,-22.382751,-24.623528,-27.184788,-20.589172,-26.534492,-22.5205,-21.924885
-25.220545,-23.929424,-24.286057,-25.49599,-24.465906,-26.238499,-21.944767,-25.12278,-23.021032,-25.430155,-25.111546,-22.544226,-30.595743,-17.849691,-23.764954,-30.36185,-22.393738,-24.35327,-13.215955,-24.827362,-17.321953,-25.027245,-22.813597,-20.236565,-25.742056,-24.570827
-27.469019,-21.246584,-20.512287,-31.059708,-25.731453,-26.535936,-28.95777,-26.983881,-21.491842,-23.153633,-21.23611,-21.312523,-23.596556,-21.184513,-27.801815,-26.578342,-25.981907,-24.318237,-17.265127,-27.905788,-19.277784,-25.141289,-21.29635,-18.972626,-22.154795,-21.146845
-27.117624,-25.262926,-19.324512,-27.840775,-31.183136,-26.95375,-22.901987,-25.977686,-20.386364,-18.511284,-24.53175,-21.209686,-20.434242,-21.062826,-29.012867,-15.825186,-21.786404,-20.607565,-29.788042,-20.92059,-21.052452,-24.654055,-17.606384,-23.854708,-17.189997,-25.77088
-21.70721,-22.739996,-21.59035,-23.68599,-32.106884,-23.926428,-19.397064,-20.104723,-21.507925,-25.131006,-22.056438,-19.433064,-23.039728,-20.862804,-23.30027,-18.222633,-17.382938,-23.96224,-32.86522,-21.90376,-20.225056,-23.02121,-24.349459,-22.67517,-17.690853,-31.680616
