-20.559757,-16.911655,-15.345112,-16.197662,-14.792669,-12.09844,-16.865755,-14.641634,-15.4670105,-13.435951,-13.221012,-15.055904,-15.808235,-15.461295,-18.925568,-18.077808,-16.182837,-16.53151,-13.632605,-15.919386,-12.055687,-11.188065,-15.258358,-13.285196,-12.706324,-19.017666,-17.616852,-21.538424,-13.83552
-24.618347,-20.402248,-20.472986,-18.440191,-16.463165,-18.975115,-24.636353,-20.855673,-24.480532,-27.233917,-17.20385,-19.42714,-19.665346,-21.691519,-24.444033,-22.122576,-22.092613,-15.275133,-20.3961,-18.182552,-26.65916,-21.180254,-20.780132,-28.767792,-23.775036,-23.869345,-21.40916,-24.207375,-29.921911
-28.882906,-19.96945,-27.628927,-23.443901,-18.311203,-18.573166,-28.12391,-18.943686,-17.906574,-26.771114,-19.941982,-19.121323,-22.602139,-21.040596,-17.924517,-27.198923,-27.052446,-15.31923,-21.139431,-27.892305,-17.527477,-19.035324,-17.563576,-24.734407,-25.027891,-22.767418,-23.755756,-22.56977,-23.211245
-29.153727,-25.138645,-24.721441,-23.601868,-19.995895,-18.759073,-30.046913,-22.76381,-20.198227,-22.40701,-16.879255,-23.801777,-22.831556,-20.080204,-18.844141,-25.798578,-21.450954,-19.870045,-17.777813,-27.37744,-15.523994,-21.25415,-18.475836,-17.805338,-15.517562,-20.325806,-18.96656,-22.092375,-18.771442
-29.117172,-21.092875,-20.574501,-20.95102,-19.64817,-26.959642,-24.47081,-21.577663,-22.124285,-18.318665,-15.865906,-27.236639,-15.540005,-20.07886,-16.610601,-22.318035,-18.049164,-23.381508,-20.13781,-25.470972,-19.711258,-22.382698,-18.008589,-17.46513,-15.354338,-21.885185,-23.845165,-21.06591,-21.115683
-32.51993,-22.783108,-20.362661,-22.14694,-17.573994,-24.745337,-24.130966,-27.830317,-24.412376,-23.427254,-18.230862,-19.85389,-17.950422,-29.175564,-21.665766,-24.957516,-17.926655,-18.894104,-22.966993,-22.797329,-21.515724,-26.312374,-18.590435,-21.384518,-18.381216,-20.473724,-26.229792,-16.971857,-23.153805
-31.835133,-22.129879,-22.961374,-19.67196,-19.939312,-23.534603,-25.118631,-21.548763,-20.68394,-20.188816,-23.796762,-25.002558,-28.280409,-26.718975,-20.09303,-26.517565,-21.062979,-17.898289,-20.473866,-18.314945,-25.821676,-20.68716,-22.164701,-18.70407,-19.953936,-19.941442,-21.521774,-19.798534,-23.112995
-30.917967,-20.681326,-20.910713,-22.86496,-20.294903,-22.91711,-20.894823,-17.855717,-19.011032,-20.316895,-25.024776,-30.751886,-26.965982,-16.689484,-20.981668,-29.779308,-20.65022,-23.917866,-22.0512,-21.310585,-21.071766,-21.528946,-26.80261,-20.641806,-14.61002,-18.780869,-23.420868,-20.44226,-18.32632
-28.670223,-13.694607,-21.490536,-27.076548,-20.8134,-18.590307,-18.369642,-17.751778,-18.419151,-16.564693,-31.683016,-24.228348,-28.510809,-16.889574,-25.847202,-23.842825,-25.113174,-22.61975,-23.54775,-19.744411,-21.229616,-25.804644,-21.33928,-26.07811,-17.345865,-21.300865,-22.693333,-15.744584,-19.679977
-31.047949,-17.874071,-23.696518,-22.274498,-19.426258,-23.069283,-21.623348,-23.3398,-18.989439,-20.759756,-25.541393,-23.349714,-27.65484,-21.664972,-18.436443,-18.632442,-30.400375,-24.664309,-20.542936,-18.91484,-21.440884,-25.608164,-22.82747,-25.078114,-30.526262,-20.878857,-19.273256,-17.000988,-23.430164
-30.435389,-17.733479,-17.701374,-21.600103,-22.678381,-25.554138,-15.910162,-25.087358,-15.762894,-21.476366,-24.127764,-24.28621,-21.90261,-17.47984,-15.361383,-17.285023,-26.963448,-17.996372,-21.645515,-17.708765,-23.420149,-21.864983,-24.761593,-18.171173,-24.663757,-16.812683,-21.016975,-19.383839,-18.22851
-28.532349,-25.793785,-21.150337,-19.358906,-29.142204,-22.866062,-17.781748,-21.232187,-17.978874,-21.05475,-25.312754,-19.261284,-24.116623,-18.283342,-19.398052,-23.595465,-22.087484,-18.903206,-21.248222,-27.242313,-21.341015,-26.65461,-24.155857,-18.746344,-26.171919,-21.174685,-22.884405,-30.828901,-26.14427
-26.887615,-20.475306,-27.909378,-17.957321,-31.570635,-20.427786,-22.099766,-22.605038,-16.701466,-16.302317,-19.308054,-18.7842,-19.442327,-24.21264,-20.082481,-23.029455,-21.363285,-17.660822,-22.793076,-26.064701,-20.278572,-31.376348,-28.185411,-22.414154,-20.18882,-23.968557,-22.395714,-26.2888,-19.651764
-30.437252,-18.982643,-20.665312,-20.04982,-30.644508,-22.998001,-21.246527,-16.169432,-21.261387,-23.543938,-18.716236,-20.995287,-21.393593,-27.237713,-21.81994,-27.344048,-18.14115,-23.464468,-23.121918,-22.429195,-22.042595,-23.460732,-28.686089,-21.853552,-17.935812,-20.827955,-19.97805,-25.051077,-16.326063
-23.929384,-22.070198,-16.56553,-18.320976,-27.317629,-18.174381,-23.006626,-14.243969,-23.051563,-23.727264,-16.744835,-22.188343,-18.534569,-23.048508,-18.386503,-26.029022,-21.156778,-15.315597,-22.43628,-23.887882,-22.534729,-19.847464,-21.854366,-19.279388,-20.173386,-21.31128,-17.963747,-20.825397,-16.63979
-21.084057,-30.000765,-17.758366,-20.274979,-29.891556,-16.837528,-20.244366,-14.242344,-26.003178,-20.109827,-23.06071,-24.686338,-12.256439,-16.475906,-23.219814,-26.148487,-18.929428,-11.876556,-20.178696,-27.93252,-20.902994,-25.645126,-21.438488,-21.689766,-15.008093,-22.572496,-12.663027,-20.32306,-19.75107
-22.502659,-20.036451,-18.716202,-23.796066,-21.90678,-18.50071,-17.169971,-19.653454,-17.761135,-18.21017,-21.24343,-20.879671,-14.046043,-14.668589,-17.601166,-20.615795,-16.649084,-14.688637,-22.496244,-24.345825,-21.843538,-22.13842,-27.011122,-22.212223,-16.799025,-23.830687,-15.819923,-20.061325,-20.237717
-28.879673,-13.141842,-21.733906,-22.464794,-18.14585,-21.350769,-16.683533,-17.140116,-18.500471,-20.25327,-25.047153,-20.703524,-20.332817,-19.622593,-17.498672,-12.518658,-9.536827,-16.200771,-22.755268,-18.395805,-22.760471,-16.73479,-23.635595,-25.564434,-26.34956,-20.052975,-19.037468,-20.30999,-18.086025
-26.194277,-16.627432,-19.974792,-27.637966,-21.646786,-24.666584,-21.661385,-14.889795,-23.903645,-17.805027,-26.728153,-19.378414,-15.378287,-17.813877,-26.58626,-17.787857,-13.703835,-16.691982,-24.19966,-19.998043,-20.28215,-18.405842,-18.868092,-18.653284,-27.191572,-18.902374,-24.976276,-23.59809,-19.3069
-22.628345,-21.284185,-14.539877,-17.84745,-16.785969,-20.395819,-16.464087,-19.344717,-17.968243,-16.40969,-18.3646,-24.114456,-15.53443,-13.106098,-17.426888,-27.149197,-25.6721,-16.284758,-14.909874,-18.619429,-19.897812,-19.227045,-21.388145,-14.893852,-15.94895,-13.568584,-18.74586,-18.366688,-21.30312
-25.848175,-23.246237,-12.594482,-15.72272,-15.273684,-17.530758,-16.26809,-21.879074,-19.554424,-24.432161,-18.700703,-20.310186,-14.339144,-19.58016,-14.389839,-26.128664,-20.325401,-23.075039,-14.016014,-22.746075,-22.080645,-12.942234,-17.069492,-17.912254,-17.202843,-9.775721,-16.952095,-14.636522,-21.536457
-26.956594,-19.526321,-15.626778,-12.878574,-18.243744,-20.876453,-12.988283,-19.542496,-16.139751,-20.63124,-14.086872,-16.26305,-19.195728,-21.684338,-12.99675,-19.65908,-14.956759,-17.05796,-19.346708,-17.509563,-15.144695,-14.232424,-16.74617,-14.563307,-18.817608,-11.024437,-17.06456,-20.351955,-14.206192
-20.28136,-19.487152,-15.752194,-17.805428,-17.547941,-19.626055,-15.42486,-15.59914,-19.71454,-20.904041,-13.952614,-16.895638,-20.34224,-20.379074,-16.927208,-21.966038,-13.577084,-12.721792,-22.213055,-16.456657,-12.104544,-18.431078,-17.854155,-12.794235,-17.481445,-8.397049,-12.344114,-19.481937,-12.628862
-18.358723,-16.471237,-13.11079,-15.7384,-9.507954,-14.555897,-16.791363,-17.4072,-10.743246,-18.730352,-17.35968,-13.791939,-15.984968,-19.41171,-18.10105,-18.735601,-17.960144,-14.120583,-20.979305,-12.7338085,-14.526264,-20.266184,-15.283787,-13.304817,-20.046013,-5.6053505,-12.470297,-15.67367,-14.680046
-20.277851,-13.400394,-10.944931,-16.275028,-11.316118,-8.90538,-16.097294,-22.094841,-10.396545,-12.975292,-19.945393,-10.749451,-14.232941,-12.659313,-23.076376,-20.073164,-19.28914,-18.011826,-17.340115,-20.161219,-24.047644,-10.347481,-14.075722,-16.15025,-17.324135,-10.11404,-13.447741,-11.63538,-14.682169
-24.335798,-13.436485,-11.344601,-20.232952,-22.761017,-10.956049,-12.423061,-16.240469,-19.671844,-11.887623,-17.046444,-14.702478,-11.4958935,-10.255386,-21.002016,-16.994104,-16.61918,-14.913784,-13.541546,-17.992588,-25.607597,-8.507736,-14.459812,-20.44625,-14.4356785,-13.897558,-10.370148,-7.159973,-15.570434
-30.048035,-10.200287,-11.557192,-21.005798,-22.988281,-16.0411,-15.434687,-13.567463,-14.669283,-13.314186,-9.381319,-9.489019,-6.320513,-14.417078,-18.422426,-13.619747,-13.3454,-11.338079,-6.886259,-11.291889,-14.443689,-8.993006,-18.189522,-14.189703,-16.91309,-12.984833,-11.136398,-11.99617,-14.3289795
