-21.029505,-19.885723,-17.903727,-15.00833,-13.492859,-11.996283,-4.8868866,-14.327664,-20.182812
-29.877752,-28.141594,-22.834198,-26.4372,-26.7233,-29.390385,-20.485952,-19.143692,-33.253986
-24.740005,-26.220842,-24.193235,-27.717611,-31.629507,-26.957273,-25.954348,-18.81864,-26.055569
-20.393179,-32.96122,-31.702166,-27.349302,-30.46362,-26.335196,-21.069845,-21.718105,-25.162886
-22.004974,-35.490974,-30.650099,-21.322697,-27.058342,-33.1132,-25.855005,-27.531353,-25.356216
-26.383482,-28.658287,-28.437592,-23.21599,-24.953678,-23.434471,-27.449272,-21.985695,-23.969984
-25.570683,-21.755203,-28.104609,-26.897743,-19.700836,-22.814804,-31.221075,-19.501234,-25.068556
-27.255386,-20.931084,-24.759861,-32.17764,-17.486416,-30.387514,-32.368717,-25.911125,-28.307945
-28.801056,-26.569405,-22.478191,-23.505821,-20.47743,-34.900826,-28.153524,-31.110052,-30.564693
-24.919369,-21.826698,-25.95978,-23.630373,-31.486296,-30.080807,-28.455624,-31.073784,-32.422836
-23.571049,-20.563702,-27.175276,-27.353596,-26.636572,-26.376284,-29.548918,-21.606258,-35.31432
-27.083168,-24.143148,-20.472706,-24.405369,-24.42918,-33.027084,-28.488344,-24.276932,-31.428307
-34.64576,-24.875637,-21.997864,-22.805622,-27.472765,-33.77828,-27.510052,-27.076107,-23.836466
-33.80258,-25.478428,-29.1983,-23.389431,-26.79959,-28.90038,-26.066639,-24.573803,-25.837118
-32.142986,-29.674927,-23.619844,-25.329386,-24.564,-31.069786,-25.79771,-26.803751,-23.706743
-24.721428,-31.746769,-23.359074,-21.743317,-23.857378,-26.946482,-27.487663,-19.414463,-23.386349
-22.596666,-35.507854,-28.557169,-23.392921,-23.537727,-26.33539,-30.16301,-20.303797,-26.08554
-25.36018,-30.157167,-30.82492,-22.369875,-22.68671,-32.256317,-25.495075,-22.17926,-26.70034
-30.235552,-25.922932,-27.9631,-23.652393,-24.902817,-37.48964,-26.249865,-22.341753,-29.665876
-27.330505,-21.399366,-23.694382,-25.947163,-24.746937,-31.599796,-26.112978,-25.875278,-32.020535
-26.667286,-28.550928,-26.490744,-19.683632,-22.073923,-33.819504,-21.813791,-30.628744,-37.743088
-25.461634,-26.197012,-22.506107,-17.760376,-22.999725,-30.624464,-23.259212,-30.14652,-31.645561
-26.608267,-22.44183,-27.224531,-25.083395,-23.284578,-29.603683,-25.249237,-27.265648,-29.04325
-27.476578,-20.837982,-22.7753,-30.453104,-28.711828,-28.009357,-29.57373,-25.921091,-22.999672
-24.929382,-22.347618,-25.203176,-28.76437,-20.274147,-27.279049,-34.268505,-24.56895,-21.496998
-23.388193,-24.46938,-28.649654,-24.600601,-20.00768,-24.925629,-28.141666,-22.429745,-24.132254
-24.958721,-20.521814,-26.31584,-19.211111,-27.13293,-29.08929,-28.20966,-28.021166,-25.865704
-24.345242,-23.052832,-28.313103,-19.827946,-24.919537,-32.53722,-27.215004,-22.265144,-27.02717
-24.832079,-25.217754,-23.787172,-21.617035,-22.278479,-30.223648,-23.911005,-17.772896,-27.95422
