-25.66397,-22.255653,-24.514862,-20.973267,-20.809658,-26.808592,-24.415243,-16.459185,-21.450348,-18.490501,-22.232677,-15.022598,-19.904024,-22.018105,-23.075418,-21.546307,-31.823713,-16.039978,-15.556295,-21.59015,-24.089397,-23.24687,-20.673773,-18.580988,-21.692322,-21.732395,-18.444708
-30.340448,-19.009874,-26.895435,-24.50922,-34.55479,-19.611954,-21.545216,-25.346066,-21.69154,-20.898197,-16.87083,-21.111519,-26.466986,-23.370958,-23.881561,-25.589096,-25.826494,-18.325176,-21.375458,-22.91414,-31.69553,-31.423414,-23.528177,-17.264366,-24.727118,-25.74146,-24.426071
-30.497057,-19.603844,-20.89007,-23.467718,-24.997253,-19.1944,-25.834278,-25.973835,-23.062986,-20.328835,-18.544622,-25.433151,-26.915884,-21.62755,-20.629967,-29.110363,-20.618124,-25.104805,-24.936464,-24.83976,-29.057568,-29.583504,-26.295542,-21.54218,-21.422451,-28.364428,-23.033792
-25.190453,-23.748585,-20.912966,-20.157375,-18.916424,-26.234545,-23.150963,-25.905622,-19.522036,-22.83891,-20.528896,-20.216682,-27.967545,-15.697575,-21.969402,-22.716553,-21.604101,-28.237087,-25.725258,-21.849321,-21.625664,-22.356495,-20.2669,-24.633368,-20.547096,-18.371742,-22.4878
-20.180977,-23.018442,-20.875301,-17.483025,-21.87696,-27.359314,-23.549137,-27.009403,-21.490143,-23.679264,-23.822859,-16.609163,-26.946934,-20.46788,-20.985682,-19.158148,-25.847794,-27.605162,-25.226402,-24.498482,-25.13047,-21.490324,-21.205921,-22.209211,-24.571407,-14.233246,-26.340466
-19.04635,-17.981213,-26.119843,-24.185917,-20.41988,-19.409609,-31.680553,-23.729721,-19.946337,-21.822033,-19.098423,-16.625639,-23.314175,-26.612164,-25.6519,-21.676449,-22.618145,-24.710312,-26.361969,-27.40457,-24.89593,-17.195126,-22.345121,-21.954437,-24.504616,-18.814644,-28.94059
-21.343105,-19.978098,-21.282417,-24.253397,-23.387993,-18.481619,-28.641146,-19.119823,-21.81004,-21.10534,-18.43281,-12.850208,-18.69107,-24.137383,-20.048225,-27.280254,-24.824322,-26.032906,-25.982826,-25.802324,-23.399399,-16.458313,-19.883778,-28.198029,-22.684072,-24.038311,-22.325863
-29.467886,-22.450348,-22.764343,-21.701307,-22.069641,-18.651634,-25.056656,-21.787964,-27.777687,-20.22027,-23.575975,-8.185371,-20.147627,-21.512249,-21.497217,-27.012531,-26.495972,-22.52282,-32.10772,-27.076843,-28.52601,-24.762543,-26.353085,-28.292854,-19.629446,-17.519943,-25.236887
-33.66061,-33.883545,-24.276741,-23.517109,-23.005913,-17.985199,-19.36725,-24.937733,-26.515541,-21.839832,-17.706562,-3.9078026,-22.929674,-27.182976,-20.926067,-21.691092,-24.091053,-22.744104,-34.934353,-20.504013,-21.046818,-21.506279,-26.813496,-25.16161,-22.074299,-14.690464,-25.96197
-24.986584,-24.745243,-22.810995,-28.508533,-22.580076,-21.713243,-21.878286,-27.017302,-24.223267,-19.726389,-22.107634,-5.197159,-24.835995,-29.34786,-19.078335,-21.920467,-31.448753,-25.801361,-26.714268,-18.108578,-18.21822,-24.339615,-25.60146,-23.670397,-19.013409,-20.019482,-21.219284
-19.219566,-25.832153,-19.850815,-25.123358,-24.696047,-20.088167,-20.84872,-18.919567,-19.1692,-15.790112,-23.054996,-6.305359,-25.769314,-22.484985,-19.860336,-25.157612,-23.394693,-27.689983,-18.611265,-22.8107,-18.885738,-20.926273,-20.588743,-21.083504,-19.926003,-25.468035,-19.00048
-20.985634,-28.082233,-21.764177,-26.45323,-21.453197,-26.350243,-21.48861,-18.657381,-22.26598,-18.076378,-19.773031,-10.393372,-23.4277,-18.039116,-20.303074,-21.820675,-25.515678,-21.865042,-20.151892,-20.419096,-25.9406,-19.8948,-19.014542,-23.025953,-20.220654,-22.459534,-21.713978
-23.39198,-30.879265,-18.538612,-22.696815,-18.685143,-28.204254,-24.711607,-19.829676,-15.828619,-25.812586,-15.689024,-16.113232,-20.84644,-18.620245,-23.371227,-22.59375,-18.820961,-17.309212,-21.526821,-18.055386,-24.677078,-26.031597,-18.69055,-24.779552,-19.115044,-19.980759,-21.323837
-21.898865,-25.645248,-17.475655,-21.187931,-21.914492,-26.666264,-17.26756,-27.24744,-19.22199,-24.933006,-21.750113,-20.723019,-19.874264,-17.391806,-19.000177,-25.419437,-19.104729,-20.045507,-28.209648,-22.278704,-18.435753,-31.942648,-20.87105,-18.964626,-16.987774,-14.483786,-23.477139
