-14.3773155,-11.419182,-16.692284,-21.991632,-19.42975,-33.939323,-13.203735,-16.291544,-31.63105,-23.939804,-34.70222,-24.492256,-21.812067,-19.63367,-18.253008,-21.31997,-19.856262,-21.414417,-55.85533,-22.58191,-22.80562,-22.650751,-18.242397,-30.498098,-12.733387,-15.461004,-23.456692,-15.495401,-21.648287,-13.9940605,-17.01449,-23.152065,-50.696358,-16.374214,-13.528467,-28.781233,-12.5054455,-15.449635,-20.10017,-12.293936,-15.128426,-21.327885,-20.620636,-18.17514,-23.912386,-24.068981,-24.968254,-23.459883,-23.087318,-20.568918,-19.360489,-20.43583,-23.58389,-45.204735,-25.931683,-21.020866,-17.815008,-23.993746,-34.762226,-33.97676,-33.931473,-22.631462,-6.0817013,-2.6287937,-4.743231,-3.8946323,-3.8722801,-5.4138737,-2.944336,-3.7434177,-4.3913326,-4.856432,-5.297188,-4.485159,-4.034937,-5.1196766,-3.082653,-3.158062,-5.4279766,-3.8194923,-4.395172,-4.4249325,-4.3766785,-16.88571,-18.261229,-22.50451,-24.624506,-16.041199,-17.203339,-29.660717,-19.526827,-20.575512,-23.44131,-16.000599,-16.975365,-28.44749,-18.348587,-21.693684,-17.166527,-24.074953,-22.222542,-17.668417,-15.9991455,-18.237087,-20.35696,-16.16027,-15.429373,-22.827358,-21.860666,-24.252483,-21.724087,-21.797438,-13.560911,-17.457932,-18.019,-12.63916,-18.664299,-30.520199
-15.488283,-12.031012,-16.705051,-22.897905,-19.013107,-22.269304,-13.6544,-17.041595,-28.449911,-21.765854,-24.428108,-24.99067,-21.725643,-20.780584,-18.491028,-20.788397,-20.208145,-21.067282,-41.991768,-22.581596,-23.645227,-23.60788,-17.090832,-18.24252,-13.176287,-16.522491,-22.4777,-16.408895,-22.144224,-14.962999,-17.73272,-23.881874,-40.067753,-16.95508,-13.899374,-21.547014,-13.50275,-16.51298,-20.555231,-13.304636,-16.053463,-22.326687,-19.704487,-18.742958,-25.076641,-24.601418,-24.291908,-22.886562,-23.534962,-21.717663,-20.449024,-21.372772,-23.137657,-34.326115,-27.07508,-21.523392,-18.243954,-23.955124,-32.809685,-32.013012,-33.47768,-23.032257,-6.8752136,-3.789238,-5.941942,-5.085346,-5.098284,-6.576874,-4.1305447,-4.968956,-5.613552,-6.0730915,-6.5238953,-5.697069,-5.240814,-6.336624,-4.2936954,-4.3708687,-6.527828,-4.971401,-5.5680637,-5.6118774,-5.202261,-13.957794,-18.121101,-23.277676,-22.051138,-17.121037,-18.125486,-26.669466,-20.24069,-21.629864,-22.918106,-17.174423,-17.689442,-22.87945,-18.461594,-21.163132,-17.825958,-24.569487,-21.574408,-16.822805,-15.998846,-18.309834,-20.678064,-16.496704,-15.648934,-22.23114,-21.776627,-23.076778,-21.482738,-21.820322,-14.192255,-17.828197,-18.161243,-13.200033,-18.406631,-26.817059
-23.38176,-12.949205,-14.961815,-26.49524,-16.158466,-14.62937,-13.64159,-18.995838,-22.535286,-16.548424,-16.878147,-25.23008,-19.68878,-30.253807,-17.530468,-17.69408,-19.723461,-18.3676,-34.259674,-20.798092,-26.457045,-27.927958,-12.97093,-10.573059,-13.124062,-22.90643,-18.606071,-20.101334,-22.370117,-19.47101,-19.422493,-25.66579,-32.491947,-17.675365,-13.500866,-14.345951,-18.500875,-22.944836,-20.56492,-18.556164,-19.902733,-27.352325,-15.929524,-19.382877,-35.589916,-25.031757,-20.921478,-19.709845,-23.506762,-31.289528,-27.590637,-25.390423,-20.219421,-26.733389,-36.36521,-21.785358,-18.121956,-22.056458,-27.787695,-26.980663,-30.543415,-22.773472,-9.222342,-14.05113,-19.835354,-17.926655,-31.178219,-17.005802,-16.47515,-30.024414,-26.694845,-24.136684,-34.84506,-22.215729,-20.361317,-24.515211,-20.581043,-21.141418,-14.032051,-14.719191,-16.711912,-18.034082,-7.8668213,-8.19392,-15.935768,-25.435947,-16.523975,-24.00379,-21.934948,-20.86656,-21.895536,-27.83487,-19.840595,-28.392365,-19.345997,-16.029709,-17.044432,-18.07086,-19.070229,-24.787735,-18.255714,-13.160707,-14.215384,-16.757843,-20.058247,-15.943549,-14.616995,-19.010216,-19.74651,-18.924004,-19.035227,-20.10858,-15.240749,-17.426758,-16.8455,-13.797874,-15.918842,-20.631578
-20.629496,-14.575802,-19.754467,-21.371077,-20.186073,-21.869297,-20.785633,-22.493635,-18.334227,-16.525852,-18.17185,-17.080872,-18.917982,-21.037506,-19.72108,-22.172249,-20.855644,-17.234905,-19.139883,-18.23307,-22.612938,-24.66092,-12.507486,-12.260946,-22.717978,-21.396248,-19.60165,-28.863926,-34.73865,-30.84386,-21.2914,-19.60085,-24.741798,-22.351002,-20.651466,-24.352903,-23.583694,-24.246777,-27.505037,-24.06201,-36.116,-20.927082,-19.731535,-25.92072,-24.439142,-23.888308,-28.27555,-20.112293,-24.10002,-30.812258,-25.79574,-21.78568,-18.958149,-24.631,-23.801105,-20.427597,-35.11208,-22.942364,-23.612017,-24.773624,-21.199556,-25.973316,-12.483143,-12.33193,-16.530075,-17.766031,-25.936628,-20.693838,-17.799686,-24.512249,-28.845264,-21.903229,-24.729633,-30.554811,-27.094719,-24.326885,-20.239304,-18.154697,-14.9436245,-17.40252,-15.569246,-15.0448475,-12.764326,-14.484644,-16.501778,-17.971573,-16.989525,-20.217426,-23.61364,-23.2643,-40.097473,-25.080936,-18.14596,-18.759447,-22.311481,-23.265415,-18.444885,-28.26236,-21.300348,-24.23671,-19.056482,-22.907036,-14.98617,-13.698561,-22.100147,-18.533176,-18.378014,-24.17936,-30.811451,-27.73692,-23.182354,-29.128078,-19.018738,-25.562223,-23.407478,-18.07308,-23.95866,-18.92608
-18.87723,-15.154043,-20.528872,-23.703333,-23.554901,-25.43985,-22.974264,-24.670225,-21.094053,-19.709606,-22.013077,-18.531843,-21.040977,-23.662308,-21.884731,-25.511612,-21.041065,-18.492716,-22.85112,-18.798368,-23.075558,-27.050087,-13.545353,-13.5444565,-24.196497,-24.16181,-18.741793,-24.06374,-29.539839,-31.406904,-23.009993,-20.595833,-25.882671,-23.454197,-23.34597,-22.965847,-22.404488,-20.88098,-21.992445,-21.144249,-25.249088,-24.657124,-22.029804,-27.318007,-22.405508,-22.076153,-25.307138,-23.576176,-25.043745,-28.166142,-23.142101,-23.296387,-20.994392,-21.796116,-21.248325,-22.29353,-27.911926,-24.824333,-25.616743,-26.459805,-20.417044,-19.951221,-12.917133,-13.662117,-20.016636,-18.648777,-25.809772,-22.412512,-20.990805,-22.657576,-27.528545,-20.319376,-21.362633,-25.565453,-26.118605,-26.583015,-19.162853,-16.76193,-18.233559,-21.090416,-17.935242,-18.901741,-16.010588,-18.34989,-20.06203,-21.364561,-19.27988,-18.746893,-21.141283,-20.348639,-20.829216,-20.403723,-21.351622,-19.632809,-25.065907,-27.1422,-21.140652,-22.909435,-24.186356,-23.207094,-17.020456,-19.773472,-17.295506,-15.167265,-20.622948,-21.793324,-21.97931,-27.197578,-32.18041,-30.755243,-26.143959,-30.54967,-20.614983,-20.528687,-18.963428,-16.18229,-21.488503,-20.281017
-16.172194,-13.788359,-19.341343,-24.800814,-28.84573,-32.697086,-23.758776,-25.429943,-23.370037,-23.79625,-36.515568,-18.100693,-21.692833,-25.517332,-22.61804,-30.583166,-19.360382,-17.819288,-32.44001,-17.42146,-21.61174,-28.281189,-12.623322,-12.90189,-23.801949,-26.456919,-16.42368,-20.60893,-26.026073,-30.028046,-22.959053,-19.628334,-25.073738,-22.603237,-25.41157,-20.40556,-19.9346,-17.699482,-18.436426,-18.073132,-21.312588,-34.687866,-23.050209,-26.817055,-19.599846,-19.34895,-22.222816,-29.67351,-24.0231,-25.16927,-20.143093,-22.945292,-21.479794,-18.747028,-18.278366,-22.478323,-24.178867,-25.036076,-26.04401,-26.359707,-18.138254,-16.333519,-11.429752,-13.076643,-26.33374,-17.566532,-23.911919,-22.361698,-25.11864,-19.914885,-24.998158,-17.678982,-18.180855,-22.08189,-23.74332,-27.510523,-16.74002,-14.199247,-22.963444,-30.18899,-19.111233,-34.69643,-20.462355,-35.034378,-27.191345,-26.845037,-20.282616,-16.152002,-18.195122,-17.278072,-16.76638,-16.9684,-25.562183,-18.541243,-27.323978,-45.46875,-23.21019,-19.374485,-26.91038,-20.806255,-14.213974,-16.647415,-18.340794,-14.759615,-18.025333,-26.331308,-29.644386,-30.463505,-31.643412,-34.02163,-29.167475,-30.080076,-20.383167,-17.038616,-15.566853,-13.426603,-18.543,-19.726374
-18.996365,-18.289835,-16.500391,-19.362175,-18.595596,-17.181122,-13.667147,-9.752239,-10.152863,-9.869772,-9.358547,-7.863413,-14.584288,-13.382612,-14.783636,-23.837393,-18.856445,-24.364883,-15.883912,-18.733929,-24.756475,-19.287983,-15.915812,-11.481953,-18.527086,-20.191753,-14.021427,-14.428169,-23.248428,-27.319675,-28.024872,-27.527813,-20.178574,-15.267841,-15.044453,-32.685482,-15.637646,-25.015535,-19.65876,-22.7086,-16.674477,-16.966726,-24.872053,-24.319645,-17.521818,-19.662567,-26.900537,-25.788826,-19.49319,-16.462732,-29.67435,-21.713886,-19.59423,-25.764315,-15.2074585,-23.20373,-24.607155,-23.59959,-20.696129,-13.748581,-14.684862,-18.313488,-14.318909,-18.615566,-16.427956,-16.922314,-26.79829,-18.250114,-19.603046,-21.638378,-23.717236,-18.55793,-11.644964,-11.298637,-15.182644,-25.006197,-17.59277,-13.387247,-21.847214,-21.302847,-20.199131,-17.45024,-33.78524,-19.737307,-21.675465,-22.487823,-17.569906,-23.441278,-18.18704,-25.974064,-10.380999,-13.653164,-25.242466,-18.970737,-21.079094,-37.271084,-21.157307,-17.310059,-15.900935,-15.900595,-15.541117,-13.1159115,-22.943525,-20.111301,-21.988316,-26.305265,-19.90674,-15.351833,-15.593443,-17.063492,-15.281853,-13.358799,-12.236811,-30.487844,-8.774052,-9.015051,-22.386482,-19.799623
-19.938686,-19.382114,-21.895061,-20.13255,-17.922184,-14.925465,-9.008038,-5.936857,-7.719963,-7.8371468,-4.31205,-4.4449215,-8.440529,-10.607857,-11.799004,-14.073111,-17.172646,-22.861359,-18.869001,-16.380592,-18.903612,-18.347292,-13.6521,-10.475445,-20.118916,-20.486313,-14.903437,-16.136322,-30.030907,-29.751907,-26.368635,-26.525988,-23.898638,-19.077108,-14.399519,-16.001137,-15.856551,-17.4516,-22.806133,-29.35582,-17.389812,-16.962616,-22.982285,-29.886614,-19.756638,-23.622086,-29.079113,-25.460566,-19.263641,-19.994833,-20.419355,-16.359278,-13.035553,-13.823027,-14.660053,-21.578243,-31.563301,-29.43714,-20.636284,-13.560316,-13.978418,-17.740536,-19.410837,-22.434345,-17.360394,-19.824928,-22.36021,-17.907555,-16.802689,-22.201345,-25.836693,-22.76762,-14.076143,-14.156088,-14.834171,-18.304699,-15.842577,-14.503973,-25.371117,-23.13784,-24.985764,-16.921997,-16.669651,-16.924824,-19.691889,-23.200407,-21.827036,-16.330242,-13.188677,-11.878105,-12.598696,-14.315302,-17.789532,-14.678265,-12.667723,-15.93602,-20.4263,-18.881714,-14.5268955,-16.400425,-15.188971,-10.293625,-16.613781,-19.707224,-21.910952,-24.901373,-14.681028,-9.545841,-9.743546,-13.160412,-10.289661,-8.9272175,-11.792435,-13.035086,-8.031017,-9.969244,-18.682713,-22.509203
-19.624012,-19.110043,-24.562277,-19.77128,-17.247913,-14.02346,-7.896633,-4.8851643,-6.797821,-6.9618263,-3.1771069,-3.4259396,-7.249775,-9.649357,-10.819698,-12.774593,-16.342268,-22.055864,-19.347244,-15.467379,-17.726242,-17.627556,-12.749161,-9.745003,-20.003407,-20.007565,-14.572149,-16.060827,-36.46026,-29.961517,-25.541988,-25.7963,-24.826921,-20.069061,-13.730289,-14.637953,-15.360552,-16.207361,-23.373558,-35.161285,-17.014114,-16.417847,-22.124878,-32.833126,-19.881805,-24.726536,-29.181202,-24.850101,-18.672565,-20.795988,-19.131023,-15.207138,-11.827253,-12.4923935,-14.008385,-20.755789,-38.991932,-32.888687,-20.079794,-12.977503,-13.298349,-17.084225,-21.649805,-23.433218,-17.042976,-20.259777,-21.26327,-17.294327,-15.841591,-21.786888,-25.914974,-24.075497,-14.285288,-14.567701,-14.219805,-17.090755,-15.003328,-14.239029,-26.166935,-23.107656,-26.857283,-16.273832,-15.30492,-15.9625025,-18.822643,-22.823996,-23.17597,-15.101135,-12.056538,-10.528284,-12.716791,-13.925879,-16.548855,-13.591291,-11.399197,-14.562092,-19.741955,-18.75941,-13.740013,-15.9704,-14.5738945,-9.330315,-15.414946,-19.082224,-21.350817,-24.110142,-13.535927,-8.37072,-8.566315,-12.101917,-9.1578865,-7.8307133,-11.15983,-11.669249,-7.3445873,-9.657871,-17.639893,-22.847229
-12.135765,-11.100857,-15.492878,-19.336058,-29.633257,-20.188738,-7.497793,-3.1960678,-8.588192,-9.999638,-2.4964714,-3.3318233,-10.035187,-14.639423,-13.436403,-13.246452,-12.358213,-15.673112,-16.444942,-13.647537,-13.901649,-26.555147,-10.575172,-5.5015945,-2.5477943,-2.378584,-3.8523483,-10.564312,-22.13686,-20.465208,-19.578194,-24.896818,-22.746479,-20.378422,-13.63608,-13.838091,-22.757442,-13.271389,-9.395027,-9.982157,-7.5256615,-13.698557,-15.187899,-15.697073,-17.207458,-20.981964,-25.830715,-14.645065,-16.269299,-20.34184,-22.502724,-7.8858185,-9.129835,-14.108757,-14.813772,-17.956886,-26.982769,-29.989368,-23.536077,-13.9944,-14.128778,-32.981186,-24.453466,-17.803696,-15.589109,-31.705149,-26.948406,-14.425077,-24.945942,-13.376261,-16.517399,-28.170057,-14.181732,-19.801334,-15.097946,-10.871567,-11.348652,-19.335281,-15.75168,-13.125351,-13.172197,-18.642189,-13.13385,-10.606089,-20.359692,-12.476843,-11.366924,-21.730385,-6.256157,-4.5080643,-17.353615,-16.925003,-15.421143,-7.25618,-6.8559456,-8.231369,-13.8961525,-16.615692,-10.770063,-25.539253,-7.1602287,-3.9949265,-5.728138,-8.650339,-16.580566,-28.95736,-10.5434,-3.2376156,-7.7723866,-20.39861,-9.333389,-4.8260193,-17.293972,-12.531378,-6.3836136,-10.455872,-22.932224,-28.717464
