-19.314995,-18.190445,-21.892887,-19.489456,-21.585869,-22.090048,-19.665367,-20.94269,-20.974644,-19.26288,-21.356905,-19.024538,-16.686222,-18.766819,-22.93496,-20.18047,-21.426292,-20.81415,-19.238533,-20.810297,-19.60273,-20.49853,-18.684273,-20.660284,-21.924973,-20.677692,-18.901255,-18.433498,-16.828299,-20.296967,-18.79554,-18.919851,-18.218584,-19.169844,-18.348286,-18.786474,-19.591484,-19.262234,-19.207415,-20.023886,-19.158823,-20.159622,-22.318195,-21.503815,-21.665462,-20.888771,-19.269749,-18.399254,-21.391804,-21.161533,-21.82171,-18.072842,-19.331375,-23.534994,-20.30339,-20.982225,-19.757645,-20.00992,-19.682983,-18.791664,-17.859045,-22.620476,-20.876568,-20.614164,-19.14671,-20.99695,-18.854015,-18.310238,-20.764652,-20.160229,-20.218279,-19.893099,-21.146553,-20.516335,-22.10155,-26.204128,-21.952412,-21.876421,-23.947124,-21.705772,-27.24966,-21.870327,-19.737532,-18.479664,-18.208168,-19.217243,-19.313719,-23.103962,-19.74527,-19.968124,-21.45987,-18.434483,-20.288538,-21.195469,-19.493683,-20.93288,-23.220356,-20.297796,-19.762264,-14.603222,-4.529209,0.0,-0.4798088,-10.95578,-23.35615,-20.368813,-20.254072,-21.771385,-20.27967,-18.484228,-20.56061,-19.160122,-17.752865,-18.413616
-21.004278,-20.798063,-24.334702,-22.053404,-24.39269,-24.88842,-22.352695,-23.444504,-23.811571,-21.962559,-23.68835,-21.835022,-19.359858,-21.17427,-25.676365,-22.904987,-24.098461,-23.535261,-21.7672,-23.405857,-22.402363,-23.103748,-21.211868,-23.289955,-24.579363,-23.439825,-21.740885,-21.199778,-19.569183,-22.886162,-21.56944,-21.744978,-21.033583,-21.895454,-21.1375,-21.55634,-22.38802,-22.10057,-22.020971,-22.723108,-21.856232,-22.883152,-24.348993,-23.574944,-24.108423,-23.748209,-22.113579,-21.166475,-24.17303,-23.971653,-24.334978,-20.672588,-22.089706,-25.59957,-23.140186,-23.821955,-22.532673,-22.846945,-22.541534,-21.652655,-20.51471,-24.511005,-23.616982,-23.435326,-21.867136,-23.585253,-21.645817,-21.101952,-23.46735,-23.022022,-23.083422,-22.73867,-23.922516,-23.295437,-24.297966,-27.933641,-24.767838,-24.715664,-26.312435,-23.65597,-27.161823,-24.484684,-22.191591,-21.149137,-20.952406,-21.94749,-21.809935,-24.710112,-22.569923,-22.517605,-23.951254,-21.209257,-23.099117,-23.514591,-22.251501,-23.762827,-25.986328,-23.008133,-22.212805,-16.158604,-6.824745,-2.6365051,-2.2559776,-12.069912,-25.615005,-23.224438,-22.963017,-24.47189,-23.048632,-21.153202,-23.356993,-21.996906,-20.583277,-20.503956
-23.943373,-29.837648,-31.321722,-30.443268,-39.577644,-39.522972,-32.933758,-31.059517,-41.86665,-32.843513,-29.73117,-37.282406,-29.631863,-27.842052,-37.76665,-34.46323,-34.338745,-34.993885,-29.69895,-32.255444,-37.114677,-32.10484,-29.130486,-32.701694,-34.452568,-36.290627,-40.178745,-34.220676,-31.641983,-31.638926,-34.921852,-38.43984,-36.828384,-33.486156,-35.24611,-34.729977,-36.91177,-40.35081,-37.701885,-33.59258,-32.680412,-34.41228,-28.608448,-28.029085,-31.106544,-47.09661,-41.223583,-34.227055,-37.870472,-39.39232,-32.08204,-29.587143,-34.7904,-30.021343,-41.177658,-42.274605,-35.936394,-40.915028,-45.498817,-45.78209,-30.413158,-28.166061,-35.674076,-39.75505,-33.30603,-32.3246,-35.89656,-35.347794,-34.42494,-47.621136,-50.47541,-42.161087,-37.369247,-36.889877,-29.433247,-31.004223,-40.597183,-43.09657,-32.621315,-27.555569,-26.92844,-33.634445,-29.298935,-31.331646,-33.138878,-33.678802,-29.361965,-27.393051,-39.21814,-30.713259,-31.449734,-34.601402,-38.553795,-29.464956,-34.932285,-40.962482,-38.994286,-34.166416,-29.28519,-18.694489,-12.604216,-12.170731,-5.485821,-13.55558,-31.143072,-45.09689,-34.084015,-35.373688,-36.1833,-31.325016,-37.87179,-40.03253,-37.834866,-25.054634
-27.55591,-30.979578,-31.783337,-30.54256,-30.5039,-37.99627,-32.208992,-27.820065,-29.653358,-32.365627,-31.447124,-29.02375,-29.970127,-30.681316,-35.999928,-34.71401,-36.938343,-29.006914,-25.452068,-29.695858,-35.510788,-32.056892,-28.668938,-29.49043,-30.504875,-31.504137,-32.576275,-37.328022,-40.78421,-37.279293,-41.177456,-38.90053,-39.75193,-34.271866,-37.146923,-35.38874,-34.13507,-41.143314,-31.754978,-33.78719,-33.198364,-33.424595,-32.382317,-26.871576,-30.315983,-28.34271,-29.96873,-29.058233,-36.857567,-39.085613,-32.964737,-28.366253,-31.022476,-30.293152,-32.00133,-35.826656,-37.91148,-35.3552,-36.724678,-34.526638,-30.59245,-30.934254,-40.329483,-39.729187,-32.90582,-39.84054,-38.44265,-36.203587,-31.899773,-31.19656,-34.817486,-38.859722,-33.845177,-41.01047,-31.159737,-35.940865,-40.119373,-42.682457,-30.949436,-24.104118,-27.778982,-37.686073,-29.379946,-29.032566,-36.14788,-34.89691,-28.716158,-25.344936,-25.69243,-27.148624,-31.329681,-33.076893,-28.235123,-25.672142,-28.06404,-36.028126,-40.735535,-45.35821,-30.13249,-19.472382,-16.329845,-11.43177,-10.444345,-15.2292595,-31.427555,-34.72758,-45.741196,-31.422047,-31.06937,-29.265648,-33.800415,-35.9993,-36.665684,-29.033085
-35.361347,-31.827333,-35.42999,-39.27512,-37.89018,-33.262905,-35.784615,-35.314636,-33.916676,-43.588943,-38.970905,-31.96679,-43.232693,-36.384388,-41.325314,-42.547375,-46.8042,-32.8534,-32.46953,-30.217997,-35.083805,-44.47986,-40.657227,-36.354637,-38.716637,-30.50311,-32.081303,-40.715816,-45.02243,-43.335327,-38.201523,-35.16486,-38.50671,-42.768665,-36.662716,-35.965546,-35.79429,-33.82366,-34.55542,-47.94447,-47.710014,-35.21797,-32.334084,-35.0819,-39.91916,-27.817429,-25.128122,-28.065247,-32.463924,-39.79048,-39.272713,-30.186413,-31.174238,-41.18955,-31.860474,-34.22059,-36.717037,-36.17785,-43.041473,-36.84974,-37.63406,-39.42952,-40.450886,-54.794205,-38.12901,-36.26277,-35.26383,-39.701294,-39.534885,-30.702192,-28.606949,-28.878784,-32.501034,-48.220604,-35.08508,-36.670673,-47.166397,-37.280766,-28.584118,-29.008884,-39.501842,-36.642277,-31.62961,-38.453014,-40.390747,-37.02179,-42.989567,-30.090872,-33.42068,-34.128693,-34.058907,-28.134628,-28.701519,-32.091484,-34.014015,-33.835503,-38.61452,-48.226013,-32.9484,-30.484625,-20.589733,-24.967995,-17.719664,-21.531927,-41.231987,-36.274532,-35.60069,-35.07373,-41.879787,-32.707474,-29.79789,-34.197166,-37.139656,-34.0339
-35.932243,-31.586151,-31.602386,-36.181267,-38.409824,-34.672653,-37.495964,-37.235523,-33.459446,-35.713272,-34.692425,-33.588142,-37.743965,-35.67735,-38.021423,-37.654194,-36.43532,-31.400024,-34.326763,-32.382122,-33.999702,-40.63658,-41.758488,-37.011887,-37.359646,-32.386944,-32.95924,-42.461887,-45.77132,-44.109306,-37.720577,-35.78623,-36.577713,-36.71103,-38.674454,-37.390865,-38.214344,-33.798965,-34.931824,-50.367905,-41.19237,-32.090958,-31.559435,-37.78783,-38.153263,-28.202812,-25.827576,-30.075514,-33.844868,-38.95143,-41.190086,-31.794142,-30.13543,-36.71575,-33.891518,-34.29705,-35.641933,-37.333855,-37.313778,-33.137356,-33.11816,-34.80873,-36.452034,-41.475883,-39.477703,-37.615326,-32.935574,-36.631435,-42.247154,-31.655075,-29.789055,-28.928574,-31.200819,-38.661762,-36.055004,-38.44685,-38.563763,-33.119675,-27.891117,-31.255074,-39.13831,-35.84777,-31.45766,-37.22978,-40.08528,-39.019367,-38.40889,-29.390335,-32.612312,-35.070072,-34.61512,-28.211403,-29.839104,-33.63547,-35.07553,-35.01676,-38.595978,-38.2208,-32.676933,-31.258774,-23.20232,-24.937233,-18.04771,-21.748108,-39.03293,-38.42425,-34.73236,-36.85311,-38.39436,-32.369167,-30.82747,-36.07342,-37.184444,-36.60424
-35.76504,-31.05959,-28.956886,-33.58659,-38.256046,-37.516914,-40.746624,-39.94802,-32.566383,-32.263477,-31.840343,-36.611824,-34.38505,-34.475674,-35.501526,-34.664635,-32.873737,-29.76672,-37.041386,-39.20078,-32.72805,-37.564514,-40.8068,-37.137486,-35.517197,-37.234222,-34.191704,-45.895706,-46.41092,-44.548325,-37.0154,-36.59915,-34.762653,-33.51659,-44.339,-40.015327,-48.4532,-33.650307,-35.09907,-48.960106,-37.65755,-29.699078,-30.533777,-44.192177,-35.968235,-28.537426,-26.807373,-35.80466,-36.578964,-37.85487,-44.43,-34.938503,-28.888853,-33.66453,-39.650024,-34.21587,-34.388382,-39.147892,-34.21318,-30.544092,-30.227848,-31.849934,-33.794632,-37.765587,-41.23046,-40.228565,-30.925348,-34.233624,-49.702835,-33.05273,-31.935486,-28.888859,-29.782503,-35.16689,-37.147564,-42.480053,-35.13383,-30.437208,-26.974388,-37.008064,-37.261707,-34.822266,-30.956306,-35.325443,-39.33917,-44.0607,-35.026978,-28.256266,-31.157139,-35.615368,-35.06422,-28.179176,-31.63,-35.60782,-36.045002,-37.059734,-38.40173,-34.72036,-32.042953,-30.422901,-35.607037,-22.621387,-17.677305,-21.382946,-36.65382,-44.80744,-33.701363,-40.369617,-35.54646,-31.636028,-32.523315,-40.95574,-37.00764,-46.319523
-30.069635,-30.02975,-29.46862,-30.434753,-34.150402,-44.196793,-37.10755,-39.41181,-31.137651,-31.117985,-32.180065,-44.592735,-41.603382,-34.411987,-33.283657,-38.537865,-29.512966,-25.374311,-27.33799,-31.369678,-29.92052,-38.164883,-42.52971,-40.558025,-37.561905,-40.16123,-38.105446,-38.977688,-37.180225,-36.678127,-33.09887,-36.548992,-34.70984,-28.145863,-31.590693,-41.653973,-33.92028,-31.41088,-33.303333,-37.139835,-30.618944,-27.396606,-31.003723,-36.00584,-39.82508,-29.913326,-32.49735,-36.54137,-34.950058,-39.775116,-40.968822,-34.26127,-26.758553,-30.065693,-38.57663,-45.216187,-37.720963,-44.43245,-32.489414,-28.174309,-33.933357,-32.01953,-33.451775,-35.059536,-43.189976,-32.60292,-27.669178,-31.442951,-34.607643,-40.584015,-40.311565,-31.735487,-29.68237,-52.036278,-32.853127,-31.128357,-30.658422,-31.962404,-27.338116,-29.412859,-32.124702,-42.0144,-29.112621,-31.893953,-34.18551,-32.323174,-30.970394,-29.344933,-26.855297,-37.969803,-34.510517,-33.927834,-30.43642,-27.82539,-25.91755,-29.318363,-39.173172,-30.73385,-31.776545,-42.12516,-32.91782,-19.962765,-14.731098,-19.228336,-36.899296,-47.228954,-31.518906,-29.760857,-33.50058,-38.018036,-38.090584,-36.512756,-35.128685,-37.844414
-31.992962,-37.999973,-37.352375,-37.652584,-40.144264,-32.65408,-37.312477,-41.218502,-36.40635,-42.036964,-34.21528,-36.489235,-42.597233,-45.565567,-43.162914,-38.22929,-31.743828,-30.232113,-33.150116,-29.435686,-30.308784,-39.512474,-40.718216,-37.74121,-43.95255,-38.70782,-41.522514,-34.640385,-32.561245,-40.793945,-33.374264,-36.710415,-45.48137,-29.332226,-27.59906,-31.225517,-36.57995,-38.148163,-37.18652,-43.047607,-36.327534,-32.892403,-39.63144,-49.08737,-34.89967,-29.056911,-30.599747,-35.58797,-38.116116,-40.347862,-40.82923,-36.38554,-29.518173,-31.250341,-36.75999,-44.89439,-42.537586,-47.191433,-37.88711,-35.349976,-33.425102,-32.89413,-40.21924,-36.824707,-33.408875,-29.136478,-30.075478,-42.958397,-37.74531,-43.437275,-37.69976,-30.176945,-32.209854,-42.441055,-36.195183,-29.236258,-40.760605,-40.534958,-30.302822,-36.33394,-34.345394,-29.6044,-29.194761,-36.28667,-32.149284,-32.769672,-34.587006,-34.04668,-26.540888,-30.819824,-40.920822,-44.384262,-40.6008,-33.726288,-29.463913,-27.41834,-31.02048,-29.218073,-31.365917,-40.56613,-33.27279,-22.136164,-19.452765,-23.45467,-33.82443,-39.860863,-31.966433,-29.803009,-41.156307,-40.12067,-41.04275,-36.253822,-43.603336,-36.90578
-32.680244,-36.58501,-40.286022,-39.925686,-36.569733,-30.21257,-32.652107,-36.381767,-38.804523,-39.244682,-33.533848,-35.134697,-39.64795,-44.51077,-42.044746,-36.26616,-33.641335,-32.60139,-35.972652,-30.547878,-30.795395,-40.364365,-41.78395,-37.2676,-38.25771,-37.267727,-36.501583,-33.360245,-32.154396,-34.53923,-33.65344,-38.169186,-43.745564,-29.339653,-28.075161,-32.15615,-36.07921,-38.68888,-38.620895,-39.093384,-38.27807,-34.562687,-40.112465,-46.53977,-35.038464,-29.861671,-30.829334,-35.97924,-40.189697,-37.34192,-37.198902,-35.536144,-30.917183,-33.535046,-34.57529,-38.042946,-37.169613,-40.64867,-40.55622,-37.649883,-31.987665,-32.505295,-36.743797,-38.39408,-33.319218,-29.869572,-31.984797,-37.741146,-39.20911,-45.354305,-36.443264,-30.599026,-33.694916,-42.438236,-34.60502,-28.45441,-31.70618,-32.406834,-30.519064,-36.87591,-35.733368,-30.164013,-29.663445,-34.320705,-30.950787,-34.538334,-35.85881,-33.33634,-25.446127,-28.135895,-37.66654,-42.814552,-42.54281,-35.65671,-31.807419,-27.982557,-30.936043,-29.689198,-31.02796,-38.73758,-31.792439,-24.335258,-21.463438,-25.713259,-32.46407,-39.9808,-32.49816,-31.243137,-33.038094,-33.94609,-38.165455,-35.396694,-43.124584,-37.179745
