-17.68317,-16.231018,-13.77102,-16.019384,-17.997211,-15.666347,-17.657032,-19.908806,-21.48409,-20.881632,-22.896725,-21.654266,-20.438217,-16.627735,-23.0154,-24.187107,-17.867416,-16.82451,-19.634518,-18.339788,-22.695477,-16.85619,-20.347754,-16.107544,-19.3503,-16.677263,-13.033211,-19.112331,-19.03932,-15.817685,-21.150408,-21.438019,-30.999165,-17.916903,-17.218052,-20.775246,-21.343225,-17.708704,-17.683697,-23.138264,-23.659317,-20.806845,-24.033854,-18.674557,-15.0189,-20.310125,-19.909609,-15.703765,-19.865677,-20.981087,-19.67303,-15.203738,-17.261894,-17.733707,-17.03398,-14.598,-16.049034,-16.561733,-19.892754,-17.53986,-18.986675,-21.609589,-18.057444,-19.34237,-16.032429,-20.068676,-21.989258,-17.204525,-14.648349,-12.3899975,-13.923728,-15.958113,-15.19417,-17.095394,-14.256078,-15.580684,-15.840375,-16.665165,-22.286398,-15.445682,-15.680384,-13.164498,-15.232176,-13.224455,-15.13656,-14.30686,-1.7885685,-0.0014591217,-0.49399185,-0.5342922,-0.5219021,-0.5264931,-0.52781487,-0.51016045,-0.55514145,-0.5513134,-0.51296616,-0.5179672,-0.5179672,-0.5179672,-1.9073486e-06,-0.52181625
-16.833534,-16.763515,-22.807959,-21.461939,-15.934103,-14.249228,-20.72213,-21.744041,-23.037558,-29.746052,-28.936642,-29.825285,-23.043846,-21.285725,-25.185097,-28.060816,-24.837038,-20.368843,-19.43002,-17.897594,-16.958786,-15.274012,-20.362638,-26.074524,-23.388874,-22.163342,-18.177143,-19.612638,-18.789316,-17.169014,-19.941805,-19.832962,-18.749413,-18.636366,-22.20202,-23.803783,-19.544867,-21.240726,-24.456081,-18.286495,-16.440536,-17.895506,-21.18477,-19.597702,-21.914375,-18.883236,-16.90651,-19.509926,-33.06044,-21.522758,-13.493557,-16.74504,-25.453394,-22.589056,-18.47656,-18.772831,-17.275824,-17.207993,-20.175407,-31.808084,-24.165571,-20.213537,-25.676964,-25.104548,-25.731657,-25.924559,-26.836384,-22.91382,-23.217691,-29.47723,-25.03368,-21.901344,-22.317537,-21.0838,-20.424793,-22.576359,-21.275347,-23.824259,-27.248474,-20.005451,-20.532522,-26.85692,-21.301128,-16.535505,-20.248867,-13.825912,-9.719694,-19.521404,-33.40049,-34.009193,-33.4358,-33.71449,-33.807587,-32.753326,-30.77378,-34.15506,-59.66671,-80.0,-80.0,-80.0,-19.571938,-8.4459
-17.307041,-18.103497,-25.099829,-20.74763,-21.951103,-16.75774,-21.510895,-26.04579,-32.57442,-25.112494,-23.250765,-26.25011,-23.760206,-21.212002,-24.284292,-21.590065,-19.581465,-19.927341,-18.447138,-16.412552,-19.512442,-20.466433,-23.590382,-21.23815,-24.09047,-19.686096,-19.92416,-22.299765,-22.517414,-22.142935,-27.052956,-24.06928,-18.050793,-19.75391,-18.287834,-22.8292,-21.194214,-24.501942,-27.33916,-17.60797,-17.627699,-18.54408,-22.344713,-25.43959,-23.547754,-17.19461,-17.81071,-24.348236,-30.52898,-19.293358,-11.689744,-12.779441,-17.908356,-19.117912,-19.481077,-20.895294,-19.775116,-22.832106,-23.476498,-33.145977,-20.979015,-18.957706,-22.699888,-20.67192,-27.060303,-30.55051,-21.973255,-19.929466,-27.658543,-27.86189,-20.773815,-18.63624,-21.131233,-22.126968,-17.551382,-20.280436,-20.824766,-26.090038,-27.384249,-23.346199,-20.63639,-23.503788,-24.00926,-20.151638,-22.943007,-16.341755,-14.774912,-20.024284,-20.85624,-21.237011,-21.040073,-21.13074,-21.165613,-20.930992,-22.626558,-30.756844,-58.402992,-80.0,-80.0,-80.0,-22.446259,-13.789682
-21.29639,-19.476814,-26.264479,-20.57066,-23.393887,-22.007498,-21.84041,-28.602331,-28.948347,-22.198612,-20.473793,-23.143194,-22.08884,-21.216705,-24.681778,-18.72663,-15.826831,-22.745058,-25.990026,-20.537855,-23.398243,-23.753094,-19.784641,-16.314331,-17.812622,-20.64241,-22.409643,-21.45177,-22.032917,-24.942806,-28.105293,-22.15889,-16.506947,-18.279799,-20.919472,-24.408522,-23.920885,-18.81286,-23.159538,-19.45404,-16.985481,-18.753029,-22.63098,-25.738132,-23.499584,-21.717024,-25.216087,-26.903692,-24.128057,-22.198458,-14.872902,-16.303177,-17.971125,-22.002533,-24.939262,-23.710838,-22.121275,-17.05986,-20.707325,-22.416937,-22.037495,-20.817768,-18.796343,-20.972166,-24.702885,-24.897894,-19.96595,-20.16367,-25.956102,-25.030985,-19.1778,-23.084438,-25.61349,-21.016464,-16.856388,-20.579744,-17.308247,-20.400642,-22.18219,-28.529,-23.835045,-19.737352,-19.815388,-18.358759,-16.182299,-16.178368,-20.18732,-18.383963,-20.303524,-20.15515,-20.288288,-20.224977,-20.201956,-20.410011,-21.882584,-29.852266,-56.7222,-80.0,-80.0,-80.0,-25.235636,-16.428219
-27.979664,-20.281433,-23.43629,-20.315763,-19.781498,-24.684721,-21.02395,-20.965664,-25.616673,-21.901695,-19.773935,-19.031301,-20.822954,-27.305939,-24.697247,-20.10104,-17.634773,-21.85199,-26.416859,-23.445948,-19.57428,-19.819426,-23.116383,-17.550596,-18.916805,-20.030994,-17.948782,-21.707436,-28.896597,-30.093445,-28.317348,-20.520365,-14.621596,-19.429966,-24.591192,-24.743828,-23.731932,-18.42881,-19.770891,-19.564375,-20.545063,-20.514736,-30.292908,-25.99668,-23.574501,-22.445879,-19.303526,-18.253876,-18.871435,-19.09105,-21.320166,-16.673351,-17.18386,-20.72485,-28.701744,-21.63843,-17.787739,-16.244005,-20.855701,-18.755182,-19.615786,-24.129738,-20.227621,-24.033428,-27.179249,-20.934092,-20.585037,-20.453331,-23.340805,-18.285536,-19.168327,-19.397837,-16.018106,-19.224125,-17.15335,-16.551193,-19.608072,-23.261492,-23.23213,-24.617624,-24.811811,-23.594177,-21.951115,-23.57161,-19.27359,-19.346466,-19.996279,-26.184326,-31.649712,-30.661657,-31.215958,-30.952637,-30.85399,-31.479126,-28.925262,-32.071327,-55.51239,-80.0,-80.0,-80.0,-27.552818,-18.322718
-27.962332,-21.653679,-23.896408,-23.238766,-17.349781,-22.035465,-19.2407,-23.015318,-25.91594,-23.890602,-23.7874,-17.903774,-17.861794,-22.545275,-22.044415,-22.816565,-24.487738,-23.942957,-21.588255,-23.208035,-20.308176,-20.561285,-25.511168,-19.487295,-21.00616,-19.842896,-17.439392,-20.105278,-24.226587,-28.850113,-23.21179,-15.055986,-14.473694,-21.840275,-20.31055,-19.846502,-20.246256,-21.800976,-22.410164,-18.147465,-19.710476,-24.921093,-29.8089,-22.154228,-24.006733,-21.844963,-18.412199,-19.182789,-24.70192,-20.380356,-21.166523,-17.922832,-23.15537,-23.756182,-26.581385,-24.297117,-23.03529,-22.706928,-19.715792,-21.057005,-20.580849,-26.093014,-18.836739,-16.89006,-19.276121,-16.806086,-16.056492,-21.487106,-23.34659,-19.443565,-18.429905,-18.431076,-12.315948,-15.090027,-20.657803,-19.417988,-25.890034,-27.912636,-25.217253,-23.71517,-26.656675,-29.14122,-27.877312,-25.125538,-21.691607,-23.928894,-25.69084,-34.596523,-51.991318,-50.733486,-52.523006,-51.316017,-51.11915,-54.465683,-36.693867,-36.668636,-55.09787,-80.0,-80.0,-80.0,-29.42288,-20.345982
-29.805664,-27.091137,-20.770365,-17.80075,-16.66406,-18.445135,-23.162266,-27.094585,-22.04459,-21.16392,-29.969719,-24.501125,-18.6193,-20.151798,-22.861635,-20.49724,-24.597204,-19.169994,-18.496208,-20.421356,-18.838161,-21.7277,-23.211546,-23.223742,-23.622011,-24.917702,-25.011456,-23.713446,-22.050148,-29.836105,-21.406288,-17.054085,-18.04403,-24.103539,-19.593588,-20.614239,-18.537502,-20.687532,-20.207138,-22.31982,-22.583755,-21.599651,-19.338005,-18.188196,-20.458414,-26.18335,-22.987278,-24.392857,-30.322123,-20.1091,-16.400936,-17.032745,-27.980894,-25.253807,-21.230017,-17.517414,-21.407064,-26.32286,-25.198956,-28.084225,-21.743164,-18.45374,-18.794085,-16.631536,-19.64321,-21.031897,-19.166414,-21.39521,-18.790066,-16.66625,-18.527243,-22.002398,-13.952604,-15.006359,-21.799185,-24.575428,-26.81317,-29.582195,-24.725967,-21.13609,-21.093857,-19.060575,-20.8945,-23.502567,-18.930656,-21.178223,-24.447414,-32.517998,-47.956337,-50.95678,-54.781593,-52.53823,-51.81308,-53.286995,-38.45793,-38.513344,-54.07806,-80.0,-80.0,-80.0,-30.074385,-21.127716
-33.919613,-26.160744,-22.166292,-22.160809,-28.23404,-26.67255,-34.317013,-36.097042,-23.49427,-21.19452,-30.791973,-30.24778,-21.55349,-17.528172,-19.449303,-19.605785,-25.187595,-19.075815,-18.155075,-21.454596,-16.084923,-19.348866,-19.97909,-16.170673,-17.928326,-24.077152,-23.330873,-19.807468,-16.894756,-19.524185,-25.349804,-24.069397,-19.046541,-16.28764,-17.697145,-20.723778,-16.567158,-17.8079,-23.93106,-24.289946,-22.104265,-17.919563,-17.200241,-24.539524,-24.588402,-23.448452,-21.947561,-22.681904,-27.45636,-23.168789,-14.599931,-17.003265,-27.232542,-22.906017,-21.610304,-17.51733,-19.899746,-24.957926,-32.557106,-23.455051,-18.461643,-17.762526,-21.713661,-16.969288,-15.025303,-19.432869,-26.865456,-25.855972,-16.289745,-18.634075,-24.372887,-27.248142,-19.586876,-19.589935,-21.786488,-20.574509,-25.729181,-33.03131,-28.001211,-24.305538,-22.173046,-21.168987,-21.025946,-22.816595,-23.403324,-18.339521,-19.8106,-29.021149,-47.967697,-51.22795,-53.26916,-51.9718,-51.68611,-54.604042,-41.522602,-41.20739,-54.5748,-80.0,-80.0,-80.0,-32.1504,-23.069824
-26.648432,-20.535545,-19.467377,-19.878374,-23.142525,-22.656197,-22.662743,-19.791706,-15.377269,-15.929279,-24.692146,-29.203075,-22.395573,-15.3806095,-14.897701,-19.225286,-24.285267,-21.10727,-14.467623,-14.972865,-13.917253,-16.843277,-17.629416,-15.233042,-17.114113,-20.071806,-21.723072,-23.759518,-17.013222,-16.494785,-23.90886,-24.757887,-18.611912,-16.632595,-17.049906,-16.68808,-20.158333,-23.252113,-25.564823,-26.356762,-25.101955,-21.623255,-20.899681,-25.868513,-18.899624,-16.09761,-21.90773,-20.120373,-22.09574,-19.94639,-15.865349,-19.31009,-19.308352,-24.376713,-28.23169,-21.520199,-24.698996,-22.560013,-24.451748,-21.52926,-20.688953,-24.536552,-24.400478,-16.782097,-15.108042,-15.217967,-23.001644,-20.252357,-15.234175,-17.075405,-22.564236,-22.553322,-19.63192,-22.53899,-24.148806,-23.484539,-26.508926,-30.48624,-26.105965,-19.84653,-19.235834,-21.701086,-15.841466,-14.06662,-18.673851,-20.624987,-21.784527,-30.944357,-41.481194,-45.48117,-44.971657,-45.391838,-45.41028,-44.26365,-42.887512,-41.987267,-53.48514,-80.0,-80.0,-80.0,-32.377197,-23.273663
-21.119654,-16.940767,-17.002508,-19.325857,-21.197641,-20.07831,-15.590951,-17.655148,-17.415213,-16.294619,-22.473377,-24.26489,-23.773155,-21.694397,-24.217455,-21.667728,-20.10086,-20.550285,-16.417164,-14.451435,-17.916084,-23.14548,-24.243423,-25.989424,-23.775759,-24.704823,-29.516237,-30.719603,-26.465845,-20.363611,-21.687735,-23.525358,-25.926163,-25.445114,-22.289562,-20.933435,-21.745062,-29.669985,-25.805954,-25.06713,-29.42343,-30.90085,-27.240934,-24.023,-16.300793,-17.20419,-23.17737,-24.337032,-22.418764,-17.44013,-16.858265,-20.069447,-20.976501,-33.12094,-29.817839,-23.822636,-26.192003,-21.593987,-25.32313,-27.449068,-25.057869,-23.752243,-27.49201,-22.034756,-19.514103,-18.220152,-19.424189,-18.181808,-20.73211,-19.92083,-22.553461,-20.192636,-25.295748,-22.04591,-23.852707,-26.302591,-29.488253,-35.165737,-26.314157,-21.200819,-25.505608,-25.043966,-18.091219,-16.12556,-20.630535,-31.327984,-26.750622,-29.652462,-30.781776,-32.339783,-31.509296,-31.868183,-32.021606,-31.094793,-33.403606,-37.99068,-53.900986,-80.0,-80.0,-80.0,-33.969376,-24.955397
