-16.773651,-25.524906,-22.782124,-3.4132729,-3.6914234,-7.920891,-15.822933,-18.340748,-18.6424,-24.699404,-27.15266,-21.590778,-24.426096,-18.93571,-18.431297,-18.25694,-18.935661,-23.047472,-27.961899,-21.139317,-20.712128,-32.19599,-21.970154,-20.82711,-26.58795,-20.331879,-26.219215,-21.594316,-19.312504,-22.01663,-22.006699,-18.08963,-21.715378,-22.697636,-18.361835,-19.594732,-20.787205,-17.694477,-26.20224,-25.394093,-25.247232,-23.099016,-23.496014,-21.269962,-17.16755
-17.62063,-26.710873,-24.260567,-8.7288265,-22.652084,-12.128368,-20.85771,-23.861448,-20.042442,-24.360928,-30.649202,-25.29692,-20.355064,-25.28339,-23.597855,-18.149403,-17.635698,-15.772564,-22.64172,-32.22506,-22.88629,-25.300215,-23.144142,-22.801842,-22.11937,-16.268652,-26.063763,-18.63633,-23.397606,-19.91459,-18.92242,-17.046808,-20.266787,-28.462074,-17.677134,-18.05518,-22.351936,-19.771862,-24.369324,-22.971752,-22.78158,-18.179722,-26.057322,-24.990852,-24.62555
-20.007845,-27.649008,-23.71856,-14.866541,-28.25285,-13.684406,-19.694904,-24.050468,-21.830025,-19.000832,-25.645966,-26.946732,-20.594614,-24.432266,-25.132605,-15.50316,-23.1115,-22.226715,-21.295645,-24.471497,-26.542858,-25.055216,-19.929691,-24.507101,-19.729954,-18.924189,-19.50115,-18.036974,-31.36977,-18.64545,-27.506489,-19.933155,-20.614174,-31.934238,-24.625692,-17.734865,-21.400875,-20.943642,-19.473988,-22.459318,-22.451859,-19.799915,-32.919884,-22.29449,-25.323238
-21.665482,-27.010914,-25.848663,-24.234632,-22.230324,-15.9525795,-22.13409,-25.713001,-22.029888,-17.344704,-23.7215,-18.687828,-23.430838,-27.231754,-21.039555,-16.502714,-19.782043,-26.1695,-26.692114,-23.540462,-18.784119,-20.360027,-21.171148,-24.074425,-17.882896,-20.682022,-16.99448,-22.690964,-37.750584,-22.453846,-21.904676,-18.471745,-20.351715,-26.311733,-22.805923,-23.271969,-22.495892,-28.613789,-22.031502,-19.71092,-19.101501,-25.19128,-26.05274,-23.024204,-24.757946
-23.670837,-21.40287,-32.774815,-24.98009,-21.47144,-20.534296,-19.804127,-23.29967,-17.05181,-23.802776,-27.833035,-18.849167,-23.244072,-24.251291,-18.061214,-25.999512,-23.29121,-20.02885,-20.475517,-25.019032,-21.605377,-19.015179,-28.36445,-20.721382,-19.146654,-21.467316,-18.32747,-25.736404,-26.885738,-22.03817,-24.024317,-21.961573,-22.454678,-19.717009,-27.119051,-20.849817,-30.391708,-35.497078,-22.81364,-19.173637,-15.249321,-23.116463,-22.222132,-25.29395,-19.210907
-26.72857,-23.737755,-24.678082,-27.83413,-23.180857,-23.677105,-17.589626,-22.788074,-17.028793,-34.682106,-19.152298,-20.27473,-20.146463,-24.84694,-24.858284,-29.200027,-25.270979,-19.449501,-17.510094,-27.515776,-24.572884,-19.357353,-27.255037,-25.458652,-19.815912,-26.354788,-16.96547,-21.625408,-25.252829,-24.551165,-21.892063,-18.20689,-20.50844,-21.10776,-23.054543,-16.838491,-24.34179,-32.187984,-22.262308,-19.103365,-17.265327,-17.417673,-19.582523,-19.070293,-22.508232
-22.025383,-17.883183,-18.758076,-26.794134,-27.839272,-27.080128,-15.266993,-25.185461,-21.006733,-26.723087,-19.984655,-21.77568,-20.300966,-19.03647,-23.96292,-21.35181,-20.433224,-18.521431,-17.800528,-26.549269,-24.309937,-21.097782,-25.175552,-26.241013,-21.682415,-22.783455,-25.112267,-20.525995,-19.616362,-20.841305,-22.08335,-17.109858,-22.03933,-23.967785,-22.187294,-20.701862,-21.910606,-23.546183,-25.386436,-17.670732,-20.736012,-14.941696,-16.811356,-17.47694,-27.032734
-17.698347,-17.698984,-23.163494,-25.395103,-21.153152,-26.79987,-19.23425,-23.391968,-18.178242,-30.669758,-28.396101,-28.419195,-22.26759,-19.53189,-20.45805,-24.466908,-21.804256,-19.404987,-19.186514,-25.625835,-27.096458,-27.967741,-21.481276,-25.816265,-26.745792,-19.67577,-26.242105,-16.404776,-22.39309,-23.712862,-19.701984,-18.660381,-20.61807,-22.389046,-18.146902,-23.30456,-19.46525,-23.613571,-26.39563,-18.60672,-22.868763,-16.937462,-18.867346,-26.88078,-25.463875
-16.518257,-18.591768,-19.842073,-23.588398,-21.843033,-24.1084,-15.3311615,-17.732426,-19.4935,-19.996988,-25.861305,-18.087223,-20.204403,-16.508364,-16.393673,-12.249771,-14.910507,-13.857071,-23.80442,-24.397453,-22.398317,-25.014307,-20.832325,-20.079845,-32.073006,-17.576256,-27.970524,-19.794249,-29.614353,-23.376064,-12.853182,-15.754612,-18.036934,-23.828468,-12.380302,-14.111313,-14.804018,-22.182089,-23.491285,-14.300764,-19.25932,-14.499868,-16.431606,-19.138557,-26.33806
-20.275177,-19.22068,-22.30671,-22.952898,-17.808783,-16.22413,-8.010643,-12.16473,-15.111458,-16.493961,-18.738392,-11.050676,-12.845867,-13.284042,-9.741165,-10.181438,-8.581409,-10.284132,-17.661327,-25.532047,-23.86909,-19.044704,-28.683077,-13.600239,-26.889978,-12.662674,-25.740116,-27.598938,-23.503849,-21.088356,-11.522844,-13.526447,-19.263632,-17.38769,-10.745882,-8.7002945,-8.339022,-23.973318,-18.112572,-13.099384,-11.39286,-8.097902,-10.633379,-14.827963,-23.113718
-18.648758,-15.878246,-19.519695,-20.623688,-20.33365,-18.961672,-11.38982,-13.632164,-18.857964,-22.094534,-15.361788,-13.778046,-15.933138,-17.641764,-12.955505,-12.302364,-10.474955,-13.718199,-15.680668,-27.650282,-28.600029,-19.949827,-25.154692,-13.397591,-17.310417,-15.498854,-19.540388,-24.435143,-25.420305,-19.196144,-15.52075,-14.018379,-17.657988,-18.753021,-13.296547,-12.576841,-10.458557,-20.950987,-18.277824,-15.655764,-14.444029,-11.385578,-11.865852,-19.942429,-16.15866
-17.112886,-20.474903,-21.905409,-17.672195,-31.092398,-23.857578,-19.73463,-22.740108,-16.23761,-18.73724,-22.24076,-18.999638,-22.299849,-18.08525,-20.758043,-17.39811,-17.846558,-20.739746,-24.922852,-25.103823,-26.546263,-24.936237,-17.549946,-15.259609,-19.291908,-15.517714,-20.7091,-26.222294,-21.0383,-21.875053,-17.908802,-16.362185,-18.663021,-26.927818,-23.025572,-22.664433,-17.223904,-23.894855,-18.06179,-22.30906,-19.99702,-16.222439,-18.344221,-25.341175,-23.458824
-16.355875,-17.529135,-21.539125,-19.935642,-24.663517,-22.621706,-22.329174,-17.061766,-15.24065,-17.340229,-20.931581,-16.493635,-25.898739,-16.987846,-22.593973,-20.33986,-13.918785,-18.777073,-33.78237,-23.327728,-19.757534,-28.071405,-18.643057,-17.360773,-18.055275,-18.31129,-20.473732,-18.377144,-23.755604,-20.750477,-17.02911,-14.519318,-19.039753,-28.32886,-19.287445,-19.306541,-18.588633,-21.280201,-21.343485,-22.70506,-17.165382,-14.27511,-21.99984,-24.955528,-21.027313
-18.29432,-18.657017,-18.443316,-24.848528,-22.48823,-22.614521,-18.137123,-21.45899,-18.302702,-21.451256,-18.158314,-15.408369,-24.74204,-17.385826,-17.503168,-20.467703,-16.036997,-14.653549,-22.923134,-33.697426,-23.375355,-23.920696,-21.77195,-25.205776,-17.460384,-29.409163,-14.648989,-18.939842,-24.085232,-19.963814,-21.60196,-16.61124,-19.105942,-26.050688,-17.091936,-20.282385,-21.37179,-25.806786,-17.702023,-14.448284,-28.956367,-14.7243805,-18.331543,-21.136477,-19.972893
