-24.224842,-22.251333,-25.65379,-33.235737,-25.226961,-24.914017,-22.051971,-22.441391,-20.761093,-20.683834,-20.719435,-21.457115,-25.20714,-23.658829,-22.261578,-23.891634,-29.476475,-17.93356,-18.286266,-20.979294,-34.68797,-22.546858,-18.619461,-23.012302,-21.982632,-23.280672,-27.27972,-20.433235,-24.3603,-22.259293,-27.600246,-19.208202,-19.886972,-18.835258,-22.991058,-25.178493,-32.255287,-19.97468,-22.61961,-21.47872,-19.581448,-17.896564,-25.688337,-21.28333,-22.113518,-21.577723,-27.381683,-24.999502,-22.92558,-19.901459,-17.822739,-27.742428,-21.581911,-32.616844,-24.821568,-21.097456,-22.916492,-21.856083,-22.105133,-22.818062,-19.626274,-18.377264,-20.876995,-22.36618,-21.124416,-25.999332,-24.885418,-20.427929,-24.293777,-25.896603,-21.049147,-24.995367,-19.79478,-25.802498,-21.986595,-24.299318,-31.230093,-28.993675,-24.057522,-24.29742,-25.557884,-26.940353,-24.360226,-24.400776,-23.986122,-30.182608,-27.122288,-24.295582,-26.059433,-24.10017,-25.384396,-25.340633
-31.838066,-24.857662,-30.608976,-33.919895,-26.755516,-31.384153,-20.663319,-28.411848,-27.413963,-28.504562,-23.44518,-19.96466,-26.95402,-33.23812,-24.806934,-27.229073,-29.647392,-18.715479,-26.5157,-23.409405,-28.421486,-24.224222,-32.040882,-24.634407,-21.042759,-18.707167,-29.572592,-26.437922,-24.1109,-22.861185,-29.43182,-22.400536,-28.705688,-21.714119,-34.13582,-27.8763,-23.3683,-25.578629,-23.641647,-29.794895,-17.338884,-19.291582,-21.142355,-23.900143,-24.36022,-28.289154,-23.21862,-26.312752,-26.44621,-25.194706,-23.417778,-26.096561,-26.589111,-36.05709,-22.73626,-27.154278,-28.63624,-28.421734,-29.26263,-32.54787,-18.808216,-24.150423,-21.51646,-21.23558,-32.082954,-31.833086,-20.75498,-21.27095,-31.999542,-29.25887,-24.600555,-26.377678,-22.912231,-28.190159,-26.140526,-28.063822,-41.94129,-33.995155,-23.678185,-23.5821,-28.889019,-19.187859,-23.350378,-24.286003,-27.189205,-24.678577,-21.89561,-34.880726,-33.092255,-25.974022,-25.39572,-25.230778
-25.476906,-22.25308,-29.65747,-23.83986,-31.37677,-29.114935,-21.832306,-22.873018,-22.656185,-31.335056,-21.464588,-27.497744,-23.738762,-23.426836,-24.380898,-32.47025,-31.044283,-26.316387,-26.19524,-23.939713,-30.51849,-23.290382,-25.752947,-25.227715,-21.565542,-20.524649,-22.53637,-33.037918,-30.46305,-20.857826,-25.076754,-19.873173,-21.245518,-31.81612,-27.016659,-30.788319,-20.410559,-27.708683,-23.283806,-32.529995,-21.085323,-18.511549,-23.398914,-28.085743,-33.844276,-26.775955,-28.978148,-26.417095,-29.71939,-24.48488,-23.28881,-25.746567,-37.296387,-29.613848,-27.672113,-26.104507,-30.429506,-27.870235,-26.184803,-34.771786,-16.155754,-30.98756,-25.752096,-25.336012,-28.455633,-27.36786,-20.06555,-20.715794,-28.117165,-36.5608,-24.894018,-31.674671,-24.317844,-27.818617,-28.424805,-31.473036,-36.332184,-30.209599,-17.24181,-22.016815,-25.19189,-20.57526,-30.54995,-22.797804,-25.026493,-20.071957,-15.476629,-30.027483,-25.911255,-21.297993,-17.904903,-22.404358
-24.532005,-19.969334,-29.191586,-22.195608,-33.578186,-29.194805,-27.248465,-24.910194,-26.757725,-23.873505,-25.121773,-29.535318,-19.150078,-23.611395,-27.992428,-29.122353,-30.73342,-26.770004,-22.547485,-26.263973,-27.822695,-21.586216,-23.858883,-27.750935,-22.914278,-28.203644,-20.377779,-27.139006,-34.874847,-22.779835,-18.341091,-22.076237,-17.3827,-29.79226,-26.923122,-27.365198,-25.970043,-31.773325,-26.001717,-28.248293,-23.493065,-25.078375,-27.268904,-25.34731,-25.46061,-21.67577,-22.611631,-28.659838,-31.341866,-21.856403,-21.921234,-28.974022,-34.907776,-23.65539,-33.832375,-27.081734,-26.960466,-23.8163,-24.406673,-32.172165,-19.862041,-27.200638,-29.337824,-24.331425,-28.297665,-31.049625,-30.213547,-26.681114,-24.91534,-34.510532,-22.711012,-32.625233,-23.643688,-27.358368,-29.030178,-34.00328,-26.58828,-25.907166,-17.928505,-25.687445,-23.917835,-19.34761,-27.775185,-22.900656,-22.761864,-22.44376,-15.110395,-27.666784,-24.189018,-23.745003,-18.031467,-24.708454
-30.670715,-25.638996,-30.655815,-30.869074,-34.61949,-26.20583,-25.488647,-27.543177,-28.128067,-18.512226,-26.924345,-27.703812,-20.438591,-28.613455,-27.80479,-28.483162,-30.201178,-27.687355,-22.709793,-25.398113,-31.262188,-26.551834,-33.126698,-27.849669,-22.094746,-24.81172,-25.083267,-22.831377,-32.936653,-31.93586,-23.117643,-24.734047,-26.368587,-29.03301,-38.987038,-31.211197,-22.905691,-34.091156,-30.588894,-24.103577,-20.70774,-19.781992,-24.974974,-25.162971,-21.251436,-26.767109,-19.054235,-24.786404,-29.47784,-23.04362,-21.316862,-31.434076,-21.564358,-22.270218,-33.13383,-28.26527,-26.44622,-28.737566,-26.000116,-35.036884,-22.75552,-30.762531,-24.154125,-19.847454,-24.072704,-29.4878,-25.444414,-24.528366,-31.79223,-29.78739,-21.415773,-25.126507,-24.342655,-23.859024,-26.270653,-28.120201,-21.963434,-26.470417,-23.10298,-26.814041,-26.457607,-18.230415,-27.140202,-25.392378,-26.955063,-27.432852,-19.498,-28.416506,-30.671436,-22.10028,-28.864635,-26.263105
-29.436468,-22.387667,-27.1237,-26.43323,-33.332085,-29.751263,-22.004269,-29.250303,-24.615337,-21.23225,-22.226948,-25.120949,-21.25391,-25.456734,-23.629536,-27.14352,-27.046528,-25.257057,-24.454678,-23.348362,-28.041924,-29.577732,-37.894108,-28.381052,-25.212175,-28.724783,-28.2816,-22.186583,-28.172045,-27.991856,-23.33379,-23.846354,-32.806602,-27.004757,-31.267601,-35.878227,-24.383545,-31.294218,-34.757187,-28.648478,-26.451572,-21.35767,-18.411503,-21.448902,-22.345938,-25.840195,-19.166058,-19.118143,-24.922403,-29.921616,-26.736553,-26.9702,-19.71138,-23.227661,-32.26127,-28.947289,-28.631403,-27.316298,-26.412502,-30.781315,-21.507195,-28.339188,-27.440998,-22.09363,-23.384285,-26.57676,-23.849762,-21.14053,-38.71804,-30.598978,-24.69172,-20.869404,-21.125628,-22.387264,-26.094921,-24.426846,-24.911068,-26.246052,-23.901567,-27.56247,-29.211412,-25.9985,-28.294395,-33.421936,-28.732615,-26.97469,-24.500023,-30.211142,-30.394276,-22.210808,-28.300423,-24.774479
-26.921394,-21.952913,-26.043234,-25.283224,-29.06609,-28.091902,-22.93755,-33.790905,-17.709492,-26.091948,-19.051971,-26.108322,-24.264404,-23.095114,-25.236519,-31.872427,-25.495121,-23.38041,-27.497799,-23.62984,-26.23616,-32.17122,-27.094868,-25.378765,-27.642454,-25.58031,-27.709309,-24.072783,-26.920002,-25.094193,-20.325756,-24.289858,-32.52452,-23.780912,-31.882004,-31.465208,-20.241514,-26.12225,-28.201216,-29.17202,-28.844225,-35.529385,-21.264284,-23.735243,-21.72721,-28.103756,-23.893017,-17.13395,-25.186523,-33.227127,-24.607243,-24.80113,-28.398506,-24.802296,-27.676182,-34.092842,-29.033932,-31.217,-27.871733,-28.412004,-20.408148,-27.843185,-31.177454,-27.1657,-32.3047,-23.558516,-30.823975,-20.146835,-31.983427,-32.903492,-27.676247,-26.889568,-20.909008,-21.44885,-27.397882,-26.583805,-24.42799,-32.439434,-22.105408,-24.580647,-25.452673,-31.231474,-23.149902,-23.183073,-27.691887,-24.24023,-23.035843,-36.1509,-24.180965,-20.815296,-26.514938,-21.817417
-26.697123,-27.856943,-30.378006,-28.630617,-30.289593,-30.620323,-23.182247,-25.719158,-20.402313,-23.300991,-25.194838,-25.112316,-22.361609,-25.957956,-26.237,-35.66661,-28.68456,-21.939106,-22.209206,-21.62455,-30.656368,-28.921667,-24.072071,-25.191994,-27.57645,-26.4862,-28.402563,-27.994633,-30.68296,-22.73672,-20.674423,-29.418278,-31.186697,-23.014452,-36.96466,-35.809322,-19.928953,-19.451443,-20.74203,-25.98175,-27.656729,-33.005825,-27.603867,-25.22396,-21.268402,-24.92316,-23.429766,-18.229801,-27.187067,-26.46318,-27.692467,-31.10619,-24.154549,-22.65773,-26.693487,-26.349274,-34.46079,-35.091675,-32.766582,-34.178913,-21.294844,-28.086819,-25.946098,-27.180756,-37.64858,-24.433552,-27.61531,-27.314346,-30.908773,-28.83785,-29.83323,-23.846336,-22.027843,-26.25159,-28.540806,-27.166172,-20.510342,-32.079052,-30.080477,-22.60144,-27.751848,-27.792915,-24.583153,-21.937798,-30.256985,-23.547192,-25.087685,-36.255108,-25.983257,-25.264137,-33.038277,-22.407772
-30.312056,-31.827114,-21.38918,-28.840084,-22.169853,-24.011314,-21.823618,-23.118534,-27.588547,-25.56429,-25.02649,-25.936697,-24.565855,-25.698978,-26.182938,-33.280025,-27.703876,-23.342371,-21.565716,-21.962765,-30.450382,-32.886005,-25.791529,-26.085655,-28.581778,-23.213703,-28.91188,-27.483814,-29.77732,-25.608856,-20.716148,-26.290901,-33.780815,-22.295063,-26.728065,-32.370667,-21.12828,-16.836876,-19.95317,-27.659523,-23.12931,-27.393085,-26.251995,-31.632788,-21.056534,-23.32196,-23.539906,-22.516912,-28.027096,-24.812828,-28.838202,-34.150818,-21.618599,-22.28825,-30.820103,-27.081156,-26.061657,-32.934967,-29.979485,-26.760345,-22.471336,-22.682606,-24.090637,-24.93473,-34.226276,-18.55167,-27.779495,-23.416973,-28.327408,-22.617859,-20.885138,-18.459927,-25.43799,-31.381687,-26.993118,-28.453289,-21.908276,-25.776947,-33.176083,-24.696331,-26.351841,-25.782413,-31.233284,-28.670502,-24.388302,-24.559368,-21.345615,-31.676836,-30.804043,-26.214447,-31.072277,-18.57861
-38.57602,-30.105635,-24.80968,-26.707964,-23.513554,-23.809937,-26.924267,-26.889471,-24.451178,-28.719208,-32.158207,-24.238098,-29.909561,-30.901558,-29.292673,-30.219679,-24.306267,-21.647491,-30.100788,-27.632849,-30.025463,-31.770508,-32.318356,-27.098083,-29.879099,-27.019066,-29.43064,-27.473343,-29.709082,-30.93759,-24.120232,-22.815952,-31.894981,-23.472748,-30.838913,-29.90192,-27.256422,-20.14844,-25.440468,-28.726543,-36.182934,-24.018997,-27.945408,-29.414827,-19.312454,-26.74253,-30.10034,-26.251398,-29.930511,-24.500614,-23.792007,-29.813873,-23.549358,-23.47617,-28.088066,-28.656199,-26.274548,-31.058111,-22.852022,-30.64522,-29.935827,-22.193758,-23.133772,-26.229082,-30.732916,-19.739216,-32.5122,-23.72337,-31.580637,-27.96968,-29.057285,-21.398653,-23.649239,-23.683994,-22.87767,-33.221622,-27.683578,-26.794472,-29.115444,-26.97782,-28.210953,-23.17584,-28.036722,-32.074284,-23.707836,-32.654877,-19.138578,-28.076477,-30.065987,-23.145023,-32.327908,-22.590088
