-25.587568,-25.466124,-21.029676,-23.118984,-23.93869,-27.479256,-21.280323,-22.395967,-28.165014,-27.007778,-27.458529,-23.776255,-20.614498,-23.715433,-24.333862,-20.80467,-21.218733,-21.259476,-33.016624,-19.442068,-20.86666,-21.837475,-26.564342,-21.484459,-23.223648,-20.12704,-27.049944,-25.024342,-17.744682,-24.875282,-22.70765,-22.153954,-30.856865,-25.873396,-20.44418,-20.20972,-20.183666,-0.20448303,-0.16896439,0.0,-0.12218857,-0.06541443,-0.2480545,-0.2864933,-0.058559418,-0.29653168,-13.481335,-23.262983,-24.336296,-26.488838,-24.137909,-19.107292,-20.350494,-17.15088,-31.808563,-26.861551,-26.191853,-18.106415,-24.783134,-29.207489,-24.48496,-20.821596,-20.384066,-20.02402,-26.828672,-20.454103,-21.612846,-24.352985,-22.888416,-33.10572,-26.339779,-22.534687,-23.89817,-26.132652,-22.488766,-20.285446,-26.939732
-23.467236,-20.300617,-16.467527,-25.857204,-22.307331,-23.016363,-24.867216,-18.625286,-24.986197,-22.536613,-22.974525,-21.945976,-18.98598,-23.564507,-21.517794,-33.537853,-18.060658,-14.485997,-29.713427,-22.791422,-24.530499,-19.948624,-19.043781,-21.575182,-23.457283,-23.051502,-19.265026,-23.533306,-23.49392,-22.936132,-20.013178,-22.426538,-27.26586,-23.52354,-19.79439,-22.60822,-17.558338,-8.200991,-29.465845,-29.60989,-36.37092,-32.346935,-31.430307,-31.789183,-26.975353,-23.895462,-13.499594,-20.811832,-25.815935,-27.769785,-22.435738,-18.87823,-22.918825,-13.727174,-22.030497,-25.807669,-19.467983,-17.049217,-21.990036,-30.5611,-21.768944,-19.18686,-24.256138,-19.247433,-23.612432,-25.759773,-19.486649,-24.372206,-22.97836,-27.94487,-21.599339,-20.731575,-22.45884,-19.823765,-21.259552,-22.437267,-26.060627
-25.915554,-19.237627,-19.477516,-22.239239,-21.307959,-19.252052,-25.977152,-19.86005,-23.503773,-20.3805,-18.65102,-21.402615,-22.228237,-23.496286,-24.873985,-33.359756,-24.6115,-15.051504,-21.47408,-23.204891,-23.080168,-19.96275,-22.250938,-23.472826,-25.5055,-23.60101,-19.14713,-32.81544,-19.993134,-27.902899,-22.189713,-23.575905,-22.129646,-26.783602,-18.027935,-18.251944,-18.644035,-13.5325985,-34.710495,-33.29032,-41.238564,-36.113037,-35.978313,-35.07466,-32.291786,-24.62325,-15.440417,-19.779688,-23.837837,-32.946526,-20.49334,-23.887968,-26.391356,-20.51969,-20.207527,-25.054663,-15.805336,-21.014904,-19.312979,-18.047424,-22.955894,-20.782331,-20.909763,-19.554615,-16.618505,-24.107315,-20.563282,-21.57919,-20.496828,-25.247196,-27.244204,-30.680984,-22.322273,-21.327171,-22.609016,-23.285892,-20.942652
-31.458834,-18.533634,-25.14471,-21.7667,-17.13286,-17.156654,-25.00288,-24.33894,-26.412207,-15.021627,-16.23919,-28.5168,-22.906548,-27.001068,-26.064766,-29.740854,-25.805054,-16.33945,-17.813854,-22.979408,-21.124447,-21.562973,-21.307245,-21.773777,-20.072159,-20.507195,-21.988945,-24.921986,-17.580706,-18.09574,-26.115963,-20.309313,-24.88474,-21.757595,-21.51677,-19.422535,-25.231237,-16.065388,-36.91768,-39.738445,-38.804787,-33.82406,-30.622791,-32.93505,-45.570187,-27.988426,-19.575523,-21.365345,-20.993322,-23.144997,-18.131845,-23.620434,-25.659378,-28.886652,-18.51838,-21.928295,-22.361393,-21.347185,-20.297533,-15.219517,-25.893913,-24.881947,-20.727064,-27.967606,-15.7477455,-24.351871,-24.994991,-25.721844,-19.324932,-25.928104,-28.296923,-19.699604,-26.971272,-22.559645,-28.966362,-19.19849,-17.51214
-30.961632,-19.372131,-23.608055,-20.90323,-23.774643,-19.489437,-18.094845,-18.154686,-28.47747,-16.293839,-20.454119,-29.363129,-25.175459,-20.293179,-27.86436,-28.42887,-26.042643,-22.323967,-22.57938,-21.673517,-24.23609,-22.667057,-25.05256,-25.359966,-18.55751,-19.399149,-24.019733,-23.753208,-19.656216,-20.916348,-25.154541,-19.570984,-21.606789,-18.253498,-25.624928,-19.455843,-19.440086,-19.123806,-31.850685,-38.05403,-31.37392,-28.368664,-31.206224,-34.054134,-38.05508,-27.475882,-23.730957,-16.924166,-21.410025,-23.306604,-18.551857,-24.37019,-23.06379,-26.852238,-19.275684,-19.243834,-23.49501,-30.172867,-21.437511,-24.241634,-28.88663,-31.751705,-16.704803,-29.865303,-20.69742,-24.074131,-22.360977,-27.695358,-20.189356,-25.951616,-33.66108,-20.301945,-23.631039,-20.922256,-23.27258,-17.408009,-21.650055
-30.924726,-18.446415,-24.876427,-24.230957,-28.559816,-23.536568,-17.46251,-16.509954,-28.191412,-22.230206,-16.641943,-22.08801,-28.750526,-21.668938,-22.678604,-28.291801,-27.743425,-21.559671,-18.197691,-21.080795,-26.101885,-21.46221,-21.589348,-19.686146,-23.963303,-26.861582,-28.105434,-32.638046,-23.961061,-23.182575,-25.048689,-20.61327,-20.45821,-15.696516,-22.185472,-19.42567,-22.672049,-19.89334,-28.934553,-31.536373,-24.318958,-28.38446,-35.188217,-40.71914,-38.47687,-29.381859,-24.38228,-17.660465,-23.856392,-23.515554,-20.3763,-23.16205,-24.481266,-19.692293,-18.36272,-23.87954,-21.788101,-27.45648,-28.933002,-24.341475,-23.713074,-22.051815,-18.618164,-23.457958,-23.800133,-21.240759,-25.92027,-25.154783,-22.714535,-25.511635,-24.127047,-25.73231,-24.386635,-24.50639,-22.193937,-21.578835,-21.926899
-22.229557,-19.44579,-26.553555,-27.495989,-32.44253,-17.387486,-20.963356,-22.583992,-27.189556,-26.800959,-18.174091,-23.044136,-23.61732,-23.285873,-25.574478,-29.343945,-26.797096,-19.19703,-20.6075,-22.829527,-24.388824,-22.518066,-24.655846,-16.562737,-26.55936,-21.498726,-26.80759,-24.047962,-20.691427,-21.115196,-26.130478,-21.536232,-26.902802,-18.412878,-20.010654,-25.435074,-17.995548,-20.486464,-35.48518,-31.787937,-24.535637,-32.164227,-34.091915,-34.43596,-35.879288,-33.563274,-23.160543,-24.420425,-24.174267,-20.644709,-21.457699,-27.235687,-18.009525,-18.129335,-20.990135,-25.992287,-29.414055,-22.879883,-19.618813,-21.461246,-22.838627,-18.511696,-22.339828,-20.459837,-22.217722,-15.588104,-26.038044,-25.662388,-24.300987,-22.093006,-20.771915,-24.987617,-19.82383,-24.432903,-20.634377,-15.069075,-23.60961
-22.704132,-28.013773,-26.324295,-27.078854,-24.606253,-24.52964,-27.193527,-23.66421,-22.456596,-23.214092,-24.061132,-27.150063,-23.65824,-26.317526,-27.46785,-24.086046,-20.626251,-20.051205,-28.722757,-22.769197,-25.658274,-24.628103,-19.358105,-21.576595,-30.38922,-20.56173,-28.630348,-25.300262,-18.335846,-16.94658,-25.353945,-22.704395,-27.481518,-14.090645,-24.905647,-29.17756,-14.518641,-21.073006,-41.37178,-32.70723,-31.639324,-33.526093,-38.6682,-31.724102,-30.576117,-28.481726,-16.311687,-16.6953,-25.701265,-26.031452,-26.261333,-20.45517,-19.721966,-23.968866,-18.95559,-20.669142,-29.237524,-23.491182,-20.798923,-26.517641,-26.31429,-21.83054,-22.297876,-18.850964,-28.15722,-21.168934,-29.108278,-23.2866,-20.53578,-21.371483,-20.284819,-20.102844,-20.698715,-22.81411,-21.179142,-16.189995,-21.632511
-27.658102,-20.166504,-17.160618,-27.086504,-22.55688,-24.206627,-26.826378,-22.005775,-19.713188,-22.880148,-19.843613,-26.283083,-28.287912,-21.760862,-20.230526,-23.246365,-21.731674,-22.078588,-19.611767,-25.070559,-20.834494,-25.890297,-17.990025,-23.13097,-28.81355,-15.810809,-17.528603,-26.82149,-21.634912,-16.080585,-19.202126,-18.882057,-25.402397,-16.104504,-21.993118,-25.194252,-19.457146,-19.06202,-31.641861,-33.242638,-37.177788,-40.482704,-34.68777,-30.583761,-30.543919,-30.103113,-17.192991,-19.932487,-17.515913,-21.532959,-19.300827,-15.89971,-27.37159,-24.653385,-22.80226,-17.157215,-27.339655,-25.011024,-17.104425,-20.659515,-23.272106,-22.252499,-23.333466,-18.111853,-24.494822,-22.291603,-20.671928,-18.527918,-18.283808,-20.940083,-18.854181,-24.634727,-19.280073,-21.754425,-20.312704,-15.452911,-19.718245
-24.007332,-24.197693,-19.156006,-20.408253,-21.45981,-21.198273,-20.460098,-21.654346,-19.821934,-29.45969,-18.787653,-26.13788,-22.604317,-22.202415,-22.75872,-17.920689,-23.016262,-22.512604,-18.668804,-21.399563,-23.945196,-21.675886,-17.83943,-26.056389,-26.290894,-16.554081,-19.535881,-23.610716,-28.496553,-20.05488,-24.445572,-23.076372,-17.89152,-18.395191,-21.537025,-25.537792,-25.096462,-23.258438,-31.800283,-28.100262,-34.030857,-37.94262,-32.471462,-28.237728,-31.769463,-32.351997,-21.829958,-28.329039,-23.324596,-22.358284,-18.004341,-17.735916,-22.09187,-19.81224,-18.48785,-19.42337,-23.888586,-17.274216,-13.467651,-20.22538,-21.849676,-22.022175,-25.862305,-25.709503,-25.891228,-27.787594,-16.960888,-19.1038,-23.27662,-18.845448,-21.851538,-22.679548,-19.54162,-18.890636,-23.661005,-18.916172,-25.74075
