-19.476994,-17.108583,-15.358776,-16.211243,-12.133001,-15.669118,-17.456656,-16.607069,-26.49612,-19.479658,-9.327401,-9.488031,-14.561331,-13.233822,-9.569257,-12.748084,-14.305906,-11.291171,-13.255421,-10.463858,-18.161463,-17.952358,-10.729799,-18.145899,-14.114959,-14.806519,-11.066658,-14.866331,-12.147432,-20.023968,-11.508439,-10.393715,-12.027254,-11.73836,-15.615596,-14.669083,-18.69048,-15.735304,-14.289631,-18.56528,-17.498407,-17.450838,-15.762793,-15.885441,-8.540101,-12.240733,-8.300776,-17.834805,-11.560472,-9.219842,-8.157766,-11.994348,-14.981316,-15.694471,-7.354542
-20.396317,-14.629375,-14.145724,-13.204088,-12.539203,-15.636557,-17.914606,-15.055405,-16.981281,-11.196695,-16.706448,-11.318777,-12.21105,-16.98322,-15.35079,-11.513708,-11.277764,-10.098891,-11.50598,-10.458067,-16.167221,-17.682152,-10.864307,-18.553185,-12.368599,-11.57601,-10.579289,-14.484709,-17.08356,-14.467543,-13.300123,-11.117598,-13.199195,-13.420261,-17.883472,-19.102404,-21.024767,-14.270403,-12.109197,-7.8578625,-13.986778,-18.308939,-12.424669,-14.56395,-14.656057,-14.581633,-7.7419643,-15.15789,-7.7511463,-12.201452,-13.77334,-17.910566,-20.72108,-18.847883,-14.434275
-17.449432,-16.086971,-10.745781,-11.364561,-13.335707,-13.386332,-14.647528,-14.275682,-16.663788,-11.519314,-14.839455,-17.764772,-11.484312,-21.03464,-11.890806,-17.067389,-16.630074,-13.642012,-16.782698,-7.1028013,-14.290656,-20.744503,-10.881639,-11.250595,-14.457018,-12.161257,-10.776227,-13.981651,-16.034132,-12.445535,-16.210875,-16.796701,-12.497574,-16.513933,-15.286524,-18.584303,-13.009132,-15.668051,-14.22611,-8.952953,-12.865643,-11.791941,-13.913618,-13.178968,-16.48216,-10.590807,-11.63764,-14.836459,-12.701121,-17.052692,-17.29762,-13.484871,-16.97112,-22.32991,-14.000218
-17.038277,-9.561422,-11.177305,-12.763878,-12.689345,-9.496727,-15.076887,-10.248222,-22.366549,-13.192822,-8.523173,-20.403912,-17.99168,-14.236261,-10.977575,-20.71922,-12.864102,-14.075438,-13.195248,-9.692614,-15.3200035,-16.958954,-11.23468,-10.695292,-19.825043,-12.028803,-9.797859,-12.480144,-14.276655,-15.063402,-10.094411,-12.212265,-12.621616,-15.294426,-14.125561,-12.761801,-13.57635,-17.934362,-11.94009,-10.115854,-11.034086,-9.177189,-14.580176,-13.311478,-13.68375,-9.627764,-15.243768,-18.650272,-15.365013,-13.948902,-11.909439,-10.218423,-15.843147,-22.32212,-16.52788
-13.502557,-10.022324,-14.141824,-13.32284,-9.886572,-12.024699,-14.45545,-13.603832,-22.904,-13.652653,-8.751609,-20.641867,-20.035763,-12.87509,-11.855421,-14.728765,-9.717141,-16.168106,-11.666243,-16.011377,-10.206802,-13.441111,-12.597273,-13.911628,-16.59602,-7.059641,-14.243465,-9.991749,-12.73317,-14.350499,-8.439312,-14.832686,-15.956579,-11.021681,-17.967184,-16.832506,-16.234625,-19.308598,-13.675417,-12.937126,-13.275898,-10.786443,-13.474987,-15.696375,-9.331095,-12.864573,-12.474852,-15.501013,-11.24413,-9.625063,-17.479753,-11.030174,-17.147379,-25.79852,-18.059628
-11.928948,-17.192533,-15.133945,-11.32393,-14.278596,-19.016546,-16.862854,-10.051226,-23.969187,-17.192614,-11.173245,-20.577168,-12.410291,-11.652693,-11.464936,-10.397875,-7.5488033,-15.284635,-13.142913,-14.972913,-7.478569,-15.602975,-13.642172,-12.159127,-12.81532,-12.682663,-11.643894,-11.2182865,-13.36278,-9.655171,-15.085293,-18.748493,-14.573576,-13.87365,-14.444099,-16.499945,-14.724437,-13.64547,-13.644228,-10.682619,-14.139641,-9.406568,-16.703093,-11.98659,-8.676941,-10.821579,-19.640842,-13.005043,-9.059756,-14.932819,-16.969913,-12.07246,-19.072893,-19.31801,-18.616016
-16.858639,-12.725672,-18.656157,-6.305559,-20.283188,-11.911001,-16.805275,-11.693518,-10.408442,-13.250001,-7.728174,-19.188242,-14.764343,-12.2953,-10.713871,-16.674086,-10.155853,-13.38104,-13.761473,-15.114086,-9.303281,-14.2736635,-16.705463,-9.393745,-8.255526,-23.37284,-11.046579,-12.78994,-16.122808,-7.606409,-15.009496,-13.616138,-13.000039,-18.18299,-10.111537,-11.921278,-16.904612,-16.3952,-12.340875,-14.352631,-21.900356,-13.116023,-15.505758,-15.150628,-11.0306225,-10.829904,-16.324566,-14.836622,-13.588396,-16.304922,-9.041974,-18.364756,-14.795719,-16.400894,-13.810987
-16.63951,-13.108513,-14.707874,-9.466636,-18.7996,-12.600065,-17.689535,-17.992725,-8.326801,-19.04884,-14.17885,-18.250916,-18.157223,-11.046005,-9.2906275,-13.976583,-12.255757,-12.243111,-22.810535,-14.232409,-10.585072,-11.814438,-19.400772,-15.66083,-8.228447,-27.83413,-10.27188,-13.467304,-21.750252,-14.565729,-15.287326,-12.800399,-8.836865,-14.704294,-8.060781,-18.851988,-13.100668,-16.835602,-12.46103,-17.03832,-15.971792,-19.975182,-18.214287,-18.964397,-10.129713,-12.206047,-13.502026,-13.634704,-11.57311,-12.371546,-9.242989,-27.015734,-12.396017,-15.794573,-13.500954
-9.866657,-6.934105,-14.77182,-15.92812,-14.077323,-12.320169,-13.592747,-14.359577,-11.432317,-18.540094,-12.566401,-12.406322,-14.661127,-8.025373,-14.920164,-13.42838,-11.756684,-15.338376,-17.870346,-15.214899,-12.578457,-8.173842,-10.475885,-12.739721,-9.531987,-17.15094,-8.896125,-7.617029,-23.962177,-11.875022,-7.5872946,-9.1541815,-8.571367,-11.708979,-10.882985,-14.984005,-14.711505,-15.699057,-17.091145,-14.474918,-13.814275,-9.682146,-19.327423,-22.406822,-13.981307,-7.9651213,-10.450895,-11.151366,-10.884202,-9.353925,-9.850477,-12.972162,-13.28585,-19.927425,-16.659592
-10.096965,-10.820969,-17.251324,-13.154206,-19.45967,-12.569813,-12.059108,-12.389452,-14.768621,-10.696006,-10.1606865,-11.701495,-16.104647,-15.6242,-10.878994,-13.940083,-15.587563,-8.562371,-16.225536,-16.599411,-11.6750965,-12.607267,-8.860413,-8.77444,-12.674075,-13.21082,-14.642755,-14.18524,-18.489014,-11.098266,-8.268187,-11.506251,-12.800703,-14.040232,-11.782557,-16.420502,-17.428078,-13.452392,-15.699977,-13.285849,-12.515832,-7.534197,-13.596313,-14.745146,-12.405918,-8.925368,-8.600469,-10.358879,-15.419511,-11.637127,-15.76246,-13.386577,-12.177393,-21.730742,-22.684437
