-14.406471,-15.884537,-13.815762,-15.757832,-16.890291,-16.02375,-13.242756,-14.6770115,-13.898777,-14.213005,-16.354237,-16.73358,-14.92964,-16.156906,-15.795338,-13.3983345,-16.00703,-16.108473,-17.088139,-16.226013,-15.2001915,-14.288483,-13.955259,-13.775597,-16.845806,-16.511642,-14.423515,-14.704975,-18.701918,-15.0012,-17.687284,-16.883472,-18.243912,-15.863726,-17.447168,-17.732147,-17.70819,-15.538914,-17.172306,-16.242783,-14.431683,-13.165892
-18.876867,-34.967194,-26.2253,-25.170774,-25.341331,-25.874092,-21.416302,-24.482883,-37.451836,-28.404343,-26.297112,-26.545029,-28.189632,-24.919975,-27.195555,-26.479546,-29.311764,-28.993969,-22.3709,-31.901325,-28.308119,-26.444487,-31.595163,-23.108158,-28.34858,-22.846828,-26.379803,-24.09343,-29.251787,-29.926174,-26.030151,-28.386673,-20.413363,-28.139465,-23.948036,-24.264277,-30.24315,-26.69123,-26.603445,-32.226536,-27.21099,-26.054417
-22.765772,-37.05511,-33.865337,-26.720716,-26.968117,-28.793863,-21.02933,-24.31867,-25.33172,-28.718834,-30.779324,-24.190529,-23.388329,-30.212906,-26.085852,-31.329426,-31.51989,-25.93005,-26.223335,-32.270607,-26.16382,-26.514778,-25.117336,-30.22289,-30.443314,-24.920027,-23.331017,-22.8341,-33.60466,-37.39379,-23.188715,-31.722809,-25.571121,-30.936232,-26.572884,-29.90757,-24.20028,-25.875034,-23.957798,-29.429684,-26.813953,-28.91233
-28.048012,-28.21022,-28.211739,-27.676008,-27.95693,-28.849125,-27.268265,-23.3735,-21.254047,-29.217224,-33.097942,-24.862123,-27.715435,-31.06431,-27.4179,-26.658295,-24.226908,-29.18948,-23.186167,-33.433624,-27.342876,-27.404902,-24.069817,-26.155624,-24.881634,-29.10852,-25.534658,-26.222404,-29.503345,-30.747124,-21.126492,-39.74112,-29.442305,-31.929947,-30.807766,-26.701378,-21.471445,-26.824713,-25.48685,-28.629519,-22.618912,-29.015614
-31.89094,-26.905134,-28.277199,-20.858442,-28.850073,-28.600805,-24.92633,-25.426472,-23.256508,-26.78877,-29.755297,-23.256798,-27.471079,-31.533607,-25.658237,-29.397762,-24.001892,-26.821981,-22.938244,-34.332184,-31.119978,-29.554472,-28.341747,-21.717007,-24.318537,-31.218376,-24.744608,-25.07616,-25.508411,-23.636497,-22.50621,-32.562466,-26.445858,-34.289448,-29.697323,-24.567158,-24.803352,-20.918577,-29.62637,-30.60125,-27.220566,-27.814968
-36.0639,-27.282969,-29.731579,-23.858135,-26.85814,-34.420643,-23.97791,-22.358387,-21.230028,-21.056515,-28.101757,-19.876781,-23.204884,-30.514828,-25.549858,-30.949692,-24.642168,-30.94133,-27.440208,-36.53987,-35.16709,-23.64957,-29.213556,-21.453892,-26.636513,-34.43904,-27.740294,-26.32407,-28.304466,-29.01511,-26.273296,-27.286705,-21.753666,-34.84214,-28.855978,-22.879559,-27.36242,-21.216675,-24.816296,-28.960163,-31.103706,-28.659813
-26.961727,-24.944706,-25.189005,-25.32227,-29.447472,-23.278023,-23.316923,-27.562716,-21.360172,-20.57705,-33.123314,-25.654537,-26.285227,-32.33846,-29.887974,-27.478981,-21.866224,-35.23074,-28.8003,-36.87572,-28.383759,-26.316675,-24.375973,-22.010513,-26.01773,-33.222866,-24.808075,-19.794123,-24.644386,-31.798992,-25.487127,-29.779934,-22.940578,-34.80272,-31.337475,-24.544163,-23.698376,-23.37435,-24.471138,-20.753578,-32.174812,-32.82508
-24.802574,-22.260674,-26.426826,-24.73867,-25.342865,-23.058205,-23.406363,-33.583763,-23.135536,-26.726044,-34.483406,-26.584314,-31.074474,-31.248165,-27.946863,-28.484215,-25.657776,-28.745249,-27.847048,-30.413473,-24.880562,-33.586853,-25.952425,-26.30991,-22.515335,-24.337223,-21.103168,-19.935513,-26.528254,-31.781353,-24.138447,-27.234287,-27.022228,-26.70502,-34.032932,-24.337929,-29.482079,-24.197601,-30.781334,-20.686829,-27.006344,-31.061872
-28.539383,-21.608524,-33.967415,-25.779676,-23.741024,-26.936325,-29.087261,-25.341082,-23.896168,-27.152378,-35.272804,-22.422579,-31.837954,-26.364079,-23.287575,-32.19511,-32.05948,-29.817421,-28.626995,-29.983131,-22.253067,-32.90487,-25.186443,-32.579887,-24.68314,-21.42113,-20.40259,-20.792343,-22.452679,-30.42471,-23.860521,-24.122686,-24.847237,-21.670874,-27.607803,-33.542366,-27.387793,-31.309784,-31.699877,-21.702057,-25.486134,-27.489613
-35.43124,-31.022696,-36.508904,-26.84511,-24.729858,-31.964642,-30.206303,-22.889801,-25.927612,-25.263435,-33.923363,-26.955624,-30.86152,-27.567768,-22.859364,-33.49498,-25.887798,-28.822548,-30.061682,-29.747633,-28.684652,-24.616543,-25.756224,-29.880754,-28.003351,-22.763458,-25.113743,-22.12044,-26.483927,-27.72929,-28.591118,-34.187233,-31.609995,-25.62843,-30.50109,-29.981693,-27.578575,-35.236046,-24.575317,-30.845634,-30.21854,-23.818514
-30.455652,-28.730568,-33.520634,-24.4043,-25.570591,-29.81786,-28.849476,-28.154816,-25.028805,-24.792906,-25.428625,-19.387024,-30.296185,-25.305824,-29.64635,-35.948517,-21.596272,-26.51389,-28.090425,-36.7376,-25.142485,-21.831955,-20.928074,-27.429638,-30.894318,-20.44258,-25.133625,-25.284674,-23.101933,-26.100311,-27.381443,-28.606457,-26.344713,-32.555202,-23.038712,-23.031467,-30.26832,-35.460197,-20.303425,-27.558653,-27.834965,-27.62606
-31.277523,-25.424713,-27.805017,-26.738651,-28.408005,-29.429903,-27.479507,-30.412798,-29.504656,-29.52179,-27.630268,-18.487528,-26.560183,-27.10804,-29.45095,-28.146202,-32.272972,-25.760153,-28.214745,-39.789684,-28.266365,-25.425558,-24.289642,-29.913408,-31.201387,-21.820091,-21.90661,-21.283342,-26.265856,-28.448914,-28.27316,-26.272562,-20.94867,-31.672256,-23.788338,-25.896599,-26.994678,-30.636333,-20.69143,-30.660717,-28.83632,-28.785555
