-19.893993,-16.499912,-19.699512,-18.107708,-16.6017,-18.502539,-20.732405,-16.44318,-17.07571,-17.502115,-17.87622,-16.565329,-18.076971,-17.546593,-27.42735,-21.372786,-19.361053,-21.534775,-15.056618,-0.1818676,-0.8583336,-0.41386223,-0.8518162,0.0,-1.1474724,-1.0082207,-0.45941734,-0.4848175,-0.5421829,-0.5001259,-0.66059875,-0.491251,-0.6310139,-0.49895096,-0.5494003,-0.64014435,-0.29114914,-0.43408012,-5.2953167,-18.329494,-15.275262,-16.53399,-15.111903,-13.5254345,-14.914482,-19.181751,-17.897055,-15.613284,-19.560776,-16.146019,-20.6862,-17.484465,-14.095024,-13.501589,-21.831799,-17.393745,-14.32282,-19.501034,-16.99493,-16.482565,-15.980684,-14.963829,-19.727364,-14.682863,-22.371548,-14.862704,-18.319601,-14.404845,-15.865936,-19.075445,-14.576502,-17.860092,-18.386015,-21.068409,-19.807302,-12.145508,-15.915424,-19.048214,-14.481174,-15.773301,-13.842337,-17.356558,-11.569859,-19.64526,-16.236443,-17.252472,-16.937895,-16.534904,-16.0908,-24.72464,-16.977201,-16.459957,-18.012388,-17.605417,-17.938063,-17.017769,-16.034134,-18.804708,-15.7137575,-14.952448,-13.638769,-20.317108,-15.0600195,-14.086678,-13.133488,-21.599968,-16.623596,-18.128082,-15.750998,-17.426884,-19.791063,-16.21174,-22.234451,-17.191683,-14.130817,-15.03639,-14.989859,-13.639555,-16.16056,-19.597013,-12.857967
-23.934576,-19.371286,-22.863266,-23.199139,-17.531555,-23.487244,-25.124233,-23.654034,-21.821693,-18.452812,-20.554756,-21.638721,-28.45584,-15.724279,-23.864956,-26.940592,-19.428959,-25.625696,-20.434158,-29.125225,-28.902222,-24.529839,-27.330744,-23.360914,-19.156818,-29.881788,-25.071918,-24.690851,-27.326456,-23.387999,-32.107643,-26.67032,-31.90578,-20.957893,-26.200712,-25.311817,-23.704023,-33.404423,-11.502642,-18.56035,-22.80695,-19.6968,-18.554539,-22.881409,-20.220894,-24.71394,-21.604847,-20.565449,-23.741636,-24.551596,-24.505793,-24.167095,-20.454445,-19.10472,-25.85315,-21.881351,-23.94662,-27.688091,-21.722359,-16.562855,-18.218552,-21.1181,-17.44827,-22.691017,-24.000206,-25.325699,-20.979557,-24.434525,-20.695679,-33.877945,-16.994488,-18.885696,-19.72006,-22.04699,-17.395748,-22.730204,-22.743866,-28.97181,-20.940845,-16.503624,-27.918842,-19.281002,-27.634949,-25.36816,-25.16389,-17.690884,-26.70073,-27.03396,-24.830994,-30.558786,-17.875027,-23.703815,-19.17527,-26.860039,-24.211807,-22.165295,-29.867361,-23.62825,-20.941725,-21.088781,-24.154486,-19.470528,-21.967644,-15.938411,-21.273872,-24.823202,-22.003582,-22.237503,-24.211056,-27.374472,-20.167645,-20.866848,-24.164757,-19.480656,-31.991196,-28.355707,-22.264982,-18.797523,-23.267866,-23.144764,-21.668926
-30.022163,-20.648453,-17.935993,-17.909252,-25.22843,-26.13443,-25.499077,-20.53879,-24.606789,-21.43789,-27.317352,-26.285912,-31.411274,-20.130253,-22.67683,-25.710213,-21.218582,-24.69423,-22.905466,-30.462587,-26.528507,-27.878668,-24.659733,-19.534586,-26.696217,-24.877914,-21.234615,-24.671356,-30.631435,-28.281797,-26.224382,-23.583763,-29.95414,-25.473446,-22.85498,-28.81953,-21.251104,-32.426697,-18.33448,-20.420067,-26.511307,-27.37583,-16.359026,-20.107294,-24.00098,-21.63501,-23.22398,-17.307302,-23.61998,-30.358273,-21.655117,-19.948437,-22.598934,-22.2054,-30.201336,-21.597717,-22.899473,-22.132618,-18.238327,-21.665882,-20.889427,-19.86341,-23.782196,-18.433672,-21.228619,-28.561525,-24.398312,-22.936216,-21.442486,-30.183752,-20.578606,-21.977053,-20.513828,-22.079042,-17.629604,-21.25637,-21.044334,-24.81144,-22.307732,-20.788017,-30.140186,-22.0131,-31.65272,-30.079214,-24.365322,-18.858414,-22.261902,-27.580479,-24.512438,-31.208841,-18.062756,-23.667145,-29.00261,-31.496088,-23.048162,-27.398397,-24.789255,-21.890251,-25.473103,-21.256744,-20.375477,-17.688179,-19.317013,-17.576694,-15.814059,-30.516024,-19.771885,-18.036345,-23.759596,-19.468262,-20.018402,-20.974419,-24.109896,-22.26305,-29.651464,-33.652096,-22.536936,-25.777973,-19.460836,-20.457207,-27.481068
-34.05721,-21.61499,-19.29908,-20.696878,-25.320372,-25.661713,-31.514507,-18.073544,-21.629858,-20.11028,-25.143364,-21.989803,-28.411772,-25.117018,-21.774849,-21.123013,-20.112938,-18.556316,-23.077665,-27.56368,-27.250607,-26.196388,-19.412174,-21.89784,-19.248114,-25.135489,-23.78527,-23.00269,-23.733074,-25.276102,-23.618553,-24.190712,-28.332428,-27.083935,-27.689499,-32.403343,-25.33472,-33.69435,-15.793252,-23.734901,-19.901718,-27.889126,-19.617472,-23.813278,-21.188087,-17.582458,-17.446978,-20.765667,-21.190609,-25.867802,-21.664911,-22.695633,-27.179052,-17.679104,-30.383268,-22.255062,-22.696276,-21.551657,-22.962936,-19.477535,-20.361095,-23.326496,-20.712511,-17.590485,-19.940071,-21.94205,-25.417517,-20.228252,-16.57909,-28.428709,-18.627073,-20.886087,-20.754223,-26.427181,-21.282015,-22.736591,-28.383423,-20.972702,-22.274397,-27.757778,-28.393045,-23.764385,-25.62939,-24.635117,-21.613928,-25.052357,-20.089865,-27.710518,-26.683237,-20.624138,-17.094122,-19.479336,-31.403376,-22.950928,-23.351902,-22.002375,-27.887386,-26.432362,-21.47209,-24.83017,-18.38522,-19.060314,-18.89563,-21.886303,-16.79972,-24.62851,-21.95693,-24.435638,-22.409597,-16.257267,-20.351028,-23.716745,-21.67475,-24.210331,-20.950863,-27.590939,-22.788376,-31.053772,-21.022156,-27.447956,-22.870575
-40.381905,-18.754734,-23.43584,-23.906086,-23.628973,-24.358246,-25.041918,-18.497646,-25.463884,-18.307896,-26.004702,-18.974625,-26.039757,-24.675894,-17.322306,-22.763805,-19.934544,-20.360476,-20.204718,-24.363949,-30.38374,-25.292768,-21.810219,-25.217213,-23.165415,-30.185549,-22.845987,-30.859478,-23.432526,-30.15775,-24.716166,-29.426104,-28.267113,-28.019709,-25.467167,-35.454994,-36.34753,-36.018764,-17.420246,-20.785534,-20.756516,-19.207548,-22.922823,-25.84547,-24.2734,-20.850075,-18.883224,-23.414486,-19.8827,-25.002804,-30.92369,-21.00852,-19.540405,-19.307983,-27.21163,-26.269163,-18.954567,-21.27081,-22.210247,-26.126577,-22.9553,-19.213942,-26.708107,-22.483057,-18.196672,-22.80752,-24.415783,-23.991476,-17.398235,-21.963926,-19.21904,-23.338997,-26.628147,-20.129627,-25.265278,-28.7173,-23.99581,-26.845371,-20.945217,-26.720612,-27.566097,-19.671255,-19.71201,-19.01551,-20.223309,-21.393606,-21.232079,-22.33786,-23.062613,-17.950644,-22.332163,-20.968504,-23.945282,-19.636127,-23.78489,-20.878433,-29.187094,-26.29564,-22.16333,-20.38966,-19.393139,-15.564422,-24.842476,-26.700788,-19.660519,-21.475344,-24.142546,-26.490383,-23.168095,-21.76472,-20.197742,-23.714106,-19.320324,-30.345915,-21.405956,-21.951702,-22.723953,-26.464375,-21.947147,-28.217552,-24.63881
-37.880756,-19.670815,-23.379154,-30.018501,-23.237,-21.671883,-28.094593,-27.657127,-25.889135,-26.166836,-30.50688,-19.39426,-25.936617,-24.21483,-18.190914,-27.631533,-18.21769,-24.633053,-23.353413,-27.832767,-30.825375,-26.051394,-28.3193,-25.973782,-23.794724,-27.758419,-25.080593,-28.590878,-27.290615,-31.949097,-26.796547,-29.296574,-36.577675,-27.935778,-25.471054,-47.719986,-28.9334,-32.662773,-16.95923,-23.456272,-20.09292,-15.290125,-19.734715,-23.010633,-22.97447,-26.126673,-23.26764,-18.188152,-23.927647,-20.705555,-32.64733,-17.574951,-18.189335,-19.344086,-24.346165,-24.728516,-21.58488,-20.984463,-22.411541,-24.056458,-31.504057,-14.171389,-28.610413,-26.023556,-24.182468,-22.972906,-24.285213,-23.067163,-19.982367,-22.64874,-21.726254,-17.812635,-29.538645,-18.850395,-18.414652,-27.137867,-20.931168,-23.964046,-24.813698,-24.580338,-21.95226,-22.479464,-20.27825,-23.523254,-18.969296,-18.605146,-20.810722,-22.351654,-24.771008,-23.15085,-17.944132,-20.508846,-23.321098,-17.795095,-29.197487,-22.310093,-24.520222,-27.535173,-25.46345,-22.1031,-19.089573,-17.176744,-19.152102,-26.3492,-20.25988,-26.585945,-21.216198,-25.418655,-21.225182,-27.270454,-21.161907,-19.725048,-20.274815,-21.95013,-24.724293,-19.004496,-27.07769,-19.269318,-22.81094,-25.592875,-19.116463
-42.22971,-23.64324,-21.155457,-24.760326,-27.046284,-28.4362,-28.448355,-28.75696,-28.69443,-26.645378,-22.923218,-23.137882,-24.454855,-27.94031,-22.129496,-30.277384,-28.232199,-20.42614,-26.802975,-24.657013,-24.991789,-26.197653,-25.215805,-29.271742,-22.769735,-29.02822,-25.85159,-24.144701,-28.833193,-33.508022,-32.053738,-24.737206,-35.649025,-29.19339,-25.213602,-30.766537,-27.294231,-29.97987,-21.396027,-36.501583,-17.241348,-16.637512,-25.059662,-19.55812,-22.678068,-23.352938,-18.540333,-23.671423,-21.6503,-25.439396,-29.77552,-19.264448,-24.203547,-28.784714,-22.862349,-20.795837,-21.752642,-18.270924,-21.010052,-19.481535,-24.953648,-15.816174,-20.892828,-20.060196,-25.285572,-24.579292,-35.288857,-18.584917,-20.020073,-25.530529,-24.994312,-19.966335,-26.694178,-26.956816,-22.573742,-19.737255,-19.916,-21.154558,-19.303259,-25.587114,-16.126005,-21.452415,-20.491577,-23.829067,-23.830334,-21.19079,-16.548122,-26.028711,-23.04872,-24.516453,-17.469622,-24.979694,-24.762403,-16.225346,-19.629913,-21.838179,-23.627213,-26.196796,-22.9256,-19.953777,-23.340965,-25.323591,-18.603018,-23.571735,-30.955534,-24.12797,-20.271336,-25.34948,-21.218052,-27.28045,-23.808514,-22.167429,-21.23944,-18.635973,-20.070984,-18.235756,-23.748556,-20.848688,-17.040974,-23.64032,-18.511192
-35.17761,-23.496782,-28.833439,-30.324623,-28.056868,-26.882391,-26.442291,-25.038975,-22.719093,-28.524117,-17.913816,-22.1918,-22.125637,-32.53008,-27.670311,-26.764088,-28.576,-20.6129,-32.73302,-26.885977,-22.806025,-25.181301,-25.566185,-27.633022,-29.420315,-31.394554,-28.404943,-24.93763,-30.668247,-28.777002,-26.014141,-24.113573,-40.13556,-32.97795,-27.95104,-28.155924,-28.94884,-29.904799,-21.23845,-31.116499,-19.753988,-18.196436,-22.741093,-23.209293,-21.45218,-27.816721,-18.182434,-24.569078,-26.150387,-22.67857,-28.701097,-23.587399,-25.641361,-30.9822,-24.989025,-24.775833,-25.908134,-16.524035,-22.330128,-21.578869,-20.23268,-24.368853,-21.248472,-19.871773,-28.356966,-27.583931,-26.853554,-19.656376,-22.771202,-22.72334,-25.480389,-22.880804,-19.754276,-27.239382,-30.258997,-22.772354,-22.44944,-24.120714,-18.902332,-18.697437,-19.105236,-20.426552,-16.027157,-28.560238,-24.94034,-22.449886,-22.90892,-23.476347,-18.087418,-29.643879,-23.938393,-25.76801,-19.948835,-19.292072,-19.611034,-18.286104,-21.48472,-21.66986,-25.369219,-23.443531,-28.273804,-25.095684,-21.286482,-27.513157,-31.228228,-22.083063,-23.697758,-31.12829,-19.844662,-22.905565,-25.630344,-27.794252,-29.069553,-22.874619,-23.740963,-22.18702,-23.860216,-26.913544,-21.844852,-19.823591,-23.371052
-28.891823,-26.611694,-23.617575,-22.974371,-29.283783,-19.60285,-23.288034,-20.617538,-22.047844,-27.262901,-18.38276,-24.865116,-26.654827,-28.021328,-22.001398,-20.634325,-29.823763,-26.446003,-24.905045,-34.55873,-24.15265,-30.160162,-29.27351,-28.986647,-28.262909,-30.692213,-25.943687,-28.80789,-30.083763,-27.613874,-22.64727,-26.235094,-32.485184,-26.229929,-31.59102,-25.637754,-31.602942,-28.138792,-21.287764,-21.513803,-24.902267,-19.855358,-22.217617,-25.209734,-17.29196,-24.412605,-17.187151,-22.467865,-29.725494,-25.018494,-21.863262,-23.582426,-25.751495,-26.816837,-19.727634,-25.76282,-25.498657,-19.074905,-25.837692,-22.52899,-21.211506,-17.717228,-25.06631,-19.598335,-27.764444,-23.047089,-23.176609,-22.98944,-25.082031,-20.25845,-25.520065,-21.032236,-22.024698,-26.208061,-18.766998,-25.111435,-19.617905,-27.115665,-20.186947,-18.379723,-21.55283,-20.371445,-20.16029,-33.490562,-22.729172,-27.426674,-28.216927,-21.887388,-19.155077,-23.085197,-19.215178,-25.60703,-20.081335,-23.318027,-19.803213,-24.925924,-23.516405,-18.765976,-21.509117,-24.506496,-23.969818,-27.336056,-24.1225,-24.87754,-27.930277,-22.444462,-21.950493,-23.460762,-23.982874,-21.827059,-28.501019,-26.336617,-18.316246,-19.704401,-22.095215,-19.146675,-22.020912,-28.414299,-28.507963,-20.251848,-24.737976
-25.772991,-22.561394,-30.895905,-23.77428,-22.287018,-23.087317,-23.582005,-21.147995,-26.857306,-23.580862,-28.881783,-27.995945,-21.403585,-20.39338,-22.695873,-15.198446,-28.719517,-24.272978,-23.236416,-28.541296,-28.504652,-33.56627,-28.403809,-24.307678,-29.297869,-28.69088,-24.401697,-29.40925,-25.877703,-30.60022,-30.448025,-24.539864,-31.806566,-23.328575,-32.809074,-26.631052,-32.054176,-31.96759,-20.248428,-22.879187,-26.651329,-22.13625,-26.06656,-22.91423,-21.033348,-25.864117,-18.56283,-22.249702,-32.65988,-25.171158,-19.385126,-26.22895,-20.753523,-18.51762,-18.020555,-23.055252,-24.76369,-21.139088,-23.309633,-29.854668,-23.629791,-19.079697,-22.515121,-18.302412,-25.111307,-23.550499,-23.520878,-26.619797,-29.08838,-24.440037,-24.332867,-24.366592,-21.435005,-17.325527,-20.279243,-26.122992,-25.28398,-26.27604,-22.388016,-26.93747,-27.54847,-21.522823,-25.450987,-34.62046,-26.40701,-30.553045,-23.9276,-22.009031,-23.2897,-23.473246,-19.06543,-27.856636,-22.497723,-25.474228,-21.724876,-24.389816,-26.704824,-18.875725,-17.67714,-28.799768,-23.615276,-26.046062,-26.863623,-29.7112,-26.771955,-19.948864,-22.03402,-24.329361,-21.990559,-25.651955,-23.365757,-23.805414,-15.520737,-20.584396,-26.078564,-21.162554,-26.085175,-22.853622,-25.67463,-24.385572,-25.228537
-23.038452,-17.204985,-30.764114,-18.134977,-18.64357,-23.440693,-18.41956,-24.618351,-23.348309,-22.605331,-28.351473,-18.724808,-24.69899,-21.437206,-26.30719,-14.291939,-25.225914,-18.407375,-18.656551,-29.128235,-31.558512,-33.228687,-28.384398,-19.469543,-24.683868,-24.691256,-24.009436,-28.372234,-27.098312,-32.9598,-24.754818,-24.328176,-29.633545,-25.497429,-31.832548,-26.450123,-31.64057,-25.591022,-19.6904,-26.269857,-24.148365,-26.400982,-21.919436,-20.75021,-24.731972,-23.52512,-21.222141,-29.434753,-30.63874,-25.117311,-18.362629,-23.70811,-20.31601,-17.397926,-17.864038,-24.432064,-21.644505,-22.803438,-20.708755,-25.657436,-21.200485,-24.167887,-23.09937,-18.430431,-26.493809,-23.436466,-24.008307,-21.19651,-20.127293,-27.61407,-22.135298,-27.23727,-15.177458,-18.42805,-25.028448,-29.167147,-25.09911,-23.989405,-23.560263,-22.717083,-24.873253,-19.77455,-24.45787,-23.223585,-18.65302,-25.507269,-23.487171,-22.799376,-26.892132,-23.365345,-18.967377,-19.97135,-20.500643,-27.195465,-22.810701,-19.726093,-21.356224,-21.184578,-17.629967,-20.871819,-23.46848,-26.396662,-24.091225,-21.713764,-25.60907,-21.73928,-23.006062,-18.800985,-18.735605,-27.115553,-16.48125,-23.578384,-17.634396,-22.347324,-28.615063,-24.955963,-20.305311,-23.480667,-21.344524,-25.26765,-24.536108
