-22.997456,-21.106041,-19.723282,-28.446629,-20.304157,-14.573243,-23.422937,-18.568377,-18.596895,-24.482218,-22.044106,-23.453331,-19.73551,-25.308441,-24.248297,-21.570724,-21.363476,-19.711813,-20.621601,-0.07254982,0.0,-20.092102,-14.676172,-16.421135,-17.223347,-19.86511,-18.579903,-12.290537,-16.408743,-16.002563,-17.284851,-16.153782,-15.344433,-15.129625,-17.612717,-15.079874,-16.488373,-17.044186
-21.384418,-22.276793,-18.380207,-32.041332,-15.416435,-15.08032,-25.136204,-23.643295,-20.460972,-17.149979,-20.467903,-27.682817,-18.452183,-23.165405,-24.420563,-22.269934,-21.948452,-18.87536,-20.086199,-25.152798,-9.664736,-18.684383,-20.603954,-21.704948,-16.248293,-13.151266,-22.412842,-17.941116,-21.99081,-21.688087,-19.196018,-24.18862,-23.402454,-22.619408,-18.048504,-25.093819,-19.929846,-20.61371
-25.808048,-25.23758,-19.984512,-31.998663,-18.950968,-19.781178,-17.710678,-21.069567,-22.052935,-17.77166,-21.9737,-25.479488,-24.661808,-18.708067,-23.928295,-19.832909,-20.025215,-18.285742,-19.943182,-29.192112,-14.501305,-18.532135,-19.765118,-22.725798,-17.875866,-17.86172,-22.535961,-15.99816,-17.574245,-24.175232,-21.917233,-22.997726,-25.006573,-21.765347,-20.61522,-22.353685,-19.614737,-24.646677
-30.821598,-28.005161,-22.21092,-28.631477,-19.802227,-16.281807,-16.529558,-20.165394,-22.090202,-21.244091,-18.40554,-21.146328,-22.80217,-20.905731,-30.59711,-18.186064,-22.516926,-18.352837,-22.036503,-25.399696,-16.082157,-23.141697,-18.817865,-20.322647,-20.45322,-25.519258,-26.662544,-20.607388,-19.969149,-24.120743,-18.236923,-22.760584,-21.279766,-20.918993,-19.355923,-23.302612,-15.105925,-31.333063
-30.073704,-25.163649,-22.78706,-27.994837,-24.592789,-18.59186,-22.550323,-17.491955,-21.696766,-27.105661,-18.118965,-18.868921,-19.923273,-20.32487,-25.565891,-24.397192,-23.297375,-21.8068,-20.211098,-24.944714,-16.855154,-22.961258,-19.14563,-24.644878,-21.637695,-21.23992,-21.145756,-22.141905,-21.005564,-25.785572,-23.482857,-18.142666,-20.169838,-18.84813,-19.605698,-27.096127,-17.717846,-29.320465
-32.12935,-19.464956,-17.989185,-23.283848,-20.58409,-24.103312,-20.866308,-23.210949,-19.002262,-21.05943,-24.074148,-23.842411,-18.530031,-23.64189,-22.754534,-22.757746,-21.477594,-22.94476,-25.56075,-19.57673,-15.702903,-23.29852,-18.59888,-18.71873,-16.011189,-18.028278,-18.889235,-22.94422,-20.54444,-20.377174,-21.744549,-19.962343,-23.700733,-17.953203,-21.99054,-24.6125,-22.342354,-32.99384
-25.802618,-22.594296,-18.366402,-21.28331,-18.610334,-29.448141,-19.683899,-22.887192,-21.545967,-20.596876,-21.60234,-19.774979,-22.4601,-22.515213,-18.116268,-20.53611,-13.756096,-18.625774,-15.881331,-16.090311,-5.33799,-7.830036,-4.5287094,-4.3313007,-3.727188,-4.970722,-5.9277935,-6.2999496,-6.875841,-10.865545,-12.566914,-16.191563,-18.026028,-16.360777,-19.332132,-23.641216,-22.510178,-29.463568
-26.19498,-24.356829,-18.243443,-22.859402,-21.27271,-26.165525,-18.84682,-22.660635,-24.75129,-22.261742,-20.661867,-23.66212,-24.142551,-21.349121,-16.464113,-20.236961,-13.329324,-13.440573,-14.484714,-13.055391,-3.8360367,-4.4902687,-2.2802544,-2.633688,-1.4822636,-3.0122375,-4.008295,-3.5498314,-5.723751,-8.48041,-8.766386,-13.829545,-17.96775,-14.572217,-17.578205,-19.60556,-20.921074,-29.867859
-27.429714,-23.60647,-16.30878,-19.934082,-21.502584,-17.748394,-28.153437,-20.622284,-23.150122,-21.863132,-20.742851,-30.142202,-21.476768,-15.494788,-18.153818,-19.080088,-21.364265,-16.47134,-19.864365,-15.069504,-12.403267,-13.172861,-10.321171,-11.110502,-11.187157,-11.807442,-15.165937,-12.214813,-16.28316,-17.59567,-13.546064,-18.467602,-23.206379,-18.03405,-25.740318,-14.676643,-20.535389,-31.025286
-25.581982,-24.060686,-22.57824,-22.419935,-19.239573,-14.951521,-33.730347,-20.514086,-24.79209,-22.036156,-21.636175,-24.742924,-17.007187,-23.376,-20.492672,-21.269672,-18.421062,-19.289768,-16.55922,-13.504377,-16.827059,-15.24646,-13.4099865,-8.626944,-13.245268,-9.990257,-12.051304,-12.69503,-16.009628,-17.803951,-17.966028,-16.381756,-22.718296,-23.412539,-24.158371,-17.20098,-21.781376,-30.20401
-24.267824,-18.953438,-22.622894,-19.72155,-15.319937,-16.797176,-27.7849,-24.17411,-24.590223,-22.829165,-19.02568,-18.050503,-15.146559,-19.15605,-25.352713,-19.983906,-16.575253,-21.23395,-20.263783,-13.08419,-16.840418,-13.319925,-15.075377,-5.6684856,-12.827925,-8.28499,-8.053385,-10.2054405,-10.478931,-12.190435,-14.4847145,-12.3057995,-14.468647,-18.536015,-20.300982,-19.764385,-20.7322,-27.879622
-26.710976,-23.214817,-17.432001,-22.599037,-16.088284,-21.76753,-20.778114,-22.9854,-20.032969,-28.26545,-16.847866,-25.226652,-21.870213,-19.605846,-23.172295,-17.067583,-21.443466,-21.319614,-20.23064,-22.322147,-16.624477,-20.408611,-12.655455,-10.965103,-13.699717,-14.995374,-13.598412,-7.3368454,-12.114691,-10.389435,-12.313208,-13.66696,-14.748695,-14.928297,-18.501284,-17.841728,-22.907196,-29.877136
-26.340132,-21.787851,-18.213566,-20.30618,-19.255333,-15.816983,-18.451008,-27.230381,-16.543734,-26.841063,-22.279434,-26.416924,-17.13433,-20.050518,-16.55545,-16.998095,-26.020359,-17.719831,-15.806043,-21.609015,-13.730789,-16.47507,-7.2097187,-7.9018097,-12.9035,-11.131956,-9.230373,-7.583349,-13.774601,-11.897728,-10.461378,-14.026756,-10.313402,-14.301239,-22.393276,-16.407719,-16.654972,-21.977299
-25.779728,-13.016951,-20.376343,-20.339062,-19.597355,-16.658903,-16.55352,-23.361637,-17.725925,-25.7975,-26.35899,-25.363396,-22.069994,-20.134514,-16.967316,-22.906853,-19.219173,-16.615362,-19.152084,-16.762712,-18.404415,-17.82879,-10.387962,-8.410328,-22.73326,-12.610353,-12.515835,-12.126957,-15.690985,-22.28937,-16.780128,-13.3836975,-11.457504,-21.399755,-20.375751,-23.998085,-13.646128,-20.598206
