-20.660746,-25.15296,-19.75149,-24.166975,-25.14402,-26.778713,-27.7733,-26.461895,-22.391281,-20.772675,-24.576357,-25.575054,-20.590473,-29.201208,-19.592453,-31.090141,-19.728672,-27.888752,-24.230001,-21.951168,-23.343616,-22.616528,-27.855318,-21.6003,-23.001743,-22.369825,-25.497614,-3.3005104,-4.593073,-3.9796524,-4.6450233,-4.0142193,-4.569416,-4.173113,-4.4771442,-4.1342354,-23.44323,-20.049387,-34.7137,-22.58829,-27.130192,-18.12017,-34.549465,-23.393219,-18.721367,-25.475925,-23.095814,-24.330347,-20.135433,-26.994267,-21.461367,-21.762331,-30.956062,-21.348597,-32.277184,-27.293072,-22.874973,-21.30394,-27.998465,-23.602005,-24.853489,-25.800936,-31.45936,-21.55067,-20.981165,-22.810677,-29.167261,-31.023682,-24.671534,-36.458614,-33.81808,-30.342175,-22.899162,-22.66409,-34.696873,-29.214996,-30.728668,-24.183601,-29.333107,-26.77103,-21.98533,-25.384365
-23.344254,-34.115944,-25.860788,-29.926617,-31.881214,-28.384705,-32.71043,-27.444588,-32.097706,-29.850449,-26.569141,-26.519566,-22.244278,-21.74871,-27.109497,-30.912445,-21.978178,-26.21248,-27.8138,-33.595287,-28.321976,-24.60915,-24.944225,-28.76231,-22.393368,-27.681847,-25.305042,-18.970158,-29.56002,-29.246008,-28.729446,-30.209095,-32.93371,-35.423416,-33.331207,-35.12893,-27.775331,-29.003647,-24.201763,-27.148182,-24.965721,-21.707687,-21.556087,-21.948656,-19.130276,-22.812937,-21.846802,-19.382082,-27.5476,-21.460152,-20.849901,-23.138288,-25.01378,-26.906187,-23.568497,-23.205986,-21.567348,-22.54888,-23.431028,-29.885916,-26.168457,-24.050976,-25.880432,-25.011354,-22.845392,-27.285736,-19.934532,-20.594257,-25.942387,-28.646824,-29.300095,-29.124142,-27.16279,-22.990135,-29.72371,-25.960457,-27.053978,-23.036053,-30.761278,-24.55704,-25.057728,-21.063457
-29.312893,-27.611671,-25.541313,-30.03827,-33.43676,-31.468502,-29.025686,-30.542778,-30.324549,-28.830456,-31.089504,-24.611073,-22.63414,-21.105324,-23.963951,-27.078625,-20.573532,-23.929173,-22.288706,-26.203732,-24.336927,-23.364536,-22.999016,-25.063519,-20.036821,-26.059853,-23.557655,-22.504765,-25.310562,-25.527943,-25.338406,-26.203161,-28.138397,-29.15623,-28.313965,-27.156488,-27.968414,-27.25557,-23.577133,-24.40992,-22.624622,-19.53762,-18.93363,-17.938808,-21.43642,-26.15191,-22.707897,-20.199007,-25.41663,-20.442062,-24.075499,-21.24863,-21.734304,-27.10556,-23.225342,-19.384527,-17.282848,-20.286182,-20.23486,-29.151287,-24.982817,-20.38079,-25.53804,-24.70116,-24.053417,-20.390339,-18.033531,-19.487715,-29.435337,-21.767506,-26.8157,-23.7029,-21.912594,-19.657234,-23.781485,-28.672215,-21.333145,-23.120495,-29.957602,-22.007938,-27.920885,-20.316444
-24.148773,-23.45126,-24.693218,-26.472538,-35.285435,-31.682817,-30.667967,-29.610062,-31.693123,-23.128258,-40.684544,-27.502256,-24.460358,-25.152678,-25.404366,-30.366108,-25.400185,-29.195534,-25.28613,-25.472664,-28.785603,-29.146803,-31.510324,-29.40008,-23.15484,-28.737513,-25.227623,-28.010382,-30.301575,-30.129917,-31.364035,-32.314293,-33.488747,-33.61203,-31.839666,-31.19523,-30.213997,-30.768347,-30.198559,-26.843117,-22.419569,-25.103706,-23.53458,-20.683586,-20.585934,-29.55816,-25.054909,-23.79398,-29.743675,-23.435434,-28.82037,-22.859215,-23.667164,-30.048775,-28.57197,-22.942148,-21.586538,-23.581886,-25.29182,-34.114017,-24.379665,-25.644745,-27.165516,-24.555532,-24.458015,-22.663897,-25.446743,-29.31023,-27.702654,-24.129162,-28.331419,-25.050226,-20.953213,-24.351137,-25.017166,-27.527103,-23.71471,-27.867054,-24.457525,-24.086695,-27.766249,-20.266224
-26.34526,-30.308918,-27.84787,-32.39367,-32.961567,-33.410778,-31.200033,-30.66235,-25.026722,-19.93789,-24.412348,-21.546535,-20.10818,-19.380962,-28.253365,-25.171783,-21.918484,-23.294666,-25.598347,-24.166105,-25.808167,-21.58086,-22.270424,-21.692951,-26.60913,-17.88896,-24.683186,-25.803757,-24.161715,-24.057325,-23.919176,-24.626457,-26.174267,-27.54675,-26.56788,-26.694221,-27.06674,-24.694595,-21.564344,-27.304459,-20.21201,-19.12477,-17.324472,-22.771217,-21.608986,-19.55998,-23.253275,-19.879896,-24.231277,-20.453142,-25.470985,-19.349743,-18.112484,-22.577711,-20.899672,-23.055994,-21.450378,-17.292416,-19.68745,-24.107166,-22.860018,-22.697464,-26.057125,-19.130154,-22.009357,-25.75253,-20.306751,-21.957329,-30.257402,-20.419624,-22.358932,-28.873081,-20.673767,-20.167774,-24.888447,-23.367758,-20.074741,-25.946177,-28.5938,-25.536903,-32.09585,-22.437477
-24.08691,-26.475052,-35.53488,-34.3764,-31.330355,-34.984753,-29.826345,-34.583477,-27.898212,-21.194351,-20.498026,-19.756884,-18.335535,-20.898844,-20.917406,-22.278358,-22.511208,-21.815546,-20.207657,-18.935135,-21.12594,-20.312653,-20.395832,-22.355125,-25.438179,-16.701006,-23.154387,-22.500446,-22.064789,-22.111465,-22.545189,-22.889696,-23.588598,-24.488892,-23.746862,-22.563417,-23.18487,-25.939175,-22.912651,-24.64493,-18.36541,-17.26312,-18.826637,-17.503323,-17.771183,-17.01804,-20.846931,-18.492868,-21.254164,-16.78253,-20.708607,-17.158377,-16.096659,-21.298014,-20.504108,-20.829407,-19.181818,-16.742104,-21.231426,-23.610386,-21.504639,-20.48936,-22.108967,-17.065844,-19.606216,-23.831404,-18.93004,-19.873322,-32.874268,-20.242191,-19.30082,-26.74973,-18.256252,-19.382187,-21.149094,-22.150826,-19.73433,-23.929478,-30.52111,-20.41335,-25.237186,-21.920643
-19.751629,-24.214163,-37.48028,-34.339893,-22.326563,-36.692383,-29.172087,-30.14751,-24.484669,-27.410147,-22.734642,-25.04005,-23.584248,-24.188364,-21.392818,-27.661127,-22.799036,-21.838305,-22.373344,-22.671597,-24.292002,-22.388836,-23.132904,-25.885443,-25.823849,-24.113972,-24.97836,-24.086243,-26.452288,-26.377209,-26.607267,-27.203896,-28.349861,-28.728218,-27.995209,-27.86103,-25.498007,-27.581478,-25.049652,-24.533133,-20.667496,-23.155636,-24.553635,-20.264774,-20.414597,-23.631264,-25.279886,-20.231127,-23.388773,-20.243689,-25.420792,-19.165,-21.596313,-24.212967,-22.546186,-23.445919,-25.991976,-23.62035,-22.588882,-25.34827,-26.239292,-23.93251,-24.227348,-23.643158,-25.608694,-24.700024,-22.02114,-25.424152,-26.704437,-25.68291,-22.63174,-30.317554,-22.47225,-23.333286,-28.029284,-24.81912,-26.707062,-25.924139,-26.264946,-16.972649,-19.39862,-21.444908
-25.056583,-33.731564,-37.164677,-32.813946,-22.838757,-36.2116,-31.547815,-32.292603,-20.503166,-20.154781,-17.975708,-19.716543,-16.751593,-17.239777,-19.813858,-18.25761,-16.584715,-16.830694,-16.109966,-18.770535,-17.390547,-14.28553,-16.571672,-17.562578,-16.799559,-16.824526,-18.646648,-17.467176,-17.712591,-17.865782,-17.922304,-18.176804,-18.892586,-19.271196,-18.924973,-18.502886,-16.687378,-19.313091,-18.183372,-18.833885,-16.061916,-15.945045,-16.903854,-17.593782,-17.725292,-16.492178,-18.611618,-15.508417,-15.589575,-18.179363,-19.200161,-14.657463,-16.14355,-17.843496,-15.54376,-16.738955,-17.786953,-19.28414,-17.111544,-17.180265,-17.742786,-16.544783,-16.002932,-17.333359,-16.948122,-16.897238,-16.14276,-18.267776,-17.421919,-17.295334,-16.074703,-21.404129,-17.385277,-15.691559,-20.156544,-16.867931,-17.74623,-19.489725,-23.902725,-16.403793,-21.646578,-23.59936
-20.751804,-26.811947,-30.295515,-27.255447,-30.020979,-27.801157,-30.396618,-37.109756,-23.487307,-19.454945,-19.930395,-20.639618,-18.625727,-18.89428,-19.792444,-17.8156,-19.424717,-18.75071,-17.619482,-21.964813,-19.259447,-15.621069,-19.699923,-19.883919,-16.374363,-18.322409,-19.232632,-17.951273,-19.673603,-19.651474,-20.066807,-20.173512,-20.2719,-20.69436,-20.406553,-19.65672,-16.682867,-20.936209,-20.816479,-20.40049,-17.943502,-17.090406,-18.721504,-16.267153,-18.1545,-16.18082,-19.175003,-17.37184,-17.988598,-17.630638,-18.981747,-14.795158,-18.209301,-18.663353,-19.593025,-18.873367,-16.087358,-21.767632,-20.064056,-18.457924,-19.793941,-19.762836,-18.333687,-16.828993,-18.5797,-18.138824,-18.419834,-22.18001,-18.670273,-19.96659,-19.117886,-22.357159,-17.8573,-16.739573,-18.564327,-19.277674,-19.470152,-22.005812,-25.579447,-16.645006,-24.082783,-25.916325
-18.804943,-25.590729,-34.174282,-27.512962,-28.180862,-30.23268,-29.560886,-35.805176,-17.585014,-17.666754,-18.947887,-16.843534,-18.950378,-15.835079,-16.606638,-18.875185,-16.854847,-17.05195,-18.784698,-19.866983,-18.98143,-17.02772,-17.44247,-17.346603,-17.791492,-17.82242,-18.542788,-17.79377,-17.867722,-18.113522,-17.936804,-18.117443,-18.883896,-18.707596,-18.469368,-18.360788,-17.696367,-18.744984,-16.363077,-16.38538,-18.21001,-15.453173,-17.06775,-17.640795,-18.79719,-17.550314,-19.06992,-16.280708,-17.301085,-21.892904,-20.055897,-17.882648,-18.130417,-19.848732,-16.131224,-16.52477,-16.867613,-17.398643,-19.056992,-17.757399,-18.33945,-16.40025,-16.907518,-17.224659,-17.692307,-16.781225,-16.66991,-17.05343,-17.952034,-15.451813,-18.904211,-18.465431,-17.28862,-16.432638,-17.376373,-15.811264,-19.581333,-19.502884,-19.011703,-18.125412,-26.02453,-22.628864
