-18.99934,-25.642778,-26.530989,0.0,-20.793732,-21.484695
-23.95036,-26.792486,-30.515139,-14.250757,-20.413017,-29.467466
-24.353752,-34.956173,-22.96561,-20.65016,-23.191235,-28.981956
-22.939545,-25.945253,-21.236233,-22.417599,-27.637777,-30.22118
-25.848692,-23.352415,-23.627224,-22.88882,-29.977407,-33.004486
-25.274593,-23.862415,-29.441942,-25.200672,-29.549398,-31.406504
-22.831738,-24.986012,-30.827204,-28.045876,-22.994667,-25.912151
-26.80247,-29.97351,-30.522007,-28.48666,-26.06637,-20.802418
-25.799557,-26.254017,-28.784687,-26.050056,-22.165745,-20.777718
-28.37888,-22.657454,-27.828423,-25.047043,-29.121664,-19.746773
-26.982063,-24.710003,-28.88529,-30.631783,-31.929586,-23.199963
-24.592316,-32.825455,-30.090569,-27.163155,-28.743362,-25.928719
-26.365704,-27.98666,-29.456131,-30.57287,-28.588024,-33.41345
-34.56166,-28.661755,-29.21569,-31.724707,-34.61965,-31.695097
-30.831852,-25.057167,-29.98299,-28.38814,-24.699635,-28.289852
-33.070454,-24.705711,-28.521904,-27.871275,-23.989517,-28.041945
-33.58539,-22.77029,-27.696737,-34.430824,-34.142075,-28.318115
-30.933178,-22.20599,-23.302643,-37.577263,-26.764072,-25.515234
-32.361946,-27.517794,-23.674791,-32.900227,-21.240166,-22.229095
-30.396267,-21.086159,-31.541945,-29.775618,-22.441868,-21.391186
-29.95555,-21.138157,-29.090162,-34.780537,-29.902565,-29.59413
-30.203167,-27.33661,-28.99375,-31.549036,-22.198008,-24.749117
-30.230143,-29.924595,-29.343622,-31.064981,-24.430235,-26.464027
-29.204975,-30.654972,-26.17373,-38.00302,-32.035114,-28.561579
-26.397612,-29.22572,-24.268538,-31.046837,-28.763277,-27.774668
-24.719498,-27.161293,-21.688862,-29.27465,-27.73085,-26.686785
-25.107706,-23.60912,-22.152859,-28.821161,-27.282309,-26.361935
-28.930433,-23.606146,-33.75465,-31.733076,-22.767866,-25.109161
-35.517197,-23.072521,-21.127068,-32.830276,-23.490154,-20.982574
-33.406387,-21.683058,-24.491285,-40.35948,-28.08015,-28.060568
-28.690767,-24.17921,-24.642326,-35.58983,-29.264181,-26.440733
-23.751959,-26.083637,-26.293766,-32.165024,-30.426897,-21.409565
-25.806871,-27.18156,-22.843142,-33.639317,-31.348944,-27.321575
-31.062414,-23.618172,-23.403137,-32.551502,-27.65838,-29.286997
-28.079868,-25.11721,-28.90374,-33.14267,-29.182562,-32.17705
-33.588352,-28.007303,-31.81258,-37.047,-28.031637,-30.383387
-31.217115,-26.432156,-26.657246,-34.137875,-26.744587,-28.42532
-28.41743,-28.19272,-29.688122,-32.764534,-30.909286,-28.760826
-30.387993,-33.162205,-28.427603,-35.337856,-25.71465,-24.03056
-28.504776,-33.98324,-23.741653,-33.698753,-22.411774,-25.010202
-30.537695,-33.69431,-26.558132,-31.576277,-21.911861,-28.443672
-33.10088,-30.580046,-25.109493,-35.564053,-31.382027,-27.346746
-29.58842,-29.720276,-23.545744,-34.657738,-29.100208,-26.928608
-26.695236,-25.273544,-19.740757,-33.020542,-30.443075,-27.84207
-28.633837,-26.164137,-18.75961,-31.750128,-24.499226,-27.35077
-31.229603,-31.15458,-22.825714,-34.618988,-25.713709,-26.505825
-32.13587,-28.85279,-28.016153,-35.58705,-24.41161,-29.972616
-36.47714,-24.931543,-25.339169,-29.467823,-22.1992,-29.821493
-34.536484,-23.22345,-28.373674,-31.550962,-25.495182,-26.552797
-30.138226,-18.624207,-31.876457,-32.235466,-26.824703,-29.028978
-25.885778,-19.40973,-26.047932,-32.16373,-22.946623,-32.345196
-27.164972,-26.698948,-25.30916,-33.40515,-20.627993,-25.685085
-31.544952,-27.637245,-25.258614,-28.338642,-19.543926,-24.058792
-30.760977,-22.977943,-25.248196,-30.801905,-28.063148,-25.61321
-27.10869,-23.166145,-22.170824,-36.669823,-25.805763,-28.017218
-29.245947,-21.284533,-23.597689,-29.41589,-21.26793,-24.936874
-33.38983,-20.450947,-22.06163,-31.242544,-22.67672,-24.584763
-29.217632,-22.88675,-25.518616,-31.559103,-21.75096,-21.607513
-36.04799,-25.982193,-26.611572,-28.392525,-26.023823,-22.551186
-28.203505,-19.841045,-21.005192,-25.59166,-24.682621,-29.31652
