-28.835625,-33.65003,-10.870642,0.0,-26.304008,-24.215023,-22.41848,-22.646107
-28.392685,-26.68703,-13.22591,-4.5278454,-21.573814,-19.490543,-23.388401,-22.325706
-33.24513,-26.661282,-24.898954,-10.162075,-25.329517,-22.662863,-24.269035,-24.643787
-26.867191,-21.02317,-18.500061,-16.342306,-25.715557,-25.123339,-21.719856,-25.941597
-28.424522,-22.381975,-20.828499,-14.91345,-23.799225,-27.780527,-22.271416,-23.249641
-32.470577,-29.282524,-23.679768,-14.319767,-24.301334,-22.760355,-26.524416,-25.874502
-28.916626,-25.881763,-21.609385,-16.651121,-24.109718,-25.981628,-25.489895,-21.171322
-26.65208,-25.802118,-23.942835,-20.774666,-24.99533,-32.14492,-24.529856,-21.90092
-24.479198,-31.209076,-22.75521,-20.269182,-27.938366,-26.045992,-24.173676,-24.420143
-23.81087,-28.280548,-25.393147,-19.187054,-32.39583,-25.939777,-29.286963,-24.293736
-25.360273,-28.196901,-26.437614,-19.794226,-29.87001,-22.444447,-27.631872,-27.624695
-27.951584,-27.871344,-24.673384,-25.157455,-29.730072,-23.335373,-25.40332,-23.287169
-24.339108,-27.772806,-28.84303,-21.596954,-28.429836,-29.935097,-24.156397,-25.660652
-26.918032,-34.47074,-27.977053,-19.277378,-26.94133,-26.187326,-27.10063,-31.959764
-26.48197,-30.22713,-29.396162,-20.071297,-26.171078,-26.830399,-27.723557,-24.548512
-25.029686,-26.952366,-24.59737,-19.5529,-28.287405,-25.153679,-27.076866,-22.820967
-27.396885,-24.354624,-29.400852,-21.4063,-35.252857,-24.17434,-25.431799,-25.138016
-29.62968,-31.579332,-37.09987,-24.271336,-24.159035,-23.991055,-29.793673,-32.117653
-30.096395,-28.729488,-40.15185,-27.600952,-22.830479,-30.329952,-32.431847,-30.17347
-30.696274,-23.765034,-30.284273,-26.178425,-23.711868,-29.313643,-26.52194,-20.144476
-38.759014,-24.26038,-28.591686,-29.182108,-21.60928,-30.613777,-27.740376,-21.456007
