-13.827874,-14.460388,-12.950575,-14.67056,-15.277783,-16.609842,-13.228888,-9.015055
-18.356068,-20.424622,-19.998974,-19.126652,-18.879782,-20.895514,-21.219723,-15.143705
-25.7571,-20.7875,-17.048069,-24.425924,-20.121433,-23.607702,-23.382277,-26.168592
-30.52526,-24.6947,-18.345352,-21.126999,-21.806608,-24.084343,-24.387383,-21.168547
-25.73342,-24.147654,-22.174797,-23.934927,-21.049074,-20.182518,-20.34863,-15.68816
-26.06921,-18.515484,-23.477219,-24.018778,-19.24165,-18.490952,-22.062828,-17.487469
-21.693691,-20.188097,-23.641157,-14.513351,-19.337864,-19.228977,-21.810677,-15.876604
-19.94388,-24.23823,-28.402956,-13.991119,-20.500496,-26.178171,-28.880396,-16.187286
-22.563087,-20.560135,-27.866922,-21.562267,-18.246065,-21.343296,-25.305866,-16.660711
-25.763393,-17.85104,-34.335087,-25.113081,-23.381083,-24.154442,-21.834848,-21.185114
-21.923119,-14.068872,-30.536058,-21.272478,-22.765198,-24.09084,-22.243017,-30.2178
-24.28956,-17.836626,-22.82336,-21.986492,-27.737648,-25.289179,-24.843914,-37.38786
-25.381935,-20.348392,-21.027485,-25.331404,-23.6478,-22.670773,-22.856707,-29.134886
-23.132986,-27.24941,-23.365837,-27.280165,-18.929344,-24.091463,-28.787111,-21.05457
-21.512756,-20.980442,-23.387844,-23.24972,-24.104206,-20.87453,-26.827108,-21.413755
-23.111238,-19.18738,-29.456318,-18.97969,-23.462841,-18.07442,-17.158525,-22.602034
-28.776386,-24.113235,-20.756598,-26.757978,-18.774935,-22.418295,-17.196812,-21.808567
-23.897121,-23.414421,-17.559032,-24.34343,-15.888483,-24.12036,-18.877527,-21.418173
-21.75439,-19.74181,-21.434101,-23.283764,-17.07004,-23.454336,-21.970108,-25.05635
-24.303303,-18.883402,-24.487574,-27.217546,-15.787918,-20.01159,-25.44607,-18.762592
-20.795822,-23.258732,-28.167727,-22.07153,-20.754387,-21.039875,-19.537958,-20.174917
-17.590479,-25.87202,-28.235195,-22.69458,-25.142622,-21.666698,-19.861855,-21.334639
-19.712532,-22.465359,-23.11612,-24.091763,-25.418888,-16.6349,-21.888025,-24.241644
-23.029882,-24.01323,-24.390312,-21.403845,-22.429367,-19.59374,-18.298622,-25.288708
-20.93578,-26.478268,-20.77307,-15.694123,-16.09378,-21.477077,-15.956508,-25.376856
-17.505428,-21.127518,-23.082054,-18.53643,-21.87103,-20.806557,-18.049496,-23.077784
-14.988806,-18.336254,-22.200447,-17.179354,-30.553844,-21.259409,-19.823807,-20.055902
-16.92122,-21.490211,-21.42072,-20.676445,-23.863642,-17.992552,-19.327513,-20.357988
-20.524267,-27.816347,-22.685986,-20.917912,-20.990177,-22.448442,-21.454487,-18.07164
-25.766178,-28.084303,-23.215122,-24.475517,-28.300797,-21.395012,-25.796127,-22.652975
-22.023548,-24.841919,-26.457655,-29.22214,-27.355484,-21.084198,-21.590887,-27.466434
-24.33173,-27.72435,-27.021685,-23.146616,-24.894253,-27.469666,-21.065151,-23.80707
-25.547783,-24.641376,-26.037209,-23.449108,-27.951038,-18.588207,-20.242554,-29.043333
-25.406563,-22.043242,-22.19128,-25.175568,-23.988691,-20.267258,-21.408989,-25.224365
-29.2137,-22.018177,-22.903166,-26.907335,-21.143879,-20.599962,-20.25579,-20.565422
-25.135864,-22.117762,-28.022541,-29.294632,-18.530983,-19.929676,-18.919434,-22.850792
-22.383907,-24.76863,-21.249657,-23.920462,-16.790642,-22.881723,-17.972744,-21.386955
-22.344807,-20.1012,-16.362528,-20.463617,-20.112934,-22.372711,-22.966885,-22.463478
-28.81363,-21.024776,-16.901814,-23.622778,-20.241158,-28.921867,-24.250147,-17.26933
-23.90576,-19.736168,-17.24781,-21.154156,-21.29006,-27.923792,-22.605133,-13.701039
