-28.361397,-21.415934,-24.644638,-24.105633,-23.795704,-28.210167,-26.248114,-27.910719,-22.329174,-21.849453,-26.819324,-25.333166,-28.638079,-23.023247,-29.084013,-29.768257,-17.928516,-22.88817,-24.777246,-29.220793,-25.24698,-23.243755,-27.472021,-31.332806,-23.258223,-25.205742,-29.494091,-27.027666,-25.962833,-33.40662,-28.434069,-22.069185,-18.82538,-22.659012,-28.836649,-25.842484,-19.56424,-21.347921,-22.55337,-23.431658,-32.40767,-27.40141,-28.174768,-22.001,-26.792276,-24.459238,-21.369938,-25.303822,-19.332596,-26.47034,-26.692617,-18.976799,-25.708925,-19.953999,-21.34097,-17.361223,-18.795744,-24.796152,-17.701818,-26.139729,-22.442623,-23.012161,-19.572264,-22.626215,-25.504295,-25.163874,-30.353292,-27.262197,-25.585598,-24.620705,-25.089712,-28.420296,-23.806847,-22.592602,-23.897253,-27.35674,-32.859417,-24.24874,-30.467762,-23.60685,-24.855543,-28.108475,-24.279236,-25.157148,-20.3458,-27.758532,-19.249773,-26.962652,-23.65379,-28.338129,-28.764254,-26.565868,-27.673351,-15.318241,-26.021288,-19.193483,-15.783277,-24.14565,-17.805946,-20.124199,-15.659886,-20.74519,-21.615635,-35.400425,-24.53558,-25.001738,-28.940989
-34.550743,-24.96756,-22.859837,-25.279305,-23.707249,-21.744717,-22.95559,-28.275635,-23.247864,-22.878391,-23.499063,-24.886599,-25.405556,-20.378527,-22.477047,-17.898413,-20.92578,-25.650614,-26.387821,-28.058218,-25.681263,-35.027332,-23.293745,-27.071709,-31.772936,-27.986376,-30.774258,-30.750282,-33.0639,-25.001152,-26.10381,-23.568253,-14.174094,-21.507984,-26.010399,-22.49513,-20.906641,-22.87832,-27.227022,-27.387793,-29.780521,-27.376186,-28.591846,-20.858692,-27.707186,-23.824806,-19.89138,-28.785751,-24.443903,-18.37471,-25.814934,-20.734695,-31.212322,-22.617691,-23.636133,-22.045065,-22.867153,-25.591795,-29.033161,-25.811779,-19.747284,-21.576897,-21.312717,-25.15963,-22.76994,-26.217876,-30.445496,-29.353928,-22.52852,-22.648262,-27.747622,-18.23551,-20.545189,-19.776691,-25.28796,-21.234709,-28.518517,-25.431864,-24.679691,-23.980343,-34.799793,-18.2597,-23.759844,-24.090494,-20.958096,-25.006102,-19.121479,-22.141796,-27.695646,-28.373854,-29.846746,-23.926594,-22.015821,-17.13258,-24.759941,-25.578358,-14.362268,-21.563515,-17.319876,-22.948685,-18.716148,-24.290663,-20.310352,-23.334082,-29.12946,-21.691753,-28.575497
-36.831825,-24.384834,-22.59149,-17.016338,-28.508947,-21.621273,-33.690006,-23.398468,-21.633465,-23.913204,-24.978542,-23.783443,-21.127214,-17.57983,-20.524864,-15.776558,-24.94155,-21.948015,-27.13817,-22.278004,-29.18054,-26.295067,-34.24801,-29.066494,-29.742138,-25.870068,-31.110266,-27.326275,-33.030983,-24.199783,-24.264622,-24.439878,-16.410973,-26.002192,-31.321129,-19.791681,-24.634188,-26.158365,-24.076712,-24.946571,-26.863289,-33.680817,-25.352415,-22.241854,-30.082893,-24.835083,-19.3101,-35.81888,-22.936064,-18.931547,-21.106354,-27.26614,-23.097385,-23.155924,-19.249825,-22.510197,-22.016539,-27.013098,-26.745314,-26.507423,-26.28395,-20.735895,-25.851492,-23.171413,-21.55846,-23.205093,-27.818304,-26.573532,-21.948433,-27.640316,-25.849798,-18.425646,-21.708427,-19.562378,-22.840343,-20.632133,-25.753494,-29.636824,-27.448767,-32.34681,-32.4238,-20.939493,-24.86235,-22.269644,-23.041718,-23.53101,-20.942436,-23.269533,-25.549671,-30.379557,-29.64582,-22.470821,-19.440235,-22.580572,-26.143047,-27.102701,-22.893799,-23.4579,-18.069637,-27.26175,-24.528595,-27.415257,-22.20496,-23.006756,-22.683882,-20.210682,-30.09631
-35.20532,-23.989143,-22.442585,-20.00894,-21.918135,-20.935677,-26.3993,-22.609858,-22.384346,-23.53933,-24.26881,-20.575895,-23.380339,-21.140171,-27.912697,-16.498617,-18.020397,-23.9766,-25.903988,-24.125057,-29.402412,-20.466362,-28.326649,-22.522747,-31.162542,-27.888859,-28.72206,-31.583284,-24.205198,-32.12414,-26.929447,-20.099514,-20.609264,-24.994045,-22.441277,-19.079668,-23.344479,-28.91136,-19.541847,-21.102425,-22.738083,-26.669859,-26.34417,-26.989666,-23.821201,-27.005098,-21.173498,-35.579296,-28.18086,-19.993422,-20.179226,-23.613459,-21.877462,-26.195715,-23.199562,-24.045982,-20.655228,-33.480442,-20.1799,-25.271305,-30.070059,-20.30754,-25.065363,-25.23027,-25.747963,-27.71151,-23.345877,-25.336365,-23.42075,-23.891687,-28.52198,-24.333563,-25.118467,-19.16089,-21.072422,-28.885462,-26.082504,-29.754854,-26.74106,-24.550049,-25.435787,-30.469059,-25.810884,-28.238869,-27.242458,-30.13572,-26.164677,-26.849981,-24.603264,-24.293558,-30.397144,-24.82643,-24.71614,-28.082886,-20.729927,-21.150608,-27.9951,-25.61114,-20.59002,-25.524048,-23.422226,-29.600868,-30.538702,-23.627466,-23.209373,-24.64016,-29.748947
-27.31273,-35.61397,-20.747337,-25.391888,-22.3633,-25.74534,-22.848118,-26.585276,-22.096127,-26.65709,-20.721443,-24.531631,-25.807632,-31.678244,-24.760353,-18.592287,-19.959095,-23.65004,-28.693539,-30.57834,-33.73793,-22.346996,-24.748192,-23.91761,-27.185314,-30.62352,-22.121407,-31.419142,-17.530315,-28.218342,-21.212376,-19.908978,-17.174454,-19.129766,-18.96194,-21.821457,-23.544334,-27.557684,-20.840538,-23.55619,-24.270765,-21.005417,-21.347107,-26.25922,-27.725567,-24.479834,-22.377296,-30.635166,-24.554121,-21.395695,-20.28098,-24.47558,-28.452286,-24.63167,-25.857386,-29.267965,-25.118568,-26.567074,-21.258495,-20.950798,-28.024517,-25.440811,-24.950132,-27.140858,-23.196774,-28.67987,-26.459316,-29.245111,-25.7652,-21.530205,-23.197731,-29.674755,-27.41446,-23.317566,-25.228968,-32.440266,-25.973713,-33.015247,-25.921394,-21.231567,-25.024399,-29.936056,-29.082006,-27.703018,-27.029495,-32.230526,-30.549358,-23.147177,-26.667444,-24.983318,-25.905998,-21.155931,-34.11862,-31.249119,-20.10003,-24.099293,-24.516434,-21.793518,-22.829264,-29.892965,-23.132607,-28.270325,-29.235336,-28.298918,-24.692863,-26.978214,-24.259075
-23.400364,-31.174158,-22.362732,-26.175642,-25.783358,-28.799194,-24.22646,-31.871357,-23.81452,-23.929188,-27.043926,-25.713984,-26.954502,-26.875587,-22.475779,-22.866531,-26.607544,-22.546597,-32.31758,-31.64863,-34.443157,-25.272528,-30.013775,-24.595978,-24.145624,-31.89582,-23.484472,-32.566765,-20.399147,-25.609657,-22.725853,-25.526684,-21.683681,-22.488361,-24.063776,-23.826572,-22.757607,-23.142675,-19.423513,-31.503418,-23.572014,-24.551971,-25.08928,-27.968508,-27.499968,-20.831804,-21.87335,-26.345833,-27.118301,-27.340614,-19.588455,-23.893375,-30.07377,-20.039745,-25.924774,-34.303158,-27.76309,-23.4321,-24.025398,-21.05264,-24.27858,-30.34788,-26.356295,-25.084019,-22.050798,-25.454746,-26.217117,-25.183586,-23.782728,-24.522003,-20.27838,-27.420517,-23.98891,-22.815584,-23.323471,-32.754097,-24.20686,-28.028244,-28.640451,-25.871857,-25.087294,-33.461487,-22.081442,-20.261135,-27.699839,-28.633104,-30.050337,-25.886456,-25.951002,-28.737326,-22.78764,-26.109003,-32.212803,-27.765152,-28.56101,-22.006752,-25.618715,-19.056328,-24.860323,-22.99141,-25.841564,-26.28553,-30.658237,-24.495861,-26.566315,-25.598751,-24.273006
-23.308754,-23.752132,-23.560116,-20.052795,-25.419678,-25.880299,-27.937105,-29.149038,-27.746172,-25.591587,-24.888474,-20.670609,-26.57913,-29.592134,-18.87312,-24.51146,-28.71628,-25.174646,-25.178637,-24.260124,-21.672611,-28.14396,-29.868073,-25.90446,-25.843021,-28.750364,-26.351007,-35.1955,-26.168444,-30.932838,-19.84071,-28.017895,-22.755417,-22.449413,-26.015211,-28.2788,-22.54451,-22.705482,-20.181335,-29.432821,-18.705582,-28.171253,-24.060986,-29.650518,-28.11407,-24.67718,-24.061092,-24.508293,-23.80634,-27.395912,-30.374891,-19.582485,-23.764874,-20.679829,-26.437298,-24.234497,-23.82881,-26.247353,-21.918392,-29.949852,-23.738245,-32.144142,-34.710262,-17.341743,-27.061533,-21.26929,-21.70916,-28.61746,-21.340015,-25.187027,-29.169199,-21.01201,-24.818096,-21.44709,-22.518026,-26.608843,-24.60978,-29.338017,-21.141392,-25.752249,-25.458168,-29.42394,-22.875746,-18.987602,-34.620914,-23.151585,-23.414314,-27.128323,-29.226784,-25.378023,-27.504246,-30.135098,-21.335659,-25.629236,-28.565762,-19.615131,-24.785816,-20.495348,-19.751781,-20.845798,-25.2492,-22.932976,-28.016832,-23.502308,-23.425507,-29.089329,-21.052135
-25.258549,-26.557976,-22.513569,-23.765831,-29.292183,-25.983536,-24.981012,-29.381088,-24.635096,-24.929876,-25.39517,-25.123707,-29.218872,-25.818354,-21.1655,-24.535412,-38.86245,-20.833046,-22.42276,-22.047962,-19.86367,-28.847559,-28.09734,-30.672714,-21.201658,-29.911339,-28.272165,-29.963203,-29.913824,-26.798729,-20.64925,-25.351578,-21.401102,-25.789177,-22.097569,-33.341057,-27.057798,-18.068367,-22.579395,-23.402325,-21.33293,-25.2863,-26.31054,-25.115623,-21.740871,-27.945992,-28.642942,-26.975111,-18.925045,-30.739985,-34.917923,-23.609348,-21.682377,-21.171608,-27.941492,-24.49328,-23.724098,-30.083696,-24.489311,-27.785006,-27.05614,-25.682533,-33.616104,-18.184097,-29.205307,-22.062584,-21.374075,-28.535173,-21.46825,-24.577097,-25.28558,-22.781786,-26.458244,-29.144629,-23.0598,-20.811272,-24.155708,-29.26834,-22.535059,-24.357807,-22.162012,-26.233038,-22.768108,-25.572872,-33.03404,-24.350235,-24.715036,-23.292109,-31.340698,-23.140823,-34.723156,-30.057827,-22.624668,-25.997465,-25.282005,-21.025345,-23.857285,-24.509197,-21.039234,-25.98421,-22.298666,-22.01522,-24.028612,-25.59909,-25.342966,-26.839775,-22.123957
-25.423065,-27.730768,-22.156078,-22.559698,-25.753998,-32.91927,-24.610538,-23.26894,-20.265503,-26.591217,-18.817358,-23.605951,-27.351864,-24.172173,-29.67003,-22.041113,-27.544744,-22.120434,-26.023663,-22.788092,-21.13802,-25.302818,-22.967796,-23.819439,-20.55785,-24.145641,-26.260778,-25.990612,-23.205475,-26.396006,-20.140623,-21.240746,-25.02282,-26.089502,-23.78976,-26.721827,-27.276869,-18.296394,-23.681084,-25.569422,-27.184128,-24.082136,-29.85548,-26.676159,-17.442673,-26.995922,-28.698643,-26.711843,-20.956867,-23.361282,-28.980736,-28.625544,-25.998072,-23.528543,-25.771103,-24.479927,-27.34802,-26.284035,-29.50701,-22.865208,-23.78543,-20.848606,-21.642813,-21.82123,-27.272934,-25.993046,-26.890984,-29.032486,-25.733648,-22.666729,-25.61118,-28.579927,-28.969707,-32.538643,-25.029243,-21.607925,-28.039433,-22.351616,-25.074686,-22.291178,-27.43934,-24.525055,-21.423395,-24.676418,-29.469559,-28.521385,-32.611042,-21.598387,-33.072205,-21.782007,-30.411606,-24.389297,-21.650661,-24.956705,-19.754374,-21.892717,-24.252043,-29.673735,-20.058235,-23.066936,-22.22908,-17.942432,-21.251472,-19.790506,-30.244919,-20.907951,-24.17762
-26.324333,-22.656809,-30.978695,-19.710432,-24.881598,-24.302547,-21.534286,-24.723164,-28.675,-27.665031,-21.726675,-29.093813,-25.233656,-23.662563,-31.280157,-28.733946,-28.155201,-23.231113,-19.967028,-21.713953,-20.032036,-25.198898,-20.80396,-22.421194,-26.497936,-26.76533,-25.89069,-21.756163,-24.906265,-27.13561,-25.095934,-19.952194,-35.236794,-25.485632,-27.350016,-24.695465,-23.14708,-28.86637,-24.293278,-34.1286,-24.57948,-20.229174,-27.64091,-23.92904,-22.506405,-29.327946,-26.365225,-31.010132,-24.262259,-22.709759,-25.310154,-31.528877,-20.195484,-26.135523,-23.706741,-24.048862,-28.988739,-22.717459,-28.68136,-24.203167,-24.787558,-26.028349,-23.980165,-20.931896,-35.800488,-27.842812,-30.349724,-22.078362,-22.64221,-25.97422,-34.4986,-25.664968,-31.861076,-28.543156,-23.190258,-25.05626,-22.521368,-26.874184,-20.971155,-25.745102,-28.303577,-21.573004,-24.231258,-27.228777,-28.767765,-29.490747,-23.655283,-27.714329,-26.807592,-22.626669,-32.15674,-25.03378,-18.806284,-24.557676,-20.62348,-30.39833,-21.388536,-29.840883,-20.60857,-25.93044,-28.019737,-23.621115,-26.81934,-18.708,-28.00912,-26.39789,-24.280846
